tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,answer_too_early.rt,feedback.rt,Catch trial answer,Audiogram_none,Audiogram_frequency,Audiogram_time,Audiogram_both,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,3,0,3,0,17,0,17,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628.7961301999167,None,481.1333821400436,4.0,0.00011476008868912728,1,"[0.4419893398942929, 0.7082171061022908, 0.7009820911677394, 0.7842987736386025]","[273.4735059818665, 1836.2907457776475, 3542.9056951874995, 1445.6799497344064]",None,"[12.652210799972767, 11.159676965648323, 3.0, 10.417032437983572]",False,629.8057101999875,632.6842912998982,632.6842912998982,633.9151963000186,['space'],1,3.6596828498877585,4.68970194994472,None,1,None,1,,[0.2546147999819368],,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,3,0,3,0,18,0,18,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.5476879000198,None,3249.0095854249403,-7.0,3.160609710890789e-05,0,"[0.4300111054049376, 0.4300111054049376, 0.4300111054049376, 0.4300111054049376]","[375.39170007176324, 3169.5047411248606, 6283.559398740151, 422.95447162896176]",None,"[12.408253094745191, 8.0, -6.0, 11.04734342328066]",False,635.5620790000539,637.8847682001069,637.8847682001069,639.0888263001107,None,0,2.7498965500853956,3.7547033501323313,None,1,None,1,,,,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,3,0,3,0,19,0,19,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639.3719949000515,None,284.8773726442294,6.88434359948018,0.00028836235147856523,1,"[0.5007205197019862, 0.5007205197019862, 0.5007205197019862, 0.5007205197019862]","[2509.8390403018216, 372.78651732855707, 1443.2961649291499, 126.8125914104282]",None,"[12.662837838969763, 12.408253094745191, 10.417032437983572, 14.966314357149813]",False,640.3856893000193,642.9242642999161,642.9242642999161,644.1608688998967,['space'],1,3.0497983500827104,4.0782764500472695,None,1,None,1,,[0.2116658000741154],,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,4,0,4,0,0,0,0,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.6657688000705,None,,,,,"[0.5589014238227572, 0.5589014238227572, 0.5589014238227572, 0.5589014238227572]","[1624.5793797653982, 1289.429508222719, 1023.4208788957911, 812.289689882699]",Major_3rd,"[10.667652715985808, 10.0, 7.299366577576018, 5.363737063009177]",True,648.6521272000391,651.3559522998985,651.3559522998985,652.5720953000709,None,1,3.2640369499567896,4.285506549989805,None,1,None,1,,,0,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,4,0,4,0,1,0,1,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.9707559000235,None,125.0,3.0,0.001020868972334765,1,"[0.5812460071125106, 0.5638488174040348, 0.7322725640571786, 0.6466817098918471]","[314.9802624737183, 250.00000000000003, 198.42513149602496, 157.49013123685916]",Major_3rd,"[13.0, 12.341250460895301, 11.489678846650868, 12.880741781152295]",False,654.000298100058,656.9065865001176,656.9065865001176,658.1408389001153,['space'],1,3.5347554499749094,4.569781949976459,None,1,None,1,,[0.19479060010053217],,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,4,0,4,0,2,0,2,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.6210620999336,None,353.5533905932738,-4.0,5.591060055563459e-05,0,"[0.4566498066676931, 0.5713685525322802, 0.542189166235815, 0.7998337946071488]","[303.59901654309914, 5010.860064884975, 5724.489945207869, 354.1862176473581]",None,"[13.0, -8.002661085914196, -8.0, 12.784698087435721]",False,659.6538011000957,662.2480095000938,662.2480095000938,663.4774269000627,None,0,3.380383849842474,4.387102549895644,None,1,None,1,,,,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,4,0,4,0,3,0,3,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664.0971083000768,None,6062.8662660415985,-21.0,1.0590954282987187e-05,0,"[0.7133874611526297, 0.7133874611526297, 0.7133874611526297, 0.7133874611526297]","[273.2716364239066, 7174.931214294198, 496.7196327051349, 871.8922308056393]",None,"[12.652210799972767, -3.0, 9.06280727391988, 5.81671246552616]",False,665.1332855999935,668.2912721999455,668.2912721999455,669.5300318999216,None,0,3.8914927998557687,4.928167999954894,None,1,None,1,,,,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,4,0,4,0,4,0,4,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670.1057748000603,None,7529.362884492275,-8.0,6.65925390997191e-05,1,"[0.5207110625342267, 0.5207110625342267, 0.5207110625342267, 0.5207110625342267]","[843.3033071933299, 2122.757379645323, 3405.2051788099284, 5341.233184276642]",None,"[5.81671246552616, 12.0, 5.0, -8.44087783935553]",False,671.1202571000904,673.7205690999981,673.7205690999981,674.9337738000322,['space'],1,3.107621249742806,4.123898749938235,None,1,None,1,,[0.3300753999501467],,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,4,0,4,0,5,0,5,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675.2896314000245,None,,,,,"[0.4581156396724977, 0.4459567825251199, 0.6650019951999182, 0.7988702864085894]","[181.59498234953426, 203.83347585076268, 228.7953408174662, 256.81408689761423]",Tone,"[11.72279626284238, 11.489678846650868, 11.994205410041342, 12.341250460895301]",True,676.3043353999965,678.9165517999791,678.9165517999791,680.1227492999751,None,1,3.415682749822736,4.4269667498301715,None,1,None,1,,,0,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,4,0,4,0,6,0,6,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.7715596000198,None,3409.595452310038,-1.0,6.55748381808712e-05,1,"[0.5738653021882119, 0.5319298195932524, 0.4965817100981245, 0.5358579354691609]","[5412.395407782944, 4821.896130862484, 4295.821081991248, 3827.1414953062485]",Tone,"[-8.44087783935553, -8.0, -4.747613271291577, 0.0]",False,681.7815763000399,684.4084755999502,684.4084755999502,685.6301859000232,['space'],1,3.163398750126362,4.174182650167495,None,1,None,1,,[0.2610150999389589],,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,4,0,4,0,7,0,7,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686.0015797999222,None,1752.3487197650545,4.841202016064529,0.00011110126679634137,1,"[0.6222977353013056, 0.6737084766457229, 0.694498262888308, 0.534723271898514]","[1541.279272455401, 487.18394299250673, 271.09481470371185, 317.6992219375776]",None,"[10.562014860488507, 9.06280727391988, 12.652210799972767, 13.0]",False,687.0003235000186,690.0335838000756,690.0335838000756,691.2481933999807,['space'],1,3.565026249969378,4.593233250081539,None,1,None,1,,[0.2657939000055194],,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,4,0,4,0,8,0,8,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691.6371889000293,None,3482.202253184498,-11.0,2.1095800812449082e-05,0,"[0.7258571076164901, 0.7237755215747587, 0.5017575718495627, 0.4298355329487704]","[1080.8284651616582, 1179.01569463958, 3197.522381214402, 2839.8609827907276]",None,"[8.162925942570439, 9.0, 7.0, 11.0]",False,693.6046859000344,696.5756759000942,696.5756759000942,697.8068005000241,None,0,3.400408299639821,4.414195799734443,None,1,None,1,,,,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,4,0,4,0,9,0,9,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698.068220499903,None,,,,,"[0.7319383095382274, 0.7319383095382274, 0.7319383095382274, 0.7319383095382274]","[1012.6354096756655, 1517.2388006129672, 2273.2896322702973, 3406.085943820975]",Perfect_5th,"[7.299366577576018, 10.562014860488507, 12.55667241725619, 5.0]",True,699.0801448000129,702.3085553001147,702.3085553001147,703.5122245000675,None,1,3.967469350202009,4.973341750213876,None,1,None,1,,,0,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,4,0,4,0,10,0,10,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704.0992481000721,None,1231.1444133449168,2.0,6.763016510314193e-05,1,"[0.4061236174197125, 0.5541850973177691, 0.7238900312921851, 0.5979770579271533]","[1954.319936868493, 1741.101126592249, 1551.1447618337354, 1381.9128799677767]",Tone,"[11.616156682525062, 10.841202016064528, 10.562014860488507, 10.417032437983572]",False,705.1308432999067,707.8274074001238,707.8274074001238,709.0532199000008,['space'],1,3.3092619499657303,4.332806549966335,None,1,None,1,,[0.295161799993366],,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,4,0,4,0,11,0,11,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,709.521682899911,None,334.6348586701122,6.977149928426585,0.0002088235207813617,1,"[0.792075346036775, 0.488125721433478, 0.5045406990318652, 0.610068942093037]","[843.2270049341405, 669.2697173402244, 531.1997266781658, 421.61350246707025]",Major_3rd,"[5.81671246552616, 5.583743565933323, 8.00339701779453, 11.04734342328066]",False,710.5383486000355,713.3569765000138,713.3569765000138,714.5920160000678,['space'],1,3.439022549893707,4.444400949869305,None,1,None,1,,[0.22021210007369518],,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,4,0,4,0,12,0,12,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715.0354406998958,None,8000.0,-13.0,4.064152580820497e-05,0,"[0.43685647684860096, 0.5892428448299846, 0.7725428032340773, 0.7199505631432506]","[3174.8021039364003, 4000.0000000000014, 5039.684199579494, 6349.604207872799]",Major_3rd,"[8.0, -2.1218966447230265, -8.002661085914196, -6.0]",False,716.7112549999729,719.5304123999085,719.5304123999085,720.7345980999526,None,0,3.5564554498996586,4.587387249805033,None,1,None,1,,,,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,4,0,4,0,13,0,13,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721.3498436999507,None,,,,,"[0.5500396035250772, 0.4958070222542308, 0.4659527146236232, 0.5119097364814018]","[125.0223313619064, 3169.130587349112, 2657.294960954256, 147.99185746885476]",None,"[14.966314357149813, 8.0, 12.254883937865648, 13.0]",True,722.3484642000403,724.8902038999368,724.8902038999368,726.1154370000586,None,1,3.0676154498942196,4.092209749855101,None,1,None,1,,,0,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,4,0,4,0,14,0,14,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726.488126500044,None,3696.2961383416177,-5.0,4.4205062235042465e-05,1,"[0.706174269507386, 0.706174269507386, 0.706174269507386, 0.706174269507386]","[5867.504378389478, 5227.352129390014, 4657.041311341736, 4148.952134600958]",Tone,"[-8.0, -8.44087783935553, -7.0, -4.0]",False,727.4959128000773,730.6416585999541,730.6416585999541,731.8427716000006,['space'],1,3.853098350111395,4.865727450000122,None,1,None,1,,[0.2014754000119865],,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,4,0,4,0,15,0,15,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732.4027398999315,None,2654.8246741297385,6.254883937865648,0.0001567189648874284,1,"[0.6903570742466325, 0.7849961431179933, 0.5195063601324776, 0.5401799946356228]","[4214.271480504679, 3754.4890598770085, 3344.8694907163544, 2979.93994162593]",Tone,"[-4.0, 0.8961737469595663, 6.0, 10.0]",False,733.4033981000539,736.4153585999738,736.4153585999738,737.6488900999539,['space'],1,3.585095850052312,4.61974014993757,None,1,None,1,,[0.25082649989053607],,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,4,0,4,0,16,0,16,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738.0733312999364,None,217.63764082403114,8.0,0.0005799612485594465,1,"[0.428136738544419, 0.428136738544419, 0.428136738544419, 0.428136738544419]","[548.4124898473133, 435.27528164806233, 345.47821999194423, 274.20624492365664]",Major_3rd,"[8.0, 11.04734342328066, 12.784698087435721, 12.652210799972767]",False,739.1569119000342,741.4890550998971,741.4890550998971,742.722546499921,['space'],1,2.731172999832779,3.76580089982599,None,1,None,1,,[0.2417177997995168],,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,4,0,4,0,17,0,17,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742.9739993000403,None,,,,,"[0.769000838399896, 0.5178590372298338, 0.45616225736773414, 0.7113634452581381]","[4896.947045026248, 5496.637210622694, 6169.766662249067, 6925.328925298972]",Tone,"[-8.0, -8.116298065300079, -7.0, -4.0]",True,743.9741020000074,746.7566627999768,746.7566627999768,747.9622615000699,None,1,3.4975560498423874,4.527649749768898,None,1,None,1,,,0,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,4,0,4,0,18,0,18,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748.5438614999875,None,140.01977695567854,8.0,0.0014795050633858375,1,"[0.5319189197902006, 0.46577483379292894, 0.4420141669348507, 0.5010514199150554]","[360.57766482119956, 1010.1252995035597, 2668.582720012323, 179.4497936646622]",None,"[12.784698087435721, 7.299366577576018, 12.0, 11.72279626284238]",False,749.548240599921,752.0340609000996,752.0340609000996,753.2665671000723,['space'],1,2.9908619502093643,4.022602650104091,None,1,None,1,,[0.22644810006022453],,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,4,0,4,0,19,0,19,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753.6209750999697,None,203.0630990890589,8.0,0.0006516864001597818,1,"[0.7349517200695432, 0.5839707676264034, 0.670201695751254, 0.44410905003464785]","[1439.8786861688457, 1319.7054942765915, 264.4051612863995, 6903.736496099107]",None,"[10.417032437983572, 10.132798210540699, 12.652210799972767, -4.0]",False,755.8731706999242,758.9078347000759,758.9078347000759,760.1358292999212,['space'],1,3.4541184999980032,4.468071599956602,None,1,None,1,,[0.23091899999417365],,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,5,0,5,0,0,0,0,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.5810124001,None,1414.213562373095,-2.0,4.005983164181629e-05,0,"[0.6609805911659994, 0.6609805911659994, 0.6609805911659994, 0.6609805911659994]","[1464.700006177717, 1836.350825509566, 343.9473908698606, 4027.7152856022108]",None,"[10.417032437983572, 11.159676965648323, 12.784698087435721, -2.1218966447230265]",False,764.546508600004,767.5468919998966,767.5468919998966,768.7725313000847,None,0,3.6603801497258246,4.675613649887964,None,1,None,1,,,,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,5,0,5,0,1,0,1,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769.2732478000689,None,176.7766952966369,9.0,0.0009864931471052672,1,"[0.7082032733540273, 0.40154013949321504, 0.6681487595217863, 0.6709753480481889]","[280.61551207734334, 250.00000000000006, 222.72467953508487, 198.42513149602496]",Tone,"[12.884343599480179, 12.341250460895301, 11.682205299554338, 11.489678846650868]",False,770.2863225999754,773.0931921000592,773.0931921000592,774.3237147999462,['space'],1,3.462195649975911,4.472565650008619,None,1,None,1,,[0.21237000008113682],,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,5,0,5,0,2,0,2,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,774.8095553000458,None,4332.98104937157,-11.0,3.0114772967290055e-05,0,"[0.5698948209617595, 0.5698948209617595, 0.5698948209617595, 0.5698948209617595]","[907.1724344552844, 161.04075655907258, 241.1587017280593, 980.348540519306]",None,"[6.0, 12.208275013174095, 12.0, 7.0]",False,775.8122759999242,778.5616929999087,778.5616929999087,779.7962674999144,None,0,3.316159350099042,4.352660950040445,None,1,None,1,,,,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,5,0,5,0,3,0,3,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780.2166705999989,None,285.9612671183678,6.88434359948018,0.0002858256589707886,1,"[0.7634763772879659, 0.7413271455471478, 0.4480370922141558, 0.72955989974739]","[477.1994927204589, 129.8523545765276, 2014.0545698655494, 5661.951430207366]",None,"[10.0, 14.392904251219491, 11.616156682525062, -8.116298065300079]",False,781.2183159000706,784.1989567999262,784.1989567999262,785.4372533999849,['space'],1,3.722214549779892,4.757273549912497,None,1,None,1,,[0.27470159996300936],,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,5,0,5,0,4,0,4,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786.0354848001152,None,220.5736226434335,5.682205299554338,0.0004330643976391617,1,"[0.7982764359986285, 0.7870853091507604, 0.734342598333037, 0.5277052075222033]","[1111.6214008801214, 741.9182743215553, 495.1710405507342, 330.4870197789831]",Perfect_5th,"[8.975157741519983, 5.16241742518486, 9.06280727391988, 12.977149928426584]",False,787.0342031999025,790.3823768999428,790.3823768999428,791.6056123999879,['space'],1,3.8854391498025507,4.898634549928829,None,1,None,1,,[0.18555900012142956],,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,5,0,5,0,5,0,5,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791.9808136001229,None,,,,,"[0.7501427441562645, 0.7501427441562645, 0.7501427441562645, 0.7501427441562645]","[419.8433068623484, 5534.77044147534, 6362.6967361562, 1765.549434269916]",None,"[11.823746365296673, -8.116298065300079, -6.0, 10.841202016064528]",True,792.9783443999477,796.2652205000632,796.2652205000632,797.477570499992,None,1,4.054828750202432,5.076104950159788,None,1,None,1,,,0,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
,,,,5,0,5,0,6,0,6,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798.1004888999742,None,1570.261915171008,4.667652715985808,9.283002149838191e-05,0,"[0.49108249004287274, 0.49108249004287274, 0.49108249004287274, 0.49108249004287274]","[2492.635416008058, 2220.6856969127903, 1978.4060407721909, 1762.5594056850487]",Tone,"[12.662837838969763, 12.55667241725619, 11.616156682525062, 10.841202016064528]",False,799.1023387000896,801.6179357001092,801.6179357001092,802.8528791998979,None,0,3.0170856500044465,4.053271250100806,None,1,None,1,,,,,,,,nunamh,001,fr,0,0,2022-05-17_11h14.45.197,Cluster,2022.1.1,None,
