tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,tToo_early.rt,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,answer_too_early.rt,feedback.rt,Catch trial answer,Audiogram_both,Audiogram_none,Audiogram_time,Audiogram_frequency,goodbye_text.started,goodbye_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,2,0,2,0,16,0,16,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.94783570000436,None,1023.4798953898149,20.0,0.00045034540143452446,0,"[0.7223178691371299, 0.47765124943286796, 0.517778630350695, 0.6114306130736615]","[1624.6730626100953, 1447.419148876473, 1289.5038643458306, 1148.8173397827145]",Tone,"[29.546558954001995, 28.623583972636972, 27.993129379184833, 26.70514406971935]",False,489.9513227000134,492.69444400000793,492.69444400000793,493.9082244000019,None,0,3.3578533666586736,4.374259966658428,None,1,None,1,,,,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,2,0,2,0,17,0,17,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.37687770000775,None,707.1067811865476,17.0,0.0003143487978586953,0,"[0.7099232178542179, 0.46358209117788923, 0.6371690320344936, 0.706510196259688]","[140.30775603867164, 210.22410381342866, 314.9802624737183, 471.93715634084674]",Perfect_5th,"[27.639725384498178, 25.500858518366996, 25.0, 26.050848273502336]",False,496.2047636000061,499.0292355000129,499.0292355000129,500.23363940000127,None,0,3.5467790333204903,4.558095633328776,None,1,None,1,,,,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,2,0,2,0,18,0,18,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.8088645000098,None,,,,,"[0.7025340306062586, 0.7025340306062586, 0.7025340306062586, 0.7025340306062586]","[430.28260940989804, 482.9758991101361, 542.1221169992244, 608.511501880763]",Tone,"[26.094873375709398, 26.0, 25.788902942437673, 25.545558910866454]",True,501.8090635000117,504.9438879000081,504.9438879000081,506.171038600005,None,1,3.8472729666682426,4.8803511666628765,None,1,None,1,,,0,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,2,0,2,0,19,0,19,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.7257224000059,None,339.9379219848554,19.23241404027677,0.000843532918654906,1,"[0.7735282009429149, 0.7735282009429149, 0.7735282009429149, 0.7735282009429149]","[1856.7073231416646, 5351.4582992858395, 1005.4574855420766, 4050.0484987897416]",None,"[29.841789413468156, 20.868317207695284, 25.79433112672813, 25.641664062083585]",False,507.72905330000503,511.072614100005,511.072614100005,512.3010421000072,['space'],1,4.133086966656265,5.172782266658032,None,1,None,1,,[0.334012299994356],,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,3,0,3,0,0,0,0,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.1599376000086,None,2629.9210759461866,22.958951076732028,0.001094078397535098,1,"[0.4731271458095227, 0.4370510500576787, 0.43842513154242335, 0.43691334484206823]","[5924.2375285637745, 1556.0415861768292, 435.7883297705784, 326.797564498156]",None,"[18.0, 29.16105476387758, 26.094873375709398, 25.23241404027677]",False,517.1375882000139,519.510214000009,519.510214000009,520.7307807000034,['space'],1,2.812154866667697,3.8256122666643932,None,1,None,1,,[0.27709559998766053],,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,3,0,3,0,1,0,1,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.008840200011,None,268.9655789759941,18.45503826001906,0.0012337329254202682,1,"[0.6810103930901618, 0.6810103930901618, 0.6810103930901618, 0.6810103930901618]","[169.43769732450843, 190.1873847996913, 213.47812150486442, 239.62108953358734]",Tone,"[27.0, 26.0, 25.01355675944965, 24.653218692910055]",False,522.0168633000139,525.0968817000103,525.0968817000103,526.3128423000016,['space'],1,3.7501707666669972,4.782048466659035,None,1,None,1,,[0.34674269999959506],,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,3,0,3,0,2,0,2,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.8431885000027,None,707.1067811865476,20.0,0.00044402947908243597,1,"[0.6013378722379273, 0.6013378722379273, 0.6013378722379273, 0.6013378722379273]","[1122.4620483093734, 1000.0000000000002, 890.8987181403395, 793.7005259840998]",Tone,"[26.70514406971935, 25.79433112672813, 25.42587904797925, 25.383581342819372]",False,528.8052960000059,531.6435029000131,531.6435029000131,532.8797699000133,['space'],1,3.437564100007876,4.469972599996254,None,1,None,1,,[0.327720400004182],,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,3,0,3,0,3,0,3,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.3164657000016,None,384.9779110800553,19.849647623110307,0.000790735670479851,1,"[0.7619069338741619, 0.7619069338741619, 0.7619069338741619, 0.7619069338741619]","[242.52088695715918, 272.2204915317388, 305.55717051649987, 342.9763274935668]",Tone,"[24.465335243177176, 24.45503826001906, 24.88373465489432, 25.57041546457009]",False,534.3257494000136,537.6534116000112,537.6534116000112,538.8677419000014,['space'],1,4.084483766666381,5.117049866676098,None,1,None,1,,[0.32818529999349266],,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,3,0,3,0,4,0,4,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.4913406000123,None,,,,,"[0.5770318404037682, 0.5770318404037682, 0.5770318404037682, 0.5770318404037682]","[2314.6345546549173, 6581.589220736015, 321.5743666660963, 482.48816680412966]",None,"[29.45727754036458, 16.571895402035647, 25.0, 26.0]",True,540.5077548000118,543.2592392000079,543.2592392000079,544.4837986000057,None,1,3.336790466666571,4.349385666675516,None,1,None,1,,,0,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,3,0,3,0,5,0,5,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.895182600012,None,870.5505632961246,16.0,0.0002547379968512103,0,"[0.6766704236917985, 0.5615767755952246, 0.7896767997351513, 0.5791179517800237]","[481.7883041581908, 2043.9142084124592, 313.8333154917487, 150.5614116481439]",None,"[26.0, 29.789018856764294, 25.0, 27.4547801860206]",False,545.9121490000107,548.9682988000131,548.9682988000131,550.1887316000066,None,0,3.6264838666829746,4.666907966675353,None,1,None,1,,,,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,3,0,3,0,6,0,6,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.6284322000138,None,280.10823626030776,18.606844944034993,0.0011549319726578996,1,"[0.4565409094717631, 0.5949802708716644, 0.6670397069034236, 0.5030814109529224]","[499.6749811173949, 509.0992421973687, 3738.472301562887, 2789.608065341041]",None,"[25.93370344417099, 25.93370344417099, 26.490680930160096, 28.64606431841785]",False,551.632342900004,554.3639821000106,554.3639821000106,555.5860078000114,['space'],1,3.2605718666600296,4.301006566660362,None,1,None,1,,[0.4538062999927206],,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,3,0,3,0,7,0,7,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.9786267000018,None,2462.2888266898335,20.0,0.0008505946547995336,1,"[0.4594649173789043, 0.4594649173789043, 0.4594649173789043, 0.4594649173789043]","[3908.639873736986, 3482.202253184498, 3102.289523667471, 2763.8257599355534]",Tone,"[26.0, 27.205984099293445, 28.0, 28.64606431841785]",False,556.9984336000052,559.4006291000114,559.4006291000114,560.624790300004,['space'],1,2.857995366677642,3.877037766666035,None,1,None,1,,[0.27659969999513123],,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,3,0,3,0,8,0,8,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.9258867000026,None,2462.2888266898335,22.0,0.0010708352260634208,1,"[0.7828991991496285, 0.7828991991496285, 0.7828991991496285, 0.7828991991496285]","[188.51720820364983, 1018.0075636116694, 5793.354855771431, 194.43974075223602]",None,"[26.05866239498316, 25.79433112672813, 19.0, 26.0]",False,561.9487610000069,565.3145710000099,565.3145710000099,566.5267238000088,['space'],1,4.149201233347412,5.179113433347084,None,1,None,1,,[0.37941359999240376],,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,3,0,3,0,9,0,9,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567.1706537000136,None,,,,,"[0.49647715761685557, 0.7007910275747372, 0.454613249059751, 0.5212265901210927]","[2581.4171933276943, 166.29668458605798, 7158.2266067112005, 1108.1983898974563]",None,"[29.0, 27.0, 15.0, 26.186896755875843]",True,568.1798280000075,570.8572201000061,570.8572201000061,572.0829811000003,None,1,3.205449666667846,4.244244266665191,None,1,None,1,,,0,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,3,0,3,0,10,0,10,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572.4704751000099,None,5083.662179558938,16.0,0.0009442964535578044,1,"[0.7291351518478206, 0.7291351518478206, 0.7291351518478206, 0.7291351518478206]","[1008.726336460351, 1511.3818085504324, 2264.514059613791, 3392.937441206086]",Perfect_5th,"[25.79433112672813, 29.16105476387758, 29.45727754036458, 27.205984099293445]",False,573.4769893000048,576.6808649000013,576.6808649000013,577.8963369000121,['space'],1,3.9602960666670697,4.996720766663202,None,1,None,1,,[0.24535939999623224],,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,3,0,3,0,11,0,11,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.5163926000096,None,4924.577653379667,16.0,0.0009310189313440615,1,"[0.7512955649936492, 0.7323540340255381, 0.526885948626755, 0.4873340917027378]","[634.9351980844928, 4411.819476395934, 320.9405870021147, 899.8268924085004]",None,"[25.545558910866454, 24.0, 25.0, 25.42587904797925]",False,579.5392422000004,582.5697118000098,582.5697118000098,583.7960576000041,['space'],1,3.5372553333290853,4.549987133330433,None,1,None,1,,[0.4150309999968158],,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,3,0,3,0,12,0,12,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.1293883000035,None,325.61797647960265,19.23241404027677,0.0008775644730828485,1,"[0.6938307809515838, 0.6938307809515838, 0.6938307809515838, 0.6938307809515838]","[261.5568853692543, 127.52768092998734, 3266.3163406810895, 3996.792865949247]",None,"[24.45503826001906, 27.49372105900766, 27.7872268042997, 25.641664062083585]",False,585.1438647000032,588.261516700004,588.261516700004,589.4888733000116,['space'],1,3.793549466674449,4.832273166670348,None,1,None,1,,[0.45623679998971056],,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,3,0,3,0,13,0,13,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.0281176000135,None,2000.0,21.0,0.0008394020090612801,1,"[0.4487441267778882, 0.4487441267778882, 0.4487441267778882, 0.4487441267778882]","[396.8502629920499, 594.6035575013606, 890.8987181403394, 1334.8398541700344]",Perfect_5th,"[26.0, 25.652914047237584, 25.42587904797925, 28.0]",False,591.1212253000122,593.5126080000045,593.5126080000045,594.7438685000088,['space'],1,2.80527113332937,3.8201610333344433,None,1,None,1,,[0.566009899994242],,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,3,0,3,0,14,0,14,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.9917986000073,None,1866.0659830736151,22.0,0.0008656905679825737,1,"[0.4709662499240175, 0.4709662499240175, 0.4709662499240175, 0.4709662499240175]","[427.9370106404926, 2436.242738426105, 782.442587033091, 688.9201504834784]",None,"[26.094873375709398, 29.22822029262, 25.38904172910234, 25.419866646430975]",False,596.0137164000043,598.4402136000135,598.4402136000135,599.6694368000026,['space'],1,2.890211466670735,3.931483866661438,None,1,None,1,,[0.42935200000647455],,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,3,0,3,0,15,0,15,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.0002902000124,None,,,,,"[0.7298283322394072, 0.7060166308639686, 0.6200791449991554, 0.6773383067895384]","[7584.001702040906, 6756.577394722394, 6019.4261399741745, 5362.6990320434425]",Tone,"[14.58243639270409, 16.0, 18.0, 20.868317207695284]",True,600.9920917000127,604.0774344000092,604.0774344000092,605.3219285000087,None,1,3.7651745666662464,4.792325466667535,None,1,None,1,,,0,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,3,0,3,0,16,0,16,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.8196651000035,None,4569.197768274327,17.527401216238587,0.0009260691662474782,0,"[0.7370896623192736, 0.5633125346923445, 0.4802785645204704, 0.44090520495413055]","[801.8989513689842, 3001.251076456441, 301.5160114401421, 315.9859805791038]",None,"[25.383581342819372, 28.268439788568884, 24.88373465489432, 25.0]",False,606.826484300007,609.627449800013,609.627449800013,610.8527260000119,None,0,3.248500766669167,4.2827829666639445,None,1,None,1,,,,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,3,0,3,0,17,0,17,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.1592585000035,None,1093.6187172545324,20.186896755875843,0.0004901157627134842,1,"[0.7472249329774618, 0.4482827302243957, 0.5498677876304114, 0.6458014728509932]","[688.9366212140073, 773.3052110032133, 868.0057511109787, 974.3035133363451]",Tone,"[25.419866646430975, 25.38904172910234, 25.42587904797925, 25.79433112672813]",False,612.1866738000099,614.9566720000003,614.9566720000003,616.1913197000104,['space'],1,3.4087446666671894,4.434817666668096,None,1,None,1,,[0.43666119998670183],,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,3,0,3,0,18,0,18,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.6658982000081,None,657.1889077195816,19.470120899588693,0.00045893505561305046,1,"[0.5868964807979362, 0.5868964807979362, 0.5868964807979362, 0.5868964807979362]","[5172.311209194277, 310.7567849304336, 192.43596710340208, 445.34749801766986]",None,"[21.0, 24.88373465489432, 26.0, 26.094873375709398]",False,617.6797711000108,620.4721169000113,620.4721169000113,621.6962454000022,['space'],1,3.3916678666719235,4.421571266677347,None,1,None,1,,[0.35472269999445416],,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,3,0,3,0,19,0,19,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.1477825000038,None,,,,,"[0.6103337207098796, 0.6652518692013112, 0.40242373110548413, 0.7410071014824421]","[4768.064945993408, 6055.1450006016585, 284.9476953500091, 426.6416530104946]",None,"[23.0, 17.940131619078713, 24.606844944034993, 26.094873375709398]",True,623.1601072000049,625.8588124000089,625.8588124000089,627.0949697000033,None,1,3.4410258666757727,4.464870666663046,None,1,None,1,,,0,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,4,0,4,0,0,0,0,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629.6754388000118,None,176.7766952966369,15.0,0.0019683126003941904,0,"[0.41245841564964425, 0.6638840245086166, 0.5900616829395098, 0.4238003668523971]","[445.44935907016975, 353.55339059327383, 280.6155120773433, 222.72467953508485]",Major_3rd,"[26.094873375709398, 25.57041546457009, 24.606844944034993, 25.0]",False,630.6738989000005,633.3670134000131,633.3670134000131,634.6020587000094,None,0,3.1082477333548013,4.133146633350407,None,1,None,1,,,,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,4,0,4,0,1,0,1,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.84854430001,None,1094.1907984432419,20.186896755875843,0.0004903602523797972,1,"[0.6845374481850504, 0.6845374481850504, 0.6845374481850504, 0.6845374481850504]","[1736.9196245027265, 1547.4194669822784, 1378.594019559919, 1228.1876448618696]",Tone,"[29.769780792544555, 29.16105476387758, 28.623583972636972, 27.332992356340597]",False,635.8670521000022,638.9330527000129,638.9330527000129,640.1536277000123,['space'],1,3.756622866654652,4.780036466647289,None,1,None,1,,[0.3161221999907866],,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,4,0,4,0,2,0,2,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640.692383200003,None,188.96444266362258,20.05866239498316,0.003077046350740613,1,"[0.789591481710413, 0.45876723130263386, 0.4804772304735294, 0.547897102396019]","[952.3211159742038, 635.5980897850253, 424.21083073969777, 283.12676172096366]",Perfect_5th,"[25.550552382978218, 25.545558910866454, 26.094873375709398, 24.606844944034993]",False,641.7101808000007,644.4638398000097,644.4638398000097,645.6989752000081,['space'],1,3.3165754666842986,4.342113566672197,None,1,None,1,,[0.35274469999421854],,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,4,0,4,0,3,0,3,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646.1004031000048,None,,,,,"[0.7744516663399786, 0.7744516663399786, 0.7744516663399786, 0.7744516663399786]","[127.41595232298637, 143.0195708317487, 160.5340404241321, 180.19336783785099]",Tone,"[27.49372105900766, 27.639725384498178, 27.100592925878615, 26.61195803563669]",True,647.1079390000086,650.470212500004,650.470212500004,651.7028673000023,None,1,4.127326166664716,5.14325386667042,None,1,None,1,,,0,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,4,0,4,0,4,0,4,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.2869713000109,None,353.5533905932738,11.0,0.00031440841208643823,0,"[0.5226525313743453, 0.44989994983964876, 0.6530377783744934, 0.5928812360548908]","[182.12456532544527, 7157.061671874249, 3470.297940345237, 254.21500563153194]",None,"[26.61195803563669, 15.0, 27.205984099293445, 24.465335243177176]",False,653.3022457000043,655.949930200004,655.949930200004,657.1688488000073,None,0,3.2415603666740935,4.261956866670516,None,1,None,1,,,,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
