tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,Catch trial answer,answer_too_early.rt,Audiogram_both,Audiogram_frequency,Audiogram_time,Audiogram_none,goodbye_text.started,goodbye_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,18,0,18,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.18890559999272,None,,,,,"[0.5468822724696556, 0.5468822724696556, 0.5468822724696556, 0.5468822724696556]","[721.4289644718126, 276.6188731163876, 2943.643599543817, 1527.423262678694]",None,"[8.0, 4.166112115179603, 5.0, 8.232537979003954]",True,223.17903340002522,225.84805939998478,225.84805939998478,227.07381060009357,None,1,,3.210789666743949,4.226720766746439,None,1,None,1,0,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,0,0,0,0,19,0,19,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.4389414000325,None,707.1067811865476,-4.0,2.801636609927772e-05,1,"[0.7241266290117591, 0.7241266290117591, 0.7241266290117591, 0.7241266290117591]","[1781.797436280679, 1414.2135623730953, 1122.4620483093731, 890.8987181403394]",Major_3rd,"[9.0, 7.813764485311658, 6.386062410243027, 6.0]",False,228.44102580007166,231.64996370009612,231.64996370009612,232.86737400002312,['space'],1,[0.37501129996962845],3.9122208666522056,4.945018666679971,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,1,0,1,0,0,0,0,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.279829600011,None,1212.72929138044,0.852407138679844,5.841020979982945e-05,1,"[0.6945250726254835, 0.6945250726254835, 0.6945250726254835, 0.6945250726254835]","[473.0806156653582, 289.62478667194546, 2240.4864375083907, 6335.519013735495]",None,"[10.11333014808455, 4.304480393994884, 9.026465128783554, 4.0]",False,240.2732039000839,243.39159620006103,243.39159620006103,244.61731240001973,['space'],1,[0.19053110003005713],3.7953650667332113,4.820769866695628,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,1,0,1,0,1,0,1,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.14388490002602,None,618.3572864785231,3.7283439205401283,8.138355727157114e-05,1,"[0.6050650796018602, 0.7485970536073686, 0.7216209393938032, 0.5929893321240137]","[143.81301400252042, 350.25175864191124, 804.2204700709751, 956.1408430978944]",None,"[6.784655761813158, 6.427211407105848, 6.567802545951723, 5.794435681114329]",False,246.14144090004265,249.25926180009264,249.25926180009264,250.47728009999264,['space'],1,[0.04895670001860708],3.6862510666251183,4.709160166676156,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,1,0,1,0,2,0,2,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.90332130005118,None,,,,,"[0.760432041382342, 0.43142782138691227, 0.5540919610896529, 0.569365051412628]","[3342.6142602703817, 3751.9576492912124, 4211.430068193435, 4727.170420656085]",Tone,"[1.0, -2.2189541918540563, -3.9208068451520646, -3.0]",True,251.91637079999782,254.70074070000555,254.70074070000555,255.92055170005187,None,1,,3.351309766760096,4.387490666820668,None,1,['space'],0,0,[0.4382022999925539],,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,1,0,1,0,3,0,3,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.3368996999925,None,220.44430119590695,-0.595488938186178,0.0002104535460246592,1,"[0.7589063314939584, 0.43584058918177043, 0.4673043197199627, 0.4405777311598029]","[138.87120770304435, 155.87766024955553, 174.96675780938864, 196.39354535677637]",Tone,"[6.784655761813158, 7.187234213785111, 7.145550616388114, 6.091034987671367]",False,257.336391900084,260.0421535000205,260.0421535000205,261.27257999998983,['space'],1,[0.4102143000345677],3.120585466735065,4.139144066721201,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,1,0,1,0,4,0,4,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.5213638000423,None,3325.6696808014453,-5.0,4.054646110161552e-05,1,"[0.5628431122106552, 0.5628431122106552, 0.5628431122106552, 0.5628431122106552]","[5279.171549802961, 4703.207166562406, 4190.081235838905, 3732.938001912769]",Tone,"[-0.7565566727376387, -3.0, -3.9208068451520646, -2.2189541918540563]",False,262.53752580005676,265.26057220005896,265.26057220005896,266.493908500066,['space'],1,[0.5419187999796122],3.2773307667812333,4.310872366768308,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,1,0,1,0,5,0,5,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.88825730001554,None,2000.0,-1.0,6.667607160816621e-05,0,"[0.579756638831248, 0.7878066431501141, 0.7650909755545643, 0.6362822556234854]","[457.86146930966976, 636.8722045357423, 281.9985475048518, 903.0196596848378]",None,"[10.0, 9.0, 4.304480393994884, 6.0]",False,267.9174406999955,271.0641945000971,271.0641945000971,272.2770746999886,None,0,,3.7720759665826336,4.818484866642393,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,1,0,1,0,6,0,6,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.7836725000525,None,,,,,"[0.5521973459598204, 0.5521973459598204, 0.5521973459598204, 0.5521973459598204]","[270.07754521816986, 339.9391122471176, 5075.066084623896, 642.7768205013609]",None,"[4.166112115179603, 6.0, -2.0, 9.0]",True,273.8027414000826,276.5007826000219,276.5007826000219,277.7256789000239,['space'],0,[0.35456800006795675],3.2380348667502403,4.276414166786708,None,1,None,1,0,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,1,0,1,0,7,0,7,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.1162497000769,None,164.93848884661182,-6.0,0.00019703447331607919,0,"[0.4592570369137893, 0.4592570369137893, 0.4592570369137893, 0.4592570369137893]","[261.82353070515677, 233.25824788420192, 207.809474035697, 185.13719403582058]",Tone,"[4.166112115179603, 4.777367351145056, 6.0, 7.0]",False,279.1271775000496,281.54397970007267,281.54397970007267,282.76089180004783,None,0,,2.854164066724479,3.8847988666966558,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,1,0,1,0,8,0,8,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.06008359999396,None,4924.577653379667,-8.0,5.874332325816365e-05,1,"[0.5938429474281066, 0.5938429474281066, 0.5938429474281066, 0.5938429474281066]","[1310.325001779404, 3085.686447728949, 2009.7901963223828, 2449.4958664917376]",None,"[7.352140834021614, 3.0, 9.289393373675585, 8.406063001497593]",False,284.0699069000548,286.87126570008695,286.87126570008695,288.10418870009016,['space'],1,[0.46970609994605184],3.4022429666947573,4.4328912667697296,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,1,0,1,0,9,0,9,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.5525401000632,None,164.59457876451484,1.3148595899796374,0.00045884567353175174,1,"[0.7390334290014832, 0.7948303349575805, 0.4808892382697063, 0.763864429734552]","[223.79872041206474, 253.9650767157509, 6566.959052831943, 969.8163610950239]",None,"[5.0, 4.339753944047711, 5.108345794833322, 5.786718495687481]",False,289.55793700006325,292.5929201000836,292.5929201000836,293.8084569000639,['space'],1,[0.4602020001038909],3.8104709667386487,4.839630566770211,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,1,0,1,0,10,0,10,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.43980590009596,None,,,,,"[0.6785495590400166, 0.6785495590400166, 0.6785495590400166, 0.6785495590400166]","[6111.005866170224, 1570.9732212565557, 921.7048071477706, 4446.346673721604]",None,"[3.2849684731018804, 8.583577695568755, 5.794435681114329, -3.5669840555213455]",True,295.44074270001147,298.49116510001477,298.49116510001477,299.7164247999899,None,1,,3.7441074666567147,4.784612466697581,None,1,None,1,0,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,1,0,1,0,11,0,11,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.26360529998783,None,214.86878898968703,-0.595488938186178,0.0002206532341052494,1,"[0.7558034430519354, 0.7558034430519354, 0.7558034430519354, 0.7558034430519354]","[541.4354204270529, 429.73757797937407, 341.08294167736227, 270.71771021352646]",Major_3rd,"[10.563290713616208, 9.420043459014051, 6.0, 4.166112115179603]",False,301.26973840000574,304.56589800002985,304.56589800002985,305.7907029000344,['space'],1,[0.19510600005742162],4.042912166682072,5.08494916674681,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,1,0,1,0,12,0,12,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.3996119000949,None,7497.831574348304,1.51960721370386,0.00019811496446791774,1,"[0.5020557484483968, 0.5020557484483968, 0.5020557484483968, 0.5020557484483968]","[7370.179065925892, 178.34159826370288, 206.3631465987368, 3046.5975420279983]",None,"[7.5196072137038605, 7.145550616388114, 6.0, 3.870210701214482]",False,307.4119967999868,309.94770800007973,309.94770800007973,311.18258690007497,['space'],1,[0.571191499941051],3.0455259666778147,4.069856166723184,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,1,0,1,0,13,0,13,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.52650460007135,None,1319.5079107728945,-3.0,3.7367906570294796e-05,0,"[0.745214000537461, 0.5484840294573613, 0.4197378249810214, 0.5109497663935518]","[6653.575268582363, 6680.261696816898, 3572.521295074468, 687.2908036861306]",None,"[6.0, 6.0, -1.0, 8.118394698341916]",False,312.55260050005745,315.29936950001866,315.29936950001866,316.51697440003045,None,0,,3.249550066771917,4.2772203667555,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,1,0,1,0,14,0,14,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.87699310004245,None,,,,,"[0.5782675304195966, 0.5326692806619453, 0.7773678738052651, 0.737523210051361]","[1774.160270675192, 1609.2499278876187, 1754.376607639289, 625.8950098923915]",None,"[9.0, 8.583577695568755, 8.884424055216082, 9.728343920540128]",True,317.86952700000256,320.8013434000313,320.8013434000313,322.01695780002046,None,1,,3.669361066771671,4.703941066749394,None,1,None,1,0,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,1,0,1,0,15,0,15,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.6150197000243,None,4594.793419988137,-9.0,4.430394081148925e-05,0,"[0.5652521617361363, 0.7313767382399331, 0.6666011025760681, 0.4560636122461692]","[7293.779908465733, 6498.019170849882, 5789.07694976151, 5157.481233758314]",Tone,"[7.0, 5.108345794833322, 2.0, -1.0]",False,323.70101080008317,326.7040450000204,326.7040450000204,327.9321896000765,None,0,,3.444364233291708,4.463202333310619,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,1,0,1,0,16,0,16,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.2096881000325,None,891.9516515750804,0.0,4.0981510140470305e-05,1,"[0.6515737867778184, 0.4490316342472425, 0.48256078477088404, 0.7158741268120039]","[1691.854492303019, 3519.302631227882, 470.525359092784, 3025.663880038023]",None,"[8.884424055216082, -0.4054413165435573, 10.11333014808455, 3.870210701214482]",False,329.23217130010016,331.83628540008795,331.83628540008795,333.06361730000935,['space'],1,[0.4070417999755591],3.341332166804932,4.36760526674334,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,1,0,1,0,17,0,17,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.6427777000936,None,176.7766952966369,-7.0,0.00015634862732566779,1,"[0.6667296682826024, 0.795543466243423, 0.7538187329871571, 0.4453335952302587]","[2980.0728792170858, 721.8978837755242, 2730.6119645522163, 7716.925627344287]",None,"[4.0, 8.0, 7.0, 8.0]",False,335.40898340009153,338.6577102000592,338.6577102000592,339.87004890001845,['space'],1,[0.6457770999986678],3.6668310668319464,4.699585666763596,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,1,0,1,0,18,0,18,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.1593059999868,None,233.60447319588067,-1.2226326488549435,0.00017339599855565615,1,"[0.5893623675767773, 0.49577559774660307, 0.6871495452702554, 0.555424608090242]","[147.16159656454636, 165.1833071123183, 185.41199324780902, 208.11792572205934]",Tone,"[7.0, 7.314859589979637, 6.705302221717382, 6.0]",False,341.1794464000268,343.96358290000353,343.96358290000353,345.19660260004457,['space'],1,[0.2551258000312373],3.3702886666869745,4.400005966774188,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,1,0,1,0,19,0,19,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.618045500014,None,2000.0,-2.0,5.942511137185092e-05,1,"[0.6764500963545533, 0.6809832389850614, 0.4832551017026997, 0.4620651813708012]","[3174.8021039364003, 2828.427124746191, 2519.842099789747, 2244.9240966187463]",Tone,"[2.0, 5.79814450588637, 8.0, 9.026465128783554]",False,347.4002718999982,350.2704831000883,350.2704831000883,351.4985354000237,['space'],1,[0.14914330001920462],3.333306399988942,4.3632942000404,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,2,0,2,0,0,0,0,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.86718460009433,None,,,,,"[0.4436384778251308, 0.4436384778251308, 0.4436384778251308, 0.4436384778251308]","[142.18230714236805, 159.59424370837485, 179.1384816912877, 201.07614709023392]",Tone,"[6.784655761813158, 7.314859589979637, 7.0, 6.091034987671367]",True,357.8525275000138,360.22070950001944,360.22070950001944,361.4496646000771,None,1,,2.8148113667266443,3.8469029667321593,None,1,None,1,0,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,2,0,2,0,1,0,1,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.7382080000825,None,2000.0,-3.0,5.296268625886443e-05,1,"[0.7452101406441602, 0.7452101406441602, 0.7452101406441602, 0.7452101406441602]","[2348.257354424256, 2647.222412073398, 332.5475529648524, 129.31446769385875]",None,"[9.0, 7.337878925839407, 5.489819512384157, 6.0]",False,362.740578200086,366.0155296000885,366.0155296000885,367.2265653000213,['space'],1,[0.3334321000147611],4.003516866709106,5.03885116672609,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,2,0,2,0,2,0,2,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.8434706000844,None,696.5665535168773,2.1183946983419153,5.784676754602791e-05,1,"[0.7657446350152816, 0.7657446350152816, 0.7657446350152816, 0.7657446350152816]","[1480.8973734088602, 1151.8810120477683, 1251.1691463226296, 181.25401444158194]",None,"[8.0, 6.386062410243027, 7.0, 7.0]",False,368.8468678999925,372.1648627000395,372.1648627000395,373.4000851000892,['space'],1,[0.3009530999697745],4.088970266631804,5.122216166579165,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,2,0,2,0,3,0,3,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.0196317000082,None,483.99290160139475,4.506260120300766,0.00012140222362155812,1,"[0.7530843732358593, 0.4030485871305809, 0.4886359325810634, 0.6697045494518747]","[1049.5282535236704, 710.0504252160272, 3147.234346522878, 1728.1543830685864]",None,"[6.0, 8.118394698341916, 3.0, 8.884424055216082]",False,375.02166379999835,377.70313080004416,377.70313080004416,378.9393378000241,['space'],1,[0.2866840000497177],3.35270376666449,4.384895066730678,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,2,0,2,0,4,0,4,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.4607132000383,None,,,,,"[0.44989295986807826, 0.599913543442034, 0.4920470177368896, 0.7111007877517099]","[1293.1085725283374, 1629.2147103279635, 2052.6819083405794, 2586.2171450566743]",Major_3rd,"[7.352140834021614, 8.583577695568755, 9.289393373675585, 7.337878925839407]",True,380.46045120002236,383.0416629000101,383.0416629000101,384.27796219999436,None,1,,3.28688566677738,4.317666666815057,None,1,['space'],0,0,[0.5296554999658838],,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,2,0,2,0,5,0,5,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.82003579998855,None,176.7766952966369,-6.0,0.0001754260451641794,1,"[0.6352661817309533, 0.6352661817309533, 0.6352661817309533, 0.6352661817309533]","[141.88357285108242, 374.98434970781426, 966.1496892218621, 557.4056375483386]",None,"[6.784655761813158, 7.468817621763936, 5.794435681114329, 10.29197494321869]",False,385.853884799988,388.7851909000892,388.7851909000892,390.01606450008694,['space'],1,[0.9342472999123856],3.563744733342901,4.5881203333847225,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,2,0,2,0,6,0,6,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.49301299999934,None,1541.6243169197612,2.2325379790039537,6.70062992752828e-05,1,"[0.4861142361186191, 0.43421825754000665, 0.6970114389102693, 0.45727174767999856]","[971.162463958506, 1090.0930085360424, 1223.5880312090928, 1373.4311277977913]",Tone,"[5.786718495687481, 6.003534794823851, 6.852407138679844, 7.813764485311658]",False,391.5064097000286,394.1554247000022,394.1554247000022,395.384755600011,['space'],1,[0.3751472000731155],3.1146259667584673,4.147957566776313,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,2,0,2,0,7,0,7,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.70666500006337,None,615.5722066724584,-3.0,3.781520069199877e-05,0,"[0.6723557299075662, 0.7894672591860701, 0.7457210605544745, 0.6309439053632213]","[3102.289523667471, 2070.529847682756, 1381.9128799677767, 922.3161935859396]",Perfect_5th,"[3.0, 9.289393373675585, 7.813764485311658, 5.794435681114329]",False,397.66234580008313,400.89359790005255,400.89359790005255,402.1212291000411,None,0,,3.860415466595441,4.890924666658975,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
