tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,tToo_early.rt,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,Catch trial answer,answer_too_early.rt,answer_too_late.rt,Audiogram_none,Audiogram_frequency,Audiogram_time,Audiogram_both,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,2,0,2,0,15,0,15,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.2836543000303,None,,,,,"[0.5053053704551997, 0.5569133726469095, 0.5907096504015062, 0.503902132271632]","[3881.129429176323, 3457.6932333899326, 3080.454469349616, 2744.372938033252]",Tone,"[13.0, 14.170865312533543, 14.559362849577278, 14.0]",True,527.2739536000299,529.9447889000294,529.9447889000294,531.1484422000358,None,1,,3.1953924199333414,4.215879919938743,None,1,None,1,0,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,2,0,2,0,16,0,16,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531.52674510004,None,7379.3964813891225,-2.0,0.00012925869554868645,0,"[0.5615821562936796, 0.7088859991438714, 0.4622097116945204, 0.7016538108372745]","[1227.8439523416544, 1137.33911221778, 5177.516588452214, 3096.739465163102]",None,"[10.270511836376757, 12.0, 6.0, 14.559362849577278]",False,532.5364553999971,535.2946760000195,535.2946760000195,536.5340744000277,None,0,,3.4688401200110093,4.478543920035008,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,2,0,2,0,17,0,17,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.0620650000055,None,4890.475244505098,1.0834126495080125,0.00016450060161553846,1,"[0.7214142668542602, 0.5349810081666241, 0.6750020728162813, 0.6667871990472771]","[7763.14554775183, 6916.176417228988, 6161.61270454175, 5489.372860153474]",Tone,"[5.0, 3.573446947211485, 3.6658685268620657, 5.0]",False,538.0545046000043,541.0247817999916,541.0247817999916,542.2394062000094,['space'],1,[0.39899710001191124],3.6132375199813396,4.64471591997426,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,2,0,2,0,18,0,18,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.7473886000225,None,1414.213562373095,3.0,7.123757377826762e-05,1,"[0.7489626116281782, 0.40886799037473065, 0.532251836719666, 0.5166881259729028]","[561.2310241546867, 707.1067811865478, 890.8987181403395, 1122.4620483093731]",Major_3rd,"[9.943778458132101, 12.068159352451232, 14.293514526086224, 12.0]",False,544.4913404000108,547.2088952000486,547.2088952000486,548.4376230000053,['space'],1,[0.436893499980215],3.2138295799377374,4.2203788799233735,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,2,0,2,0,19,0,19,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.7516567000421,None,,,,,"[0.6123955437611122, 0.506817747182607, 0.5056357084676628, 0.7930750717083361]","[3346.11734148368, 2802.0231869058803, 3772.2428492738804, 2164.5256071796]",None,"[14.605639852636942, 14.0, 13.0, 9.132621243599296]",True,549.7620915000443,552.4266429000418,552.4266429000418,553.6399740999914,None,1,,3.443285220011603,4.448060520051513,None,1,None,1,0,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,3,0,3,0,0,0,0,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571.2807507000398,None,2462.2888266898335,1.0,9.543828998156852e-05,0,"[0.6956203650201436, 0.48254727127096647, 0.5650805389593644, 0.771095097296998]","[334.56643889413243, 192.6017892266981, 4544.651380791633, 186.34662391059967]",None,"[16.834218938853382, 15.219649067321496, 9.0, 15.219649067321496]",False,572.2744731000275,575.0483188999933,575.0483188999933,576.2531420000014,None,0,,3.564395199995488,4.568931199959479,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,3,0,3,0,1,0,1,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.8686206000275,None,1026.4446434915087,7.794555457361811,0.00011078162542644973,0,"[0.68675993048117, 0.5999020409181604, 0.47767447114460215, 0.4008772426668177]","[5619.120040187539, 140.63307224675026, 726.5460594326463, 2685.251472748319]",None,"[4.420310465030703, 15.184035227740313, 12.068159352451232, 13.125812735173945]",False,577.8733289000229,580.6659846000257,580.6659846000257,581.86975360004,None,0,,3.1933310199528933,4.197164319979493,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,3,0,3,0,2,0,2,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582.1224854000029,None,165.46936647841767,8.953542491157226,0.0010966756672379724,1,"[0.5621430057423467, 0.5621430057423467, 0.5621430057423467, 0.5621430057423467]","[5252.506684066498, 4189.183519651551, 514.7412430976407, 288.18580198190523]",None,"[5.589902104562253, 11.0, 10.54331460666868, 17.32493363747519]",False,583.1210682000383,585.8365114000044,585.8365114000044,587.0464650000213,['space'],1,[0.2764274000073783],3.276556820026599,4.284399620024487,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,3,0,3,0,3,0,3,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587.4572422000347,None,4000.0,1.0,9.418245447449e-05,1,"[0.5938109941730744, 0.5938109941730744, 0.5938109941730744, 0.5938109941730744]","[6349.6042078728005, 5656.854249492382, 5039.684199579494, 4489.8481932374925]",Tone,"[3.389691341329473, 4.420310465030703, 7.0, 9.0]",False,588.4938426000299,591.2844723000308,591.2844723000308,592.4996087000472,['space'],1,[0.4002951000002213],3.3953252999926917,4.401071699976455,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,3,0,3,0,4,0,4,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.9413814000436,None,323.1494444626557,11.0,0.0003424143210997382,1,"[0.6808941343605643, 0.6808941343605643, 0.6808941343605643, 0.6808941343605643]","[1628.5711493613371, 1086.9408377595062, 725.445974683177, 484.17709952716524]",Perfect_5th,"[6.410335264009759, 12.880297343895435, 12.068159352451232, 11.0]",False,593.9393074000254,597.0171775000053,597.0171775000053,598.2275990000344,['space'],1,[0.33442279999144375],3.7460050199879333,4.771488119964488,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,3,0,3,0,5,0,5,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598.7596625000006,None,,,,,"[0.6312695967896352, 0.6870795395381039, 0.6201773864294254, 0.5596182113406798]","[1973.4065818184104, 3248.373941545117, 6193.277476076749, 689.1667120408969]",None,"[7.897678780015179, 14.605639852636942, 3.6658685268620657, 12.0]",True,599.7588646000368,602.7095427000313,602.7095427000313,603.9212576000136,None,1,,3.5290638199658133,4.5338923200033605,None,1,None,1,0,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,3,0,3,0,6,0,6,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604.3367954000132,None,217.63764082403114,7.0,0.000516891006859825,1,"[0.6818326413091029, 0.6818326413091029, 0.6818326413091029, 0.6818326413091029]","[345.47821999194423, 307.78610333622925, 274.20624492365664, 244.28999210856162]",Tone,"[16.13050582112513, 17.231704830781403, 17.17266412098619, 16.838723675150135]",False,605.3490210000309,608.4372643000097,608.4372643000097,609.651982600044,['space'],1,[0.362011999997776],3.7631526000332087,4.779054399987217,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,3,0,3,0,7,0,7,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610.1519767999998,None,600.6789464519323,4.338487158142471,9.185050382386399e-05,1,"[0.7949945145994943, 0.7949945145994943, 0.7949945145994943, 0.7949945145994943]","[1513.6160977269299, 1201.3578929038647, 953.5183914929472, 756.8080488634649]",Major_3rd,"[6.842176152629632, 11.0, 14.0, 13.049623191621642]",False,611.1565225000377,614.574713500042,614.574713500042,615.793086700025,['space'],1,[0.34210369997890666],4.199869719916023,5.212684419937432,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,3,0,3,0,8,0,8,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.426511800033,None,125.0,8.0,0.0018153902738505074,1,"[0.644935185332514, 0.644935185332514, 0.644935185332514, 0.644935185332514]","[198.42513149602502, 176.77669529663694, 157.49013123685918, 140.30775603867164]",Tone,"[15.542516398817245, 15.01659648795322, 15.0, 15.184035227740313]",False,618.3494171000202,621.2962186000077,621.2962186000077,622.4999871000182,['space'],1,[0.5907909999950789],3.603949240001384,4.622018339985516,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,3,0,3,0,9,0,9,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623.0180381000391,None,,,,,"[0.5405354924007824, 0.5405354924007824, 0.5405354924007824, 0.5405354924007824]","[1107.555425542525, 3387.789815092096, 1761.1534458646565, 256.41961740038647]",None,"[12.0, 14.170865312533543, 6.45369187610424, 17.0]",True,624.0354900000384,626.6698687000317,626.6698687000317,627.8836808000342,None,1,,3.188725619984325,4.210473219980486,None,1,None,1,0,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,3,0,3,0,10,0,10,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628.2866947000148,None,4000.0,-1.0,7.481178280472168e-05,0,"[0.6802863082902306, 0.628815859103471, 0.7598940919488912, 0.6511625295416628]","[1194.0966732405016, 448.4910679775267, 125.59862892672342, 890.3467398547774]",None,"[11.0, 12.0, 15.550316744423025, 14.293514526086224]",False,629.310015199997,632.4126209000242,632.4126209000242,633.6261678000446,None,0,,3.7415803999756463,4.750096199975815,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,3,0,3,0,11,0,11,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.0979839999927,None,3031.4331330207992,0.0,5.779859554559452e-05,0,"[0.7756271275307043, 0.7756271275307043, 0.7756271275307043, 0.7756271275307043]","[1413.8569719205193, 517.5147306475922, 238.49621824162952, 294.8821761261589]",None,"[7.704585993294453, 10.54331460666868, 16.4155217517478, 17.32493363747519]",False,635.1745216000127,638.5154429000104,638.5154429000104,639.7356285999995,None,0,,4.129496760026086,5.144635059987195,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,3,0,3,0,12,0,12,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640.3493368000491,None,421.3410252040707,7.0,0.00016894266399461994,1,"[0.5829057767325909, 0.5762309835094881, 0.7583741012018336, 0.6168792256308402]","[167.20929666157542, 210.67051260203542, 265.42821341944756, 334.4185933231508]",Major_3rd,"[14.953542491157226, 15.95853876766314, 17.17266412098619, 16.834218938853382]",False,641.3507846000139,644.2924154000357,644.2924154000357,645.499529200024,['space'],1,[0.31260060000931844],3.5705474199494347,4.575645819946658,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,3,0,3,0,13,0,13,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645.9756572000333,None,1176.2639880266872,5.0,9.144812413521611e-05,1,"[0.6219539655451262, 0.6219539655451262, 0.6219539655451262, 0.6219539655451262]","[740.9998793740571, 831.7442423992024, 933.6013459929364, 1047.932079127619]",Tone,"[13.0, 14.0, 14.286105052735719, 13.0]",False,646.9796198999975,649.8710107000079,649.8710107000079,651.0774191000382,['space'],1,[0.29697040002793074],3.525756319926586,4.551863419939764,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,3,0,3,0,14,0,14,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.5764991000178,None,,,,,"[0.6400191351466836, 0.6400191351466836, 0.6400191351466836, 0.6400191351466836]","[7708.02562506172, 6867.070148760374, 6117.863992910406, 5450.397189040818]",Tone,"[4.169685870525205, 3.573446947211485, 3.6658685268620657, 5.0]",True,652.5808744000387,655.5245228999993,655.5245228999993,656.7519721999997,None,1,,3.5819244199083187,4.589317319914699,None,1,None,1,0,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,3,0,3,0,15,0,15,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.2137092000339,None,3627.502562529467,8.0,0.00019442338192178564,1,"[0.4952961480302025, 0.4952961480302025, 0.4952961480302025, 0.4952961480302025]","[5134.735754732746, 4187.624020304257, 372.8985353865325, 2187.919189730312]",None,"[6.0, 11.0, 15.133781809767155, 9.132621243599296]",False,658.2194413000252,660.7377340000239,660.7377340000239,661.9481024999986,['space'],1,[0.331263099971693],3.00378292001551,4.038650619972032,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,3,0,3,0,16,0,16,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662.3091235000174,None,3249.0095854249403,-2.0,5.62044717204616e-05,0,"[0.4059351543577121, 0.6058839143646159, 0.7777544393014226, 0.5691906050790074]","[5157.481233758315, 4594.793419988138, 4093.4955679870977, 3646.8899542328654]",Tone,"[6.0, 8.747285531350771, 11.0, 13.276481047333279]",False,663.3317112000077,666.1414418000495,666.1414418000495,667.3516703000059,None,0,,3.3922296999953687,4.397239300014917,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,3,0,3,0,17,0,17,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667.7624129000469,None,443.6629387679254,6.652266053110589,0.00015985952324711083,0,"[0.5735633760126656, 0.6196788136588987, 0.7513620900951067, 0.44573762884539375]","[1462.853163945887, 164.61977996877226, 622.7398908401242, 151.1010016819007]",None,"[7.0, 14.953542491157226, 10.33848715814247, 15.02244988057681]",False,668.7628931000363,671.7432954999967,671.7432954999967,672.9585379000055,None,0,,3.4052251199027523,4.418174619902857,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,3,0,3,0,18,0,18,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673.2317934000166,None,338.3578553721956,10.83421893885338,0.0003221968460819309,1,"[0.7731641360821093, 0.44604694581827636, 0.6236879387067231, 0.5152785366336459]","[537.1096155595274, 478.5102680028333, 426.3041843807144, 379.7938514026413]",Tone,"[10.012584718170508, 11.0, 13.0, 15.133781809767155]",False,674.2349664000212,677.1098469000426,677.1098469000426,678.3203567000455,['space'],1,[0.26416510000126436],3.3916426199721172,4.39771801995812,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,3,0,3,0,19,0,19,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678.6835150000406,None,,,,,"[0.7188720138558995, 0.7188720138558995, 0.7188720138558995, 0.7188720138558995]","[4626.734451085482, 3172.8186378367354, 2108.9824234580415, 217.95442583096764]",None,"[8.747285531350771, 14.605639852636942, 9.0, 15.95853876766314]",True,679.6884428000194,682.8827768000192,682.8827768000192,684.1148097999976,None,1,,3.9043860199744813,4.906502319965512,None,1,None,1,0,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,4,0,4,0,0,0,0,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706.2625682000071,None,176.7766952966369,5.0,0.0006224350964454478,0,"[0.5916715717203456, 0.6898485506684217, 0.7824695875140865, 0.5697904327150605]","[447.50969292368194, 155.17406727678926, 1359.3405372085513, 5291.564747927472]",None,"[12.0, 15.02244988057681, 8.0, 5.589902104562253]",False,707.2515867000329,710.3413887000061,710.3413887000061,711.5579965999932,None,0,,3.677221199963242,4.6936391000053845,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,4,0,4,0,1,0,1,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.9734883000492,None,1994.8696419849407,1.8976787800151786,9.279126215809012e-05,1,"[0.7215864669871084, 0.7420316203334574, 0.6003652412624909, 0.5238391979834061]","[298.37344250721986, 250.96245812640592, 3275.0097919729296, 500.3950841567949]",None,"[17.231704830781403, 16.838723675150135, 14.605639852636942, 10.54331460666868]",False,712.9768584000412,716.0601148999995,716.0601148999995,717.2640814000042,['space'],1,[0.4424777999520302],3.606985419988632,4.6280297199846245,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,4,0,4,0,2,0,2,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717.6544084000052,None,125.0,11.0,0.0025643069199568253,1,"[0.5459749292739744, 0.5966491953236375, 0.49645177844492105, 0.7112146408376737]","[314.9802624737183, 250.00000000000003, 198.42513149602496, 157.49013123685916]",Major_3rd,"[17.0, 16.838723675150135, 15.542516398817245, 15.0]",False,718.6710764000309,721.3223879000288,721.3223879000288,722.5283009000123,['space'],1,[0.3000888000242412],3.3947931000147946,4.412881899974309,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,4,0,4,0,3,0,3,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.1118356999941,None,,,,,"[0.7679957477434537, 0.5225089406487202, 0.6680263223118145, 0.6749291361788081]","[184.69671869748058, 5939.232268213525, 1109.9978667499931, 4177.69966255555]",None,"[15.219649067321496, 4.0, 12.0, 11.0]",True,724.1276082000113,727.1058842000202,727.1058842000202,728.338008199993,None,1,,3.6516107199713588,4.666158219974022,None,1,None,1,0,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,4,0,4,0,4,0,4,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728.8358022000175,None,702.3844424180819,6.0,8.942179594872515e-05,0,"[0.45983731800457006, 0.643800713069135, 0.4177220732757529, 0.4899379425231328]","[1769.8978882424296, 1404.7688848361638, 1114.9658027805604, 884.9489441212148]",Major_3rd,"[6.45369187610424, 7.704585993294453, 12.0, 14.293514526086224]",False,729.8461777000339,732.4125574000063,732.4125574000063,733.6199552000035,None,0,,3.038754120003432,4.057060919993091,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
