tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,tToo_late.rt,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,answer_too_early.rt,Catch trial answer,Audiogram_time,Audiogram_both,Audiogram_none,Audiogram_frequency,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,18,0,18,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.50807050000003,None,,,,,"[0.41954265184256373, 0.41954265184256373, 0.41954265184256373, 0.41954265184256373]","[6448.855657214686, 5118.460127126834, 4062.52449512921, 3224.427828607343]",Major_3rd,"[0.9976980242143076, 2.0, 6.0, 10.427097004279265]",True,305.50110169999243,307.78883920000226,307.78883920000226,309.0222974999924,None,1,,2.695708020022721,3.725335820025066,None,1,['space'],0,[0.3402113000047393],0,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,0,0,0,0,19,0,19,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.28841439999815,None,7518.535003355411,-4.0,0.00010533496978237779,1,"[0.40730375224891535, 0.721261220615692, 0.5352353508518365, 0.6861310205075204]","[2595.5803172895608, 761.2221742303525, 287.98523619750915, 538.6700671672195]",None,"[11.557044354572005, 15.424494065508316, 6.893847117749152, 10.0]",False,310.2953225999954,313.01379749999614,313.01379749999614,314.23698180000065,['space'],1,[0.38000049999391194],3.367873420007527,4.381380920007359,None,1,None,1,,,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,1,0,1,0,0,0,0,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.74207490000117,None,2896.6978582428674,5.547737168085696,0.00011599686995405978,1,"[0.626705950588713, 0.626705950588713, 0.626705950588713, 0.626705950588713]","[2333.2146777215903, 406.33057716298407, 927.6010553067119, 304.2072469298711]",None,"[11.0, 6.505598694224707, 15.0, 6.6749930698778375]",False,327.7075693999941,330.61710570000287,330.61710570000287,331.84159119999094,['space'],1,[0.2672577000048477],3.522273820010014,4.560883020007168,None,1,None,1,,,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,1,0,1,0,1,0,1,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.33638079999946,None,1148.6983549970344,5.0,8.9397783717774e-05,1,"[0.4699431886844295, 0.4699431886844295, 0.4699431886844295, 0.4699431886844295]","[343.9559656201376, 345.0223942031397, 2284.442971881512, 6197.037988297411]",None,"[6.356615356648497, 6.356615356648497, 10.792271583857126, 0.9309278551451889]",False,333.81501609999395,336.25012309999147,336.25012309999147,337.4910242999904,['space'],1,[0.35288169998966623],2.912249940010952,3.9321937400090974,None,1,None,1,,,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,1,0,1,0,2,0,2,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.7806303999969,None,,,,,"[0.663455152077369, 0.663455152077369, 0.663455152077369, 0.663455152077369]","[366.9019442899928, 1382.481673394513, 218.79248618837377, 132.3746872970688]",None,"[6.3401916021253175, 10.533624096537752, 7.880489113763942, 8.250125814639645]",True,338.7909912000032,341.82303069999034,341.82303069999034,343.0507779000036,None,1,,3.686703720013611,4.715502620019834,None,1,None,1,,0,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,1,0,1,0,3,0,3,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.5611542999977,None,1843.9163432807777,3.5129794549261653,0.00010154271761600827,1,"[0.7573408965818211, 0.7573408965818211, 0.7573408965818211, 0.7573408965818211]","[5432.003369335818, 339.04576433823297, 6559.705717253669, 310.6404479761724]",None,"[1.7354919848833203, 6.486254574389276, 1.0, 6.6749930698778375]",False,344.5707806999999,347.86557699998957,347.86557699998957,349.0948025999969,['space'],1,[0.29740019999735523],4.06059332001314,5.092569520013058,None,1,None,1,,,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,1,0,1,0,4,0,4,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.7224533999979,None,125.0,-1.0,0.000644124775846567,1,"[0.6499748966166874, 0.589197920200413, 0.6273692438558658, 0.5610154183493589]","[4636.229579980635, 241.6457554577212, 161.18683763343037, 7892.0604266173605]",None,"[3.7547322211489256, 7.37405094293265, 8.50402309052194, 2.6058941440388805]",False,350.75629130000016,353.6668503999972,353.6668503999972,354.8989220999938,['space'],1,[0.30365940000046976],3.443820210013655,4.472181310018641,None,1,None,1,,,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,1,0,1,0,5,0,5,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.2878442999936,None,659.7539553864473,8.0,0.00012196576341781687,1,"[0.6767657388028947, 0.6767657388028947, 0.6767657388028947, 0.6767657388028947]","[232.57860142846386, 356.80429315375454, 132.67622463607822, 650.3960676927065]",None,"[7.624387218337975, 6.356615356648497, 8.250125814639645, 13.903905323176307]",False,356.32009149999067,359.36866569999256,359.36866569999256,360.5954490000004,['space'],1,[0.29330140000092797],3.7467257100215647,4.775343810018967,None,1,None,1,,,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,1,0,1,0,6,0,6,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.14342880000186,None,,,,,"[0.6195487142439162, 0.4368668553526134, 0.7600542338791698, 0.40264768947222807]","[2834.4739473657296, 7444.052888408339, 659.2783353152367, 631.6083595177635]",None,"[11.547737168085696, 1.8893666602066688, 13.903905323176307, 13.0]",True,362.1554289999913,365.00760250000167,365.00760250000167,366.2123086999927,None,1,,3.251832520007156,4.280526520014973,None,1,None,1,,0,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,1,0,1,0,7,0,7,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.4921101999935,None,707.1067811865476,9.0,0.00012514451048241843,1,"[0.6276678125965678, 0.6276678125965678, 0.6276678125965678, 0.6276678125965678]","[1122.4620483093734, 1000.0000000000002, 890.8987181403395, 793.7005259840998]",Tone,"[13.0, 14.321076609125381, 15.434644929157692, 15.606086819012052]",False,367.52110959999845,370.45063279999886,370.45063279999886,371.6853507999913,['space'],1,[0.3068776000000071],3.5275730100256624,4.536354510026285,None,1,None,1,,,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,1,0,1,0,8,0,8,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.09611739999673,None,864.0687749774808,9.434644929157692,0.00011908025108224776,1,"[0.665879395492795, 0.665879395492795, 0.665879395492795, 0.665879395492795]","[261.5973900797819, 212.6832421547378, 825.103252392858, 128.40024545222983]",None,"[7.131455333704845, 8.0, 15.606086819012052, 8.104446192087604]",False,373.1054041000025,376.1195985999948,376.1195985999948,377.35779389999516,['space'],1,[0.260235299996566],3.6765172200102825,4.708712420004304,None,1,None,1,,,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,1,0,1,0,9,0,9,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.8721890000015,None,5596.956314883806,-4.821585591819918,7.504198134528283e-05,1,"[0.4663776481824957, 0.599929185983266, 0.5792305642083769, 0.5761856696554666]","[483.6043659713156, 5111.2309361456855, 2975.8126187589382, 1870.9633782446901]",None,"[8.0, 2.0, 11.17628837553826, 9.512979454926166]",False,378.88117949999287,381.5629861999914,381.5629861999914,382.77369539999927,['space'],1,[0.21434989999397658],3.23326362001535,4.241435420015478,None,1,None,1,,,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,1,0,1,0,10,0,10,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.1840271999972,None,,,,,"[0.6814548011450018, 0.6814548011450018, 0.6814548011450018, 0.6814548011450018]","[7913.962947928127, 7050.539445719309, 6281.31655438923, 5596.016866539057]",Tone,"[2.6058941440388805, 1.3362064578969797, 0.9976980242143076, 1.1784144081800818]",True,384.19162319999305,387.2821399999957,387.2821399999957,388.4906154999917,None,1,,3.755290219996823,4.765463219999219,None,1,None,1,,0,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,1,0,1,0,11,0,11,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.0141794999945,None,2828.42712474619,0.0,6.548596627134577e-05,1,"[0.5897235564113272, 0.417620119498126, 0.49386591625528053, 0.7086516913291052]","[133.9959551803231, 1854.8546265316359, 1990.4312964573173, 5089.903645228657]",None,"[8.250125814639645, 9.512979454926166, 9.801872696302679, 2.0]",False,390.10072269999364,392.63567579998926,392.63567579998926,393.8398068999959,['space'],1,[0.3154184000013629],3.2293679900176357,4.264688290015329,None,1,None,1,,,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,1,0,1,0,12,0,12,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.4191865999892,None,125.0,-2.0,0.0005740768107484417,1,"[0.5430320069161527, 0.5430320069161527, 0.5430320069161527, 0.5430320069161527]","[5276.477773360711, 271.30966973757654, 3883.6236020376446, 471.4619414305033]",None,"[1.7354919848833203, 7.131455333704845, 7.0, 7.639612854523006]",False,395.43876759998966,398.1104207000026,398.1104207000026,399.3474425000022,['space'],1,[0.39420519999112],3.2062595099996543,4.2126035100081936,None,1,None,1,,,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,1,0,1,0,13,0,13,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.6889804999955,None,464.63180475423195,1.6396128545230055,8.847071224109009e-05,1,"[0.7307132611681646, 0.7307132611681646, 0.7307132611681646, 0.7307132611681646]","[1447.3379597661203, 6006.678447180276, 1487.7586338033764, 1970.9345532720574]",None,"[10.533624096537752, 0.9309278551451889, 10.0, 9.801872696302679]",False,400.69861839999794,403.91465579999203,403.91465579999203,405.12330929999007,['space'],1,[0.3328512000007322],3.944423620007001,4.958775020000758,None,1,None,1,,,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,1,0,1,0,14,0,14,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.71613739999884,None,,,,,"[0.7755073493978997, 0.7755073493978997, 0.7755073493978997, 0.7755073493978997]","[5614.766642657102, 5002.188404600349, 4456.4432375549195, 3970.2395678028615]",Tone,"[1.1784144081800818, 2.610680730654525, 4.0, 6.5650310828955565]",True,406.71103929998935,410.05837579999934,410.05837579999934,411.2903724999924,None,1,,4.106115219998173,5.108353319999878,None,1,None,1,,0,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,1,0,1,0,15,0,15,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.8708830999967,None,4287.0938501451765,-3.0,7.340968674065446e-05,1,"[0.49550435748930155, 0.49550435748930155, 0.49550435748930155, 0.49550435748930155]","[4916.804854565366, 328.40885621543106, 191.90754748828894, 296.31361906636124]",None,"[2.610680730654525, 6.486254574389276, 8.322220697402269, 6.893847117749152]",False,412.89606630000344,415.42657480000344,415.42657480000344,416.6629242999916,['space'],1,[0.32104229999822564],3.002677410026081,4.035008210019441,None,1,None,1,,,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,1,0,1,0,16,0,16,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.9767237999913,None,333.98197441258156,0.48625457438927666,9.908798858655156e-05,1,"[0.5390545856486584, 0.5390545856486584, 0.5390545856486584, 0.5390545856486584]","[137.33857465297802, 386.39612290223346, 448.47323181168014, 1963.417673580427]",None,"[8.250125814639645, 6.3401916021253175, 7.0, 9.801872696302679]",False,417.98812069999985,420.631212399996,420.631212399996,421.8325987999997,['space'],1,[0.1482967999909306],3.1675063200091245,4.203126620006515,None,1,None,1,,,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,1,0,1,0,17,0,17,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.2520239000005,None,251.78056836089442,1.3740509429326502,0.000193978393523682,0,"[0.6632135970623718, 0.5163502765240485, 0.5305979189336811, 0.6862622381399477]","[1240.0067602552697, 1866.6607852642321, 2743.6695470818904, 5600.934153012532]",None,"[11.949863232820327, 9.512979454926166, 11.547737168085696, 1.1784144081800818]",False,423.25903760000074,426.00632499999483,426.00632499999483,427.24169149999216,None,0,,3.408573120017536,4.4404202200094005,None,1,None,1,,,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,1,0,1,0,18,0,18,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.76581029999943,None,,,,,"[0.5587285596772025, 0.5587285596772025, 0.5587285596772025, 0.5587285596772025]","[2079.0968859074537, 1852.2647505445218, 1650.1802919166498, 1470.1435067689943]",Tone,"[10.0, 9.512979454926166, 9.609120762538604, 10.0]",True,428.761434,431.4777566999983,431.4777566999983,432.7124056999892,None,1,,3.2423070200020447,4.275421419995837,None,1,None,1,,0,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,1,0,1,0,19,0,19,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.0900671999989,None,240.12114560330747,1.6243872183379746,0.00022525937790214654,1,"[0.6908081009170013, 0.6908081009170013, 0.6908081009170013, 0.6908081009170013]","[605.0673717409578, 480.242291206615, 381.1685591304995, 302.53368587047885]",Major_3rd,"[12.0, 8.0, 6.3401916021253175, 6.6749930698778375]",False,434.0996970999986,437.22203119999904,437.22203119999904,438.4518146999908,['space'],1,[0.16430030000628904],3.7747787200059975,4.813841020004475,None,1,None,1,,,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,2,0,2,0,0,0,0,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.93026409999584,None,535.8867312681471,3.0,9.301044792367187e-05,1,"[0.6878380317825934, 0.5178609211439845, 0.753405943269322, 0.7449968735747703]","[253.08568032742818, 417.644983858131, 158.95706407601645, 1560.9808286318992]",None,"[7.37405094293265, 6.505598694224707, 8.476269928425005, 9.98733479588627]",False,443.9259644999984,446.9265865999914,446.9265865999914,448.1317196000018,['space'],1,[0.26073889998951927],3.7356862100132275,4.7527183100173716,None,1,None,1,,,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,2,0,2,0,1,0,1,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.7197548999975,None,4000.0,-1.0,7.481178280472168e-05,1,"[0.545092226139542, 0.545092226139542, 0.545092226139542, 0.545092226139542]","[2519.842099789746, 2828.4271247461897, 3174.802103936399, 3563.594872561357]",Tone,"[11.272511997982248, 11.547737168085696, 10.427097004279265, 9.0]",False,449.7314181999973,452.4016721999942,452.4016721999942,453.63368040000205,['space'],1,[0.33458100000279956],3.198213809999288,4.235508710000431,None,1,None,1,,,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,2,0,2,0,2,0,2,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.01136019999103,None,3966.651943269237,0.5650310828955563,8.895742385094323e-05,1,"[0.7977978756087134, 0.4994187999453552, 0.5345702907622281, 0.44979612651062495]","[2498.834140465658, 2804.846487692474, 3148.333733768645, 3533.885131567449]",Tone,"[11.272511997982248, 11.547737168085696, 11.0, 9.0]",False,455.02203140000347,457.8712547000032,457.8712547000032,459.11100999999326,['space'],1,[0.14207030000397936],3.3070717200171202,4.341549520016997,None,1,None,1,,,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,2,0,2,0,3,0,3,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.43038619999425,None,,,,,"[0.40561695014863236, 0.40561695014863236, 0.40561695014863236, 0.40561695014863236]","[132.38798106477714, 1687.5232703949548, 5191.233753375234, 806.0490188459472]",None,"[8.250125814639645, 9.44561707139802, 2.0, 15.606086819012052]",True,460.43292649999785,462.67826849999256,462.67826849999256,463.91478009999264,None,1,,2.637771320005413,3.6673232199973427,None,1,None,1,,0,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,2,0,2,0,4,0,4,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.1620441999985,None,500.0,2.0,8.994354575643942e-05,1,"[0.7280643617988094, 0.663041104856035, 0.49675213780106636, 0.6736992528374957]","[314.98026247371826, 353.5533905932737, 396.85026299204986, 445.44935907016963]",Tone,"[6.6749930698778375, 6.356615356648497, 6.505598694224707, 7.0]",False,465.1836156999925,468.1160830000008,468.1160830000008,469.35051959998964,['space'],1,[0.3299620000034338],3.5980223100050353,4.631957210003748,None,1,None,1,,,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,2,0,2,0,5,0,5,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.85993799999414,None,3408.478015364979,4.0,0.00011657929591739041,1,"[0.5454069271021957, 0.6772925215216447, 0.732980283145177, 0.6959825116124236]","[5410.62158720085, 4820.315836379685, 4294.413199662238, 3825.887214744041]",Tone,"[1.7354919848833203, 3.0, 5.109973675280676, 7.0]",False,470.87337950000074,473.85636550000345,473.85636550000345,475.0928583999921,['space'],1,[0.2705385000008391],3.6708181200228864,4.675268120015971,None,1,None,1,,,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,2,0,2,0,6,0,6,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.6142053999938,None,1120.2935272125646,7.0,0.00010988533444484244,1,"[0.5232999482323619, 0.5232999482323619, 0.5232999482323619, 0.5232999482323619]","[1778.35512361039, 1584.334300022801, 1411.481396996085, 1257.4869672627476]",Tone,"[9.44561707139802, 9.609120762538604, 10.533624096537752, 11.949863232820327]",False,476.61402100000123,479.2246884999913,479.2246884999913,480.4546979000006,['space'],1,[0.26763129999744706],3.126676120009506,4.1421002200077055,None,1,None,1,,,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
,,,,2,0,2,0,7,0,7,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.8194999999978,None,,,,,"[0.4745852672386569, 0.7394043294059234, 0.5837546617412745, 0.47503002463698896]","[942.3651150442743, 1411.9523208725443, 2115.538154575788, 3169.7257884035384]",Perfect_5th,"[14.973304175529991, 10.533624096537752, 10.268044040814377, 10.427097004279265]",True,481.8177801999991,484.6374552999914,484.6374552999914,485.8543614999944,None,1,,3.278618620010093,4.308701520014438,None,1,None,1,,0,,,,,quicsb,001,fr,0,0,2022-07-21_15h22.52.247,Cluster,2022.1.1,None,
