tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,tToo_early.rt,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,feedback.rt,Catch trial answer,answer_too_early.rt,answer_too_late.rt,Audiogram_both,Audiogram_frequency,Audiogram_time,Audiogram_none,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,18,0,18,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.2789900000207,None,574.3491774985172,0.0,5.984619860562044e-05,1,"[0.7857246293362519, 0.7669277151907533, 0.6194341490892363, 0.6786661061338111]","[911.7224885582166, 812.2523963562353, 723.6346187201888, 644.6851542197893]",Tone,"[4.224694335014276, 4.291706120163045, 5.0, 5.511143131943443]",False,298.94996200012974,302.1375200001057,302.1375200001057,303.35856980015524,['space'],1,3.862147899577394,4.89831249974668,None,1,None,1,[0.1600339999422431],,,,,,,,erfnpg,001,fr,0,0,2022-05-10_14h57.34.806,Cluster,2022.1.1,None,
,,,,0,0,0,0,19,0,19,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.9009442999959,None,,,,,"[0.7105343988025987, 0.7105343988025987, 0.7105343988025987, 0.7105343988025987]","[1064.8880523647865, 165.98118230106445, 743.7117727235669, 133.05228249309837]",None,"[5.0, 7.395300579819079, 4.615494661919124, 6.7607281090035265]",True,304.89919100003317,308.0620556999929,308.0620556999929,309.2944042000454,None,1,3.8602505666203797,4.892561166547239,None,1,None,1,,0,,,,,,,erfnpg,001,fr,0,0,2022-05-10_14h57.34.806,Cluster,2022.1.1,None,
,,,,1,0,1,0,0,0,0,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.6968698001001,None,1024.4304281912534,-1.4722969045611616,3.804644894915054e-05,0,"[0.44984128358384634, 0.503106778758781, 0.5808616633943513, 0.4149190569592571]","[645.3507303154892, 724.3817026278738, 813.0909696895143, 912.6637552995466]",Tone,"[5.511143131943443, 5.0, 4.291706120163045, 4.224694335014276]",False,386.68436540011317,389.2523453999311,389.2523453999311,390.4848285000771,None,0,2.981666066683829,4.003423766698688,None,1,None,1,,,,,,,,,erfnpg,001,fr,0,0,2022-05-10_14h57.34.806,Cluster,2022.1.1,None,
,,,,1,0,1,0,1,0,1,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.72692460007966,None,217.63764082403114,0.0,0.0002308867316946748,1,"[0.45575782613517757, 0.7284281278421287, 0.5013398331019712, 0.5192403693806786]","[137.1031224618283, 153.8930516681146, 172.7391099959721, 193.89309522921693]",Tone,"[6.7607281090035265, 7.136463664855924, 7.683030925175551, 8.0]",False,392.40394799993373,395.1109982000198,395.1109982000198,396.32704779994674,['space'],1,3.2227659670170397,4.258530067047104,None,1,None,1,[0.41438969993032515],,,,,,,,erfnpg,001,fr,0,0,2022-05-10_14h57.34.806,Cluster,2022.1.1,None,
,,,,1,0,1,0,2,0,2,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.7143041000236,None,962.3030378287381,-1.7753056649857237,3.5035756483951096e-05,0,"[0.6148247748921588, 0.5634612745136044, 0.6777166862794615, 0.7067384881774901]","[3360.8959819156094, 1052.0479166337152, 3530.8003371151035, 1392.5992039716061]",None,"[4.0, 5.0, 3.8732573415116693, 7.534493828869186]",False,397.7277496000752,400.62188869994134,400.62188869994134,401.83388930000365,None,0,3.6039438664447516,4.62751456652768,None,1,None,1,,,,,,,,,erfnpg,001,fr,0,0,2022-05-10_14h57.34.806,Cluster,2022.1.1,None,
,,,,1,0,1,0,3,0,3,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.3959101000801,None,4594.793419988137,0.0,0.00012486547057085194,1,"[0.5753342798035938, 0.4767607426588695, 0.5799541077100288, 0.6966186224004705]","[1215.6272491865295, 155.8306056183919, 4869.1599492878495, 1069.8007251349077]",None,"[6.314833170568972, 7.136463664855924, 0.5793284398548444, 5.027844375041463]",False,404.5408350001089,407.2106672001537,407.2106672001537,408.4218898001127,['space'],1,3.3536790998186916,4.375360699836165,None,1,None,1,[0.3065708999056369],,,,,,,,erfnpg,001,fr,0,0,2022-05-10_14h57.34.806,Cluster,2022.1.1,None,
,,,,1,0,1,0,4,0,4,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.9532331000082,None,4517.67681816857,-5.0,6.723318967308178e-05,1,"[0.5775276536209464, 0.6932976715421294, 0.4316351921845173, 0.5933120159588976]","[1792.841233403285, 2258.838409084286, 2845.9580599163382, 3585.6824668065688]",Major_3rd,"[9.0, 9.237281137673754, 7.3564450191786595, 3.0]",False,409.9472589001525,412.6801138999872,412.6801138999872,413.91709060012363,['space'],1,3.3282960664946586,4.351165766362101,None,1,None,1,[0.3323729997500777],,,,,,,,erfnpg,001,fr,0,0,2022-05-10_14h57.34.806,Cluster,2022.1.1,None,
,,,,1,0,1,0,5,0,5,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.3373708999716,None,432.1474765113941,0.617863536165133,8.043463029269432e-05,1,"[0.7826203940242787, 0.5809450367109735, 0.44506570270074586, 0.40159795219289035]","[3672.4218819624984, 1835.7258368429568, 5439.420107219123, 394.28224573154927]",None,"[3.0, 9.0, 0.40123166226580054, 6.7336691393324175]",False,415.33502610004507,418.1917616999708,418.1917616999708,419.42323209997267,['space'],1,3.2531133664306253,4.288169066421688,None,1,None,1,[0.3816229999065399],,,,,,,,erfnpg,001,fr,0,0,2022-05-10_14h57.34.806,Cluster,2022.1.1,None,
,,,,1,0,1,0,6,0,6,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.6751520000398,None,574.3491774985172,2.0,7.534190022389622e-05,1,"[0.7420779256274623, 0.7420779256274623, 0.7420779256274623, 0.7420779256274623]","[1447.2692374403773, 1148.6983549970344, 911.7224885582164, 723.6346187201887]",Major_3rd,"[7.534493828869186, 5.643900624143384, 4.224694335014276, 5.0]",False,420.69840830005705,423.9594253001269,423.9594253001269,425.180945500033,['space'],1,3.992320933379233,5.009634133428335,None,1,None,1,[0.3274210998788476],,,,,,,,erfnpg,001,fr,0,0,2022-05-10_14h57.34.806,Cluster,2022.1.1,None,
,,,,1,0,1,0,7,0,7,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.73779290006496,None,,,,,"[0.7789603107523724, 0.7689152506771135, 0.4116222966939244, 0.6901983063959006]","[5289.92904052591, 4712.791001257888, 4198.619461883978, 3740.544696551517]",Tone,"[0.40123166226580054, 0.8445011065612587, 1.2789042272521218, 2.7967227669802486]",True,426.75505520007573,429.72911760001443,429.72911760001443,430.9626285000704,None,1,3.6816372664179653,4.705441866535693,None,1,None,1,,0,,,,,,,erfnpg,001,fr,0,0,2022-05-10_14h57.34.806,Cluster,2022.1.1,None,
,,,,1,0,1,0,8,0,8,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.49672519997694,None,370.22712280480357,1.0,9.456784380904807e-05,1,"[0.45709496975018155, 0.45709496975018155, 0.45709496975018155, 0.45709496975018155]","[146.9247310518763, 185.11356140240184, 233.22847263189317, 293.8494621037525]",Major_3rd,"[7.0, 7.979952219004358, 8.497991955627874, 8.0]",False,432.513830000069,434.9024475000333,434.9024475000333,436.1359819001518,['space'],1,2.860416366485879,3.889462266350165,None,1,None,1,[0.5378835001029074],,,,,,,,erfnpg,001,fr,0,0,2022-05-10_14h57.34.806,Cluster,2022.1.1,None,
,,,,1,0,1,0,9,0,9,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.4466834999621,None,217.63764082403114,0.0,0.0002308867316946748,1,"[0.49855953880149756, 0.49855953880149756, 0.49855953880149756, 0.49855953880149756]","[137.1031224618283, 153.8930516681146, 172.7391099959721, 193.89309522921693]",Tone,"[6.7607281090035265, 7.136463664855924, 7.683030925175551, 8.0]",False,438.17682219995186,440.68431339995004,440.68431339995004,441.9109720000997,['space'],1,3.010452633490786,4.029035733547062,None,1,None,1,[0.8816024998668581],,,,,,,,erfnpg,001,fr,0,0,2022-05-10_14h57.34.806,Cluster,2022.1.1,None,
,,,,1,0,1,0,10,0,10,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.24966410011984,None,164.05290590390865,1.3953005798190787,0.0004654313701050638,1,"[0.4312695288235081, 0.4312695288235081, 0.4312695288235081, 0.4312695288235081]","[1681.7110604569907, 188.79146681766116, 555.3197023400718, 329.12640863732855]",None,"[8.456914536802293, 7.979952219004358, 6.216208046997928, 7.488071809041017]",False,443.2623286000453,445.5950983001385,445.5950983001385,446.83153980015777,['space'],1,2.749339466681704,3.7778936666436493,None,1,None,1,[0.3944404998328537],,,,,,,,erfnpg,001,fr,0,0,2022-05-10_14h57.34.806,Cluster,2022.1.1,None,
,,,,1,0,1,0,11,0,11,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.0786486000288,None,574.3491774985172,0.0,5.984619860562044e-05,1,"[0.5910489149852652, 0.5910489149852652, 0.5910489149852652, 0.5910489149852652]","[179.57649858566785, 683.0117089727192, 2181.778424924225, 130.66473880127413]",None,"[7.683030925175551, 5.511143131943443, 9.360476064572406, 6.7607281090035265]",False,448.6796891000122,451.46896379999816,451.46896379999816,452.70743499998935,['space'],1,3.38654790003784,4.405411000130698,None,1,None,1,[0.4042132997419685],,,,,,,,erfnpg,001,fr,0,0,2022-05-10_14h57.34.806,Cluster,2022.1.1,None,
,,,,1,0,1,0,12,0,12,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.1274564000778,None,,,,,"[0.790810089542563, 0.7268553740059068, 0.582112078593129, 0.4209054733630167]","[3733.3366238737963, 3326.0248125955472, 2963.151242044335, 2639.867643193252]",Tone,"[2.7967227669802486, 5.0, 6.268524139814443, 8.243990824798374]",True,454.1390827000141,457.2567464001477,457.2567464001477,458.4700093001593,['space'],0,3.563133966876194,4.594868966843933,None,1,None,1,[0.272985499817878],0,,,,,,,erfnpg,001,fr,0,0,2022-05-10_14h57.34.806,Cluster,2022.1.1,None,
,,,,1,0,1,0,13,0,13,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.77382849995047,None,719.3043154547518,-1.0,3.862085605500791e-05,0,"[0.5270660771877673, 0.5270660771877673, 0.5270660771877673, 0.5270660771877673]","[1141.8244270381388, 1017.2499183896051, 906.266648321664, 807.3917952831121]",Tone,"[5.643900624143384, 4.527703095438838, 4.224694335014276, 4.291706120163045]",False,459.7748541000765,462.3682582001202,462.3682582001202,463.5971431999933,None,0,3.137532466556877,4.171933366451412,None,1,None,1,,,,,,,,,erfnpg,001,fr,0,0,2022-05-10_14h57.34.806,Cluster,2022.1.1,None,
,,,,1,0,1,0,14,0,14,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.9874003001023,None,4924.577653379667,0.0,0.00014755655663396236,1,"[0.6358882621714428, 0.6358882621714428, 0.6358882621714428, 0.6358882621714428]","[3102.28952366747, 3482.2022531844973, 3908.639873736985, 4387.299918778505]",Tone,"[6.0, 3.8732573415116693, 2.0, 1.0]",False,465.77193829999305,468.69816399994306,468.69816399994306,469.93243400007486,['space'],1,3.573331266641617,4.58463756670244,None,1,None,1,[0.21741129993461072],,,,,,,,erfnpg,001,fr,0,0,2022-05-10_14h57.34.806,Cluster,2022.1.1,None,
,,,,1,0,1,0,15,0,15,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.4122685000766,None,1624.5047927124701,-1.0,5.15651128922407e-05,0,"[0.5119067495645773, 0.5759561151870582, 0.6546062804653245, 0.7765548123017095]","[644.6851542197894, 812.2523963562353, 1023.3738919967745, 1289.3703084395786]",Major_3rd,"[5.511143131943443, 4.291706120163045, 4.527703095438838, 6.952235303532964]",False,471.4384131000843,474.19885620009154,474.19885620009154,475.414274699986,None,0,3.523126066662371,4.554186466615647,None,1,['space'],0,,,[0.5448785000480711],,,,,,erfnpg,001,fr,0,0,2022-05-10_14h57.34.806,Cluster,2022.1.1,None,
,,,,1,0,1,0,16,0,16,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.0409590001218,None,,,,,"[0.6545290912133963, 0.6545290912133963, 0.6545290912133963, 0.6545290912133963]","[516.9848359415444, 580.2958578958311, 651.3600772791995, 731.1269665297617]",Tone,"[6.496714046214889, 6.216208046997928, 5.511143131943443, 5.0]",True,477.0615137000568,480.0586147001013,480.0586147001013,481.2949890999589,None,1,3.657745766453445,4.682181566487998,None,1,None,1,,0,,,,,,,erfnpg,001,fr,0,0,2022-05-10_14h57.34.806,Cluster,2022.1.1,None,
,,,,1,0,1,0,17,0,17,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.7737382000778,None,207.17913989178564,2.2387509643365275,0.00032528418854478125,1,"[0.7490598837847383, 0.7490598837847383, 0.7490598837847383, 0.7490598837847383]","[130.51467972438766, 146.49777473787796, 164.43819230504363, 184.57563015500986]",Tone,"[6.7607281090035265, 7.0, 7.395300579819079, 7.979952219004358]",False,482.7959545000922,486.08177220006473,486.08177220006473,487.30306830001064,['space'],1,4.030935566639528,5.059891466517001,None,1,None,1,[0.2845177997369319],,,,,,,,erfnpg,001,fr,0,0,2022-05-10_14h57.34.806,Cluster,2022.1.1,None,
,,,,1,0,1,0,18,0,18,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.9046968999319,None,7227.534482038325,-6.749294479563709,7.269966376343409e-05,1,"[0.7752190804149428, 0.5327645818179254, 0.5790024455217927, 0.4941160338038655]","[4553.061416380562, 5110.638643508901, 5736.497919962037, 6439.001205363045]",Tone,"[0.8445011065612587, 0.40123166226580054, 0.23089339059954916, -0.2486732484955798]",False,488.90490419999696,491.80400050012395,491.80400050012395,493.03065249999054,['space'],1,3.417773066787049,4.456823066808283,None,1,None,1,[0.695270799798891],,,,,,,,erfnpg,001,fr,0,0,2022-05-10_14h57.34.806,Cluster,2022.1.1,None,
,,,,1,0,1,0,19,0,19,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.4044519001618,None,1515.7165665103996,0.0,4.963027899072243e-05,0,"[0.6511796338849116, 0.6900096001093015, 0.7301534593251425, 0.6524752116369876]","[142.53424982048827, 2712.2847145655537, 374.541320545746, 911.4469291584867]",None,"[6.919512542731903, 8.0, 7.0, 4.224694335014276]",False,494.4332051000092,497.5319654000923,497.5319654000923,498.75515029998496,None,0,3.744864866603166,4.780417366651818,None,1,None,1,,,,,,,,,erfnpg,001,fr,0,0,2022-05-10_14h57.34.806,Cluster,2022.1.1,None,
,,,,2,0,2,0,0,0,0,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.2441593001131,None,,,,,"[0.7221960499413491, 0.7221960499413491, 0.7221960499413491, 0.7221960499413491]","[290.6805770606163, 1123.3773516455562, 1185.2669055304784, 139.6878092415064]",None,"[8.0, 5.643900624143384, 6.0, 6.919512542731903]",True,563.2086004000157,566.4027569999453,566.4027569999453,567.6400979999453,None,1,3.932904666522518,4.956255866447464,None,1,None,1,,0,,,,,,,erfnpg,001,fr,0,0,2022-05-10_14h57.34.806,Cluster,2022.1.1,None,
,,,,2,0,2,0,1,0,1,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568.2027533999644,None,435.2752816480623,1.0,8.387303461037769e-05,1,"[0.5141812863451697, 0.6909595430150819, 0.7706299897844742, 0.5416239501692426]","[1096.8249796946266, 870.5505632961247, 690.9564399838885, 548.4124898473133]",Major_3rd,"[5.027844375041463, 4.1456602449515545, 5.058528304845914, 6.40013392183546]",False,569.243921100162,572.2340886001475,572.2340886001475,573.4538751000073,['space'],1,3.5207315664738417,4.5621862665284425,None,1,None,1,[0.5074430999811739],,,,,,,,erfnpg,001,fr,0,0,2022-05-10_14h57.34.806,Cluster,2022.1.1,None,
,,,,2,0,2,0,2,0,2,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.8563064001501,None,4464.132017734445,-5.0,6.516141414627837e-05,1,"[0.7798347766677401, 0.44345301522091574, 0.539870006864083, 0.6650217973462822]","[7086.367861076579, 6313.236043704022, 5624.453898653301, 5010.81876854966]",Tone,"[-0.5204586067179751, -0.2486732484955798, 0.23089339059954916, 0.5793284398548444]",False,574.8648193001281,577.6562082001474,577.6562082001474,578.8845222999807,['space'],1,3.4533105664886534,4.492065966362134,None,1,None,1,[0.5542876997496933],,,,,,,,erfnpg,001,fr,0,0,2022-05-10_14h57.34.806,Cluster,2022.1.1,None,
,,,,2,0,2,0,3,0,3,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.4031241999473,None,2301.0989464405848,3.237281137673755,0.00011829020669604084,0,"[0.5139462038204407, 0.7824722576479224, 0.4696015264193376, 0.5367558554148812]","[5155.352396778525, 781.9178866017219, 4043.9859388646196, 4512.285116898406]",None,"[0.40123166226580054, 4.615494661919124, 1.9207490549914885, 1.0]",False,580.4171466000844,583.2016666000709,583.2016666000709,584.4231257999782,None,0,3.324809866491705,4.366010066354647,None,1,None,1,,,,,,,,,erfnpg,001,fr,0,0,2022-05-10_14h57.34.806,Cluster,2022.1.1,None,
,,,,2,0,2,0,4,0,4,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.816680500051,None,,,,,"[0.4771205699229055, 0.6128825729548242, 0.5153007166122142, 0.5892874912746157]","[176.26446415360323, 4666.262193047438, 811.6127595251783, 622.191776485551]",None,"[7.683030925175551, 0.8445011065612587, 4.291706120163045, 5.911524192183128]",True,585.8357494000811,588.4814671999775,588.4814671999775,589.7036115000956,None,1,3.2228680667467415,4.251778466627002,None,1,None,1,,0,,,,,,,erfnpg,001,fr,0,0,2022-05-10_14h57.34.806,Cluster,2022.1.1,None,
,,,,2,0,2,0,5,0,5,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.1261227000505,None,3249.0095854249403,1.0,7.939092648083988e-05,0,"[0.4686283716563024, 0.4686283716563024, 0.4686283716563024, 0.4686283716563024]","[2046.7477839935482, 2297.3967099940683, 2578.7406168791567, 2894.5384748807546]",Tone,"[9.296753518001285, 9.237281137673754, 8.243990824798374, 7.0]",False,591.1552699999884,593.5911006999668,593.5911006999668,594.8126058001071,None,0,2.9006105666048825,3.9366765667218715,['space'],0,None,1,,,,[-0.02095470018684864],,,,,erfnpg,001,fr,0,0,2022-05-10_14h57.34.806,Cluster,2022.1.1,None,
,,,,2,0,2,0,6,0,6,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595.144091400085,None,2138.2757617103266,3.3604760645724063,0.00011466553491713751,1,"[0.583128936157903, 0.583128936157903, 0.583128936157903, 0.583128936157903]","[3394.3011935370755, 3023.9785823044044, 2694.0586426588343, 2400.133391339658]",Tone,"[4.0, 6.268524139814443, 8.0, 9.0]",False,596.1440177999903,598.9191221001092,598.9191221001092,600.1505877000745,['space'],1,3.376779166283086,4.413047166308388,None,1,None,1,[0.4084897998254746],,,,,,,,erfnpg,001,fr,0,0,2022-05-10_14h57.34.806,Cluster,2022.1.1,None,
,,,,2,0,2,0,7,0,7,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.6002783000004,None,615.5722066724584,-2.0,4.2429353029554974e-05,0,"[0.568923028601223, 0.571076954954403, 0.7680177396134116, 0.4781103516263341]","[1441.2683029978275, 987.990749563601, 1660.4402284678179, 616.9665011180676]",None,"[7.534493828869186, 4.527703095438838, 8.456914536802293, 5.911524192183128]",False,601.6346267000772,604.5708956001326,604.5708956001326,605.8047365001403,None,0,3.3941591666080058,4.415587866678834,None,1,None,1,,,,,,,,,erfnpg,001,fr,0,0,2022-05-10_14h57.34.806,Cluster,2022.1.1,None,
