tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,tToo_early.rt,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,feedback.rt,Catch trial answer,answer_too_early.rt,Audiogram_frequency,Audiogram_both,Audiogram_time,Audiogram_none,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,18,0,18,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.22289189998992,None,406.12619817811805,1.0,8.55441952378509e-05,1,"[0.7662638659759224, 0.7662638659759224, 0.7662638659759224, 0.7662638659759224]","[3391.160755220404, 2252.370802998018, 582.8156195466662, 302.91557592432935]",None,"[4.165649081379183, 2.8857393249623646, 3.0, 3.5745719369322506]",False,250.24131519999355,253.58377829997335,253.58377829997335,254.8026181999594,['space'],1,4.084337419946678,5.1150066199479625,None,1,None,1,[0.5127442999510095],,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,0,0,0,0,19,0,19,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.41352920001373,None,1515.7165665103996,-3.0,3.5135546789290564e-05,0,"[0.46915621973843874, 0.6483857476293, 0.759061046650165, 0.4590433351195794]","[601.5125180410591, 757.8582832552, 954.8416039104177, 1203.025036082118]",Major_3rd,"[2.8230616391586922, 3.092109227946553, 5.0, 6.683787031380474]",False,256.43394699995406,259.33910749992356,259.33910749992356,260.5652013999643,None,0,3.382654359797016,4.411783159826882,None,1,None,1,,,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,1,0,1,0,0,0,0,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.64944740000647,None,299.54004026359394,-2.4254280630677494,8.698107349832284e-05,0,"[0.4272201315486347, 0.4272201315486347, 0.4272201315486347, 0.4272201315486347]","[311.7038194330174, 434.6822214461341, 613.295319504681, 6581.618440909392]",None,"[3.5745719369322506, 4.279008570326855, 2.8230616391586922, 7.153997528836262]",False,265.6306220999686,267.9289529999951,267.9289529999951,269.1560307999607,None,0,2.7543816197430715,3.7841079197824,None,1,None,1,,,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,1,0,1,0,1,0,1,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.4649777999148,None,,,,,"[0.5181632834017879, 0.6454691386011915, 0.6388334430873555, 0.6341725015956858]","[316.85040262804614, 474.7392005688274, 711.3051038830524, 1065.7534709664806]",Perfect_5th,"[3.5745719369322506, 4.0, 2.840435712491632, 5.860518223616085]",True,270.46799149992876,273.28700489993207,273.28700489993207,274.5061744999839,None,1,3.4683608198538423,4.486284519778565,None,1,None,1,,0,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,1,0,1,0,2,0,2,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.99363079993054,None,171.6025886389434,-7.071975801245284,0.00016340622934714186,1,"[0.7568499800268501, 0.5681232384632052, 0.6744876042366661, 0.689707659109348]","[432.41142728531116, 343.2051772778868, 272.4021297259249, 216.20571364265558]",Major_3rd,"[4.279008570326855, 4.323537744665273, 2.313053696080658, 0.16444291805212163]",False,275.99223319999874,279.0082193999551,279.0082193999551,280.2425407000119,['space'],1,3.7157503198832273,4.749493319890462,None,1,None,1,[0.5058453000383452],,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,1,0,1,0,3,0,3,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.79206669994164,None,2462.2888266898335,0.0,8.505946547995337e-05,1,"[0.6480184387260378, 0.6480184387260378, 0.6480184387260378, 0.6480184387260378]","[545.881368516379, 247.27536708118853, 3495.5436365205, 2217.6432250595385]",None,"[3.332236962200369, 1.5706783981663497, 4.165649081379183, 2.9203225638743593]",False,281.8177144000074,284.7813935999293,284.7813935999293,286.01262389996555,['space'],1,3.6401109598809853,4.642445359844714,None,1,None,1,[0.5415406000101939],,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,1,0,1,0,4,0,4,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.49172449996695,None,707.1067811865476,-2.0,3.527051522850936e-05,1,"[0.4414660320130649, 0.6778600963674284, 0.5017781309034277, 0.523136921685976]","[1122.4620483093734, 1000.0000000000002, 890.8987181403395, 793.7005259840998]",Tone,"[6.372236586911086, 5.254994528763916, 4.000957316205357, 3.4838960020331875]",False,287.51172770000994,290.18858600000385,290.18858600000385,291.3920668999199,['space'],1,3.164815619937144,4.17795281985309,None,1,None,1,[0.39507760002743453],,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,1,0,1,0,5,0,5,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.74356969993096,None,2462.2888266898335,-1.0,7.580932840616338e-05,1,"[0.47407285235494667, 0.47407285235494667, 0.47407285235494667, 0.47407285235494667]","[1551.144761833735, 1741.1011265922486, 1954.3199368684925, 2193.6499593892527]",Tone,"[6.0, 4.560991461741839, 3.2454748692368316, 2.9203225638743593]",False,292.76689829991665,295.22419109998737,295.22419109998737,296.46027319994755,['space'],1,2.911091719986871,3.9421311198966578,None,1,None,1,[0.3617186000337824],,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,1,0,1,0,6,0,6,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.75936209992506,None,6600.355788657519,1.1539975288362623,0.0001588788039299053,0,"[0.6003011315273972, 0.6966719973518944, 0.7607949971931423, 0.4341782970766157]","[240.7810294925257, 2106.829282668175, 128.60943851401998, 3348.9911678338385]",None,"[1.0, 3.0, -0.4750503134073103, 4.276055605350804]",False,297.7528345999308,300.82625399995595,300.82625399995595,302.0351163999876,None,0,3.510497519862838,4.514567619888112,None,1,None,1,,,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,1,0,1,0,7,0,7,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.3188441999955,None,5958.158031625288,0.0,0.00011741271044595866,1,"[0.5342349993512141, 0.5342349993512141, 0.5342349993512141, 0.5342349993512141]","[2364.4965817986904, 2979.0790158126447, 3753.4043613224526, 4728.99316359738]",Major_3rd,"[3.0, 4.168932372875219, 3.878558029931074, 3.2084435504672473]",False,303.3290151999099,305.9664216999663,305.9664216999663,307.2037277999334,['space'],1,3.1742980199633166,4.20942671992816,None,1,None,1,[0.256880100001581],,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,1,0,1,0,8,0,8,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.58385769999586,None,3732.1319661472303,0.0,7.923801780976663e-05,1,"[0.5671906029015041, 0.7852140878531695, 0.6371090057903851, 0.7269920193319768]","[1736.8802043169671, 3302.1338504299156, 222.13651833672805, 188.12945498916284]",None,"[4.560991461741839, 4.276055605350804, 0.16444291805212163, -0.813030767644773]",False,308.6075053999666,311.6377885999391,311.6377885999391,312.8739034999162,['space'],1,3.7533348598517478,4.778982059913687,None,1,None,1,[0.4026419000001624],,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,1,0,1,0,9,0,9,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.41540439997334,None,1767.099559747977,-1.439008538258161,5.447921720425086e-05,0,"[0.5135428744173172, 0.5135428744173172, 0.5135428744173172, 0.5135428744173172]","[921.1439106401111, 1311.6304246974, 2557.7046136990607, 3702.6477362476603]",None,"[4.606256195904452, 6.747195786821025, 3.474299885712254, 3.878558029931074]",False,314.40728739998303,316.97943449998274,316.97943449998274,318.2111509999959,None,0,3.073551519890316,4.107642919872887,None,1,None,1,,,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,1,0,1,0,10,0,10,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.5669003999792,None,1515.7165665103996,-4.0,3.131458903779733e-05,1,"[0.7272276325903728, 0.7272276325903728, 0.7272276325903728, 0.7272276325903728]","[3819.3664156416708, 3031.4331330207997, 2406.050072164236, 1909.6832078208352]",Major_3rd,"[3.878558029931074, 4.168932372875219, 3.0, 3.814699611797265]",False,319.65835689997766,322.884718199959,322.884718199959,324.1181115999352,['space'],1,3.9353450399357826,4.969559639925137,None,1,None,1,[0.4339798999717459],,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,1,0,1,0,11,0,11,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.6628609999316,None,,,,,"[0.4928589472856015, 0.5022679251954071, 0.4251467379971961, 0.6856638868816908]","[297.92026774486055, 876.8558734987959, 365.3733515389764, 7646.662208971989]",None,"[3.5745719369322506, 4.000957316205357, 4.323537744665273, 9.0]",True,325.67752159992233,328.12749449990224,328.12749449990224,329.3565227999352,None,1,3.1471770198550075,4.1809606198221445,None,1,None,1,,0,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,1,0,1,0,12,0,12,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.8986831000075,None,4308.9228523158545,-2.7321749288801813,7.680510276965804e-05,1,"[0.6413024743724577, 0.5050984956479511, 0.5852900805341149, 0.7181248239720559]","[2714.4513020029012, 3046.868568482221, 3419.994334308001, 3838.813845693809]",Tone,"[3.474299885712254, 4.168932372875219, 4.165649081379183, 3.878558029931074]",False,330.91545739991125,333.6981835999759,333.6981835999759,334.9347406999441,['space'],1,3.4840918199624866,4.516230019973591,None,1,None,1,[0.5336824000114575],,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,1,0,1,0,13,0,13,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.48243229999207,None,2824.059417325633,-2.133404810049627,5.1436844577288775e-05,1,"[0.5130259955610768, 0.5130259955610768, 0.5130259955610768, 0.5130259955610768]","[7116.183812084832, 5648.118834651267, 4482.914889883411, 3558.0919060424158]",Major_3rd,"[8.183632258325732, 4.930889606701771, 3.2084435504672473, 4.0]",False,336.5004509999417,339.0674369999906,339.0674369999906,340.3008497999981,['space'],1,3.068551620002836,4.100431919912808,None,1,None,1,[0.47595660004299134],,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,1,0,1,0,14,0,14,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.6569120999193,None,1148.6983549970344,-3.0,3.5589898729636516e-05,1,"[0.4841781968125398, 0.6785715521307298, 0.5812844896433125, 0.5878644255365995]","[1823.4449771164332, 1624.5047927124706, 1447.2692374403775, 1289.3703084395786]",Tone,"[4.0, 5.350645207416182, 6.530561368431182, 6.747195786821025]",False,341.68978079990484,344.4764674999751,344.4764674999751,345.707296699984,['space'],1,3.3584256599424407,4.397522559971549,None,1,None,1,[0.7655941999983042],,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,1,0,1,0,15,0,15,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.1233107999433,None,,,,,"[0.6837116554983758, 0.6837116554983758, 0.6837116554983758, 0.6837116554983758]","[6372.736091121994, 5677.462414627261, 5058.043987481382, 4506.2049047446135]",Tone,"[7.0, 5.0, 3.45311567350506, 3.2084435504672473]",True,347.135096999933,350.21608569996897,350.21608569996897,351.44560189999174,None,1,3.7508881198009476,4.782566819805652,None,1,None,1,,0,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,1,0,1,0,16,0,16,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.9631735999137,None,711.4980496490059,-3.159564287508368,3.059502179630557e-05,1,"[0.7895478418505666, 0.7526243781332941, 0.7116941571473443, 0.7731915643493186]","[282.3581881215386, 355.749024824503, 448.2156848559651, 564.7163762430771]",Major_3rd,"[2.991557543137688, 4.323537744665273, 4.279008570326855, 3.0299226339438463]",False,352.97326949995477,356.2586534000002,356.2586534000002,357.4757693000138,['space'],1,4.046219119918533,5.06987201992888,None,1,None,1,[0.513612600043416],,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,1,0,1,0,17,0,17,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.0823268999811,None,2000.0,-1.0,6.667607160816621e-05,1,"[0.5191849914864739, 0.6757289777201789, 0.6033217836448929, 0.48509284468024627]","[3174.8021039364003, 2828.427124746191, 2519.842099789747, 2244.9240966187463]",Tone,"[4.276055605350804, 3.866595189950373, 3.106486730434091, 2.8857393249623646]",False,359.73813730000984,362.5613359999843,362.5613359999843,363.77412269997876,['space'],1,3.3045617397874594,4.328806939767674,None,1,None,1,[0.45252809999510646],,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,1,0,1,0,18,0,18,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.11547049996443,None,535.8867312681471,-2.0,5.230361854194559e-05,1,"[0.6734221606893909, 0.6734221606893909, 0.6734221606893909, 0.6734221606893909]","[212.66679023771422, 267.94336563407364, 337.5874865420479, 425.3335804754283]",Major_3rd,"[0.0, 2.313053696080658, 4.0233960137397595, 4.279008570326855]",False,365.1116600999376,368.16399149992503,368.16399149992503,369.3652078999439,['space'],1,3.7007551200222224,4.72506272001192,None,1,None,1,[0.3310554000781849],,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,1,0,1,0,19,0,19,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.8874741999898,None,,,,,"[0.6398691504942733, 0.6398691504942733, 0.6398691504942733, 0.6398691504942733]","[1119.051493829536, 3021.162574810018, 1078.644399425261, 155.57547438209474]",None,"[6.0, 4.168932372875219, 5.860518223616085, -1.136210621316466]",True,370.89797869999893,373.83629879995715,373.83629879995715,375.0494437000016,None,1,3.5867226199479774,4.606543219881132,None,1,None,1,,0,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,2,0,2,0,0,0,0,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.29401459998917,None,256.58021725755583,-4.0,0.00010127595927804023,1,"[0.42547968796214747, 0.6153193333190695, 0.6290991801891972, 0.6055668899577793]","[161.63540835469718, 181.42961154113533, 203.64785339443662, 228.58698665492625]",Tone,"[-1.1722083607040013, -1.0, -0.40430455611886007, 0.8322732586028652]",False,378.2809753000038,380.9848732999526,380.9848732999526,382.2150813000044,['space'],1,3.2929478199221194,4.315460119978525,None,1,None,1,[0.4290083999512717],,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,2,0,2,0,1,0,1,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.6468040999025,None,189.4645708137998,-1.0,0.00027077274687630263,1,"[0.7151984850027552, 0.7151984850027552, 0.7151984850027552, 0.7151984850027552]","[167.1475260081369, 970.0643412778431, 1952.7137096064278, 3938.4475065689203]",None,"[-1.1722083607040013, 5.0, 3.2454748692368316, 3.5351726824326306]",False,383.67408649995923,386.8612025999464,386.8612025999464,388.0835708999075,['space'],1,3.900355859892443,4.905613859882578,None,1,None,1,[0.44970259990077466],,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,2,0,2,0,2,0,2,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.6083204000024,None,237.77984025769393,-5.0,0.00010764581419755679,0,"[0.5001405405582882, 0.5001405405582882, 0.5001405405582882, 0.5001405405582882]","[1198.3353039252358, 799.7928611691829, 533.7976930846532, 356.26721739670967]",Perfect_5th,"[6.683787031380474, 3.4838960020331875, 3.332236962200369, 4.323537744665273]",False,389.62130499992054,392.14592409995385,392.14592409995385,393.3457664999878,None,0,3.015967319952324,4.0245314199710265,None,1,None,1,,,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,2,0,2,0,3,0,3,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.6832343999995,None,,,,,"[0.5056462226009348, 0.5056462226009348, 0.5056462226009348, 0.5056462226009348]","[204.58190612442016, 306.5265177471396, 459.270850790905, 688.1287659431874]",Perfect_5th,"[-0.40430455611886007, 3.5745719369322506, 4.005196534947492, 2.840435712491632]",True,394.6885267999023,397.2395465999143,397.2395465999143,398.45499879994895,None,1,3.0494601199170575,4.0597939199069515,None,1,['space'],0,,0,[-3.4849034999497235],,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,2,0,2,0,4,0,4,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.7854115999071,None,4000.0,-4.0,5.296268625886443e-05,1,"[0.6239478161424666, 0.6239478161424666, 0.6239478161424666, 0.6239478161424666]","[2519.842099789746, 2828.4271247461897, 3174.802103936399, 3563.594872561357]",Tone,"[3.106486730434091, 3.866595189950373, 4.276055605350804, 4.0]",False,399.8077375999419,402.72373139997944,402.72373139997944,403.9551370999543,['space'],1,3.4980349198449403,4.525903419940732,None,1,None,1,[0.41191179992165416],,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,2,0,2,0,5,0,5,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.40003009990323,None,280.7969401135417,-3.008442456862312,9.537810350198982e-05,0,"[0.7402397557962052, 0.5849916610411215, 0.6259065634578969, 0.5971306844375678]","[1169.7236539707887, 826.2952379131008, 1964.1004135498897, 639.458096298956]",None,"[6.372236586911086, 3.4838960020331875, 3.2454748692368316, 2.754373837127009]",False,405.4080362999812,408.3777434999356,408.3777434999356,409.5956157000037,None,0,3.5873141199117526,4.618704319931567,None,1,None,1,,,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
,,,,2,0,2,0,6,0,6,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.07652669993695,None,125.0,-5.0,0.00040641525808204974,1,"[0.6411844931088673, 0.45903513636618154, 0.5542709683119414, 0.4658932990518095]","[314.9802624737183, 250.00000000000003, 198.42513149602496, 157.49013123685916]",Major_3rd,"[3.5745719369322506, 1.5706783981663497, -0.40430455611886007, -1.136210621316466]",False,411.1183534999145,413.7974286999088,413.7974286999088,415.0024541999446,['space'],1,3.147679360001348,4.183820959995501,None,1,None,1,[0.4684664000524208],,,,,,,moiern,001,fr,0,0,2022-07-08_14h07.09.994,Cluster,2022.1.1,34.626194650552165,
