tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,Catch trial answer,Audiogram_time,Audiogram_frequency,Audiogram_both,Audiogram_none,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,18,0,18,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.67350390017964,None,4000.0,-4.0,5.296268625886443e-05,1,"[0.5088602462040595, 0.5088602462040595, 0.5088602462040595, 0.5088602462040595]","[169.37469383954905, 669.1357084935233, 495.45713511384537, 1744.4565187679293]",None,"[4.26729073901503, 3.8418237079927344, 4.399284830362152, 7.805797075407877]",False,276.68083250010386,279.221078600036,279.221078600036,280.4362982001621,['space'],1,[0.3064120998606086],3.047874140087515,4.072628240101039,None,1,None,1,,,,,,vqnuwy,001,fr,0,0,2022-05-10_10h33.47.531,Cluster,2022.1.1,36.490690288268084,
,,,,0,0,0,0,19,0,19,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.7917861000169,None,,,,,"[0.6904699029174972, 0.6904699029174972, 0.6904699029174972, 0.6904699029174972]","[6632.114205685202, 707.2190126542747, 1005.267987844937, 259.27456746121226]",None,"[4.0, 3.782709253408681, 4.648124162082071, 5.0]",True,281.80373809998855,284.90785790001974,284.90785790001974,286.1130230000708,None,1,,3.8184652402997017,4.8499054403509945,None,1,None,1,0,,,,,vqnuwy,001,fr,0,0,2022-05-10_10h33.47.531,Cluster,2022.1.1,36.490690288268084,
,,,,1,0,1,0,0,0,0,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.3204153000843,None,2462.2888266898335,-2.0,6.756513506128234e-05,1,"[0.6574544308629021, 0.6574544308629021, 0.6574544308629021, 0.6574544308629021]","[977.1599684342466, 1231.144413344917, 1551.1447618337354, 1954.3199368684927]",Major_3rd,"[4.648124162082071, 6.077457641183139, 7.224731753229348, 8.246242005825867]",False,293.344611100154,296.3416152000427,296.3416152000427,297.5643283999525,['space'],1,[0.3098643000703305],3.651582940015942,4.672678739996627,None,1,None,1,,,,,,vqnuwy,001,fr,0,0,2022-05-10_10h33.47.531,Cluster,2022.1.1,36.490690288268084,
,,,,1,0,1,0,1,0,1,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.0694562001154,None,287.17458874925893,-3.0,9.068759088766197e-05,0,"[0.579865272735703, 0.49073090375695794, 0.45865809130742863, 0.48409288998782385]","[180.90865468004733, 203.06309908905897, 227.93062213955432, 255.84347299919386]",Tone,"[3.913862982404187, 3.818360559965809, 4.4884503318268765, 5.0]",False,299.07713290001266,301.6249945999589,301.6249945999589,302.8595569001045,None,0,,3.0454912399873137,4.0643491400405765,None,1,None,1,,,,,,vqnuwy,001,fr,0,0,2022-05-10_10h33.47.531,Cluster,2022.1.1,36.490690288268084,
,,,,1,0,1,0,2,0,2,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.18746830010787,None,203.0630990890589,1.0,0.0002910976221793013,1,"[0.6642411188240827, 0.6387128458066798, 0.43252828008521627, 0.46539781352793597]","[6807.688527053697, 1691.3868404664306, 6672.455871477753, 335.07981895266005]",None,"[4.0, 7.805797075407877, 4.0, 6.142550337123474]",False,304.22175110015087,306.98222670005634,306.98222670005634,308.18588460003957,['space'],1,[0.35067819990217686],3.232865040190518,4.244764540111646,None,1,None,1,,,,,,vqnuwy,001,fr,0,0,2022-05-10_10h33.47.531,Cluster,2022.1.1,36.490690288268084,
,,,,1,0,1,0,3,0,3,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.5099864001386,None,,,,,"[0.5117580815685944, 0.5117580815685944, 0.5117580815685944, 0.5117580815685944]","[526.7018690278232, 4226.461038288747, 251.80181545313334, 318.5786353677981]",None,"[4.195232343931734, 2.667815118831211, 5.0, 6.084267729419362]",True,309.5146017000079,312.09042430017143,312.09042430017143,313.2920433001127,None,1,,3.0631102800834924,4.0813352800905704,None,1,None,1,0,,,,,vqnuwy,001,fr,0,0,2022-05-10_10h33.47.531,Cluster,2022.1.1,36.490690288268084,
,,,,1,0,1,0,4,0,4,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.6472394000739,None,586.8621201476303,-2.0,4.5986977750891864e-05,1,"[0.7783149665943274, 0.7783149665943274, 0.7783149665943274, 0.7783149665943274]","[232.8963867206591, 293.4310600738152, 369.69996927996687, 465.79277344131816]",Major_3rd,"[4.4884503318268765, 5.835761582523043, 5.741907487963515, 4.67174424223777]",False,314.6572446001228,318.00820520007983,318.00820520007983,319.20997800002806,['space'],1,[0.2429170000832528],4.160263440106064,5.1798453400842845,None,1,None,1,,,,,,vqnuwy,001,fr,0,0,2022-05-10_10h33.47.531,Cluster,2022.1.1,36.490690288268084,
,,,,1,0,1,0,5,0,5,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.86134480009787,None,203.0630990890589,-1.0,0.00023122706035812028,1,"[0.7746583816101001, 0.7746583816101001, 0.7746583816101001, 0.7746583816101001]","[1023.3738919967751, 683.0201283771979, 455.8612442791085, 304.2508784176478]",Perfect_5th,"[4.648124162082071, 3.8418237079927344, 4.67174424223777, 6.0]",False,321.86208300013095,325.1964628000278,325.1964628000278,326.40440360014327,['space'],1,[0.23844280000776052],4.136856500292197,5.158295300323516,None,1,None,1,,,,,,vqnuwy,001,fr,0,0,2022-05-10_10h33.47.531,Cluster,2022.1.1,36.490690288268084,
,,,,1,0,1,0,6,0,6,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.05162789998576,None,176.3115201838944,-2.086137017595813,0.0002766204003500035,0,"[0.7228062457559198, 0.7163266501514636, 0.6899372149442318, 0.41395310217844106]","[444.27719123730674, 352.6230403677888, 279.8770926140264, 222.13859561865337]",Major_3rd,"[5.0, 6.014149552543074, 5.835761582523043, 4.08510527353482]",False,328.06405590008944,331.21832610014826,331.21832610014826,332.4463736000471,None,0,,3.5795691402163357,4.589026540052146,None,1,None,1,,,,,,vqnuwy,001,fr,0,0,2022-05-10_10h33.47.531,Cluster,2022.1.1,36.490690288268084,
,,,,1,0,1,0,7,0,7,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.6952280001715,None,793.678701995083,-2.171404234419763,3.0105168200176247e-05,1,"[0.42528262189548505, 0.42528262189548505, 0.42528262189548505, 0.42528262189548505]","[3999.8900139873804, 2669.606301483546, 1781.7484430818506, 1189.1744159655316]",Perfect_5th,"[2.5399654969860643, 6.99557474867503, 7.805797075407877, 6.0]",False,333.70937309996225,336.02355460007675,336.02355460007675,337.2265111999586,['space'],1,[0.3075426002033055],2.737307740142569,3.761381140211597,None,1,None,1,,,,,,vqnuwy,001,fr,0,0,2022-05-10_10h33.47.531,Cluster,2022.1.1,36.490690288268084,
,,,,1,0,1,0,8,0,8,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.5000034000259,None,,,,,"[0.49442460943674, 0.5161895924643348, 0.43256857592482717, 0.5331134364059283]","[143.05218984131224, 1100.9343877538456, 499.3794998327983, 321.9899005937899]",None,"[5.329310811326203, 5.113970080167772, 4.399284830362152, 6.142550337123474]",True,338.51148270000704,340.98886670009233,340.98886670009233,342.19999020011164,None,1,,3.031863340176642,4.049012140138075,None,1,None,1,0,,,,,vqnuwy,001,fr,0,0,2022-05-10_10h33.47.531,Cluster,2022.1.1,36.490690288268084,
,,,,1,0,1,0,9,0,9,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.58504840009846,None,1319.5079107728945,-4.0,3.3304181786869376e-05,0,"[0.7879109555940855, 0.7879109555940855, 0.7879109555940855, 0.7879109555940855]","[261.82353070515677, 392.2920489483755, 587.7739531418046, 880.6658735961487]",Perfect_5th,"[5.4538397514273385, 5.741907487963515, 4.0, 4.0]",False,343.59349820017815,346.9854425000958,346.9854425000958,348.2052790999878,None,0,,4.186079639941454,5.212494239909574,None,1,None,1,,,,,,vqnuwy,001,fr,0,0,2022-05-10_10h33.47.531,Cluster,2022.1.1,36.490690288268084,
,,,,1,0,1,0,10,0,10,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.85225420002826,None,737.4930597137916,-2.2313525336266786,3.2282492465183596e-05,1,"[0.7486691565147151, 0.7563096354094121, 0.5068398517105561, 0.7337974629437459]","[953.2418643866179, 126.43306931743885, 189.94511206517709, 1885.029169325783]",None,"[4.275566113720469, 6.393197332969853, 3.7577902486280257, 8.064588523086202]",False,349.84174840012565,352.8829693000298,352.8829693000298,354.09276910009794,['space'],1,[0.28645700006745756],3.7967684399336576,4.825416039908305,None,1,None,1,,,,,,vqnuwy,001,fr,0,0,2022-05-10_10h33.47.531,Cluster,2022.1.1,36.490690288268084,
,,,,1,0,1,0,11,0,11,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.6992268001195,None,2639.015821545789,-1.0,6.885497846131265e-05,1,"[0.40919443218800466, 0.5518212996170203, 0.6532210900216824, 0.6009556586989143]","[1662.4757922855756, 1866.065983073615, 2094.5882456412537, 2351.0958125672178]",Tone,"[7.524989386653478, 8.064588523086202, 8.285997035684538, 8.0]",False,355.7658307000529,358.41844060015865,358.41844060015865,359.64750279998407,['space'],1,[0.2648708999622613],3.2349089602939785,4.253474660217762,None,1,None,1,,,,,,vqnuwy,001,fr,0,0,2022-05-10_10h33.47.531,Cluster,2022.1.1,36.490690288268084,
,,,,1,0,1,0,12,0,12,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.0641773000825,None,1925.2265617752273,2.064588523086202,9.060323338161206e-05,1,"[0.4802381117709214, 0.4802381117709214, 0.4802381117709214, 0.4802381117709214]","[1063.469389478702, 1214.78210527098, 6417.507134678182, 3805.164807948867]",None,"[5.113970080167772, 6.0, 4.202064993440029, 2.731226031221053]",False,361.053829099983,363.53281130013056,363.53281130013056,364.74572600005195,['space'],1,[0.3333095000125468],2.967729340074584,3.9964525401592255,None,1,None,1,,,,,,vqnuwy,001,fr,0,0,2022-05-10_10h33.47.531,Cluster,2022.1.1,36.490690288268084,
,,,,1,0,1,0,13,0,13,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.0765617999714,None,,,,,"[0.407112236315748, 0.407112236315748, 0.407112236315748, 0.407112236315748]","[1277.8336739969332, 396.4320550751019, 217.1460941283657, 1905.863360102192]",None,"[6.507908756958133, 5.396443685819114, 4.08510527353482, 8.064588523086202]",True,366.09612740017474,368.356983799953,368.356983799953,369.5596773000434,None,1,,2.662327039754018,3.68107913993299,None,1,None,1,0,,,,,vqnuwy,001,fr,0,0,2022-05-10_10h33.47.531,Cluster,2022.1.1,36.490690288268084,
,,,,1,0,1,0,14,0,14,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.80407990003005,None,2462.2888266898335,-1.0,7.580932840616338e-05,1,"[0.4663451039944939, 0.7045494530396761, 0.4223139881396998, 0.4423096806953806]","[511.53007347081143, 210.19033188655018, 273.0453495892986, 3973.0308148040403]",None,"[4.399284830362152, 4.0, 5.4538397514273385, 2.5399654969860643]",False,370.8106221000198,373.4216311001219,373.4216311001219,374.6290517000016,['space'],1,[0.3360603000037372],3.0492633401881903,4.051183440024033,None,1,None,1,,,,,,vqnuwy,001,fr,0,0,2022-05-10_10h33.47.531,Cluster,2022.1.1,36.490690288268084,
,,,,1,0,1,0,15,0,15,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.90445820009336,None,4610.806583395787,-2.9539969630354452,8.965156372420966e-05,1,"[0.512660303521794, 0.7938507327399992, 0.44392868341281533, 0.4115618665995515]","[1497.5324994489324, 335.4625432940779, 425.9136277178043, 493.30857233568753]",None,"[7.224731753229348, 6.142550337123474, 5.021264373999748, 4.399284830362152]",False,375.9202219999861,378.705097500002,378.705097500002,379.9288397000637,['space'],1,[0.37998219998553395],3.188919140258804,4.196011840132996,None,1,None,1,,,,,,vqnuwy,001,fr,0,0,2022-05-10_10h33.47.531,Cluster,2022.1.1,36.490690288268084,
,,,,1,0,1,0,16,0,16,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.15712850005366,None,466.5164957684038,-1.0,6.519999376391703e-05,1,"[0.7920699303650083, 0.7920699303650083, 0.7920699303650083, 0.7920699303650083]","[1651.6189061189525, 451.52946244753355, 2533.169165414379, 3629.3060724899697]",None,"[7.524989386653478, 5.0, 7.684362669786086, 3.0]",False,381.17915079998784,384.5787729001604,384.5787729001604,385.78436439996585,['space'],1,[0.3442460000514984],4.186381740029901,5.21631084010005,None,1,None,1,,,,,,vqnuwy,001,fr,0,0,2022-05-10_10h33.47.531,Cluster,2022.1.1,36.490690288268084,
,,,,1,0,1,0,17,0,17,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.4374902001582,None,1414.213562373095,-3.0,3.570336253224866e-05,0,"[0.6459822329225755, 0.5808777556763223, 0.729010675624212, 0.7213464631397035]","[3774.423973399206, 5839.670132907964, 3859.0481038408807, 127.10376106413405]",None,"[2.731226031221053, 4.2774474070648925, 2.731226031221053, 6.393197332969853]",False,387.44285530014895,390.42806440009736,390.42806440009736,391.6503387000412,None,0,,3.6954142400063574,4.706878439988941,None,1,None,1,,,,,,vqnuwy,001,fr,0,0,2022-05-10_10h33.47.531,Cluster,2022.1.1,36.490690288268084,
,,,,1,0,1,0,18,0,18,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.19555189996026,None,1561.3635717611778,1.2247317532293476,6.158586764313848e-05,1,"[0.49725352389900335, 0.49725352389900335, 0.49725352389900335, 0.49725352389900335]","[619.6275440796298, 780.681785880589, 983.5974153004762, 1239.2550881592595]",Major_3rd,"[3.929068038609894, 3.7686474663733214, 4.648124162082071, 6.077457641183139]",False,393.19249820010737,395.72076020017266,395.72076020017266,396.9247483999934,['space'],1,[0.33635229989886284],3.018836340168491,4.040850140154362,None,1,None,1,,,,,,vqnuwy,001,fr,0,0,2022-05-10_10h33.47.531,Cluster,2022.1.1,36.490690288268084,
,,,,1,0,1,0,19,0,19,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.2605045000091,None,4287.0938501451765,-3.0,7.340968674065446e-05,1,"[0.7701014326812563, 0.7701014326812563, 0.7701014326812563, 0.7701014326812563]","[6805.337287606852, 6062.8662660415985, 5401.399784672765, 4812.100144328471]",Tone,"[4.0, 4.355224463318485, 4.0, 3.5228952685843766]",False,399.07851380016655,402.4105537000578,402.4105537000578,403.6200682001654,['space'],1,[0.25286790006794035],4.107570920372382,5.126354220323265,None,1,None,1,,,,,,vqnuwy,001,fr,0,0,2022-05-10_10h33.47.531,Cluster,2022.1.1,36.490690288268084,
,,,,2,0,2,0,0,0,0,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.8034035000019,None,,,,,"[0.6999045912703847, 0.46013406360444103, 0.4458131754663446, 0.728385303170906]","[5921.703320716613, 290.2856639043009, 217.4655691057599, 2092.507476968687]",None,"[4.355224463318485, 5.835761582523043, 4.08510527353482, 8.285997035684538]",True,408.8055346000474,411.4325811001472,411.4325811001472,412.6381387000438,None,1,,3.3666346401441842,4.378182240063325,None,1,None,1,0,,,,,vqnuwy,001,fr,0,0,2022-05-10_10h33.47.531,Cluster,2022.1.1,36.490690288268084,
,,,,2,0,2,0,1,0,1,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.21736470004544,None,1145.063060376515,-0.40357090959295533,4.784456829770915e-05,1,"[0.43147163526355337, 0.43147163526355337, 0.43147163526355337, 0.43147163526355337]","[454.4185766529016, 572.5315301882576, 721.3445266127078, 908.837153305803]",Major_3rd,"[4.67174424223777, 4.044332107522097, 3.782709253408681, 4.275566113720469]",False,414.2340314001776,416.5516419999767,416.5516419999767,417.7875386001542,['space'],1,[0.4776262999512255],2.7623636398930103,3.7938690399751067,None,1,None,1,,,,,,vqnuwy,001,fr,0,0,2022-05-10_10h33.47.531,Cluster,2022.1.1,36.490690288268084,
,,,,2,0,2,0,2,0,2,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.0735935000703,None,129.20810449942806,0.0,0.0006852559052577599,1,"[0.7409190657510336, 0.7409190657510336, 0.7409190657510336, 0.7409190657510336]","[1182.0542417442348, 142.05555302121914, 138.81300565277297, 1053.4744912857066]",None,"[5.596429090407045, 5.329310811326203, 5.329310811326203, 5.0]",False,419.07478790008463,422.3301799001638,422.3301799001638,423.5653127999976,['space'],1,[0.31907119997777045],4.00168664008379,5.032973740017042,None,1,None,1,,,,,,vqnuwy,001,fr,0,0,2022-05-10_10h33.47.531,Cluster,2022.1.1,36.490690288268084,
,,,,2,0,2,0,3,0,3,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.1512527000159,None,5799.767828185397,-1.7225525929351073,0.00010108153726650558,1,"[0.5342837015389017, 0.5163753468543821, 0.4232363045756543, 0.4405697993760956]","[1150.8196939541024, 1724.2812916604883, 2583.502861820975, 3870.880620997526]",Perfect_5th,"[5.596429090407045, 7.805797075407877, 7.0, 2.5399654969860643]",False,425.1668805000372,427.68122140015475,427.68122140015475,428.9136679000221,['space'],1,[0.586022799834609],2.9567762399092317,3.989989140070975,None,1,None,1,,,,,,vqnuwy,001,fr,0,0,2022-05-10_10h33.47.531,Cluster,2022.1.1,36.490690288268084,
,,,,2,0,2,0,4,0,4,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.19599260017276,None,7997.98281873176,-3.0232063344373064,0.00012813370525915644,1,"[0.5536716739013154, 0.6958577761176088, 0.45454659491915955, 0.5735900144271445]","[246.86627016222567, 2917.1653816289, 7475.8207611217595, 3418.64901038323]",None,"[4.971546958525594, 6.0, 3.4223689832933437, 3.2740908097218444]",False,430.2074295999482,432.95114410016686,432.95114410016686,434.1832887001801,['space'],1,[0.3412156000267714],3.3268505402375013,4.344883940182626,None,1,None,1,,,,,,vqnuwy,001,fr,0,0,2022-05-10_10h33.47.531,Cluster,2022.1.1,36.490690288268084,
,,,,2,0,2,0,5,0,5,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.59148790012114,None,267.9433656340732,2.0,0.00018691688229128915,1,"[0.591289123889676, 0.591289123889676, 0.591289123889676, 0.591289123889676]","[218.94172390314677, 2670.906403502543, 6570.104702323078, 834.1527587207469]",None,"[4.08510527353482, 6.99557474867503, 4.202064993440029, 3.828595765580237]",False,435.62018420011736,438.42239550012164,438.42239550012164,439.6568136999849,['space'],1,[0.37877759989351034],3.394927839981392,4.418225239962339,None,1,None,1,,,,,,vqnuwy,001,fr,0,0,2022-05-10_10h33.47.531,Cluster,2022.1.1,36.490690288268084,
,,,,2,0,2,0,6,0,6,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.09158900007606,None,3471.497339924344,-2.7259091902781556,5.455177365687798e-05,1,"[0.7299390178889957, 0.7299390178889957, 0.7299390178889957, 0.7299390178889957]","[173.30191025117605, 412.112142699789, 6866.448775922315, 4378.3623027550875]",None,"[4.0, 5.396443685819114, 3.853095185317374, 2.667815118831211]",False,441.1076108000707,444.32817770005204,444.32817770005204,445.55041970009916,['space'],1,[0.3353120000101626],3.953592540230602,4.987455740105361,None,1,None,1,,,,,,vqnuwy,001,fr,0,0,2022-05-10_10h33.47.531,Cluster,2022.1.1,36.490690288268084,
