tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,answer_too_early.rt,Catch trial answer,Audiogram_none,Audiogram_frequency,Audiogram_time,Audiogram_both,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,2,0,2,0,19,0,19,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.7353917999426,None,2525.8575243865253,8.0,0.0002117232769478214,1,"[0.5097494195527801, 0.5097494195527801, 0.5097494195527801, 0.5097494195527801]","[4009.548891332963, 3572.1019676095552, 3182.3810640099364, 2835.1792105605414]",Tone,"[15.433228278353976, 17.0, 17.0, 15.870546298537242]",False,524.752959699952,527.319181800005,527.319181800005,528.5423540000338,['space'],1,[0.20507529994938523],3.0489424001425505,4.062433900195174,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,3,0,3,0,0,0,0,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545.2284831999568,None,176.7766952966369,-2.0,0.0002780315447610839,1,"[0.5181554572572509, 0.5059604985976467, 0.41001626771123584, 0.5886065543889298]","[400.8578967657777, 2211.35255356042, 168.14950991693277, 740.0338303758797]",None,"[6.190460112012685, 12.0, 8.0, 5.5706369273676914]",False,546.2134545999579,548.6999573999783,548.6999573999783,549.9279014000203,['space'],1,[0.4106793999671936],3.0597810002509505,4.087782100192271,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,3,0,3,0,1,0,1,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.34126929997,None,,,,,"[0.7757665242253091, 0.5748351687730351, 0.5599113843772485, 0.6206962015379521]","[618.0975876776581, 2877.321547214259, 152.3392573947445, 761.5550539940759]",None,"[5.893675222621583, 16.0, 9.0, 5.5706369273676914]",True,551.3284229999408,554.2661308000097,554.2661308000097,555.5000423999736,None,1,,3.5696954000741243,4.598741500056349,None,1,None,1,,0,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,3,0,3,0,2,0,2,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.9788100000005,None,812.0649459890403,-0.4944564509289784,3.6568855764316804e-05,1,"[0.5958695328787432, 0.6917923057720472, 0.7256323676164164, 0.6981191811018332]","[2046.2754386666707, 1624.1298919780809, 1289.0727495295018, 1023.1377193333352]",Major_3rd,"[11.130926003204255, 9.721088948797641, 7.903959307362302, 5.744353958799096]",False,556.9732765000081,560.0088466999587,560.0088466999587,561.2382549999747,['space'],1,[0.39467009995132685],3.7276765999849886,4.759349700063467,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,3,0,3,0,3,0,3,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561.7877245999407,None,466.5164957684038,-3.0,5.1790195950526384e-05,1,"[0.712831172743188, 0.42906496196067195, 0.6306476706243609, 0.6458928307619767]","[185.1371940358206, 233.25824788420195, 293.8869765709023, 370.27438807164117]",Major_3rd,"[6.298427577435086, 3.8816575338523966, 3.6675546830051218, 5.798875134321018]",False,563.6325335999718,566.4193375000032,566.4193375000032,567.646165400045,['space'],1,[0.3479311999399215],3.4515716002788395,4.469193300232291,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,3,0,3,0,4,0,4,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568.1468621999957,None,2718.090853157907,9.0,0.0002038891358088369,0,"[0.4370545228614428, 0.4370545228614428, 0.4370545228614428, 0.4370545228614428]","[2192.2433172385063, 369.4135117760251, 170.81360298168866, 1473.411403411185]",None,"[12.0, 5.798875134321018, 8.0, 9.0]",False,569.1392806000076,571.4657718000235,571.4657718000235,572.6836068000412,None,0,,2.7750159001443535,3.7784942002035677,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,3,0,3,0,5,0,5,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572.9714968999615,None,1414.213562373095,-5.0,2.836018893396214e-05,0,"[0.6766588041311516, 0.6766588041311516, 0.6766588041311516, 0.6766588041311516]","[348.13932974949057, 4284.150364201805, 1408.354407528154, 2187.5021578194433]",None,"[5.276290861042572, 13.768920892954359, 8.583196466424154, 12.0]",False,574.9176981999772,577.9631631999509,577.9631631999509,579.1650721000042,None,0,,3.7484092003433034,4.769203500356525,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,3,0,3,0,6,0,6,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.7241565999575,None,,,,,"[0.646513269034041, 0.646513269034041, 0.646513269034041, 0.646513269034041]","[1856.5966273234994, 1473.581719646967, 1169.582585964352, 928.2983136617496]",Major_3rd,"[10.61849427374204, 9.0, 6.596688252632579, 5.552552403700736]",True,580.7174363000086,583.6833384999773,583.6833384999773,584.8961861999705,None,1,,3.6143615001346916,4.618859600042924,None,1,None,1,,0,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,3,0,3,0,7,0,7,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585.3804221999599,None,3872.77630447931,10.0,0.00025837991413982925,1,"[0.5779526588922489, 0.7152737209840542, 0.4470988828229423, 0.5659967445667187]","[768.4561474709966, 1151.383284025185, 1725.125722652449, 2584.7680787521635]",Perfect_5th,"[5.5706369273676914, 6.596688252632579, 10.181407649142432, 14.772803857532233]",False,586.3875467999605,589.1643615999492,589.1643615999492,590.3753481999738,['space'],1,[0.25524760002736],3.3472451001871377,4.353473200229928,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,3,0,3,0,8,0,8,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.8194663999602,None,164.93848884661182,-1.0,0.0003503823469658471,1,"[0.5184254022869739, 0.5184254022869739, 0.5184254022869739, 0.5184254022869739]","[415.6189480713941, 329.8769776932237, 261.82353070515677, 207.809474035697]",Major_3rd,"[6.190460112012685, 4.674472989159394, 3.455552171016498, 5.0]",False,591.8790102000348,594.4514964999398,594.4514964999398,595.6612562999362,['space'],1,[0.3255850999848917],3.1168366002384573,4.139853700180538,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,3,0,3,0,9,0,9,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596.0547573999502,None,419.2983678090773,0.19046011201268565,7.724361592464152e-05,1,"[0.5786378049340258, 0.5317205243317376, 0.5224797843720715, 0.494306837984194]","[2680.7971454979265, 3668.948493517774, 1472.3997561110339, 1057.1900453252235]",None,"[15.0, 16.630445642002396, 9.0, 6.0]",False,597.0460011999821,599.7060852999566,599.7060852999566,600.9177998999367,['space'],1,[0.36674899992067367],3.138051600079052,4.164889800129458,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,3,0,3,0,10,0,10,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601.2656121000182,None,,,,,"[0.5214023293383027, 0.7330029014468054, 0.6581663043686122, 0.7069842341601774]","[229.02755696843602, 204.04035692199318, 181.77929243070102, 161.94693861096943]",Tone,"[4.0, 5.349834201550752, 7.0, 8.157001307055994]",True,602.2584045999683,605.2015813000035,605.2015813000035,606.4391002999619,None,1,,3.6579921001102775,4.666840600082651,None,1,None,1,,0,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,3,0,3,0,11,0,11,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606.9850653000176,None,2230.3417153618516,6.0,0.00015945703552449044,0,"[0.42299873993922055, 0.42299873993922055, 0.42299873993922055, 0.42299873993922055]","[7285.150542769888, 2719.375752606189, 161.07815448820872, 1244.2471086684022]",None,"[6.872770106313241, 15.0, 8.157001307055994, 7.224440241281819]",False,607.9797782000387,610.2846947000362,610.2846947000362,611.5123047999805,None,0,,2.7263103001751006,3.7370318002067506,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,3,0,3,0,12,0,12,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.7657548999414,None,353.5533905932738,-4.0,5.591060055563459e-05,0,"[0.7429005220294947, 0.7429005220294947, 0.7429005220294947, 0.7429005220294947]","[2658.5238477900925, 5510.728454627432, 132.6986233852763, 6811.643398211762]",None,"[15.0, 7.0, 9.84743044909529, 6.235271880643747]",False,613.7224080000306,616.967025400023,616.967025400023,618.1898104000138,None,0,,4.011241300497204,5.026010300498456,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,3,0,3,0,13,0,13,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618.7821886000456,None,2297.3967099940687,6.0,0.00016242284606279376,1,"[0.5898009644524014, 0.6682572912202577, 0.4547130656089382, 0.5888646473445557]","[481.5201981106907, 1466.724534304554, 666.6095324218747, 4327.831225705958]",None,"[6.44997255490173, 9.0, 5.764280545125407, 13.768920892954359]",False,619.8693791000405,622.606898500002,622.606898500002,623.8306016999995,['space'],1,[0.3052970999851823],3.332208900246769,4.36177820013836,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,3,0,3,0,14,0,14,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624.2638857000275,None,1148.6983549970344,-6.0,2.5195718772304546e-05,0,"[0.5973070276666448, 0.4837870175212416, 0.48023601232602037, 0.5061385265613046]","[227.93062213955412, 341.51006418859873, 511.6869459983872, 766.6641723347999]",Perfect_5th,"[4.0, 5.0, 6.372481883993501, 5.5706369273676914]",False,625.2858893999364,627.8750790000195,627.8750790000195,629.087278299965,None,0,,3.089439400122501,4.1024896000744775,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,3,0,3,0,15,0,15,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629.4270919000264,None,,,,,"[0.7035828262590074, 0.7035828262590074, 0.7035828262590074, 0.7035828262590074]","[740.2496173596566, 494.05734564289384, 329.7437176047973, 220.07752796053632]",Perfect_5th,"[5.5706369273676914, 6.372481883993501, 4.674472989159394, 4.513812465724815]",True,630.4207402999746,633.5523189000087,633.5523189000087,634.7608311000513,None,1,,3.842412000056356,4.844990500132553,None,1,None,1,,0,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,3,0,3,0,16,0,16,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.3087666999782,None,277.5754165657772,-2.3324453169948782,0.00010570676811594529,0,"[0.751358754021744, 0.751358754021744, 0.751358754021744, 0.751358754021744]","[2850.5440825174996, 948.4605630378543, 1246.6784983459636, 328.1583816800072]",None,"[16.0, 5.552552403700736, 7.224440241281819, 4.674472989159394]",False,636.2979022000218,639.5650940999622,639.5650940999622,640.767886799993,None,0,,4.0406802002107725,5.059932100237347,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,3,0,3,0,17,0,17,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641.4154211999848,None,852.1751992267375,-0.5132388049845009,3.756446206218114e-05,1,"[0.5964819052910677, 0.5964819052910677, 0.5964819052910677, 0.5964819052910677]","[1352.743807713733, 1205.1577242644464, 1073.6734717041238, 956.5343196424918]",Tone,"[8.0, 7.0, 6.097222008835672, 5.552552403700736]",False,642.4031458999962,645.2174677000148,645.2174677000148,646.4216434999835,['space'],1,[0.3785683000460267],3.400150600122288,4.407859400147572,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,3,0,3,0,18,0,18,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646.8668042999925,None,681.7166811001118,-0.23571945487459275,4.538105066520197e-05,1,"[0.7412869089593603, 0.5059620167523036, 0.6592469812408881, 0.47596211054204884]","[3709.208641842979, 5640.573846193585, 4320.783110686013, 150.38989700244224]",None,"[16.630445642002396, 6.891561803284695, 13.768920892954359, 9.0]",False,647.8709388000425,650.8138817000436,650.8138817000436,652.0298852999695,['space'],1,[0.4844209000002593],3.413260800181888,4.417588200187311,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,3,0,3,0,19,0,19,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.3469512000447,None,2098.263141943822,5.778488868989728,0.00014974723502573524,1,"[0.5180925357275236, 0.5675959752959733, 0.6350328487497188, 0.6730324829262938]","[832.6962797069309, 1049.1315709719113, 1321.822950376788, 1665.3925594138614]",Major_3rd,"[5.505543549071022, 6.0, 7.903959307362302, 10.0]",False,653.3751760999439,656.125264900038,656.125264900038,657.3318278000224,['space'],1,[0.19315659999847412],3.413799700094387,4.429162400076166,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,4,0,4,0,0,0,0,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.5150224999525,None,353.5533905932738,-1.0,7.897582242723967e-05,1,"[0.7950436684719202, 0.7950436684719202, 0.7950436684719202, 0.7950436684719202]","[1781.7974362806788, 1189.2071150027211, 793.7005259840998, 529.7315471796477]",Perfect_5th,"[10.181407649142432, 7.0, 5.505543549071022, 6.223602336188723]",False,725.5112721000332,728.9220017000334,728.9220017000334,730.1405236000428,['space'],1,[0.39479080005548894],4.212329200236127,5.233259200234897,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,4,0,4,0,1,0,1,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730.7799311999697,None,,,,,"[0.6876147914508985, 0.6876147914508985, 0.6876147914508985, 0.6876147914508985]","[5260.095432024387, 1102.9927591130413, 2201.1409218595177, 870.4552190703772]",None,"[8.190272585555226, 6.097222008835672, 12.0, 5.486761195015499]",True,731.779878100031,734.8735461999895,734.8735461999895,736.0806102999486,None,1,,3.7879328002454713,4.800555300200358,None,1,None,1,,0,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,4,0,4,0,2,0,2,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736.633624900016,None,425.1137228870795,0.40299053964580733,7.884570491721859e-05,1,"[0.44325328512139384, 0.44325328512139384, 0.44325328512139384, 0.44325328512139384]","[168.70649272926696, 212.5568614435398, 267.8048640323037, 337.41298545853385]",Major_3rd,"[8.0, 5.0, 3.455552171016498, 5.0]",False,737.6341827999568,739.9874630999984,739.9874630999984,741.2175249999855,['space'],1,[0.10723610001150519],2.808531300048344,3.84347740013618,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,4,0,4,0,3,0,3,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741.5350174000487,None,1000.0,-6.0,2.2078522367665627e-05,0,"[0.6146169194820857, 0.6173998544349535, 0.7159024679290743, 0.5787757170199004]","[7121.188648521128, 165.84376420172524, 334.64504564891183, 125.84506948577844]",None,"[6.235271880643747, 8.157001307055994, 4.674472989159394, 10.040094079588602]",False,742.5635405000066,745.5542514999397,745.5542514999397,746.7563032000326,None,0,,3.577691800193861,4.598114600172266,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,4,0,4,0,4,0,4,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747.1933475999394,None,5656.85424949238,-2.0,0.00010208999268889497,1,"[0.4642317475196736, 0.4642317475196736, 0.4642317475196736, 0.4642317475196736]","[1956.7207061310307, 5089.1736098520905, 6714.480011912818, 497.99228765167186]",None,"[11.0, 9.0, 6.0, 6.372481883993501]",False,748.2004339999985,750.6268814000068,750.6268814000068,751.8495032000355,['space'],1,[0.18385640007909387],2.90260990022216,3.9267033002106473,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,4,0,4,0,5,0,5,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752.156487399945,None,,,,,"[0.6148749636654165, 0.6148749636654165, 0.6148749636654165, 0.6148749636654165]","[524.1991015270445, 1242.91924154255, 1889.1675127939832, 142.44295972144081]",None,"[6.223602336188723, 7.224440241281819, 10.61849427374204, 9.477597685312794]",True,753.1483780000126,756.0163990999572,756.0163990999572,757.2198947999859,['space'],0,[0.2927023000083864],3.477531100041233,4.481958000105806,None,1,None,1,,0,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,4,0,4,0,6,0,6,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757.6822744000237,None,408.8456301444364,0.19046011201268565,7.778955772523711e-05,1,"[0.7773325728060646, 0.7773325728060646, 0.7773325728060646, 0.7773325728060646]","[3563.000607932795, 194.09662530535692, 389.35499853653664, 7276.061122206325]",None,"[17.0, 6.0, 6.0, 6.872770106313241]",False,758.6833359999582,762.056411699974,762.056411699974,763.2830433000345,['space'],1,[0.22840350004844368],4.150212800246663,5.180640600272454,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,4,0,4,0,7,0,7,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.9183962999377,None,926.7306076721526,-0.4474475962992637,3.986268147891428e-05,0,"[0.5744332537108464, 0.7468817713809551, 0.5394563492776341, 0.7355435044671574]","[6665.872040764947, 514.6703574281615, 1638.4766611163484, 389.7201910865988]",None,"[6.0, 6.372481883993501, 9.721088948797641, 6.0]",False,764.9154115000274,767.8124091000063,767.8124091000063,769.0445526000112,None,0,,3.6222420000704005,4.631632900098339,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,4,0,4,0,8,0,8,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769.6025437000208,None,1071.7734625362941,-7.0,2.1018482538189457e-05,0,"[0.6132620780196396, 0.6132620780196396, 0.6132620780196396, 0.6132620780196396]","[425.33358047542845, 535.8867312681473, 675.1749730840958, 850.6671609508566]",Major_3rd,"[6.402990539645807, 6.223602336188723, 5.764280545125407, 5.486761195015499]",False,770.6112949999515,773.4617225000402,773.4617225000402,774.6852127000457,None,0,,3.4816737001528963,4.483745400211774,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
