tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,API_start,API_stop,API_duration,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,answer_too_early.rt,Catch trial answer,answer_too_late.rt,Audiogram_none,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,18,0,18,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.94094139989465,None,1650536358.895712,1650536360.201355,1.305643081665039,1231.1444133449168,11.0,0.00019060770296529212,1,"[0.5960407132396486, 0.789019513346026, 0.7605939906074803, 0.5957636970018247]","[488.5799842171233, 615.5722066724585, 775.5723809168677, 977.1599684342464]",Major_3rd,"[2.0, 1.493318367043476, 3.0, 5.565978271147425]",False,184.26427799998783,187.43874179990962,187.43874179990962,188.67458859994076,['space'],1,[0.8650492001324892],3.7638190204743296,4.791889720596373,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,0,0,0,0,19,0,19,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.08358579990454,None,,,,918.2586066944896,2.463256299630142,5.541188170841358e-05,1,"[0.7886105271092285, 0.733801199864877, 0.6890855215980887, 0.4658574872038987]","[210.76606159963018, 7430.127863115466, 5732.082563993284, 861.8389255875819]",None,"[3.0, 4.967547816596368, 3.247730475677683, 4.0]",False,191.07721080002375,194.3109796999488,194.3109796999488,195.51610230002552,['space'],1,[0.06126390001736581],3.7061632201075554,4.7373134202789515,['space'],0,None,1,,,[-0.05924939992837608],,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,1,0,1,0,0,0,0,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.25976120005362,None,,,,,,,,"[0.7481130113788788, 0.5003196446997468, 0.7502360597635631, 0.7222255497993018]","[2135.0030931791466, 3784.7190333667563, 933.8963194964525, 2746.4671179416496]",None,"[4.40792723066625, 0.2889914060118919, 4.794025478362087, 0.4143334754883661]",True,206.24622149998322,209.26539160008542,209.26539160008542,210.4997942999471,None,1,,3.7543611202854663,4.7820329202804714,None,1,['space'],0,[0.40760530019178987],0,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,1,0,1,0,1,0,1,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.0411155000329,None,,,,5853.252808321245,1.023680516435863,0.00013645128073997394,0,"[0.5511828728335874, 0.5511828728335874, 0.5511828728335874, 0.5511828728335874]","[1070.0228871505963, 1592.875395578083, 2207.2649345867762, 681.1877991785007]",None,"[6.437138982256159, 9.26681740728439, 4.0, 2.0]",False,213.05503479996696,215.73351310007274,215.73351310007274,216.94193079997785,None,0,,3.2543183201923966,4.28153812000528,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,1,0,1,0,2,0,2,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.35555249988101,None,,,,164.34902387864267,1.1479791289012402,0.00045113476916635366,1,"[0.6087112117847946, 0.7329994610543786, 0.5912831353357624, 0.5270430609176087]","[260.88781339490413, 232.42461853195613, 207.06679471437707, 184.4755419804673]",Tone,"[4.941271169810042, 3.5253033140191206, 3.0, 3.0]",False,219.35642000008374,222.3066489000339,222.3066489000339,223.5116864000447,['space'],1,[0.19131650030612946],3.4884075201116502,4.523331120144576,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,1,0,1,0,3,0,3,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.9203057999257,None,1650536401.8738368,1650536404.8852925,3.011455774307251,287.17458874925893,-1.0,0.0001141689127028708,1,"[0.4322371622009472, 0.4322371622009472, 0.4322371622009472, 0.4322371622009472]","[595.4014760936084, 199.2070730597364, 342.0082289937865, 427.7036971580173]",None,"[1.493318367043476, 2.895042193204213, 6.0, 4.0]",False,228.9925742999185,231.32414150005206,231.32414150005206,232.55551069998182,['space'],1,[0.6199336999561638],2.7606416610069573,3.7894795609172434,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,1,0,1,0,4,0,4,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.8103775999043,None,1650536410.7493608,1650536412.501952,1.7525911331176758,4594.793419988137,-1.0,0.0001112864677867834,1,"[0.40999373173520853, 0.45420132996334117, 0.606873244085737, 0.6177777599858326]","[331.4302111202933, 2437.9912929335915, 862.2637619707027, 2173.0782090510193]",None,"[6.159795749040223, 2.0, 4.0, 4.0]",False,236.5642971000634,239.06075489986688,239.06075489986688,240.29237539996393,['space'],1,[0.10824059997685254],3.1313332605641335,4.137602160684764,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,1,0,1,0,5,0,5,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.73042159993201,None,,,,1297.3909795430127,6.76323679566362,0.00011618634779417225,1,"[0.4356541213420721, 0.7802620945498141, 0.7340872412200361, 0.46733877071528335]","[4363.709104300146, 2848.4710948226, 1452.2581020839546, 442.90657776719036]",None,"[1.0, 0.4143334754883661, 9.58105541366995, 3.5168375051606526]",False,242.7464936999604,245.73142750002444,245.73142750002444,246.93504679994658,['space'],1,[0.2890326001215726],3.455634120153263,4.488258420256898,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,1,0,1,0,6,0,6,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.27612910000607,None,1650536425.2326775,1650536426.528228,1.2955505847930908,8000.0,0.0,0.0001815390273850507,0,"[0.5096200489488495, 0.5610596450709002, 0.5011981399232434, 0.4673041099771793]","[3174.8021039364003, 4000.0000000000014, 5039.684199579494, 6349.604207872799]",Major_3rd,"[0.12314290329400102, 0.4940193753806348, 2.0, 4.3900618468875034]",False,250.59068439994007,253.2041881000623,253.2041881000623,254.4084584999364,None,0,,3.079263320658356,4.11235092068091,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,1,0,1,0,7,0,7,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.71982820006087,None,,,,,,,,"[0.4658820856993998, 0.640246150933196, 0.6209104717331383, 0.5851271523706214]","[555.4155923780442, 302.2815760174213, 605.6524771332278, 6394.94634476461]",None,"[1.3517870611377325, 6.0, 1.493318367043476, 4.3900618468875034]",True,256.7276103000622,259.4794449999463,259.4794449999463,260.68577490001917,['space'],0,[0.1649193000048399],3.359038020251319,4.384807520080358,None,1,None,1,,0,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,1,0,1,0,8,0,8,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.12571209995076,None,,,,6062.162553957334,1.6203762634771706,0.00014316362457183056,1,"[0.7997625814575646, 0.6613228410328442, 0.5513200258964135, 0.5468270558012263]","[3818.9231048076545, 4286.59625055839, 4811.541607677049, 5400.772848478954]",Tone,"[0.2889914060118919, 0.8358100735481013, 1.9130873754749476, 3.0]",False,263.13646250008605,266.18287379993126,266.18287379993126,267.38735199999064,['space'],1,[0.3149090001825243],3.583339920034632,4.613364020129666,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,1,0,1,0,9,0,9,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.7828842999879,None,,,,7685.562772370356,2.6417106971943416,0.00023314890944656975,1,"[0.7749100134088427, 0.7749100134088427, 0.7749100134088427, 0.7749100134088427]","[1031.6906339620548, 166.5268314156616, 6016.050090848289, 863.9094348256789]",None,"[6.0, 3.3723023506590977, 3.8729078284856655, 4.0]",False,269.78371029999107,273.12503320001997,273.12503320001997,274.35906230006367,['space'],1,[0.020960200112313032],4.143244520295411,5.176053220406175,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,1,0,1,0,10,0,10,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.9973164999392,None,1650536452.9384384,1650536456.5863972,3.647958755493164,1148.6983549970344,8.0,0.00012627772590742052,1,"[0.6570137894646756, 0.6570137894646756, 0.6570137894646756, 0.6570137894646756]","[2238.5859345225213, 899.3697606368648, 2798.8675981272486, 4973.204330256518]",None,"[4.0, 4.110395708048437, 0.4143334754883661, 2.0]",False,280.64895709999837,283.65135499997996,283.65135499997996,284.87357529997826,['space'],1,[0.2891767001710832],3.6584680010564625,4.660516300937161,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,1,0,1,0,11,0,11,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.3169537000358,None,,,,,,,,"[0.5787719840586925, 0.4703515095223305, 0.7918143029459082, 0.5487927414723266]","[2911.89195240705, 1943.4547145549618, 1297.1004038813055, 865.7106569804073]",Perfect_5th,"[0.4143334754883661, 6.0, 9.0, 4.110395708048437]",True,287.33106760005467,290.1909556000028,290.1909556000028,291.4087159000337,['space'],0,[0.8234778002370149],3.4088034201413393,4.417870220262557,None,1,None,1,,0,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,1,0,1,0,12,0,12,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.7665110998787,None,1650536469.7164607,1650536471.8160655,2.099604845046997,8000.0,-2.0,0.00014420157515633036,0,"[0.5228698685029436, 0.6710651220215699, 0.6377493961466649, 0.6911973400537879]","[3105.5617718511285, 136.99859117809515, 278.4823892456699, 151.10962462484068]",None,"[0.1755438318443634, 4.216895407745912, 5.596181116739962, 3.6893224035748413]",False,295.8802708000876,298.75521530001424,298.75521530001424,299.9783409999218,None,0,,3.568309340858832,4.5761771409306675,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,1,0,1,0,13,0,13,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.4833825000096,None,1650536478.419951,1650536479.7785308,1.3585798740386963,2828.42712474619,-1.0,5.8364428873931735e-05,1,"[0.41830367144483005, 0.6404117953024168, 0.5975488124189057, 0.5460750560269437]","[1781.7974362806788, 2000.0000000000002, 2244.9240966187463, 2519.8420997897465]",Tone,"[8.0, 5.879256653915908, 3.034886487796405, 1.836466042985346]",False,303.84335920005105,306.532355299918,306.532355299918,307.7447434000205,['space'],1,[0.24342160020023584],3.2269464004784822,4.256997000426054,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,1,0,1,0,14,0,14,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.12248010002077,None,,,,6902.944992312445,2.468256625445778,0.00019701945204901423,0,"[0.4462376071028717, 0.7006576569935445, 0.7983333881264513, 0.6980017908417384]","[1369.7177678094238, 2052.257824832591, 3074.912422522216, 4607.163043441056]",Perfect_5th,"[9.58105541366995, 5.0, 0.1755438318443634, 1.3072675182586222]",False,310.1209450000897,313.10606290004216,313.10606290004216,314.33126630005427,None,0,,3.687401220202446,4.696346220327541,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,1,0,1,0,15,0,15,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.8401570999995,None,1650536492.7828164,1650536494.2811725,1.4983561038970947,5278.031643091578,2.0,0.00017938839979700797,1,"[0.6282237545443075, 0.6282237545443075, 0.6282237545443075, 0.6282237545443075]","[1047.294122820627, 1569.168195793502, 2351.095812567218, 3522.6634943845947]",Perfect_5th,"[6.0, 9.6570143092373, 3.0, 0.17184970796578725]",False,318.3444371998776,321.2654353999533,321.2654353999533,322.4753405000083,['space'],1,[0.004539099987596273],3.5471971007063985,4.577594100730494,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,1,0,1,0,16,0,16,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.9722893999424,None,,,,,,,,"[0.6357194860372637, 0.7710368181155588, 0.7462158938190978, 0.7359833819095681]","[151.27035606935848, 3098.0919849943803, 1166.7710540285639, 1948.8150575774655]",None,"[3.6893224035748413, 0.1755438318443634, 7.374753143792167, 6.0]",True,324.9686447000131,328.13946340000257,328.13946340000257,329.3271518999245,None,1,,3.9104961201082915,4.9097061201464385,None,1,None,1,,0,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,1,0,1,0,17,0,17,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.92056940007024,None,,,,274.3524014898602,3.0,0.00020013335798938853,1,"[0.7482367166957469, 0.7482367166957469, 0.7482367166957469, 0.7482367166957469]","[1150.8696303556997, 296.61848868037515, 2142.2960544887383, 1081.0008177738514]",None,"[7.374753143792167, 6.0, 4.40792723066625, 6.437138982256159]",False,331.9286138000898,335.22272909991443,335.22272909991443,336.43501950008795,['space'],1,[0.41015440016053617],4.025939119979739,5.030124119948596,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,1,0,1,0,18,0,18,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.9719149998855,None,1650536514.908854,1650536516.143903,1.2350490093231201,287.17458874925893,-1.0,0.0001141689127028708,0,"[0.6301988651208261, 0.5326526285968634, 0.4832355278581595, 0.5566133165465075]","[723.6346187201895, 574.3491774985179, 455.8612442791087, 361.8173093600947]",Major_3rd,"[2.335362874573512, 1.3517870611377325, 3.0, 5.893201081980479]",False,340.20746679999866,342.8899206998758,342.8899206998758,344.125228199875,None,0,,3.252378740347922,4.27100034034811,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,1,0,1,0,19,0,19,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.50192270008847,None,,,,872.8698664580588,1.7580508907210064,4.951135181301474e-05,1,"[0.516661666621836, 0.4129684486209678, 0.7792414236008269, 0.6318697338387818]","[2199.494237138871, 1745.739732916118, 1385.5945442468646, 1099.7471185694353]",Major_3rd,"[4.0, 8.426474349612413, 9.58105541366995, 7.0]",False,346.498104600003,349.22870650002733,349.22870650002733,350.46275569987483,['space'],1,[0.3049869001843035],3.3671300201676786,4.388247120194137,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,2,0,2,0,0,0,0,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.97600380005315,None,,,,,,,,"[0.47470898628125213, 0.4998570762044293, 0.49671968708968595, 0.65070268955872]","[935.2655865794483, 4355.4674991980855, 130.55222980664206, 6833.762943283746]",None,"[4.794025478362087, 1.0, 4.216895407745912, 4.774566040266244]",True,355.9614359000698,358.47122769989073,358.47122769989073,359.69091330002993,None,1,,3.146528320154175,4.165878220228478,None,1,None,1,,0,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,2,0,2,0,1,0,1,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.15659969998524,None,,,,323.8125101156377,3.811330766738057,0.00014939742474538958,1,"[0.4941920488136862, 0.6323637444631508, 0.7160012495103829, 0.7104454492566045]","[1065.350553665364, 253.48502716625302, 6652.362368580151, 4128.63684692581]",None,"[6.437138982256159, 4.191212245504896, 4.3900618468875034, 0.4940193753806348]",False,362.162905999925,365.0456375000067,365.0456375000067,366.2801588999573,['space'],1,[0.19876370020210743],3.5865790201351047,4.608930720249191,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,2,0,2,0,2,0,2,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.8157591999043,None,1650536544.776021,1650536546.1207001,1.3446791172027588,435.2752816480623,-5.0,4.203609419229965e-05,0,"[0.46025799801905826, 0.684034872674149, 0.5754143500113204, 0.4081319415852418]","[274.2062449236566, 307.7861033362292, 345.4782199919442, 387.78619045843385]",Tone,"[5.0, 6.059135077977032, 6.0, 5.0]",False,370.1854660999961,372.92120089987293,372.92120089987293,374.15536660002545,None,0,,3.1779813005123287,4.20880090049468,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,2,0,2,0,3,0,3,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.40008209994994,None,1650536552.349758,1650536554.9057114,2.5559535026550293,176.7766952966369,-2.0,0.0002780315447610839,1,"[0.6504790057895122, 0.594601499137692, 0.40318249165348685, 0.684150612273567]","[133.5907651456692, 5528.508262080165, 275.40269404689496, 2377.8409799637075]",None,"[4.216895407745912, 3.0, 5.0, 2.0]",False,379.0178751000203,381.6971621999983,381.6971621999983,382.9313081,['space'],1,[0.12376730004325509],3.3672734207939357,4.3990269207861274,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,2,0,2,0,4,0,4,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.44730410003103,None,1650536561.3924909,1650536563.1478865,1.7553956508636475,176.7766952966369,-2.0,0.0002780315447610839,0,"[0.4563695434857189, 0.4563695434857189, 0.4563695434857189, 0.4563695434857189]","[1032.7492997900977, 3206.395150428563, 1068.0374595052522, 1058.4877666878347]",None,"[6.0, 0.12314290329400102, 6.437138982256159, 6.437138982256159]",False,387.2129140999168,389.60453130002134,389.60453130002134,390.84020709991455,None,0,,2.8586475604679435,3.88882386055775,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,2,0,2,0,5,0,5,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.11818520003,None,,,,337.7541719518695,3.811330766738057,0.0001437843503041419,1,"[0.6523059755607896, 0.4777379034438034, 0.5301652045522073, 0.6431074683110434]","[134.03783196576148, 168.8770859759348, 212.77179546598651, 268.0756639315229]",Major_3rd,"[4.216895407745912, 3.3723023506590977, 3.0, 4.941271169810042]",False,393.12754000001587,395.81046939990483,395.81046939990483,397.0494995000772,['space'],1,[0.25131610012613237],3.320872619980946,4.349142919993028,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,2,0,2,0,6,0,6,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.49387679994106,None,,,,,,,,"[0.7182585894819437, 0.7046327020754865, 0.7703541847568907, 0.7425592917530182]","[131.10796447337012, 4219.747119859079, 226.8061432321576, 436.0119110514954]",None,"[4.216895407745912, 0.8358100735481013, 3.5253033140191206, 3.5168375051606526]",True,399.49890680005774,402.71634939988144,402.71634939988144,403.93763699987903,['space'],0,[0.014528100145980716],3.9550660201348364,4.974365020170808,None,1,None,1,,0,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
