tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,Catch trial answer,answer_too_early.rt,Audiogram_time,Audiogram_frequency,Audiogram_none,Audiogram_both,goodbye_text.started,goodbye_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,17,0,17,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.51168160000816,None,,,,,"[0.4448400148207312, 0.628310631120381, 0.7486222830729548, 0.433315575027531]","[939.1139589248435, 1407.0810906507702, 2108.2395558614085, 3158.7902462985003]",Perfect_5th,"[9.055491067398357, 8.202742051541081, 4.102496813092523, 2.2095652480986097]",True,232.50220789993182,235.35145049996208,235.35145049996208,236.55534940003417,None,1,,3.281211319961585,4.2959720198996365,None,1,None,1,0,,,,,,,,,,,,tlvjds,001,fr,0,0,2022-05-06_11h58.32.052,Cluster,2022.1.1,36.03090732281718,
,,,,0,0,0,0,18,0,18,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.83000730001368,None,842.2753059604722,2.890123896236423,5.5190971423511386e-05,1,"[0.5372147768426754, 0.7711170197816483, 0.4650054732014973, 0.7296832954850534]","[530.6001938931217, 595.5785804706239, 668.5143533642453, 750.3819904014467]",Tone,"[8.38159537766056, 8.683221070112829, 8.7114728918216, 8.717639864225424]",False,237.81965129997116,240.63031489995774,240.63031489995774,241.83746589999646,['space'],1,[0.42911620007362217],3.547826519818045,4.5684877197491005,None,1,None,1,,,,,,,,,,,,,tlvjds,001,fr,0,0,2022-05-06_11h58.32.052,Cluster,2022.1.1,36.03090732281718,
,,,,0,0,0,0,19,0,19,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.42539999994915,None,189.4645708137998,5.0,0.0005402626577628941,1,"[0.5774154171108493, 0.5909933219054254, 0.5391556217433079, 0.6824843656077462]","[359.8730909412672, 1274.3923171833014, 520.0415218916777, 250.2984084405328]",None,"[6.469206311410494, 9.0, 8.38159537766056, 8.772224237705462]",False,243.43629760004114,246.16720269992948,246.16720269992948,247.37339560000692,['space'],1,[0.49507189996074885],3.419747019885108,4.444646019954234,None,1,None,1,,,,,,,,,,,,,tlvjds,001,fr,0,0,2022-05-06_11h58.32.052,Cluster,2022.1.1,36.03090732281718,
,,,,1,0,1,0,0,0,0,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.0469684000127,None,189.4645708137998,5.0,0.0005402626577628941,1,"[0.4397094018417115, 0.4397094018417115, 0.4397094018417115, 0.4397094018417115]","[7814.566949829645, 3296.834755994256, 3660.71401758085, 1240.4015707869617]",None,"[-0.32769683202992184, 2.0, 1.0, 9.167649185974707]",False,260.0517972999951,262.38503100001253,262.38503100001253,263.61351920000743,['space'],1,[0.20791979995556176],2.7866547199664637,3.8200659200083464,None,1,None,1,,,,,,,,,,,,,tlvjds,001,fr,0,0,2022-05-06_11h58.32.052,Cluster,2022.1.1,36.03090732281718,
,,,,1,0,1,0,1,0,1,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.91569259995595,None,,,,,"[0.4615861476793181, 0.6189002146167866, 0.6659701401945914, 0.4819649147398419]","[1835.9532752184343, 1457.197080223102, 1156.5780890355704, 917.9766376092172]",Major_3rd,"[5.074361877782851, 8.0, 9.34146993684537, 9.0]",True,264.9198051999556,267.690782199963,267.690782199963,268.92499999993015,None,1,,3.2732994199031964,4.288292419863865,None,1,None,1,0,,,,,,,,,,,,tlvjds,001,fr,0,0,2022-05-06_11h58.32.052,Cluster,2022.1.1,36.03090732281718,
,,,,1,0,1,0,2,0,2,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.23689019994345,None,7015.750917170192,-6.418297799651098,7.245734378200185e-05,1,"[0.7330221830439559, 0.7330221830439559, 0.7330221830439559, 0.7330221830439559]","[4419.646130680993, 4960.885048646783, 5568.405193131412, 6250.323498898834]",Tone,"[-0.15399378487551196, -0.5432522364856851, -0.4874407955257025, -0.43547093715637253]",False,270.2417364999419,273.4583680999931,273.4583680999931,274.67916649999097,['space'],1,[0.37456000002566725],3.9637566198362038,4.988687619799748,None,1,None,1,,,,,,,,,,,,,tlvjds,001,fr,0,0,2022-05-06_11h58.32.052,Cluster,2022.1.1,36.03090732281718,
,,,,1,0,1,0,3,0,3,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.26885140000377,None,125.0,9.0,0.0020369013890205647,1,"[0.477511844085763, 0.477511844085763, 0.477511844085763, 0.477511844085763]","[629.9605249474366, 420.4482076268573, 280.6155120773433, 187.2883846095852]",Perfect_5th,"[8.683221070112829, 7.0, 7.280458301908395, 13.0]",False,277.07958479993977,279.5316778999986,279.5316778999986,280.76491589995567,['space'],1,[0.4010394999058917],2.942972839693539,3.975306439679116,None,1,None,1,,,,,,,,,,,,,tlvjds,001,fr,0,0,2022-05-06_11h58.32.052,Cluster,2022.1.1,36.03090732281718,
,,,,1,0,1,0,4,0,4,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.1031000999501,None,2462.2888266898335,0.0,8.505946547995337e-05,1,"[0.5177450824908033, 0.7855751168001653, 0.6749538568668509, 0.412752370925545]","[488.5799842171232, 732.042847972813, 1096.8249796946263, 1643.3806291715812]",Perfect_5th,"[8.0, 8.708224822513255, 9.341844895661215, 6.621660076540737]",False,282.1166060999967,285.11913609993644,285.11913609993644,286.3207431000192,['space'],1,[0.4237268000142649],3.4163222200004384,4.444007719983347,None,1,None,1,,,,,,,,,,,,,tlvjds,001,fr,0,0,2022-05-06_11h58.32.052,Cluster,2022.1.1,36.03090732281718,
,,,,1,0,1,0,5,0,5,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.6124992000405,None,6936.965231267924,-6.418297799651098,7.131669354726792e-05,1,"[0.6762294758073383, 0.6762294758073383, 0.6762294758073383, 0.6762294758073383]","[4370.014258631657, 4905.1751558848555, 5505.872952790763, 6180.133432320696]",Tone,"[-0.15399378487551196, -0.5432522364856851, -0.4874407955257025, -0.43547093715637253]",False,287.60591519996524,290.67192999995314,290.67192999995314,291.8773565000156,['space'],1,[0.39602510002441704],3.7295720198890194,4.7524599198950455,None,1,None,1,,,,,,,,,,,,,tlvjds,001,fr,0,0,2022-05-06_11h58.32.052,Cluster,2022.1.1,36.03090732281718,
,,,,1,0,1,0,6,0,6,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.39666640001815,None,,,,,"[0.7917323294233102, 0.6393062129663696, 0.4822939070900008, 0.5376351250189215]","[1031.1944050881277, 1157.4765841403853, 1299.2235375043533, 1458.329113118886]",Tone,"[9.225593482056158, 9.34146993684537, 8.781215544860745, 8.0]",True,293.39704770001117,296.3401315000374,296.3401315000374,297.5461792999413,None,1,,3.4896883198525757,4.513893619761802,None,1,None,1,0,,,,,,,,,,,,tlvjds,001,fr,0,0,2022-05-06_11h58.32.052,Cluster,2022.1.1,36.03090732281718,
,,,,1,0,1,0,7,0,7,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.9401918000076,None,6202.539478296058,-6.4354709371563725,5.978271300744383e-05,1,"[0.5382174425834374, 0.7903457635452596, 0.42037593495565345, 0.6422150768314516]","[5093.6391457728005, 5066.301319077961, 2079.2236185768265, 420.0609318480335]",None,"[-0.5432522364856851, -0.5432522364856851, 4.102496813092523, 7.0]",False,298.9350061999867,301.7205137000419,301.7205137000419,302.94234690000303,['space'],1,[0.3843343999469653],3.4211342197377235,4.425831419765018,None,1,None,1,,,,,,,,,,,,,tlvjds,001,fr,0,0,2022-05-06_11h58.32.052,Cluster,2022.1.1,36.03090732281718,
,,,,1,0,1,0,8,0,8,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.40449179999996,None,2750.2316783809492,-2.811471416817251,5.0893382243232396e-05,1,"[0.7962308758921798, 0.7962308758921798, 0.7962308758921798, 0.7962308758921798]","[155.4589143744263, 539.1654899462767, 2068.315284701283, 933.895309496307]",None,"[15.17756756333614, 8.38159537766056, 4.49861841184684, 9.055491067398357]",False,304.3958662999794,307.79951959999744,307.79951959999744,309.02582849992905,['space'],1,[0.5085919999983162],4.22164591983892,5.24878631986212,None,1,None,1,,,,,,,,,,,,,tlvjds,001,fr,0,0,2022-05-06_11h58.32.052,Cluster,2022.1.1,36.03090732281718,
,,,,1,0,1,0,9,0,9,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.68195150000975,None,2462.2888266898335,0.0,8.505946547995337e-05,0,"[0.49574073615345027, 0.49574073615345027, 0.49574073615345027, 0.49574073615345027]","[6204.579047334941, 4924.577653379667, 3908.6398737369855, 3102.2895236674703]",Major_3rd,"[-0.43547093715637253, -0.5432522364856851, 0.3021827262870165, 2.7619899096497633]",False,310.6961193999741,313.1973385999445,313.1973385999445,314.4124141000211,None,0,,2.994876619661227,4.02287271968089,None,1,None,1,,,,,,,,,,,,,tlvjds,001,fr,0,0,2022-05-06_11h58.32.052,Cluster,2022.1.1,36.03090732281718,
,,,,1,0,1,0,10,0,10,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.7720446999883,None,717.295902057336,2.7082248225132557,5.9428490454351313e-05,1,"[0.7451449128189118, 0.7451449128189118, 0.7451449128189118, 0.7451449128189118]","[142.3295336872867, 213.2533475722197, 319.51899983509946, 478.7375786494888]",Perfect_5th,"[15.506687383192702, 11.0, 6.529146053103162, 7.683408614321836]",False,315.7701335999882,319.04507719993126,319.04507719993126,320.2704277000157,['space'],1,[0.37085470010060817],4.023874619742855,5.041450419812463,None,1,['space'],0,,[-3.989776499918662],,,,,,,,,,,tlvjds,001,fr,0,0,2022-05-06_11h58.32.052,Cluster,2022.1.1,36.03090732281718,
,,,,1,0,1,0,11,0,11,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.84837609995157,None,4000.0,-1.0,7.481178280472168e-05,1,"[0.5610138810810585, 0.5610138810810585, 0.5610138810810585, 0.5610138810810585]","[6349.6042078728005, 5656.854249492382, 5039.684199579494, 4489.8481932374925]",Tone,"[-0.4145697355470386, -0.4874407955257025, -0.5432522364856851, -0.4302768951686673]",False,323.39095369994175,326.09876089997124,326.09876089997124,327.3145156999817,['space'],1,[0.2959159000311047],3.2703150995075703,4.293203599518165,None,1,None,1,,,,,,,,,,,,,tlvjds,001,fr,0,0,2022-05-06_11h58.32.052,Cluster,2022.1.1,36.03090732281718,
,,,,1,0,1,0,12,0,12,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.726205999963,None,125.0,8.0,0.0018153902738505074,1,"[0.6729952946551283, 0.6401593460170922, 0.43439454023952895, 0.41856643380524766]","[729.6887333958558, 551.297681839484, 390.3768939514447, 7729.273529045417]",None,"[8.708224822513255, 8.38159537766056, 6.59878515438321, -0.4082478628706969]",False,328.81614919996355,331.5651652000379,331.5651652000379,332.78263040003367,['space'],1,[0.40755090001039207],3.194598679896444,4.227733979932964,None,1,None,1,,,,,,,,,,,,,tlvjds,001,fr,0,0,2022-05-06_11h58.32.052,Cluster,2022.1.1,36.03090732281718,
,,,,1,0,1,0,13,0,13,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.09304089995567,None,2142.9225896877906,-1.8975031869074772,6.267697076495831e-05,0,"[0.6176248715976117, 0.5920041854281297, 0.7728863510559661, 0.6685605879144574]","[578.9624284523437, 476.66493053317447, 224.8946378206184, 988.5642226220539]",None,"[8.582078609430688, 7.683408614321836, 10.0, 9.225593482056158]",False,334.0890954999486,337.0836260999786,337.0836260999786,338.2944809999317,None,0,,3.6719490197720006,4.682022719760425,None,1,None,1,,,,,,,,,,,,,tlvjds,001,fr,0,0,2022-05-06_11h58.32.052,Cluster,2022.1.1,36.03090732281718,
,,,,1,0,1,0,14,0,14,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.811110700015,None,,,,,"[0.4207699115985535, 0.4207699115985535, 0.4207699115985535, 0.4207699115985535]","[232.71447597406637, 198.30609219739225, 666.7117599369025, 5254.210186177909]",None,"[9.725788110567924, 12.0, 8.7114728918216, -0.541673177568244]",True,339.80662389995996,342.1111978000263,342.1111978000263,343.32274360000156,None,1,,2.731631919858046,3.761324119870551,None,1,None,1,0,,,,,,,,,,,,tlvjds,001,fr,0,0,2022-05-06_11h58.32.052,Cluster,2022.1.1,36.03090732281718,
,,,,1,0,1,0,15,0,15,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.5938943999354,None,4119.948724770146,-6.0,4.620614279586884e-05,1,"[0.5976917071239539, 0.4161282677511903, 0.768185960885345, 0.6012340075303831]","[1635.0027349387935, 2059.9743623850736, 2595.4050614127236, 3270.005469877586]",Major_3rd,"[6.621660076540737, 4.49861841184684, 3.470049290367114, 2.2095652480986097]",False,344.5941620999947,347.402894299943,347.402894299943,348.6293427000055,['space'],1,[0.3279420000035316],3.41831201990135,4.44923551985994,None,1,None,1,,,,,,,,,,,,,tlvjds,001,fr,0,0,2022-05-06_11h58.32.052,Cluster,2022.1.1,36.03090732281718,
,,,,1,0,1,0,16,0,16,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.0761443999363,None,1741.101126592249,-2.0,5.0139344383985924e-05,1,"[0.5516570937550664, 0.464210495301261, 0.5435311971849761, 0.7604571061614662]","[345.47821999194423, 517.632461920689, 775.5723809168677, 1162.0455869578402]",Perfect_5th,"[6.469206311410494, 8.073907754869992, 8.717639864225424, 9.34146993684537]",False,351.6705748999957,354.2672778000124,354.2672778000124,355.50595290004276,['space'],1,[0.45072319998871535],3.3649918594164774,4.38498815940693,None,1,None,1,,,,,,,,,,,,,tlvjds,001,fr,0,0,2022-05-06_11h58.32.052,Cluster,2022.1.1,36.03090732281718,
,,,,1,0,1,0,17,0,17,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.09458759997506,None,125.0,8.0,0.0018153902738505074,1,"[0.6561125888805887, 0.6561125888805887, 0.6561125888805887, 0.6561125888805887]","[522.7466192529154, 1709.6294401217835, 181.70137156757693, 545.5551252759548]",None,"[8.38159537766056, 6.0, 13.797039980076061, 8.38159537766056]",False,357.1040277000284,360.104849299998,360.104849299998,361.3259166999487,['space'],1,[0.2624183999141678],3.6647285198559985,4.66425631986931,None,1,None,1,,,,,,,,,,,,,tlvjds,001,fr,0,0,2022-05-06_11h58.32.052,Cluster,2022.1.1,36.03090732281718,
,,,,1,0,1,0,18,0,18,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.8238460000139,None,329.87697769322364,-2.0,7.52697013181096e-05,1,"[0.41403038808649034, 0.7205149541313491, 0.6634420982141339, 0.6311428356090921]","[3898.249036971193, 1789.6173559287106, 332.07036153208026, 879.9713755855422]",None,"[0.3021827262870165, 5.797861461966059, 6.529146053103162, 8.890123896236423]",False,362.84364510001615,365.6831228999654,365.6831228999654,366.91614979994483,['space'],1,[0.8385024999734014],3.4595949198119342,4.486851119901985,None,1,None,1,,,,,,,,,,,,,tlvjds,001,fr,0,0,2022-05-06_11h58.32.052,Cluster,2022.1.1,36.03090732281718,
,,,,1,0,1,0,19,0,19,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.3815529999556,None,,,,,"[0.5744215990849184, 0.6064157970755863, 0.6716633755999629, 0.6522078723875313]","[4453.075118844496, 3967.2389151612, 3534.4080640735833, 3148.7996136680335]",Tone,"[-0.4302768951686673, 0.3021827262870165, 1.5553021726140503, 2.2095652480986097]",True,368.4030273000244,371.2899670000188,371.2899670000188,372.5230654999614,None,1,,3.526290619862266,4.562665219884366,None,1,None,1,0,,,,,,,,,,,,tlvjds,001,fr,0,0,2022-05-06_11h58.32.052,Cluster,2022.1.1,36.03090732281718,
,,,,2,0,2,0,0,0,0,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.7782708000159,None,7917.376248445949,-6.327696832029922,8.640759101199474e-05,0,"[0.5753449306921954, 0.5753449306921954, 0.5753449306921954, 0.5753449306921954]","[225.7541478009704, 350.70477861149107, 6217.344871290286, 4603.310591183333]",None,"[10.0, 6.469206311410494, -0.43547093715637253, -0.4302768951686673]",False,440.7423335999483,443.5016622999683,443.5016622999683,444.70562489994336,None,0,,3.3245677198283374,4.349075319827534,None,1,None,1,,,,,,,,,,,,,tlvjds,001,fr,0,0,2022-05-06_11h58.32.052,Cluster,2022.1.1,36.03090732281718,
,,,,2,0,2,0,1,0,1,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.12712219997775,None,1821.8570075090568,-0.9256381222171487,6.0018749096075236e-05,0,"[0.4026532759597885, 0.7305660732966895, 0.5386136001567938, 0.7292326373800784]","[6944.767421331896, 1263.2561108832565, 633.9323090596756, 3836.4278235641027]",None,"[-0.41829779965109815, 9.0, 8.683221070112829, 0.8894975793907616]",False,446.14195550000295,448.8353874000022,448.8353874000022,450.0510992000345,None,0,,3.4235960198566318,4.4498667197767645,None,1,None,1,,,,,,,,,,,,,tlvjds,001,fr,0,0,2022-05-06_11h58.32.052,Cluster,2022.1.1,36.03090732281718,
,,,,2,0,2,0,2,0,2,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.63090889994055,None,1802.671872218518,-0.20213853803394083,6.438584261270319e-05,1,"[0.5978938165270203, 0.6809534559731517, 0.589381579432216, 0.4161407072911369]","[357.69540328914496, 535.9375541143845, 802.9990300935617, 1203.1391295142948]",Perfect_5th,"[6.469206311410494, 8.38159537766056, 8.773628846204765, 9.167649185974707]",False,451.6417763000354,454.53597990004346,454.53597990004346,455.74857479997445,['space'],1,[0.33851290005259216],3.3204782200045884,4.323077220004052,None,1,None,1,,,,,,,,,,,,,tlvjds,001,fr,0,0,2022-05-06_11h58.32.052,Cluster,2022.1.1,36.03090732281718,
,,,,2,0,2,0,3,0,3,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.0057312999852,None,574.3491774985172,-1.0,5.333798065099765e-05,1,"[0.5495789831875321, 0.5495789831875321, 0.5495789831875321, 0.5495789831875321]","[423.8315926011144, 4782.742197983538, 2855.8929891087264, 621.9475282995734]",None,"[7.0, -0.5432522364856851, 3.188528583182749, 8.683221070112829]",False,457.04163460002746,459.714289000025,459.714289000025,460.91803429997526,['space'],1,[0.2333941999822855],3.220558119821362,4.246198019827716,None,1,None,1,,,,,,,,,,,,,tlvjds,001,fr,0,0,2022-05-06_11h58.32.052,Cluster,2022.1.1,36.03090732281718,
,,,,2,0,2,0,4,0,4,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.3360306000104,None,217.63764082403114,-3.0,0.0001634552883734765,1,"[0.4730321097821964, 0.59862012340005, 0.4450257499662095, 0.5811672505671059]","[548.4124898473133, 435.27528164806233, 345.47821999194423, 274.20624492365664]",Major_3rd,"[8.38159537766056, 7.272468950205591, 6.469206311410494, 7.9447353217809225]",False,462.369774700026,464.912379699992,464.912379699992,466.13611870002933,['space'],1,[0.10443289997056127],3.126925519783981,4.133177519775927,None,1,None,1,,,,,,,,,,,,,tlvjds,001,fr,0,0,2022-05-06_11h58.32.052,Cluster,2022.1.1,36.03090732281718,
,,,,2,0,2,0,5,0,5,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.55034880002495,None,1206.2503673477825,3.1676491859747076,7.586168452399526e-05,1,"[0.4588894129429577, 0.4719003150235015, 0.7931732519501931, 0.4336532561448702]","[478.7007755162244, 603.1251836738913, 759.8901146324473, 957.4015510324485]",Major_3rd,"[7.683408614321836, 8.683221070112829, 8.717639864225424, 9.055491067398357]",False,467.5659221999813,470.325959000038,470.325959000038,471.5546941999346,['space'],1,[0.34528240002691746],3.18209801975172,4.199175219750032,None,1,None,1,,,,,,,,,,,,,tlvjds,001,fr,0,0,2022-05-06_11h58.32.052,Cluster,2022.1.1,36.03090732281718,
