tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,answer_too_early.rt,Catch trial answer,Audiogram_none,answer_too_late.rt,Audiogram_time,Audiogram_both,Audiogram_frequency,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,3,0,3,0,3,0,3,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.3782566000009,None,8000.0,4.0,0.0002877199686685786,0,"[0.41191986166691924, 0.55777864811942, 0.517222390384622, 0.49725942647408666]","[541.5126194491786, 1556.73129872341, 727.4030525884161, 851.98526455886]",None,"[12.073353274557459, 10.571815435531626, 14.0, 14.707874122736042]",False,487.3972887999844,489.91755670000566,489.91755670000566,491.1352099000069,None,0,,3.0159449333150405,4.0220865333103575,None,1,['space'],0,[0.40969880000920966],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,3,0,3,0,4,0,4,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.46501829999033,None,,,,,"[0.6529874363167261, 0.6529874363167261, 0.6529874363167261, 0.6529874363167261]","[518.420153745251, 166.97359372812988, 7384.989107123674, 3777.576417927255]",None,"[12.073353274557459, 6.514133550478365, 5.802559808640555, 0.0]",True,492.4695180999988,495.46833440000773,495.46833440000773,496.702466799994,None,1,,3.631580266635865,4.662320766656194,None,1,['space'],0,[0.36288249999051914],0,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,3,0,3,0,5,0,5,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.1684610999946,None,1033.4617042831321,7.0,0.00010175446624682122,0,"[0.52249785677896, 0.7815598628405087, 0.5193226129335988, 0.7206169506052018]","[2604.1603109730977, 2066.9234085662642, 1640.5181965478923, 1302.0801554865488]",Major_3rd,"[9.0, 11.948081623836476, 11.0, 10.503785622989126]",False,498.17845869998564,501.01445439999225,501.01445439999225,502.2270417000109,None,0,,3.5606455666711554,4.58725886666798,None,1,['space'],0,[0.35226569999940693],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,3,0,3,0,6,0,6,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.8084625999909,None,375.1221500978675,10.581933006357279,0.00028069984014932476,0,"[0.7715867863724378, 0.774669540795549, 0.5400803458446256, 0.6103228295886569]","[3369.0337286327695, 181.4638197689545, 185.10024209662876, 222.8856260240548]",None,"[3.0, 6.3554415058480895, 6.492421165504038, 8.0]",False,503.8111009999993,506.9275323000038,506.9275323000038,508.16071470000315,None,0,,3.7116184666519985,4.748391666653333,None,1,['space'],0,[0.40671199999633245],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,3,0,3,0,7,0,7,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.6037259000004,None,6062.8662660415985,-6.0,5.955731266525417e-05,0,"[0.7172967671638275, 0.7172967671638275, 0.7172967671638275, 0.7172967671638275]","[509.6345048672044, 229.67632862950893, 2224.9729586159965, 466.9263208105137]",None,"[12.693760051509344, 9.0, 11.081347530293748, 13.667846502120748]",False,509.62314320000587,512.8006324000016,512.8006324000016,514.0355404999864,None,0,,3.8938999333186075,4.924692133325152,None,1,['space'],0,[0.5194173000054434],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,3,0,3,0,8,0,8,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.5851522999874,None,7084.94315465629,-2.0,0.0001221688540001119,0,"[0.5883384253353485, 0.5883384253353485, 0.5883384253353485, 0.5883384253353485]","[204.17880055009653, 3584.9790364161536, 497.3487966644632, 6786.788757863682]",None,"[7.0, 1.0, 12.693760051509344, 3.0]",False,515.5925358000095,518.3974966999958,518.3974966999958,519.6410318999842,None,0,,3.3909685666440055,4.419606566632865,None,1,['space'],0,[0.39381069998489693],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,3,0,3,0,9,0,9,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.0564539000043,None,4287.0938501451765,-1.0,9.241732010965923e-05,0,"[0.7384423180462518, 0.7384423180462518, 0.7384423180462518, 0.7384423180462518]","[6805.337287606852, 6062.8662660415985, 5401.399784672765, 4812.100144328471]",Tone,"[3.0, -0.8015363869700387, -3.0, -3.513043538912708]",False,521.076067499991,524.3173053000064,524.3173053000064,525.5308671999956,None,0,,3.979251166660106,5.013030166679528,None,1,['space'],0,[0.42626830001245253],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,3,0,3,0,10,0,10,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.1435939999938,None,125.0,5.0,0.0012851978913844323,1,"[0.6741437403030448, 0.5685835289074836, 0.5489529670406814, 0.6315460531518635]","[314.9802624737183, 250.00000000000003, 198.42513149602496, 157.49013123685916]",Major_3rd,"[16.0, 10.756041600821511, 6.998853458218864, 6.883672585631613]",False,527.1596641000069,529.9649978000089,529.9649978000089,531.1890004999877,['space'],1,[0.2659267999988515],3.430879866675241,4.475113666674588,None,1,None,1,,,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,3,0,3,0,11,0,11,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531.6831763999944,None,,,,,"[0.7655075697381318, 0.6634722985815191, 0.7708696786922661, 0.7591409956613967]","[949.6990235539802, 1422.9407678938028, 2132.002222511624, 3194.3940179059796]",Perfect_5th,"[14.0, 10.376196147230004, 11.710482821000681, 4.0]",True,532.6854280999978,535.8962309999915,535.8962309999915,537.1092758000013,None,1,,3.9993044666480273,5.0189760666689835,None,1,['space'],0,[0.5747293999884278],0,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,3,0,3,0,12,0,12,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.7500208999845,None,1009.9140237284902,7.6362762698195255,0.00010711561945909491,1,"[0.6109389872414723, 0.6109389872414723, 0.6109389872414723, 0.6109389872414723]","[2544.8238741591103, 2019.8280474569804, 1603.1385836640425, 1272.4119370795552]",Major_3rd,"[9.0, 11.948081623836476, 10.987398880831252, 10.988817863437873]",False,538.7584714000113,541.6274432000064,541.6274432000064,542.8670082000026,['space'],1,[0.10240269999485463],3.4819495666597504,4.510375766665675,None,1,None,1,,,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,3,0,3,0,13,0,13,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.3188727000088,None,5656.85424949238,2.0,0.00016180173443103448,1,"[0.5491169684825054, 0.5491169684825054, 0.5491169684825054, 0.5491169684825054]","[3563.5948725613575, 4000.0000000000005, 4489.8481932374925, 5039.684199579493]",Tone,"[1.0, -1.31123409020815, -3.0, -3.513043538912708]",False,546.395073599997,549.070716599992,549.070716599992,550.2898820000119,['space'],1,[0.01819410000462085],3.2189551333140116,4.234176333324285,None,1,None,1,,,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,3,0,3,0,14,0,14,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.6738089999999,None,1741.101126592249,0.0,6.312169477569904e-05,0,"[0.7104880568941999, 0.7104880568941999, 0.7104880568941999, 0.7104880568941999]","[3065.31024382211, 527.3239091505092, 3776.563076598635, 140.36611585065043]",None,"[5.0, 12.073353274557459, 0.0, 7.3800252127100885]",False,551.7516771999944,554.8959895999869,554.8959895999869,556.1171595999913,None,0,,3.8748981333337724,4.9087375333183445,None,1,['space'],0,[0.5192888000165112],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,3,0,3,0,15,0,15,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556.6964915999852,None,757.8582832551998,5.0,7.163659420302861e-05,0,"[0.5101362751209176, 0.6628796948846161, 0.6797306715202753, 0.5817990900148681]","[519.9656008693859, 2484.487715756504, 1687.3238425793743, 7320.680561699538]",None,"[12.073353274557459, 10.0, 11.466217611438429, 5.0]",False,557.7169547000085,560.5999213999894,560.5999213999894,561.8167519000126,None,0,,3.4529090666619595,4.485712666675681,None,1,['space'],0,[0.4311028000083752],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,3,0,3,0,16,0,16,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.2538258999994,None,,,,,"[0.40645750526624813, 0.40645750526624813, 0.40645750526624813, 0.40645750526624813]","[4779.614742437117, 1860.6173666320085, 730.2227163030244, 6142.612505972796]",None,"[-3.513043538912708, 11.832745505899075, 14.0, -0.8015363869700387]",True,563.2645653999934,565.525544300006,565.525544300006,566.749867400009,['space'],0,[0.006862400012323633],2.671455566684017,3.687119966663886,None,1,None,1,,0,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,3,0,3,0,17,0,17,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.9885923000111,None,5654.8246572091075,-8.293277012180223,4.9496233700781995e-05,0,"[0.6396136437673124, 0.7632693942941599, 0.6091919161093542, 0.666093951705596]","[4629.126498573749, 272.7101992290064, 1868.6086479925239, 1130.3105719878306]",None,"[-3.2484897532137467, 13.0, 11.832745505899075, 12.0]",False,568.0003051999956,571.0350404999917,571.0350404999917,572.2719166000024,None,0,,3.696685166680254,4.729746266675647,None,1,['space'],0,[0.37973019998753443],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,3,0,3,0,18,0,18,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572.7761176000058,None,222.22017814533766,2.0,0.00027936646397152333,0,"[0.47752090535631386, 0.47752090535631386, 0.47752090535631386, 0.47752090535631386]","[363.96977971256985, 5243.961005881251, 4689.929821353134, 1832.4722912380478]",None,"[16.808184194933794, -3.2067318485953002, -3.2484897532137467, 11.832745505899075]",False,573.7955684000044,576.2598881000013,576.2598881000013,577.4764590999985,None,0,,2.939105366647709,3.9733344666601624,None,1,['space'],0,[0.37155260000145063],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,3,0,3,0,19,0,19,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577.8151473999897,None,176.7766952966369,7.0,0.0007835993601077277,0,"[0.5097489555288688, 0.5558611433692354, 0.4250765739337848, 0.5155205293789371]","[334.2439891083934, 325.4924156081109, 5283.282483413459, 216.9309897348446]",None,"[16.44873585064281, 16.44873585064281, -3.2067318485953002, 7.9023672276089405]",False,578.834629399993,581.3604991000029,581.3604991000029,582.5945650000067,None,0,,3.0266181333281565,4.03997163331951,None,1,['space'],0,[0.42263939999975264],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,4,0,4,0,0,0,0,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587.4526264999877,None,1264.2956415663245,4.988817863437872,9.617759775212698e-05,0,"[0.4813979900620365, 0.4813979900620365, 0.4813979900620365, 0.4813979900620365]","[6371.650768399024, 4252.56669125607, 2838.247751002299, 1894.3031070231684]",Perfect_5th,"[1.0, -2.4800499017707835, 7.0, 11.832745505899075]",False,588.4214209000056,590.9067438000056,590.9067438000056,592.1481446000107,None,0,,2.9534229666460305,3.9860615666548256,None,1,['space'],0,[0.39655449998099357],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,4,0,4,0,1,0,1,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.4559622000088,None,,,,,"[0.654142565515926, 0.654142565515926, 0.654142565515926, 0.654142565515926]","[457.1855449552271, 227.42563727925358, 260.85271235262735, 1502.9124788990823]",None,"[14.0, 9.0, 12.0, 10.571815435531626]",True,593.4620585000084,596.438740499987,596.438740499987,597.6759477999876,None,1,,3.6613942666735966,4.697293666686164,None,1,['space'],0,[0.4156362999929115],0,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,4,0,4,0,2,0,2,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598.2049767999852,None,176.7766952966369,8.0,0.0008792129428200801,0,"[0.705226262202892, 0.705226262202892, 0.705226262202892, 0.705226262202892]","[445.44935907016975, 353.55339059327383, 280.6155120773433, 222.72467953508485]",Major_3rd,"[14.799841735560463, 16.808184194933794, 14.0, 8.0]",False,599.2252994999872,602.3572802999988,602.3572802999988,603.5978013999993,None,0,,3.824953966657631,4.846681866678409,None,1,['space'],0,[0.4488429999910295],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,4,0,4,0,3,0,3,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604.1253819999984,None,1289.5879442141756,4.503785622989126,8.989948429050601e-05,0,"[0.4980532011954991, 0.4467619898341402, 0.6154864963605341, 0.7638637496473653]","[2591.6482917440103, 430.0374783179294, 1101.5956715041355, 1507.6872333170356]",None,"[9.0, 15.0, 12.0, 10.571815435531626]",False,605.1301628999936,607.7162683999923,607.7162683999923,608.9331485999865,None,0,,3.360852766636526,4.374506866646698,None,1,['space'],0,[0.46679520001634955],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,4,0,4,0,4,0,4,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609.5545156000007,None,1446.5433958121905,4.376196147230005,8.213938075972744e-05,0,"[0.7613472395213995, 0.7613472395213995, 0.7613472395213995, 0.7613472395213995]","[287.03056352874034, 430.0599246150136, 644.361828531727, 965.4518877582854]",Perfect_5th,"[14.127790192476375, 15.0, 12.77469882689207, 14.0]",False,610.5656445999921,613.8685662999924,613.8685662999924,615.0952254000003,None,0,,4.060517366655404,5.075618866656441,None,1,['space'],0,[0.45754559998749755],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,4,0,4,0,5,0,5,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.6933768999879,None,4924.577653379667,1.0,0.0001655611795965586,0,"[0.5227448122369994, 0.5227448122369994, 0.5227448122369994, 0.5227448122369994]","[5698.997466681576, 1447.1228003266924, 1186.7756036237058, 794.410403399539]",None,"[-2.0, 10.376196147230004, 11.770115939218243, 14.653733467188017]",False,616.7146632999938,619.3151405999961,619.3151405999961,620.538263399998,None,0,,3.115771266631782,4.1540105666499585,None,1,['space'],0,[0.4039263000013307],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,4,0,4,0,6,0,6,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.9280725999852,None,1270.8765142947627,4.988817863437872,9.588743358606508e-05,0,"[0.4487800646466725, 0.4487800646466725, 0.4487800646466725, 0.4487800646466725]","[6982.314143464309, 668.862178003793, 3069.8039022236126, 4895.7857487233105]",None,"[3.430336541101992, 13.0, 5.0, -3.513043538912708]",False,621.9246593999851,624.3101199000084,624.3101199000084,625.5390426999948,None,0,,2.820802566682687,3.8453409666835796,None,1,None,1,,,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,4,0,4,0,7,0,7,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.8192134999845,None,,,,,"[0.7401201584296906, 0.769587183364557, 0.454577510434547, 0.48492520841263664]","[329.01284541037035, 492.9622746616915, 738.6088647588388, 1106.66288911202]",Perfect_5th,"[16.44873585064281, 13.0, 14.0, 12.0]",True,626.8341724000056,629.8377857999876,629.8377857999876,631.0508008000033,['space'],0,[0.0034937000018544495],3.4898684666550253,4.507621966651641,None,1,None,1,,0,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,4,0,4,0,8,0,8,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631.3822297999868,None,8000.0,5.0,0.00032282711451732784,0,"[0.4724109570719964, 0.4724109570719964, 0.4724109570719964, 0.4724109570719964]","[2871.504631272512, 219.38913019166532, 139.53705383469364, 135.24915675756634]",None,"[7.0, 8.0, 7.3800252127100885, 7.914518015011773]",False,632.4122798999888,634.8582874999847,634.8582874999847,636.096020500001,None,0,,2.915886533301091,3.9504522333154455,None,1,['space'],0,[0.3808254999748897],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,4,0,4,0,9,0,9,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636.4025278000045,None,1806.9711430808245,5.832745505899075,0.0001293635713292015,0,"[0.7297364406998512, 0.7297364406998512, 0.7297364406998512, 0.7297364406998512]","[1315.3522043535156, 336.3496728676706, 754.5544682718272, 269.86885446085495]",None,"[10.503785622989126, 16.44873585064281, 14.221370611295878, 12.470443348652893]",False,637.418689699989,640.6383915999904,640.6383915999904,641.8684543000127,None,0,,3.9350880666752346,4.96776176666026,None,1,['space'],0,[0.5211055999970995],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,4,0,4,0,10,0,10,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642.4365679000039,None,282.6509099931713,8.0,0.00033380974426504273,1,"[0.5741083834118372, 0.4548617780890661, 0.46827234255642086, 0.516814618474593]","[448.68035186292906, 399.7287503294399, 356.1178312723377, 317.2649193874433]",Tone,"[14.0, 16.0, 16.808184194933794, 16.0]",False,643.4419471999863,645.9773617000028,645.9773617000028,647.2079864999978,['space'],1,[0.020167200011201203],3.04103386666975,4.054514266666956,None,1,None,1,,,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,4,0,4,0,11,0,11,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.543437299988,None,,,,,"[0.6795843146216543, 0.6795843146216543, 0.6795843146216543, 0.6795843146216543]","[572.9707020502063, 166.28580118079222, 508.37846447664356, 1773.1658694344371]",None,"[11.898771489811134, 6.514133550478365, 12.693760051509344, 11.466217611438429]",True,648.5604288000031,651.6411120000121,651.6411120000121,652.870422500011,None,1,,3.7521427666652016,4.775800466682995,None,1,['space'],0,[0.3335730000108015],0,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
