tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,tToo_early.rt,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,Catch trial answer,answer_too_early.rt,Audiogram_time,Audiogram_both,Audiogram_frequency,Audiogram_none,goodbye_text.started,goodbye_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,4,0,4,0,13,0,13,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.9361009999411,None,3031.4331330207992,-5.0,3.250253881325064e-05,0,"[0.704720015188842, 0.704720015188842, 0.704720015188842, 0.704720015188842]","[201.6928773752523, 139.22480601048827, 430.0710756139602, 295.17899910183337]",None,"[11.181050693590539, 17.0, 13.389643363353557, 13.271798484273098]",False,648.9470377999824,652.0856089999434,652.0856089999434,653.3203748000087,None,0,,3.825234166579321,4.857985066599213,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,4,0,4,0,14,0,14,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.8683017999865,None,724.7606013055708,6.572495526117587,9.13323477788832e-05,1,"[0.40772266374974536, 0.40772266374974536, 0.40772266374974536, 0.40772266374974536]","[5928.352841383035, 241.40483799301555, 7195.662117399068, 5833.500228205429]",None,"[-1.0, 11.09100126744373, 5.0, -1.0]",False,654.8726923000067,657.122847499908,657.122847499908,658.3619266999885,['space'],1,[0.3848415999673307],2.6509626667248085,3.672534366720356,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,4,0,4,0,15,0,15,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.5924591999501,None,,,,,"[0.4386993335879856, 0.4386993335879856, 0.4386993335879856, 0.4386993335879856]","[1326.0685671746671, 7317.665569302196, 429.97992156892246, 363.97755931879385]",None,"[7.208428754134724, 6.0, 13.389643363353557, 14.741967372715234]",True,659.6104382999474,661.965652899933,661.965652899933,663.1909030999523,None,1,,2.7908853667322546,3.818562966771424,None,1,None,1,0,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,4,0,4,0,16,0,16,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663.4829212999903,None,1741.101126592249,5.0,0.00011224801014638708,0,"[0.5722332855252387, 0.5722332855252387, 0.5722332855252387, 0.5722332855252387]","[4387.299918778506, 3482.2022531844987, 2763.825759935554, 2193.649959389253]",Major_3rd,"[-3.2044923810778823, 1.4742866494815487, 8.0, 10.259559986262376]",False,664.5803463999182,667.334841899923,667.334841899923,668.5728088999167,None,0,,3.3267396999290213,4.35695659997873,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,4,0,4,0,17,0,17,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668.984880700009,None,3598.143566178654,-5.0,4.323615916711925e-05,1,"[0.5856485285705743, 0.5856485285705743, 0.5856485285705743, 0.5856485285705743]","[713.9621102605756, 1069.73448242523, 1602.7907453967362, 2401.472716580381]",Perfect_5th,"[12.572495526117587, 9.272298795104259, 7.6869849008816455, 10.0]",False,669.9945595999015,672.7747078000102,672.7747078000102,674.0071411000099,['space'],1,[0.2598507999209687],3.386571566690691,4.418430666672066,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,4,0,4,0,18,0,18,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674.4623060999438,None,8000.0,1.0,0.0002036901389020564,0,"[0.7372819000962529, 0.7372819000962529, 0.7372819000962529, 0.7372819000962529]","[5039.684199579492, 5656.8542494923795, 6349.604207872798, 7127.189745122714]",Tone,"[-3.8162840883782856, -2.0910989360067767, 1.0, 5.0]",False,676.9244371999521,680.1815143999411,680.1815143999411,681.4162821999053,None,0,,3.9864928665338084,5.0161038666265085,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,4,0,4,0,19,0,19,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681.9976025999058,None,4465.506818134189,-9.800602461672455,3.752448736911765e-05,0,"[0.6339473347185446, 0.6339473347185446, 0.6339473347185446, 0.6339473347185446]","[2813.093019308171, 3157.590152537448, 3544.2751103386895, 3978.3143001226945]",Tone,"[7.529142106080897, 4.0, 1.0, -2.0]",False,683.0031835999107,685.9206126999343,685.9206126999343,687.1561693999683,None,0,,3.554111066740006,4.58450866676867,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,5,0,5,0,0,0,0,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689.559506499907,None,,,,,"[0.5844064623477755, 0.49805387814416424, 0.728044149262045, 0.6843276115772623]","[167.43938338285614, 519.4365786104297, 455.2776475001148, 4141.388977942789]",None,"[14.0, 12.0, 13.0, -3.0]",True,690.5184120999184,693.3625852999976,693.3625852999976,694.5985405999236,None,1,,3.5204552665818483,4.548075966653414,None,1,None,1,0,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,5,0,5,0,1,0,1,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695.1125292999204,None,535.8867312681471,3.0,9.301044792367187e-05,1,"[0.44264252515111785, 0.5317324483877807, 0.7325878075844503, 0.6633209401182156]","[313.61618345011425, 386.72693902863716, 128.36747213299276, 1298.8094791327119]",None,"[14.038727507742419, 14.558264051257781, 18.786162976081553, 7.208428754134724]",False,696.1463467999129,698.8676510999212,698.8676510999212,700.0994532000041,['space'],1,[0.2474862999515608],3.377031833399087,4.412581833312288,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,5,0,5,0,2,0,2,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700.6202542999526,None,250.0,-3.0,0.00011856868528308277,0,"[0.7882551782363478, 0.43150566503168497, 0.656430647444569, 0.4330824523760182]","[396.85026299205003, 353.5533905932739, 314.98026247371837, 280.6155120773433]",Tone,"[14.065615296582664, 14.741967372715234, 14.038727507742419, 13.0]",False,701.6402023999253,704.5395557999145,704.5395557999145,705.7726479999255,None,0,,3.3220836668042466,4.348345166770741,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,5,0,5,0,3,0,3,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706.0459697999759,None,212.90862952235034,5.0,0.0004270569364708084,1,"[0.4704064992709383, 0.5549949035047963, 0.48588057885459335, 0.4716520083887283]","[134.12403201973908, 150.54913570838826, 168.98569123844325, 189.6800251224783]",Tone,"[18.06602173245764, 16.0, 14.0, 11.872930038518033]",False,707.0582761999685,709.6025929999305,709.6025929999305,710.8442658999702,['space'],1,[0.3979506000177935],3.0115848667919636,4.029857866815291,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,5,0,5,0,4,0,4,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.1348048999207,None,2462.2888266898335,1.0,9.543828998156852e-05,1,"[0.42151932207689524, 0.4598578917043661, 0.7162747367919668, 0.7725553600964621]","[1551.144761833735, 1741.1011265922486, 1954.3199368684925, 2193.6499593892527]",Tone,"[7.239214312468036, 8.34684472884015, 9.785329093629244, 10.259559986262376]",False,713.380756199942,716.008399299928,716.008399299928,717.229531699908,['space'],1,[0.27428140002302825],3.395846900064498,4.440928400144912,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,5,0,5,0,5,0,5,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717.8749416999053,None,466.5164957684038,2.0,9.209743910070227e-05,0,"[0.7048473707604487, 0.7048473707604487, 0.7048473707604487, 0.7048473707604487]","[740.5487761432823, 659.7539553864473, 587.7739531418044, 523.6470614103134]",Tone,"[12.654239689947314, 12.308239549758483, 11.795924888873552, 12.0]",False,718.8879312999779,722.0318931000074,722.0318931000074,723.2578690999653,None,0,,3.8254859667504206,4.847603266709484,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,5,0,5,0,6,0,6,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.7941279999213,None,6498.0191708498805,-2.0,0.00010803690958495784,1,"[0.5878049958740652, 0.5878049958740652, 0.5878049958740652, 0.5878049958740652]","[1680.7976696389908, 662.2023988332095, 612.7985899939048, 2663.313871976234]",None,"[8.0, 12.308239549758483, 11.99822464899644, 8.99099984172594]",False,724.8165359999985,727.6270225999178,727.6270225999178,728.8623145999154,['space'],1,[0.35736509994603693],3.3749666668009013,4.397662366856821,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,5,0,5,0,7,0,7,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729.2721786999609,None,453.1436525432528,7.0,0.00016530471763287835,1,"[0.4536031742214259, 0.4224885521268186, 0.6119714381185701, 0.40597220467202155]","[707.5301557416419, 5727.829059681916, 549.5953300385797, 1771.1356568646002]",None,"[12.572495526117587, -2.0, 11.824873454476382, 8.34684472884015]",False,730.2690888999496,732.7995248999214,732.7995248999214,734.0343602999346,['space'],1,[0.4390973999397829],2.9276813667966053,3.9491559667512774,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,5,0,5,0,8,0,8,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734.2668636000017,None,,,,,"[0.7514068339837116, 0.7514068339837116, 0.7514068339837116, 0.7514068339837116]","[572.248442741415, 960.288979437915, 392.5258920655842, 387.60489233012936]",None,"[11.795924888873552, 11.0, 14.558264051257781, 14.558264051257781]",True,735.2870192999253,738.5761848000111,738.5761848000111,739.8097998999292,None,1,,4.041840466670692,5.080403466708958,None,1,None,1,0,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,5,0,5,0,9,0,9,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.4097957999911,None,4690.448305855825,-9.800602461672455,4.2532493298594205e-05,0,"[0.46661274191149116, 0.46661274191149116, 0.46661274191149116, 0.46661274191149116]","[442.6211822707528, 4215.440288541901, 224.03161055283877, 539.3531195589972]",None,"[13.389643363353557, -3.0, 11.0, 11.824873454476382]",False,741.4386228999356,743.8837926000124,743.8837926000124,745.1168357999995,None,0,,2.883493066765368,3.914614066714421,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,5,0,5,0,10,0,10,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745.4117693000007,None,1414.213562373095,6.0,0.00010062574754963646,1,"[0.6174726625483931, 0.6174726625483931, 0.6174726625483931, 0.6174726625483931]","[877.0608356353282, 1420.8023687149887, 3773.2499113656736, 3190.398722022983]",None,"[11.954770458463514, 7.067103149845728, -0.4626757056290218, 4.0]",False,748.0306265999097,750.906438899925,750.906438899925,752.1412945999764,['space'],1,[0.34168400010094047],3.4783131999429315,4.514471499947831,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,5,0,5,0,11,0,11,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752.6034579999978,None,5711.347171118704,-8.0,5.036620521969451e-05,1,"[0.41576098076360896, 0.41576098076360896, 0.41576098076360896, 0.41576098076360896]","[185.30515645145925, 3237.007014360292, 1754.3190239643993, 306.67942875481634]",None,"[12.0, 3.581638272757105, 8.34684472884015, 14.0]",False,753.610945399967,755.8953678999096,755.8953678999096,757.1301613999531,['space'],1,[0.3635168999899179],2.6853812667541206,3.715629866695963,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,5,0,5,0,12,0,12,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757.3870250999462,None,1370.6558834260527,1.0671031498457277,5.824762103262207e-05,0,"[0.6528019375959351, 0.6528019375959351, 0.6528019375959351, 0.6528019375959351]","[3453.836399381475, 2741.311766852106, 2175.780591236918, 1726.9181996907373]",Major_3rd,"[1.4742866494815487, 8.0, 10.259559986262376, 8.34684472884015]",False,758.3801818999927,761.368984199944,761.368984199944,762.6003074999899,None,0,,3.655623266706243,4.683582366677001,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,5,0,5,0,13,0,13,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.1149213999743,None,,,,,"[0.5655012417764397, 0.5655012417764397, 0.5655012417764397, 0.5655012417764397]","[5438.141176973577, 4844.833003631956, 4316.255512539719, 3845.346503287809]",Tone,"[-3.0, -3.8162840883782856, -3.2044923810778823, -1.0]",True,764.1225767999422,766.8391771999886,766.8391771999886,768.074123499915,['space'],0,[0.5642397999763489],3.28503006673418,4.312446866650134,None,1,None,1,0,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,5,0,5,0,14,0,14,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768.4848980999086,None,307.7861033362292,4.0,0.00016841646196672018,0,"[0.5318857567679987, 0.5318857567679987, 0.5318857567679987, 0.5318857567679987]","[775.5723809168676, 615.5722066724584, 488.5799842171232, 387.7861904584338]",Major_3rd,"[12.654239689947314, 11.99822464899644, 12.137771400097948, 14.558264051257781]",False,769.5159012000076,772.1418849999318,772.1418849999318,773.382479099906,None,0,,3.1564093333436176,4.1886677333386615,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,5,0,5,0,15,0,15,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773.7620508999098,None,2004.338517512033,3.785329093629243,0.00011582289097612308,1,"[0.5192833288482479, 0.4088807191169833, 0.7791667614200657, 0.724037736299065]","[397.71113389987283, 595.8934064748289, 892.8313079853891, 1337.7354672115725]",Perfect_5th,"[14.065615296582664, 11.99822464899644, 11.954770458463514, 7.208428754134724]",False,774.7638302999549,777.518251099973,777.518251099973,778.7522675999207,['space'],1,[0.26799770002253354],3.4513986667152494,4.488501066691242,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,5,0,5,0,16,0,16,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,779.3116916998988,None,3068.9525265654875,-1.0,5.46775826022544e-05,0,"[0.657721921197571, 0.657721921197571, 0.657721921197571, 0.657721921197571]","[1933.318944673956, 2170.077142674044, 2435.829234555259, 2734.125871950748]",Tone,"[9.785329093629244, 10.259559986262376, 10.0, 8.0]",False,780.3093657999998,783.3177974999417,783.3177974999417,784.551769200014,None,0,,3.6823052667314187,4.711104266694747,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,5,0,5,0,17,0,17,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785.0756198999006,None,125.0,13.0,0.003228271145173279,1,"[0.7701141620417525, 0.7868282957608714, 0.5105930056931636, 0.7861755811515722]","[314.9802624737183, 250.00000000000003, 198.42513149602496, 157.49013123685916]",Major_3rd,"[14.038727507742419, 11.626746627741383, 11.181050693590539, 15.0]",False,786.0998108999338,789.1897750999779,789.1897750999779,790.4229978999356,['space'],1,[0.2962913999799639],3.8851819332921878,4.904472133261152,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,5,0,5,0,18,0,18,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791.0535337999463,None,,,,,"[0.6163406182370104, 0.7935991606204871, 0.5472787816101928, 0.43150923489350645]","[1304.6416839337, 942.8005579464145, 6959.2320193844425, 125.91673619629076]",None,"[7.208428754134724, 11.0, 3.8560812483939153, 18.786162976081553]",True,792.0771747999825,795.0652814999921,795.0652814999921,796.3022284999024,None,1,,3.4200288667343557,4.451597066712566,None,1,None,1,0,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,5,0,5,0,19,0,19,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796.5721827999223,None,125.0,13.0,0.003228271145173279,1,"[0.683815137872247, 0.4961838472856672, 0.42718761224756757, 0.5929191053987057]","[6267.386836566563, 817.1258981035941, 409.818309719771, 6133.912837899523]",None,"[1.0, 12.459334676748085, 14.0, 0.0]",False,797.6029995999997,800.2263898999663,800.2263898999663,801.4683532000054,['space'],1,[0.35088610008824617],3.23372883326374,4.254940933315083,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,6,0,6,0,0,0,0,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803.6292189999949,None,2778.4455620045283,2.0,8.635217594062942e-05,0,"[0.4290155890582483, 0.4644078242195406, 0.574557035161298, 0.5761138620444317]","[394.6905149495898, 170.18570925686947, 262.4664417408363, 3532.1251318835216]",None,"[14.065615296582664, 14.0, 12.0, 1.0]",False,804.6282161999261,807.1162507999688,807.1162507999688,808.3474688999122,None,0,,3.089070866815746,4.125675166840665,None,1,['space'],0,,[0.48664670006837696],,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,6,0,6,0,1,0,1,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808.8125132999849,None,125.0,9.0,0.0020369013890205647,1,"[0.58338899422957, 0.58338899422957, 0.58338899422957, 0.58338899422957]","[629.9605249474366, 420.4482076268573, 280.6155120773433, 187.2883846095852]",Perfect_5th,"[12.0, 14.0, 13.0, 12.0]",False,809.8432978999335,812.616256600013,812.616256600013,813.8569358999375,['space'],1,[0.35578890005126595],3.3576216667424887,4.391349166748114,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,6,0,6,0,2,0,2,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,814.2979214999359,None,,,,,"[0.44175184995243233, 0.5158344981927068, 0.43099100244438504, 0.5276914473854771]","[1162.6562781733091, 5477.573252900283, 439.1794434557119, 269.7341354678191]",None,"[8.370031608802233, -3.0, 13.389643363353557, 12.409733461880743]",True,815.291407499928,817.7296097999206,817.7296097999206,818.9622243999038,None,1,,2.937302066711709,3.968584966729395,None,1,None,1,0,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
