tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,Catch trial answer,answer_too_early.rt,Audiogram_time,Audiogram_none,Audiogram_frequency,Audiogram_both,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,3,0,3,0,4,0,4,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545.3871655999683,None,332.18336402574016,3.5306920524030776,0.00014138452848187563,0,"[0.6558164655645502, 0.6741778698157594, 0.6026414405208328, 0.49292999368017754]","[209.26240638046067, 234.8891092999603, 263.65411075039765, 295.9417331980776]",Tone,"[12.384595368515688, 11.479029571563201, 10.12521572052971, 9.638314099777514]",False,546.3875939000864,549.3584809000604,549.3584809000604,550.5646573000122,None,0,,3.451524600153789,4.465729300165549,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,3,0,3,0,5,0,5,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.9175442999694,None,,,,,"[0.48270737334654856, 0.48270737334654856, 0.48270737334654856, 0.48270737334654856]","[309.04977345046785, 1620.4975034520173, 1256.6774593137807, 2465.0376264505785]",None,"[9.432336453088666, 5.238359735917687, 5.0, 10.7928107105889]",True,551.9180829999968,554.4051254000515,554.4051254000515,555.631425900152,['space'],0,[0.8257869000080973],2.9394454997964203,3.967005099868402,None,1,None,1,0,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,3,0,3,0,6,0,6,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.9307101001032,None,1104.8298142584213,1.0,5.4347402291268636e-05,1,"[0.5135736078991815, 0.5135736078991815, 0.5135736078991815, 0.5135736078991815]","[622.9129775084965, 3876.0071801287386, 1790.8720699352893, 3230.26377943514]",None,"[15.245364980628292, 5.067126500205376, 7.0, 8.0]",False,556.9367726000492,559.5127318000887,559.5127318000887,560.7463664999232,['space'],1,[0.4023505998775363],3.061604200163856,4.094145100330934,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,3,0,3,0,7,0,7,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561.0954807000235,None,203.0630990890589,-5.0,0.00014589441197552095,0,"[0.4528186774861662, 0.6681118637766674, 0.5568746269370033, 0.6562986190494473]","[278.3601167064112, 2697.92823235791, 414.71558421475754, 4265.52816763608]",None,"[10.0, 10.64413019887376, 11.154379536012986, 4.585532564029018]",False,562.114302800037,564.8109812000766,564.8109812000766,566.0145032999571,None,0,,3.364321250235662,4.375920950202271,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,3,0,3,0,8,0,8,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.5266247999389,None,287.17458874925893,0.0,0.0001280996269602109,0,"[0.7198974538979361, 0.46723481113021703, 0.6134984614458666, 0.6607853985962651]","[1447.2692374403791, 965.9363289248462, 644.68515421979, 430.2757186221653]",Perfect_5th,"[4.322446449808495, 11.0, 15.620563390405254, 11.867488779501988]",False,567.5433579999954,570.3579293000512,570.3579293000512,571.5812373000663,None,0,,3.4918426503427327,4.505265250336379,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,3,0,3,0,9,0,9,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572.0871262000874,None,293.14542200602926,3.6383140997775145,0.0001851273293492483,0,"[0.7946162028122102, 0.7687086455217904, 0.6085787572333409, 0.7988501411182225]","[184.670043932856, 207.28511577425544, 232.66967563601628, 261.16288069388025]",Tone,"[12.403805897260522, 12.384595368515688, 11.479029571563201, 10.12521572052971]",False,573.0844384001102,576.2805509001482,576.2805509001482,577.5010766000487,None,0,,3.9866796999704093,4.99813780002296,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,3,0,3,0,10,0,10,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.1414556000382,None,,,,,"[0.7998817271447947, 0.784338551070799, 0.5781372752849788, 0.5573251712255084]","[374.98136217498785, 297.62290439252206, 236.2234557612602, 187.49068108749393]",Major_3rd,"[10.47466440993579, 9.432336453088666, 11.479029571563201, 12.403805897260522]",True,579.1460901000537,582.3232249000575,582.3232249000575,583.5291468000505,None,1,,3.7412161000538617,4.754053100012243,None,1,None,1,0,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,3,0,3,0,11,0,11,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583.9521544999443,None,6041.9903336128755,-4.613121450907167,6.928966642715483e-05,0,"[0.6508332551493616, 0.5663533217513905, 0.5343441563382059, 0.6812781528551421]","[385.02079093552396, 954.9023452135291, 172.355661799776, 2345.3418117679207]",None,"[10.47466440993579, 11.0, 12.0, 10.463104830656292]",False,584.9488772000186,587.7155893000308,587.7155893000308,588.9364002000075,None,0,,3.4366155001334846,4.453523200005293,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,3,0,3,0,12,0,12,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589.4616336000618,None,2639.015821545789,-5.0,4.344455436419077e-05,0,"[0.7557425730292148, 0.5540613081646637, 0.6699476099408168, 0.4233771027281832]","[190.5926818582758, 2631.5123641581567, 330.75066745990785, 6377.99085288519]",None,"[12.403805897260522, 10.64413019887376, 9.530692052403078, 8.881784197001252e-16]",False,591.4143898000475,594.4117209999822,594.4117209999822,595.6449267999269,None,0,,3.435961350100115,4.449066350236535,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,3,0,3,0,13,0,13,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595.8934118000325,None,8000.0,-14.0,3.622179800374953e-05,0,"[0.4130384093471981, 0.4746482333451458, 0.7619664732724786, 0.5209130448515179]","[5039.684199579492, 5656.8542494923795, 6349.604207872798, 7127.189745122714]",Tone,"[3.9525763145982866, 2.61474383074168, 8.881784197001252e-16, -2.0]",False,596.9224574000109,599.6081435999367,599.6081435999367,600.8150244001299,None,0,,3.1902111498638988,4.194916049949825,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,3,0,3,0,14,0,14,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601.161655300064,None,6769.2278904781,-7.0,6.442579680286405e-05,0,"[0.5721614147541845, 0.634658823465148, 0.42465772775187505, 0.7693364979966353]","[3391.641116327132, 727.6956897006181, 914.7314064290928, 1406.8436743739135]",None,"[7.0, 15.6825341469976, 12.0, 4.322446449808495]",False,602.1655460000038,604.826679199934,604.826679199934,606.051750899991,None,0,,3.41026040003635,4.441447600023821,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,3,0,3,0,15,0,15,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606.671314000152,None,189.4645708137998,-3.0,0.0002150824380376982,0,"[0.7204420444053099, 0.7204420444053099, 0.7204420444053099, 0.7204420444053099]","[7117.930267247804, 3060.5730174691107, 4030.3769555346585, 353.6270889947658]",None,"[-2.0, 9.0, 5.0, 9.902816769994493]",False,607.7400241000578,610.9247969000135,610.9247969000135,612.1587678000797,None,0,,3.9169872500933707,4.948241550242528,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,3,0,3,0,16,0,16,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612.7394375000149,None,,,,,"[0.6254130303994931, 0.7539044289537692, 0.5790491189499687, 0.7014561920340969]","[4835.04166672918, 6982.951239624685, 1991.2013830646788, 645.3266038604189]",None,"[4.0, -2.0, 8.63355989040143, 15.620563390405254]",True,613.7357828000095,616.7285571000539,616.7285571000539,617.9336594000924,None,1,,3.6880605998449028,4.69830200006254,None,1,None,1,0,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,3,0,3,0,17,0,17,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618.4830728999805,None,729.259079850573,9.6825341469976,0.00012945246018161786,1,"[0.46707362802577196, 0.4250498894752485, 0.578784098668375, 0.4984411750644753]","[1157.6266305121608, 1031.3280812084042, 918.8088655307031, 818.5656405172828]",Tone,"[6.501102016365267, 9.0, 12.0, 14.499522387231952]",False,619.4867589999922,621.9897615001537,621.9897615001537,623.1979370999616,['space'],1,[0.2992807999253273],2.9825921999290586,3.994666300015524,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,3,0,3,0,18,0,18,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623.5447287999559,None,235.98354596149932,5.479029571563201,0.00036631988825973794,1,"[0.7491006516837337, 0.7491006516837337, 0.7491006516837337, 0.7491006516837337]","[315.78074732575556, 328.57576092820784, 1871.2126516963915, 1283.9309409529124]",None,"[9.432336453088666, 9.530692052403078, 7.421528439391121, 5.0]",False,624.5514935001265,627.8156469000969,627.8156469000969,629.0403452001046,['space'],1,[0.36635019979439676],4.011619899887592,5.043625599704683,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,3,0,3,0,19,0,19,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629.6587829000782,None,500.0,0.0,7.144469792555515e-05,0,"[0.6385892697208327, 0.6385892697208327, 0.6385892697208327, 0.6385892697208327]","[482.381912739918, 1528.536280014856, 5414.066258149494, 221.1302823556591]",None,"[13.0, 4.564443575721455, 3.0, 12.0]",False,631.898535199929,634.8557035000995,634.8557035000995,636.0780503000133,None,0,,3.5707063004374504,4.584613700397313,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,4,0,4,0,0,0,0,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642.5460596000776,None,1624.5047927124701,-4.0,3.650530429335395e-05,1,"[0.4400378863354113, 0.4993253532497499, 0.6315718110396283, 0.4368410284444449]","[2578.7406168791576, 2297.396709994069, 2046.7477839935489, 1823.4449771164327]",Tone,"[10.64413019887376, 10.463104830656292, 9.0, 7.0]",False,643.5335467001423,646.1440362001304,646.1440362001304,647.3467935000081,['space'],1,[0.5196401998400688],3.0329137502703816,4.0528534501791,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,4,0,4,0,1,0,1,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.6273189999629,None,1465.8461475807092,-1.4355564242785448,4.166293614748568e-05,0,"[0.6980215484904561, 0.6980215484904561, 0.6980215484904561, 0.6980215484904561]","[3693.7008344884853, 2931.6922951614188, 2326.8857166931507, 1846.8504172442424]",Major_3rd,"[6.0, 10.0, 10.463104830656292, 7.421528439391121]",False,648.6224609999917,651.7404750001151,651.7404750001151,652.9410890999716,None,0,,3.8038869998417795,4.81662409985438,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,4,0,4,0,2,0,2,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.5002836999483,None,1303.9831977640197,-1.4380079030766173,4.505656579102249e-05,0,"[0.4677765547908832, 0.4677765547908832, 0.4677765547908832, 0.4677765547908832]","[272.7100352386739, 929.4935694454246, 649.7747407695894, 1489.0345243144714]",None,"[10.0, 11.611269431546013, 15.620563390405254, 4.564443575721455]",False,654.494120700052,656.9348732000217,656.9348732000217,658.1435300000012,None,0,,2.8859531998168677,3.9074696998577565,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,4,0,4,0,3,0,3,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.4667969001457,None,,,,,"[0.5163824419194487, 0.5163824419194487, 0.5163824419194487, 0.5163824419194487]","[3799.7648593730432, 4265.091847145843, 4787.40373097493, 5373.6789979540545]",Tone,"[5.796928157975716, 4.585532564029018, 4.0, 3.452465288090184]",True,659.4677594001405,662.0423028001096,662.0423028001096,663.2587117999792,None,1,,3.0971843998413533,4.102741899900138,None,1,None,1,0,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,4,0,4,0,4,0,4,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663.6284098001197,None,956.3973134341915,5.0,7.613378724568345e-05,1,"[0.7909997615426032, 0.6998652487264924, 0.47723112915584065, 0.6084531291084847]","[4819.940429034571, 3216.9242897003796, 2147.039374869848, 1432.9768630242947]",Perfect_5th,"[4.0, 8.0, 9.700473139918685, 4.322446449808495]",False,664.6449448999483,667.6393307999242,667.6393307999242,668.8653704000171,['space'],1,[0.31897629983723164],3.580883900169283,4.6122539001517,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,4,0,4,0,5,0,5,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669.3212262999732,None,2297.3967099940687,1.0,9.133707849613953e-05,1,"[0.4394062631854212, 0.4394062631854212, 0.4394062631854212, 0.4394062631854212]","[453.84377742871374, 2523.145130856107, 593.372536390852, 2614.3578411820695]",None,"[12.58752167620985, 10.7928107105889, 15.0, 10.64413019887376]",False,670.3545693000779,672.6904374000151,672.6904374000151,673.9156488999724,['space'],1,[0.4554142998531461],2.7887778501026332,3.801274450030178,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,4,0,4,0,6,0,6,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674.198422400048,None,933.0329915368076,8.0,0.00010587379673694803,1,"[0.6668401410851068, 0.6668401410851068, 0.6668401410851068, 0.6668401410851068]","[587.7739531418043, 659.7539553864472, 740.5487761432822, 831.2378961427879]",Tone,"[15.0, 15.620563390405254, 15.32905364367366, 14.0]",False,675.2085631999653,678.2261550999247,678.2261550999247,679.4353040999267,['space'],1,[0.3462629998102784],3.708855150267482,4.726149850059301,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,4,0,4,0,7,0,7,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679.9770546001382,None,,,,,"[0.7040973622736498, 0.5251112753636527, 0.516282155628187, 0.670627692385368]","[599.4230801036349, 5429.29097412334, 2435.020468562931, 291.3236396440353]",None,"[15.0, 3.0, 10.7928107105889, 9.638314099777514]",True,680.996289400151,683.773653900018,683.773653900018,684.9823900000192,None,1,,3.4354278000537306,4.443015100201592,None,1,None,1,0,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,4,0,4,0,8,0,8,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685.4923811000772,None,6240.277616972639,-5.0,7.152611209358452e-05,1,"[0.7089390345942649, 0.7089390345942649, 0.7089390345942649, 0.7089390345942649]","[410.9037961778529, 3230.6255533166723, 1373.6452148678468, 2578.189984619039]",None,"[11.154379536012986, 8.0, 4.322446449808495, 10.64413019887376]",False,686.4862037000712,689.65301800007,689.65301800007,690.8677858000156,['space'],1,[0.41652479977346957],3.865605399943888,4.885929099982604,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,4,0,4,0,9,0,9,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691.4403997999616,None,8000.0,-12.0,4.560054196779548e-05,1,"[0.5425444795127228, 0.5425444795127228, 0.5425444795127228, 0.5425444795127228]","[1563.3863451529594, 925.3815453008435, 3435.1654011271, 5600.648599380209]",None,"[5.0, 11.611269431546013, 7.0, 2.61474383074168]",False,693.9090037001297,696.57457539998,696.57457539998,697.7906444999389,['space'],1,[0.5839859999250621],3.1940293998923153,4.198909800034016,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,4,0,4,0,10,0,10,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698.1582693001255,None,766.2844129766042,9.32905364367366,0.00011679854572326462,1,"[0.7690583109479049, 0.7690583109479049, 0.7690583109479049, 0.7690583109479049]","[278.28809733770026, 2790.812410453826, 658.5283937690632, 3404.3471866211594]",None,"[10.0, 10.03860550823755, 15.620563390405254, 7.0]",False,699.1529167999979,702.4933277000673,702.4933277000673,703.7108821000438,['space'],1,[0.3254814997781068],4.106455699773505,5.132519299862906,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,4,0,4,0,11,0,11,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704.3483158999588,None,2828.42712474619,-1.0,5.8364428873931735e-05,0,"[0.4270007717985218, 0.779743758371076, 0.47189897852339135, 0.45277722672321374]","[561.2310241546866, 840.8964152537146, 1259.9210498948732, 1887.748625363387]",Perfect_5th,"[14.667483670350345, 14.0, 5.0, 7.421528439391121]",False,705.377247299999,708.082059300039,708.082059300039,709.3033436001278,None,0,,3.1597670500632375,4.163009950192645,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,4,0,4,0,12,0,12,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,709.5756989000365,None,125.0,1.0,0.0008109050486794653,0,"[0.7920164447876297, 0.6369861480993061, 0.51728875054843, 0.7216705524760354]","[464.5789611536256, 3846.3272528547427, 2053.191073361832, 2714.0870178368446]",None,"[12.58752167620985, 5.796928157975716, 9.0, 10.64413019887376]",False,710.6079512001015,713.5885712001473,713.5885712001473,714.8044320000336,None,0,,3.69406025018543,4.724364350084215,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,4,0,4,0,13,0,13,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715.3760222999845,None,2828.42712474619,-1.0,5.8364428873931735e-05,0,"[0.7189207435179981, 0.7189207435179981, 0.7189207435179981, 0.7189207435179981]","[899.8623821229601, 194.20776654614653, 3485.612441673938, 296.4130437369744]",None,"[12.0, 12.403805897260522, 6.78511766356254, 9.638314099777514]",False,716.4550793000963,719.6466685000341,719.6466685000341,720.8665003001224,None,0,,3.9082203498110175,4.93200314999558,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
