tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,Catch trial answer,answer_too_late.rt,answer_too_early.rt,Audiogram_both,Audiogram_time,Audiogram_none,Audiogram_frequency,goodbye_text.started,goodbye_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,2,0,2,0,17,0,17,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.0214398999233,None,387.02838000558506,10.351771473087013,0.0002631809765793098,1,"[0.7642938103654502, 0.7642938103654502, 0.7642938103654502, 0.7642938103654502]","[243.81260143787432, 273.6703920135932, 307.18462878120687, 344.80308763090784]",Tone,"[16.0, 17.722294426952526, 17.98566910694344, 17.0]",False,483.01204379997216,486.3412387999706,486.3412387999706,487.5615956999827,['space'],1,[0.4667359001468867],4.090091039892286,5.125479740090668,None,1,None,1,,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,2,0,2,0,18,0,18,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.1936337000225,None,353.5533905932738,3.0,0.00012516824333394988,1,"[0.6998403674157836, 0.6998403674157836, 0.6998403674157836, 0.6998403674157836]","[1781.7974362806788, 1189.2071150027211, 793.7005259840998, 529.7315471796477]",Perfect_5th,"[20.478503186202737, 17.0, 17.07425568908256, 17.9832495361496]",False,489.9731068999972,493.11684789997526,493.11684789997526,494.3497434000019,['space'],1,[0.93587930011563],3.8338242794852704,4.83552717952989,None,1,None,1,,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,2,0,2,0,19,0,19,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.8399904000107,None,230.76893836557224,8.887402809549101,0.0005707722918149018,0,"[0.40774607123850654, 0.40774607123850654, 0.40774607123850654, 0.40774607123850654]","[366.32285552309395, 326.3565624110331, 290.750643108677, 259.02937524399965]",Tone,"[16.351771473087013, 17.479758446912495, 18.138518104018644, 17.0]",False,495.8399267999921,498.08537229988724,498.08537229988724,499.2900199999567,None,0,,2.640225439798087,3.6466042399406433,None,1,None,1,,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,3,0,3,0,0,0,0,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.13776910002343,None,,,,,"[0.42807883931811097, 0.42807883931811097, 0.42807883931811097, 0.42807883931811097]","[2236.3100825283723, 1774.9604887663145, 1408.7870735348185, 1118.1550412641861]",Major_3rd,"[17.0, 20.478503186202737, 19.530778301590974, 16.80986735992721]",True,505.12211530003697,507.4484542000573,507.4484542000573,508.6455991999246,['space'],0,[0.588179900078103],2.7368215397000313,3.7683480395935476,None,1,None,1,0,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,3,0,3,0,1,0,1,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.94658540003,None,1148.6983549970344,13.0,0.00022455707992770455,1,"[0.7889639739395633, 0.7889639739395633, 0.7889639739395633, 0.7889639739395633]","[3701.670022991887, 168.71755572789442, 5139.1276445306985, 1168.8219386034368]",None,"[7.0, 6.07765557616859, 7.7998269890940355, 17.0]",False,509.96889829984866,513.3514551999979,513.3514551999979,514.5726949998643,['space'],1,[0.46873640012927353],4.176936169620603,5.1917584696784616,None,1,None,1,,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,3,0,3,0,2,0,2,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.198118600063,None,535.8867312681471,2.0,8.289564896821243e-05,1,"[0.6473726310650036, 0.6473726310650036, 0.6473726310650036, 0.6473726310650036]","[212.66679023771422, 267.94336563407364, 337.5874865420479, 425.3335804754283]",Major_3rd,"[12.0, 17.722294426952526, 17.479758446912495, 16.220717981261956]",False,516.2076379000209,519.1773152998649,519.1773152998649,520.4125274999533,['space'],1,[0.3323270999826491],3.609774069627747,4.629897869657725,None,1,None,1,,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,3,0,3,0,3,0,3,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.8712710998952,None,798.4000102862325,11.074255689082559,0.00013756421615865287,1,"[0.5227859342658632, 0.5266880626307303, 0.7584998424792435, 0.5489936530961607]","[2011.841958391815, 1596.800020572465, 1267.3810162197867, 1005.9209791959075]",Major_3rd,"[18.917660741372508, 20.567105356731734, 18.0, 15.913244425506182]",False,521.8761642999016,524.7039719000459,524.7039719000459,525.9164771998767,['space'],1,[0.24666380020789802],3.3631718400865793,4.397472840035334,None,1,None,1,,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,3,0,3,0,4,0,4,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.3336316000205,None,2013.2271340027237,12.917660741372506,0.00033231645241167917,0,"[0.5252105365269492, 0.6779126307995913, 0.4794129148773165, 0.4547446492074544]","[222.33772578208263, 4197.187284943809, 179.15678491572947, 4774.769952968909]",None,"[13.0, 7.0, 7.0, 7.646420842152193]",False,527.3376633999869,530.0428557000123,530.0428557000123,531.2609361000359,None,0,,3.174560139887035,4.182243839837611,None,1,None,1,,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,3,0,3,0,5,0,5,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531.572821599897,None,406.12619817811805,2.0,9.598216571527888e-05,1,"[0.5892768229965125, 0.6756445522203234, 0.7247085783609811, 0.4130128842780489]","[5919.959592658416, 157.3886727654699, 509.32667086840934, 553.8839858018478]",None,"[7.527024518793752, 6.432035943248767, 17.28989976777316, 18.0]",False,533.508734199917,536.530048100045,536.530048100045,537.7624749999959,['space'],1,[0.5784333001356572],3.4069138295017183,4.420774929458275,None,1,None,1,,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,3,0,3,0,6,0,6,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.9813584999647,None,,,,,"[0.7226781263619063, 0.7226781263619063, 0.7226781263619063, 0.7226781263619063]","[3878.447466344255, 4353.410087333071, 4886.537603758565, 5484.953007855614]",Tone,"[6.888018231818351, 7.072038840080568, 7.646420842152193, 7.763358327738311]",True,538.9812775999308,542.1841188999824,542.1841188999824,543.3848077000584,None,1,,3.9119852397125214,4.941763839684427,None,1,None,1,0,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,3,0,3,0,7,0,7,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.9694546998944,None,2157.2035132064957,11.5448276054401,0.000295790376169465,1,"[0.5171327276232812, 0.5171327276232812, 0.5171327276232812, 0.5171327276232812]","[3424.3471261734876, 3050.746465175515, 2717.9061151960373, 2421.379074053939]",Tone,"[7.334290322598539, 9.227562175475335, 12.0, 14.131675275687215]",False,544.9879989000037,547.5732441998553,547.5732441998553,548.7776748000178,['space'],1,[0.6260086002293974],3.088428439805284,4.105249939719215,None,1,None,1,,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,3,0,3,0,8,0,8,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.1461417998653,None,4027.7657467215126,0.8880182318183509,9.509210983002142e-05,0,"[0.4140888900012265, 0.4140888900012265, 0.4140888900012265, 0.4140888900012265]","[749.14983675091, 6925.712063874281, 138.81390468537455, 4016.2344063971505]",None,"[18.0, 6.648283391991938, 9.0, 6.888018231818351]",False,550.1611001000274,552.4372983998619,552.4372983998619,553.6456629000604,None,0,,2.679590239888057,3.6941536399535835,['space'],0,None,1,,[-0.05001879995688796],,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,3,0,3,0,9,0,9,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553.9092290999833,None,8000.0,0.0,0.0001815390273850507,1,"[0.47184521661232837, 0.47184521661232837, 0.47184521661232837, 0.47184521661232837]","[5039.684199579492, 5656.8542494923795, 6349.604207872798, 7127.189745122714]",Tone,"[7.646420842152193, 7.763358327738311, 7.1307020185210135, 6.648283391991938]",False,554.9244595998898,557.3861242998391,557.3861242998391,558.6151401000097,['space'],1,[0.4592051000799984],2.932835669722408,3.964164269855246,None,1,None,1,,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,3,0,3,0,10,0,10,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558.9310474998783,None,,,,,"[0.4979065829486607, 0.4038629934808319, 0.4373359483182475, 0.5413756124187337]","[3334.752479888945, 5092.729253795757, 130.33149867076594, 182.2729056165471]",None,"[8.0, 7.646420842152193, 10.0, 7.0]",True,559.9237033000682,562.3033729000017,562.3033729000017,563.5181376999244,['space'],0,[0.09455980011262],2.894528939621523,3.9244058397598565,None,1,None,1,0,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,3,0,3,0,11,0,11,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563.9017997998744,None,164.93848884661182,8.0,0.0009875116261049233,1,"[0.6648593855067682, 0.6648593855067682, 0.6648593855067682, 0.6648593855067682]","[4899.912358324769, 1134.330020938684, 4131.9267530847255, 7321.641918946604]",None,"[7.646420842152193, 16.80986735992721, 7.0, 6.182762787440416]",False,564.9199337998871,567.9346857999917,567.9346857999917,569.1593204999808,['space'],1,[0.573506599990651],3.6827214697841555,4.697009369730949,None,1,None,1,,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,3,0,3,0,12,0,12,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.6538601999637,None,434.4712386460801,10.220717981261956,0.0002426033983878436,1,"[0.5169686814709227, 0.5169686814709227, 0.5169686814709227, 0.5169686814709227]","[273.69972957204754, 307.217559077162, 344.84005063835707, 387.0698695786382]",Tone,"[17.722294426952526, 17.98566910694344, 17.0, 16.351771473087013]",False,570.6480179999489,573.233675400028,573.233675400028,574.4566389999818,['space'],1,[0.3935946000274271],3.0776672398205847,4.106790439924225,None,1,None,1,,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,3,0,3,0,13,0,13,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574.817888099933,None,125.0,12.0,0.002877199686685786,1,"[0.5904240706752032, 0.5904240706752032, 0.5904240706752032, 0.5904240706752032]","[314.9802624737183, 250.00000000000003, 198.42513149602496, 157.49013123685916]",Major_3rd,"[17.98566910694344, 16.631434731510733, 10.0, 6.432035943248767]",False,576.9269156998489,579.7289020998869,579.7289020998869,580.9375491000246,['space'],1,[0.014784300001338124],3.3664656095206738,4.398312809411436,None,1,None,1,,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,3,0,3,0,14,0,14,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581.3839872998651,None,,,,,"[0.541686037540019, 0.541686037540019, 0.541686037540019, 0.541686037540019]","[7091.9167917876575, 6318.179578961572, 5628.858087877333, 5014.742455083797]",Tone,"[6.648283391991938, 7.1307020185210135, 7.763358327738311, 7.646420842152193]",True,582.3930947000626,585.0494029000401,585.0494029000401,586.2824629000388,None,1,,3.176558039849624,4.20503314002417,None,1,None,1,0,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,3,0,3,0,15,0,15,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586.6464350998867,None,4263.713876215826,1.0720388400805678,0.00011549547767683532,0,"[0.4377095888968438, 0.4377095888968438, 0.4377095888968438, 0.4377095888968438]","[516.9496316227714, 731.6951792161149, 132.57247559693346, 470.63543650893615]",None,"[17.28989976777316, 18.0, 10.0, 16.64525601674326]",False,587.6667541998904,590.0163859999739,590.0163859999739,591.2484937999398,None,0,,2.7591084397863597,3.779979039914906,None,1,None,1,,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,3,0,3,0,16,0,16,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591.5088932998478,None,4538.373078055194,1.3689811775385272,0.00014163641268808528,0,"[0.6713075469892519, 0.6713075469892519, 0.6713075469892519, 0.6713075469892519]","[900.5272747911213, 1349.266388740009, 2021.6153788409993, 3029.000628840203]",Perfect_5th,"[16.422498541154127, 19.0, 18.917660741372508, 9.227562175475335]",False,592.5062163998373,595.555932899937,595.555932899937,596.7898283000104,None,0,,3.7000952397938818,4.708065939834341,None,1,None,1,,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,3,0,3,0,17,0,17,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597.2744157998823,None,405.60304244447667,10.113979272962508,0.00024436654764914444,1,"[0.7436661729893614, 0.5529214479509224, 0.45267323442187124, 0.4080930570192364]","[1758.8239958051363, 301.67618289028627, 2467.228058152641, 1331.1043858550297]",None,"[20.478503186202737, 18.0, 14.131675275687215, 18.625992675863763]",False,598.2750070998445,601.0597389999311,601.0597389999311,602.2959127000067,['space'],1,[0.4100380002055317],3.1627851398661733,4.17847103998065,None,1,None,1,,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,3,0,3,0,18,0,18,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602.5122568998486,None,615.5722066724584,9.0,0.00015054502551404273,1,"[0.6272914400362422, 0.5600147508102374, 0.5421607801186845, 0.5955112194686843]","[710.8557816294199, 300.2087455484217, 3503.2148228295728, 131.04600879325264]",None,"[18.434686992489542, 18.0, 7.334290322598539, 10.0]",False,604.4458794000093,607.203930699965,607.203930699965,608.4222247998696,['space'],1,[0.26104240003041923],3.349025429226458,4.365802429383621,None,1,None,1,,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,3,0,3,0,19,0,19,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.8603852998931,None,3724.045395299126,0.9448605021024403,8.818564685214026e-05,0,"[0.5067750923274188, 0.7908409513361576, 0.6992916470834025, 0.4095630146805392]","[261.145882079966, 2021.476794370387, 5479.396548511627, 7306.4851146624]",None,"[17.0, 18.917660741372508, 7.763358327738311, 6.182762787440416]",False,609.853091099998,612.8734478000551,612.8734478000551,614.1045287000015,None,0,,3.4355759397149086,4.455738239688799,None,1,None,1,,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,4,0,4,0,0,0,0,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.4079517000355,None,,,,,"[0.42781761326852036, 0.4598181883247967, 0.6492987074795931, 0.686561862959856]","[1241.3862452570227, 1859.977796405969, 2786.817895188559, 4175.508974327596]",Perfect_5th,"[17.666362963778077, 19.919337459087675, 11.0, 7.0]",True,621.3957308998797,623.973752199905,623.973752199905,625.1997761998791,['space'],0,[0.4327630999032408],3.2519263396970928,4.278270839713514,None,1,None,1,0,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,4,0,4,0,1,0,1,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.7300996000413,None,2639.015821545789,6.0,0.0001541470957770084,1,"[0.7673636101659622, 0.7673636101659622, 0.7673636101659622, 0.7673636101659622]","[3032.863790664056, 792.2878087196884, 7270.6497791606125, 186.03472933350542]",None,"[9.227562175475335, 17.07425568908256, 6.182762787440416, 8.0]",False,626.7454792000353,630.0761202999856,630.0761202999856,631.291956699919,['space'],1,[0.5560438001994044],4.088354570092633,5.125199970090762,None,1,None,1,,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,4,0,4,0,2,0,2,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631.9242986000609,None,8000.0,-1.0,0.00016179682846481421,1,"[0.5848375083608341, 0.4674077218796662, 0.5205348696327244, 0.40989178559195016]","[3174.8021039364003, 4000.0000000000014, 5039.684199579494, 6349.604207872799]",Major_3rd,"[8.096687302623646, 6.888018231818351, 7.646420842152193, 7.1307020185210135]",False,632.9526797998697,635.5633614000399,635.5633614000399,636.7695158999413,['space'],1,[0.19077970017679036],3.0306973699480295,4.061225969810039,None,1,None,1,,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,4,0,4,0,3,0,3,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637.0491579000372,None,3410.4026922736675,1.3342903225985396,8.580950138127899e-05,0,"[0.42643653708351126, 0.42643653708351126, 0.42643653708351126, 0.42643653708351126]","[6315.454931759975, 2107.4771620755423, 2389.3237759920557, 240.62855021989864]",None,"[7.1307020185210135, 18.0, 15.0, 16.0]",False,638.0474779999349,640.3564110998996,640.3564110998996,641.5656049000099,None,0,,2.725526239722967,3.7525752398651093,None,1,['space'],0,,,[0.11599680013023317],,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,4,0,4,0,4,0,4,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641.8651079998817,None,,,,,"[0.7737672190090488, 0.704637186780491, 0.6033850837522309, 0.6091841096700586]","[938.9172679205826, 626.6520944944187, 418.24009521513824, 279.1417738525182]",Perfect_5th,"[16.0, 18.86074235851716, 16.11397927296251, 18.0]",True,642.8617058000527,645.9845159000251,645.9845159000251,647.1907915000338,None,1,,3.7142950396519154,4.734700539615005,None,1,None,1,0,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
,,,,4,0,4,0,5,0,5,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.6450650000479,None,406.12619817811805,-4.0,4.810503611239506e-05,1,"[0.4029172448861822, 0.4029172448861822, 0.4029172448861822, 0.4029172448861822]","[161.17128855494758, 203.06309908905908, 255.84347299919395, 322.34257710989505]",Major_3rd,"[6.07765557616859, 10.320213349737966, 17.0, 17.479758446912495]",False,648.6575229999144,650.8807677000295,650.8807677000295,652.0900791999884,['space'],1,[0.4335678000934422],2.645758169936016,3.6716902700718492,None,1,None,1,,,,,,,,,,,,,,luctew,001,fr,0,0,2022-05-12_15h03.34.149,Cluster,2022.1.1,35.364680596551814,
