tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,Catch trial answer,Audiogram_none,Audiogram_frequency,Audiogram_both,Audiogram_time,goodbye_text.started,goodbye_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,18,0,18,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.96463430009317,None,125.0,-2.0,0.0005740768107484417,1,"[0.5409363159545562, 0.4442940481183509, 0.7439554250597531, 0.5885236360713991]","[629.9605249474366, 420.4482076268573, 280.6155120773433, 187.2883846095852]",Perfect_5th,"[9.0, 12.0, 10.694876538956837, 7.491982065261169]",False,240.0022916001035,242.76499970001169,242.76499970001169,243.97948930005077,['space'],1,[0.4244472000282258],3.3272204999811947,4.353884399984963,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,0,0,0,0,19,0,19,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.39251570007764,None,329.87697769322364,1.0,0.00010632127908437066,0,"[0.4625430827710784, 0.6070682772576286, 0.7025809587344082, 0.7248330290569814]","[1948.3905564880245, 405.49098507278086, 135.5758521947919, 352.5873992124088]",None,"[9.0, 12.165032505410917, 8.301235408887216, 12.090682069181113]",False,245.42799029999878,248.23036829999182,248.23036829999182,249.4511799000902,None,0,,3.5175058000022545,4.519509100005962,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,1,0,1,0,0,0,0,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.1276150000049,None,495.64590999399445,5.0,0.00012744426662350284,1,"[0.5574345707184629, 0.6311536588860617, 0.6522943690470504, 0.5432014137171336]","[312.23735764786665, 350.47458402413065, 393.39441946410113, 441.5703058651516]",Tone,"[11.28986005276826, 12.090682069181113, 12.165032505410917, 11.89399418222198]",False,258.134955800022,261.01010340009816,261.01010340009816,262.23646130005363,['space'],1,[0.3941333999391645],3.411974099930376,4.4122027000412345,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,1,0,1,0,1,0,1,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.60253000003286,None,,,,,"[0.6782852935968484, 0.5202936990201266, 0.45933582945854173, 0.43253584457964]","[4843.246396380745, 4314.842006173423, 3844.0872122779924, 3424.692369838134]",Tone,"[4.216817147160892, 3.3925430880429674, 2.794586337472524, 3.0]",True,263.5967274000868,266.29022480000276,266.29022480000276,267.49271340004634,None,1,,3.118356499937363,4.149647599901073,None,1,None,1,0,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,1,0,1,0,2,0,2,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.79391010000836,None,176.7766952966369,1.0,0.00039272999556449274,1,"[0.5006082378481529, 0.5006082378481529, 0.5006082378481529, 0.5006082378481529]","[3795.6058361633, 201.7672717205821, 1182.9610685563027, 460.37844638983273]",None,"[2.794586337472524, 7.766580179906163, 9.0, 11.461726883648712]",False,268.83203010004945,271.3653850000119,271.3653850000119,272.56939700001385,['space'],1,[0.4560402000788599],3.026757999905385,4.05766109994147,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,1,0,1,0,3,0,3,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.9314593001036,None,7855.970457629904,-4.0,0.00011178869953816487,1,"[0.5527467347911308, 0.5527467347911308, 0.5527467347911308, 0.5527467347911308]","[4948.951273460088, 5555.00998339129, 6235.287884336403, 6998.874010450856]",Tone,"[4.216817147160892, 4.399108917147118, 4.0, 3.0]",False,273.94880050001666,276.6188570000231,276.6188570000231,277.83535480010323,['space'],1,[0.33403370005544275],3.2242705998942256,4.232017599861138,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,1,0,1,0,4,0,4,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.23388120008167,None,403.7381136759401,6.165032505410918,0.00015528757134634883,1,"[0.5492504641687741, 0.6205014164415668, 0.6045899667825008, 0.41605009749554805]","[521.1429089445518, 546.3998610645725, 268.19205489111397, 843.1347678659422]",None,"[10.26260093989387, 10.0, 10.047721615129088, 7.856919128777964]",False,279.2472045000177,282.04094460001215,282.04094460001215,283.26250100007746,['space'],1,[0.45260860002599657],3.215434299898334,4.239807399921119,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,1,0,1,0,5,0,5,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.540358700091,None,,,,,"[0.7146329302020359, 0.7146329302020359, 0.7146329302020359, 0.7146329302020359]","[494.7899293992883, 440.80771385057494, 392.7150272158507, 349.8693143410498]",Tone,"[11.0, 11.89399418222198, 12.165032505410917, 12.0]",True,284.5590351000428,287.7254823000403,287.7254823000403,288.93069250008557,None,1,,3.8779299998423085,4.889034099876881,None,1,None,1,0,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,1,0,1,0,6,0,6,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.4925401000073,None,2462.2888266898335,0.0,8.505946547995337e-05,1,"[0.750517894855163, 0.4673551809500805, 0.6173377552624254, 0.4072415459654697]","[2394.072291801442, 441.9785082781931, 278.9256116779964, 171.42119464498367]",None,"[7.0, 11.89399418222198, 10.694876538956837, 7.3852636021574884]",False,290.5000590001,293.3644916000776,293.3644916000776,294.56625989999156,['space'],1,[0.44329529989045113],3.266041599912569,4.278026299900375,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,1,0,1,0,7,0,7,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.8140386000741,None,160.97897926240628,1.443600666896941,0.00048124609963491176,1,"[0.41944590659113706, 0.41944590659113706, 0.41944590659113706, 0.41944590659113706]","[211.774602432734, 7244.4762971416685, 1575.744807360378, 125.39367334869259]",None,"[8.0, 2.4622137000562287, 9.748528716308854, 8.62199949978356]",False,295.8138042000355,298.1137037000153,298.1137037000153,299.3248133000452,['space'],1,[0.430642900057137],2.688093099859543,3.7040966999484226,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,1,0,1,0,8,0,8,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.573168400093,None,2462.2888266898335,0.0,8.505946547995337e-05,1,"[0.6853521977296371, 0.6853521977296371, 0.6853521977296371, 0.6853521977296371]","[141.40319852036072, 257.20740610554776, 1311.5519314347302, 5996.59759508064]",None,"[8.0, 9.385401044056934, 9.554482866438688, 4.126618864009792]",False,301.16348079999443,304.2532851001015,304.2532851001015,305.4701759000309,['space'],1,[0.39107799995690584],3.7519959999481216,4.7569265000056475,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,1,0,1,0,9,0,9,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.96331820008345,None,,,,,"[0.6937176128574933, 0.6156700499385477, 0.7971741449236902, 0.5513743438316894]","[5438.166115183574, 4316.275306010111, 3425.8299806724062, 2719.083057591787]",Major_3rd,"[4.4243819544679805, 3.3925430880429674, 3.0, 5.0]",True,306.98587710002903,310.1330149000278,310.1330149000278,311.3450695000356,None,1,,3.661181099829264,4.674336499883793,None,1,None,1,0,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,1,0,1,0,10,0,10,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.7155974000925,None,210.66727505040325,2.0,0.00030786140071328285,1,"[0.5767235830781233, 0.4059060853417719, 0.41797612613441154, 0.7052097202122655]","[145.68995033045286, 336.4694439536062, 515.2865402080746, 1049.4985819563979]",None,"[7.94866819657239, 11.760367223652612, 10.89226938530659, 8.65206876366474]",False,312.7246707000304,315.1544925000053,315.1544925000053,316.3748557000654,['space'],1,[0.6151756999315694],3.1287332999054343,4.140912299975753,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,1,0,1,0,11,0,11,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.92416280007455,None,125.0,2.0,0.000909850429304992,0,"[0.7667294769128101, 0.6363078414470326, 0.629103153242555, 0.7879871858645]","[493.5715589575021, 1022.1264614552321, 230.59665208937548, 3379.6173995612653]",None,"[11.0, 8.328435085231524, 8.749208672221705, 3.0]",False,318.6228016000241,321.68400760006625,321.68400760006625,322.9151386000449,None,0,,3.854073099908419,4.884859999874607,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,1,0,1,0,12,0,12,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.5467923000688,None,2462.2888266898335,-2.0,6.756513506128234e-05,1,"[0.4971350689038969, 0.4971350689038969, 0.4971350689038969, 0.4971350689038969]","[6204.579047334941, 4924.577653379667, 3908.6398737369855, 3102.2895236674703]",Major_3rd,"[4.0, 4.216817147160892, 3.0, 3.79279876921605]",False,324.62565000006,327.1545967001002,327.1545967001002,328.3887250000844,['space'],1,[0.42677020002156496],3.0280727999052033,4.061829199898057,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,1,0,1,0,13,0,13,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.724030100042,None,,,,,"[0.6315718982847544, 0.40568146389634596, 0.6680718481187626, 0.43565186922042526]","[5468.623846107112, 3649.868528624195, 2435.994987244259, 1625.8315967660308]",Perfect_5th,"[4.399108917147118, 2.794586337472524, 6.520129077200691, 9.748528716308854]",True,329.7273317000363,332.4493536000373,332.4493536000373,333.6758398000384,None,1,,3.1716264998540282,4.178116599912755,None,1,None,1,0,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,1,0,1,0,14,0,14,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.9542861999944,None,310.1392481914902,5.28986005276826,0.00019079526174853607,1,"[0.677783585399034, 0.677783585399034, 0.677783585399034, 0.677783585399034]","[1992.22013058946, 230.1939017837573, 3798.8174954579663, 203.7554560340536]",None,"[8.816716895979171, 8.749208672221705, 2.794586337472524, 7.766580179906163]",False,334.9577130000107,338.00591770000756,338.00591770000756,339.21322989999317,['space'],1,[0.4701535999774933],3.728537199902348,4.759693699888885,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,1,0,1,0,15,0,15,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.769647100009,None,4020.1053176696087,-2.9903172828485025,6.0471832039357474e-05,1,"[0.6517813002995043, 0.6517813002995043, 0.6517813002995043, 0.6517813002995043]","[6381.51941029169, 5685.287462416561, 5065.015312526256, 4512.415649290831]",Tone,"[3.6439710197306145, 4.399108917147118, 4.216817147160892, 3.8289179146613765]",False,340.7803768001031,343.7688981000101,343.7688981000101,344.9961587000871,['space'],1,[0.380187000031583],3.6126510999165475,4.631553999846801,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,1,0,1,0,16,0,16,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.4677285000216,None,307.7861033362292,-2.0,8.440818067039319e-05,0,"[0.6723290341002097, 0.5911163449969986, 0.46094872401878184, 0.5893175952879164]","[775.5723809168676, 615.5722066724584, 488.5799842171232, 387.7861904584338]",Major_3rd,"[7.873415866578979, 9.006826678762522, 11.0, 12.230458358877735]",False,346.48301240010187,349.24368800001685,349.24368800001685,350.47581750003155,None,0,,3.350306000094861,4.36391400010325,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,1,0,1,0,17,0,17,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.8884649000829,None,125.0,-3.0,0.0005116464961403772,1,"[0.4409635736155372, 0.4409635736155372, 0.4409635736155372, 0.4409635736155372]","[629.9605249474366, 420.4482076268573, 280.6155120773433, 187.2883846095852]",Perfect_5th,"[9.0, 12.0, 10.694876538956837, 7.491982065261169]",False,351.93070000002626,354.2931375000626,354.2931375000626,355.5271148000611,['space'],1,[0.4772711000405252],2.7918967999285087,3.824868499999866,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,1,0,1,0,18,0,18,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.80141549999826,None,,,,,"[0.4689603027094508, 0.5192930158291178, 0.5598481161555765, 0.6179527994496987]","[1524.5678563188255, 2284.270808301208, 3422.5391175805175, 5128.014580758162]",Perfect_5th,"[9.790007724829989, 7.422255942512912, 3.0, 4.4243819544679805]",True,356.8122346000746,359.3891539000906,359.3891539000906,360.6000032000011,None,1,,3.1725376000395045,4.207027400028892,None,1,None,1,0,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,1,0,1,0,19,0,19,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.07520770002156,None,4565.876206016134,-2.1710820853386235,9.570006732968475e-05,1,"[0.632407523134818, 0.4643971884822893, 0.5483911749024085, 0.7976951901592346]","[1811.9691731466462, 2282.9381030080676, 2876.3217715869346, 3623.938346293292]",Major_3rd,"[9.283066987268136, 7.422255942512912, 4.614733173469618, 2.794586337472524]",False,362.08428640000056,364.7692239000462,364.7692239000462,366.00539900001604,['space'],1,[0.4165641999570653],3.471819299971685,4.504859199980274,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,2,0,2,0,0,0,0,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.87020570004825,None,1414.213562373095,0.0,5.043234004607858e-05,1,"[0.4348207382004754, 0.6545608370852942, 0.4532256623061809, 0.4957120842415336]","[561.2310241546867, 707.1067811865478, 890.8987181403395, 1122.4620483093731]",Major_3rd,"[10.0, 8.114754943661183, 7.856919128777964, 8.993365263396424]",False,374.87624820007477,377.4422287000343,377.4422287000343,378.67645460006315,['space'],1,[0.36644440004602075],3.0605369999539107,4.066053699934855,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,2,0,2,0,1,0,1,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.98404450004455,None,1304.6925180242051,3.554482866438688,8.00274094698579e-05,1,"[0.43522150087153616, 0.741952790452306, 0.7661125928560523, 0.4071002881237429]","[821.9047835495211, 922.5569268582673, 1035.535137803331, 1162.3488918750559]",Tone,"[7.791855928430435, 8.0, 8.328435085231524, 9.0]",False,379.9955026000971,382.97866060002707,382.97866060002707,384.2115024999948,['space'],1,[0.43133859999943525],3.372544899932109,4.392223999835551,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,2,0,2,0,2,0,2,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.44175980007276,None,6641.437968420564,-2.3560289802693855,0.00010701262808456218,0,"[0.4221499789981996, 0.4221499789981996, 0.4221499789981996, 0.4221499789981996]","[1317.8282022065432, 1974.5113214737382, 2958.42428633723, 4432.6280446229175]",Perfect_5th,"[9.554482866438688, 8.816716895979171, 4.0, 3.3925430880429674]",False,385.46389540005475,387.75264399999287,387.75264399999287,388.9845039000502,None,0,,2.692742099869065,3.7002780998591334,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,2,0,2,0,3,0,3,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.21973040001467,None,,,,,"[0.7551445561746638, 0.7551445561746638, 0.7551445561746638, 0.7551445561746638]","[5417.80108775148, 4826.712044217129, 4300.111573025577, 3830.963888268924]",Tone,"[4.4243819544679805, 4.0, 3.3925430880429674, 2.794586337472524]",True,390.22809020010754,393.5200469000265,393.5200469000265,394.7385708000511,None,1,,4.053745099925436,5.086977600003593,None,1,None,1,0,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,2,0,2,0,4,0,4,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.3643175000325,None,203.0630990890589,-5.0,0.00014589441197552095,0,"[0.4727293096304033, 0.4727293096304033, 0.4727293096304033, 0.4727293096304033]","[127.92173649959686, 143.58729437462938, 161.1712885549474, 180.90865468004728]",Tone,"[8.62199949978356, 7.94866819657239, 7.443600666896941, 7.3852636021574884]",False,396.379891000106,398.82847880001646,398.82847880001646,400.05609359999653,None,0,,2.9285470000468194,3.9454304999671876,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,2,0,2,0,5,0,5,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.36693700007163,None,1515.7165665103996,0.0,4.963027899072243e-05,1,"[0.6984550755090165, 0.6984550755090165, 0.6984550755090165, 0.6984550755090165]","[444.59512145616384, 4212.209971081183, 304.5109060832709, 327.48565441706415]",None,"[11.89399418222198, 3.3925430880429674, 11.28986005276826, 11.760367223652612]",False,401.4025466000894,404.5379599001026,404.5379599001026,405.7641223000828,['space'],1,[0.5028328000335023],3.838153399992734,4.860094700008631,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,2,0,2,0,6,0,6,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.2997088000411,None,5100.027050518788,-1.7831828528391078,0.00012139323195798024,1,"[0.7245868586423201, 0.7245868586423201, 0.7245868586423201, 0.7245868586423201]","[1011.9735381324749, 1516.2471137958214, 2271.803780894122, 3403.859682188865]",Perfect_5th,"[8.328435085231524, 9.790007724829989, 7.422255942512912, 3.0]",False,407.29310370003805,410.48809510003775,410.48809510003775,411.69604510010686,['space'],1,[0.3080915999598801],3.9069354999810457,4.917091599898413,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
