tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,feedback.rt,Catch trial answer,answer_too_early.rt,Audiogram_both,Audiogram_none,Audiogram_time,Audiogram_frequency,goodbye_text.started,goodbye_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,18,0,18,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.97050950000994,None,4594.793419988137,1.0,0.0001401013622855946,1,"[0.4725853286659756, 0.7252770649433398, 0.7544292805184434, 0.6858086598198317]","[688.0657710251844, 7846.353127746618, 209.69476666524676, 3464.6527669764205]",None,"[5.23313629654465, 3.903422065845511, 7.0, 7.179895465996863]",False,253.1606484000804,256.1366944001056,256.1366944001056,257.36177490011323,['space'],1,3.6559130999958143,4.699462500051595,None,1,None,1,[0.5205802998971194],,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,0,0,0,0,19,0,19,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.89013920002617,None,1133.8371468259038,-1.8711079991886872,4.002837262558002e-05,1,"[0.7915645438129673, 0.43255655053700465, 0.4065551887576836, 0.6660767479136023]","[324.3222398269058, 232.17805824234142, 1786.9927237190054, 1601.3390602696684]",None,"[11.513616445785994, 8.626180643476042, 1.1898294073388112, 1.0254998596726566]",False,258.88106929999776,261.54563690000214,261.54563690000214,262.76556510000955,['space'],1,3.324843299924396,4.327300100005232,None,1,None,1,[0.6096787998685613],,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,1,0,1,0,0,0,0,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.9023878000444,None,659.7539553864473,0.0,4.855544497866433e-05,1,"[0.5599305057830537, 0.7319971581973106, 0.7636550281889322, 0.5683063526528648]","[148.4243617715565, 347.83995389284, 142.57131027627386, 422.24504173764444]",None,"[10.0, 11.008027259455613, 10.369950949930363, 9.0]",False,287.93061030004174,291.00761320011225,291.00761320011225,292.221066600061,['space'],1,3.667279400047846,4.693029599962756,None,1,None,1,[0.4700415999395773],,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,1,0,1,0,1,0,1,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.6608515001135,None,,,,,"[0.7950048055290772, 0.7950048055290772, 0.7950048055290772, 0.7950048055290772]","[373.4102865177283, 296.37594081699433, 235.2337401154808, 186.70514325886413]",Major_3rd,"[10.194900943411337, 11.347902014810314, 8.626180643476042, 6.547681486333655]",True,293.6628683001036,297.0881895000348,297.0881895000348,298.29691270005424,None,1,4.227913800044917,5.253863799967803,None,1,None,1,,0,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,1,0,1,0,2,0,2,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.9481253999984,None,150.00782775983222,3.0,0.0007063814871319894,1,"[0.5013573090960319, 0.4042646081247689, 0.613156585940993, 0.46212264832806005]","[765.5638694752034, 256.1325113056305, 659.2854932001089, 5551.808090010548]",None,"[5.4928901646508494, 10.0, 4.99930533297728, -1.4891035780236894]",False,299.9475174000254,302.4972726000706,302.4972726000706,303.70183750009164,['space'],1,3.004911899799481,3.99804459977895,None,1,None,1,[0.5836149998940527],,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,1,0,1,0,3,0,3,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.9754373000469,None,125.0,7.0,0.0016179682846481417,0,"[0.7121639085672931, 0.5189124420709577, 0.7942984814393945, 0.5167816155179632]","[5327.051343084356, 5964.703272102314, 945.5243906786186, 286.23984718673375]",None,"[-1.6284079652419363, -1.0, 5.624054758446669, 11.347902014810314]",False,306.289763100096,309.34694980003405,309.34694980003405,310.56055380008183,None,0,3.5989414998330176,4.630986899835989,None,1,None,1,,,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,1,0,1,0,4,0,4,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.94522540003527,None,206.14362651021932,1.0,0.0002843258608085013,0,"[0.5267769136959842, 0.5267769136959842, 0.5267769136959842, 0.5267769136959842]","[519.4493886837843, 412.28725302043864, 327.23260957886174, 259.72469434189213]",Major_3rd,"[6.0, 9.0, 11.513616445785994, 10.0]",False,311.93813580006827,314.5460639001103,314.5460639001103,315.7445425000042,None,0,3.148708099848591,4.157461299793795,None,1,None,1,,,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,1,0,1,0,5,0,5,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.1255438000662,None,,,,,"[0.5759459849635583, 0.5759459849635583, 0.5759459849635583, 0.5759459849635583]","[1462.2181070914019, 1657.2525087222762, 164.3718831464467, 5373.217866300155]",None,"[1.8109081932435442, 1.0254998596726566, 7.6093112597021735, -1.6284079652419363]",True,317.14581310003996,319.8975581000559,319.8975581000559,321.1309958000202,None,1,3.348702499875799,4.374130999902263,None,1,None,1,,0,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,1,0,1,0,6,0,6,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.5467379000038,None,266.6238451328487,4.674950258245201,0.00025672366108809327,1,"[0.5726469915674325, 0.5108076153154075, 0.6428191759180005, 0.6741710766561033]","[167.96249744339337, 188.53152891946917, 211.61948612184517, 237.53484185450327]",Tone,"[7.6093112597021735, 6.547681486333655, 7.0, 9.0]",False,322.56064410007093,325.30590260005556,325.30590260005556,326.51307620003354,['space'],1,3.439034399809316,4.4599035998107865,None,1,None,1,[0.6579406998353079],,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,1,0,1,0,7,0,7,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.0531934000319,None,1594.0498352312527,-4.9745001403273434,3.172349897977664e-05,0,"[0.5764528457728011, 0.5575074305755939, 0.7430793149678135, 0.597679269846509]","[6089.176908607905, 2132.2032519944923, 2381.9571666512406, 157.14948816109435]",None,"[-0.8146955877309914, 4.240942278016717, 7.0, 8.863572288142883]",False,328.0633737000171,330.9511597000528,330.9511597000528,332.16414030001033,None,0,3.51951380004175,4.549523200024851,None,1,None,1,,,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,1,0,1,0,8,0,8,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.6456769000506,None,2143.5469250725882,0.0,7.799382669637754e-05,1,"[0.6916942962848625, 0.6916942962848625, 0.6916942962848625, 0.6916942962848625]","[3402.668643803426, 3031.4331330207992, 2700.6998923363826, 2406.0500721642356]",Tone,"[8.0, 9.136888866253425, 8.439616362994943, 7.0]",False,333.681348000071,336.77923280000687,336.77923280000687,337.98193720006384,['space'],1,3.7978173998417333,4.822604099870659,None,1,None,1,[0.694378599873744],,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,1,0,1,0,9,0,9,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.5478528001113,None,,,,,"[0.5173410809354717, 0.5173410809354717, 0.5173410809354717, 0.5173410809354717]","[668.8108803261736, 595.8427559608999, 530.8355474987727, 472.9207088099818]",Tone,"[5.0, 5.0, 5.407565608342791, 6.993791445176741]",True,339.5672935000621,342.1322633000091,342.1322633000091,343.340280000004,None,1,3.1078584998613223,4.129327299888246,None,1,None,1,,0,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,1,0,1,0,10,0,10,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.72760450001806,None,2462.2888266898335,0.0,8.505946547995337e-05,0,"[0.4541342447626314, 0.4541342447626314, 0.4541342447626314, 0.4541342447626314]","[2303.2730339493073, 734.6522012939172, 254.26944328268274, 5439.215921528443]",None,"[5.779199664881749, 5.4928901646508494, 10.0, -1.6284079652419363]",False,344.7599651000928,347.1522002000129,347.1522002000129,348.3709973000223,None,0,2.823779599973932,3.8342078999849036,None,1,None,1,,,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,1,0,1,0,11,0,11,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.63723890006077,None,589.7974614766096,-1.0,5.1190121110592844e-05,1,"[0.6042693839180624, 0.6042693839180624, 0.6042693839180624, 0.6042693839180624]","[5124.444778789271, 841.333043324703, 1855.1905618041799, 496.1202539603]",None,"[-1.6284079652419363, 5.687378023881542, 1.803590307524745, 6.081850458640543]",False,349.6280256001046,352.45905470009893,352.45905470009893,353.6619894000469,['space'],1,3.4557691001100466,4.482169400085695,None,1,None,1,[0.46842079993803054],,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,1,0,1,0,12,0,12,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.14668630005326,None,435.2752816480623,4.0,0.00011847381036860221,1,"[0.7797290325149238, 0.48021405121348765, 0.7284341126101845, 0.6466796546767974]","[4175.952772606904, 496.6547921460563, 568.0079672262992, 1363.4146233701558]",None,"[2.0, 6.081850458640543, 5.016899083795806, 2.0]",False,355.1614152000984,358.1727091000648,358.1727091000648,359.3882761000423,['space'],1,3.6679086999502033,4.686136099859141,None,1,None,1,[0.5159290998708457],,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,1,0,1,0,13,0,13,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.88639960007276,None,,,,,"[0.5588637985342766, 0.5508537591023474, 0.5652166942303363, 0.6546945492300504]","[1684.4293504825926, 127.30613791029272, 231.667859951585, 1621.9036597343659]",None,"[1.1898294073388112, 13.0, 8.626180643476042, 1.0254998596726566]",True,360.8775492000859,363.57782890007365,363.57782890007365,364.79968030005693,None,1,3.3777539998991415,4.398405299871229,None,1,None,1,,0,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,1,0,1,0,14,0,14,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.30141920002643,None,1414.213562373095,-1.0,4.494787037834757e-05,1,"[0.7296096613176334, 0.7296096613176334, 0.7296096613176334, 0.7296096613176334]","[484.0135080113294, 1786.3311889736801, 1224.0817171516578, 3134.0506037514974]",None,"[6.081850458640543, 1.1898294073388112, 3.3545531425588218, 9.0]",False,366.39134720002767,369.59260810003616,369.59260810003616,370.8133197000716,['space'],1,3.9351664999267086,4.941622899961658,None,1,None,1,[0.616146499873139],,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,1,0,1,0,15,0,15,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.37635920010507,None,312.6178620844903,5.634060966657366,0.00019348468160502774,1,"[0.4684688757126927, 0.4684688757126927, 0.4684688757126927, 0.4684688757126927]","[196.93691250669082, 221.05421019998394, 248.12496156848468, 278.51085259884576]",Tone,"[6.847316394817064, 8.0, 9.716698867869631, 11.0]",False,372.39171780005563,374.8185319000622,374.8185319000622,376.03682080004364,['space'],1,2.906113200006075,3.9169514999957755,None,1,None,1,[0.4623325999127701],,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,1,0,1,0,16,0,16,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.341586100054,None,2462.2888266898335,0.0,8.505946547995337e-05,0,"[0.7424969047064391, 0.7897895482145656, 0.7279028904958134, 0.7095988152567017]","[3908.639873736986, 3482.202253184498, 3102.289523667471, 2763.8257599355534]",Tone,"[4.0, 7.179895465996863, 9.0, 9.0]",False,377.3582540000789,380.63650830008555,380.63650830008555,381.8556031000335,None,0,3.991448399843648,5.014953399891965,None,1,None,1,,,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,1,0,1,0,17,0,17,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.42114760004915,None,,,,,"[0.5802382782841687, 0.5802382782841687, 0.5802382782841687, 0.5802382782841687]","[1219.9640696501583, 921.6675010175808, 4518.588047400733, 216.5077316319347]",None,"[3.3545531425588218, 5.624054758446669, 0.0, 7.60008055091731]",True,383.4337531001074,386.20990040001925,386.20990040001925,387.4327720000874,None,1,3.3580411000875756,4.370040700072423,None,1,None,1,,0,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,1,0,1,0,18,0,18,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.8252858000342,None,263.10488722503237,4.674950258245201,0.0002631096068996383,1,"[0.447490433378503, 0.6692167661170582, 0.7547324093741428, 0.47679806379638223]","[2871.7898168379543, 3413.8717920024346, 1554.5542929807832, 3026.640680452593]",None,"[9.112124997758599, 7.179895465996863, 1.2666537820771984, 9.136888866253425]",False,388.8431459000567,391.74750550009776,391.74750550009776,392.980732700089,['space'],1,3.3756702998653054,4.413615399971604,None,1,None,1,[0.4877536998828873],,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,1,0,1,0,19,0,19,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.2995151000796,None,3482.202253184498,0.0,7.485072584861476e-05,1,"[0.45464729539163096, 0.4182959356862749, 0.4786789791737647, 0.7168613146434271]","[4479.114214125391, 3514.015208511788, 768.1445979872829, 2204.5344091571314]",None,"[1.0, 7.0, 5.4928901646508494, 5.0]",False,395.5694204000756,397.948130600038,397.948130600038,399.18686940008774,['space'],1,3.071760499966331,4.074767299927771,None,1,None,1,[0.6656785998493433],,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,2,0,2,0,0,0,0,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.21527100005187,None,5278.031643091578,-2.0,0.00011318642836647141,1,"[0.7926401075292235, 0.7926401075292235, 0.7926401075292235, 0.7926401075292235]","[2094.5882456412546, 2639.01582154579, 3324.9515845711526, 4189.176491282508]",Major_3rd,"[4.0, 8.439616362994943, 8.0, 2.0]",False,421.2137048000004,424.6159847000381,424.6159847000381,425.8482441001106,['space'],1,4.19790880009532,5.228666500071995,None,1,None,1,[0.398658899939619],,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,2,0,2,0,1,0,1,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.49560490006115,None,,,,,"[0.5823361932960007, 0.6414323698083455, 0.6351491763807584, 0.7336710983464398]","[929.9583398448474, 2699.2286916085377, 6291.350733980337, 1536.756742477305]",None,"[5.624054758446669, 8.439616362994943, 0.0, 1.2666537820771984]",True,427.5051497000968,430.38916150003206,430.38916150003206,431.61969130008947,None,1,3.6257205000147223,4.628214900032617,None,1,None,1,,0,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,2,0,2,0,2,0,2,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.1672368000727,None,1394.2533619468718,-4.0,3.213332396714707e-05,1,"[0.4172428716462317, 0.4172428716462317, 0.4172428716462317, 0.4172428716462317]","[364.27871648684663, 2294.389272477601, 1009.3706810302006, 131.66012925630335]",None,"[11.0, 5.779199664881749, 5.306476951059075, 12.0]",False,433.1752783000702,435.45993020001333,435.45993020001333,436.6939625000814,['space'],1,2.6955558001063764,3.729529800126329,None,1,None,1,[0.5950086998054758],,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,2,0,2,0,3,0,3,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.9443795001134,None,164.93848884661182,11.0,0.0013948972476246718,1,"[0.5404609802040352, 0.5404609802040352, 0.5404609802040352, 0.5404609802040352]","[4718.519577700751, 5013.045362763764, 7592.145360833575, 3244.661536798549]",None,"[-0.05668281329649982, -1.1517555255134466, 3.0, 8.469750195397058]",False,438.7170789000811,441.3596808000002,441.3596808000002,442.598132800078,['space'],1,3.1715171999530867,4.2071816000388935,None,1,None,1,[0.5411749997874722],,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,2,0,2,0,4,0,4,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.9748303000815,None,176.75391517240956,0.8003800261654269,0.00038389813443102293,1,"[0.5347253732098496, 0.5396447624417346, 0.684395839031949, 0.6310192076462274]","[890.7839135082065, 594.5269346021535, 396.79912334224804, 264.8316419684819]",Perfect_5th,"[5.745764438707836, 5.0, 9.171666375670391, 10.6749502582452]",False,443.98868890001904,446.77299500000663,446.77299500000663,448.0015570000978,['space'],1,3.4273456999799237,4.461177499964833,None,1,None,1,[0.7138092998648062],,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,2,0,2,0,5,0,5,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.49331550009083,None,,,,,"[0.7311439310438181, 0.7311439310438181, 0.7311439310438181, 0.7311439310438181]","[1688.6678201304535, 562.2540867015431, 2615.149978462146, 1096.2643084534125]",None,"[1.1898294073388112, 5.016899083795806, 8.439616362994943, 4.793322612308798]",True,449.49022960010916,452.7076426000567,452.7076426000567,453.9464739001123,None,1,3.9612958000507206,4.998639600002207,None,1,None,1,,0,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,2,0,2,0,6,0,6,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.5174553000834,None,397.73428320468975,3.17166637567039,0.00011114180402804043,1,"[0.7050054360553365, 0.40547490956007887, 0.7211913878705203, 0.6426242850588652]","[4590.138691245811, 489.1699674805002, 2218.9652378342103, 142.5665179507516]",None,"[-0.05668281329649982, 6.081850458640543, 5.0, 10.369950949930363]",False,455.5274897000054,458.38061480002943,458.38061480002943,459.5810737001011,['space'],1,3.520175499957986,4.548487200052477,None,1,None,1,[0.7756326998351142],,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
