tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,feedback.rt,answer_too_early.rt,Catch trial answer,Audiogram_time,Audiogram_frequency,Audiogram_both,Audiogram_none,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,18,0,18,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.4224784998223,None,4515.957601936642,-2.789054743140065,8.66365349840394e-05,1,"[0.665827358333325, 0.665827358333325, 0.665827358333325, 0.665827358333325]","[896.0794809947516, 1342.6022278184203, 2011.6304193707376, 3014.040093403583]",Perfect_5th,"[6.0, 6.854557875483904, 5.633473004060601, 6.301877561509345]",False,272.4287913998123,275.4585571999196,275.4585571999196,276.676462699892,['space'],1,3.7096206303685904,4.71995483036153,None,1,None,1,[0.18324499996379018],,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,0,0,0,0,19,0,19,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.1798514998518,None,287.17458874925893,1.0,0.00014373014543855395,1,"[0.6065963553282815, 0.7712798031369784, 0.5621835312733706, 0.7591665806687773]","[570.0878655583598, 346.0330344695892, 4207.176755184195, 252.5422530918851]",None,"[10.146867375390293, 10.735160218967797, 4.2409436738925885, 7.280743668337028]",False,278.2048700999003,281.15908389980905,281.15908389980905,282.3647907997947,['space'],1,3.7151446302887052,4.719176830491051,None,1,None,1,[0.2320310000795871],,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,1,0,1,0,0,0,0,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.671610499965,None,,,,,"[0.6784389423098589, 0.6784389423098589, 0.6784389423098589, 0.6784389423098589]","[342.9600037364815, 305.5426277022373, 272.20753535715414, 242.5093443178297]",Tone,"[10.735160218967797, 9.330168526613592, 8.0, 7.0]",True,311.62940469989553,314.69352199998684,314.69352199998684,315.9105243999511,None,1,3.7615392301231623,4.777366830036044,None,1,None,1,,,0,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,1,0,1,0,1,0,1,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.42951319995336,None,3984.907536000925,-0.8092915326783954,7.6231159614332e-05,1,"[0.5901478088548537, 0.4312631280313792, 0.4023698427802441, 0.5045570127148528]","[3580.101591158167, 375.8531128259214, 846.5040707501437, 239.6816739037487]",None,"[6.36155917072716, 11.254749696499829, 6.085324619050359, 7.0]",False,317.43917199992575,319.88815679983236,319.88815679983236,321.1172102999408,['space'],1,2.9600246301852167,3.98325713025406,None,1,None,1,[0.15222529997117817],,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,1,0,1,0,2,0,2,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.454113899963,None,299.91007371278835,3.0,0.00016188745315644086,1,"[0.7083889037728934, 0.7083889037728934, 0.7083889037728934, 0.7083889037728934]","[2322.410199776669, 1683.1546242173556, 3657.2197052725114, 1660.5273075189123]",None,"[5.176677237760281, 6.566156445600722, 6.0, 6.93382556238002]",False,322.46651309984736,325.62700859992765,325.62700859992765,326.8351602999028,['space'],1,3.877673030132428,4.898989230161533,None,1,None,1,[0.29452909994870424],,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,1,0,1,0,3,0,3,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.39747069985606,None,353.5533905932738,0.0,8.861233020703779e-05,1,"[0.5228203843594056, 0.4985761782584753, 0.5342376435280286, 0.41787254043932337]","[140.30775603867167, 176.77669529663694, 222.72467953508487, 280.6155120773433]",Major_3rd,"[10.0, 7.787190183442288, 6.75705146153416, 8.559262982701703]",False,328.42269579996355,330.9987280999776,330.9987280999776,332.2199726998806,['space'],1,2.997591830091551,3.9993906302843243,None,1,None,1,[0.35844570002518594],,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,1,0,1,0,4,0,4,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.463929399848,None,2297.3967099940687,-1.0,7.255162032671163e-05,1,"[0.6707231327251221, 0.6707231327251221, 0.6707231327251221, 0.6707231327251221]","[911.7224885582166, 1148.6983549970346, 1447.2692374403775, 1823.4449771164327]",Major_3rd,"[5.785634017698149, 6.14075580409218, 7.089383911605467, 6.1002107947482305]",False,333.5033786999993,336.54501819983125,336.54501819983125,337.7504561999813,['space'],1,3.691062029916793,4.722086529945955,None,1,['space'],0,[0.47047169995494187],[-0.507119899848476],,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,1,0,1,0,5,0,5,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.27656249981374,None,270.4043033517541,2.0,0.0001836346881450034,1,"[0.6978065784897436, 0.79657041645314, 0.6124177117572001, 0.7376778175259414]","[170.34403688751686, 191.20471656204958, 214.62003779865128, 240.90284723570917]",Tone,"[8.0, 7.241812043660456, 6.75705146153416, 7.0]",False,339.28551129996777,342.4361337998416,342.4361337998416,343.63954279990867,['space'],1,3.8988068304024637,4.916411730460823,None,1,None,1,[0.31988289998844266],,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,1,0,1,0,6,0,6,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.23349389992654,None,,,,,"[0.4013523638052492, 0.4013523638052492, 0.4013523638052492, 0.4013523638052492]","[4670.985121541515, 661.4354674115189, 136.00282347572016, 7911.65413937036]",None,"[3.0, 8.679293836948103, 10.27310147448673, 3.6175909054335236]",True,345.23011699994095,347.4492396998685,347.4492396998685,348.66482669999823,None,1,2.652712130220607,3.6741889303084463,None,1,None,1,,,0,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,1,0,1,0,7,0,7,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.92559719993733,None,4594.793419988137,0.0,0.00012486547057085194,1,"[0.4812996803275459, 0.744624038674005, 0.5693994387797934, 0.42774397786302515]","[7293.779908465733, 6498.019170849882, 5789.07694976151, 5157.481233758314]",Tone,"[2.71146726003745, 1.3154670164497082, 1.0815060227410527, 2.0]",False,349.9525918997824,352.77095229993574,352.77095229993574,353.99528219993226,['space'],1,3.2498018299229443,4.252468429971486,None,1,None,1,[0.22233979986049235],,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,1,0,1,0,8,0,8,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.25867779995315,None,2639.015821545789,0.0,7.725655650415703e-05,1,"[0.566143391737358, 0.7388402767867961, 0.5458915086675898, 0.5513853090751089]","[541.7933692816831, 693.6235236489351, 1203.3636014688163, 190.8188902283604]",None,"[10.754830723770002, 8.0, 6.50896343074093, 7.241812043660456]",False,355.28101669996977,358.15746719995514,358.15746719995514,359.3830977999605,['space'],1,3.4310177301522344,4.443121430231258,None,1,None,1,[0.44283429998904467],,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,1,0,1,0,9,0,9,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.77224899991415,None,535.8867312681471,-1.0,5.868562523083328e-05,1,"[0.6240309615596398, 0.6240309615596398, 0.6240309615596398, 0.6240309615596398]","[5090.326475017863, 3258.3242410865014, 1027.8937886075805, 1519.4355687362083]",None,"[2.0, 6.469547185443853, 5.7085702773578575, 7.124052080247171]",False,360.8397491998039,363.72797209979035,363.72797209979035,364.9625948998146,['space'],1,3.5265976700466126,4.5562489698641,None,1,None,1,[0.3271017000079155],,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,1,0,1,0,10,0,10,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.44351569982246,None,1736.3974588458702,0.5661564456007218,6.714640121190906e-05,1,"[0.7723566575153196, 0.558717094465689, 0.47463041432539593, 0.531379184008588]","[126.71450720880854, 1803.6521467344169, 882.8227683360158, 2837.2280766549848]",None,"[10.55968581726599, 6.1002107947482305, 6.0, 5.950210366582112]",False,366.440721699968,369.2862057997845,369.2862057997845,370.49172699986957,['space'],1,3.39089533011429,4.409162430092692,None,1,None,1,[0.31980649987235665],,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,1,0,1,0,11,0,11,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.8857002998702,None,,,,,"[0.6971394832347988, 0.6406625937520668, 0.5946195696487993, 0.5223852428242977]","[5922.783722278224, 4700.91655566229, 3731.119942836522, 2961.391861139112]",Major_3rd,"[1.0192658574643438, 3.0, 5.919617785862145, 6.301877561509345]",True,371.8830418998841,374.8418929998297,374.8418929998297,376.0545490998775,['space'],0,3.48681463021785,4.504746730206534,None,1,None,1,[0.23015730013139546],,0,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,1,0,1,0,12,0,12,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.416171599878,None,1496.5253714978187,1.1240520802471714,5.5074114637445554e-05,1,"[0.6300667003554539, 0.5928939470811088, 0.7774234687374263, 0.530190025885956]","[942.7519086259233, 1058.2032384038248, 1187.7929745063689, 1333.2525351319016]",Tone,"[5.785634017698149, 5.839735171374016, 6.14075580409218, 6.854557875483904]",False,377.42666949983686,380.44946149992757,380.44946149992757,381.6592782998923,['space'],1,3.5657440300565213,4.571892030071467,None,1,None,1,[0.2542293998412788],,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,1,0,1,0,13,0,13,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.0352242998779,None,689.0494460334613,2.0,5.7893503394559675e-05,0,"[0.5566421050844692, 0.5566421050844692, 0.5566421050844692, 0.5566421050844692]","[1455.4766916451279, 2746.7621606497073, 439.6148880636616, 4314.146680269023]",None,"[7.089383911605467, 5.950210366582112, 11.671229488450555, 4.2409436738925885]",False,383.049938299926,385.7370265999343,385.7370265999343,386.9510338997934,None,0,3.2540486303623766,4.270950030302629,None,1,None,1,,,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,1,0,1,0,14,0,14,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.3494175998494,None,176.7766952966369,-1.0,0.0003119565241000184,0,"[0.5106206300738897, 0.7532209513565807, 0.6454127213377618, 0.454911559038607]","[409.2498698155755, 540.124559767002, 199.6148949812361, 6804.299250758561]",None,"[11.570024076097177, 10.754830723770002, 7.0, 1.9086571462799524]",False,388.3579187998548,391.2914652999025,391.2914652999025,392.51358859986067,None,0,3.4009333301801234,4.413008630042896,None,1,['space'],0,,[0.1780381000135094],,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,1,0,1,0,15,0,15,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.8138579998631,None,574.3491774985172,-2.0,4.7537525293361234e-05,0,"[0.4095819947180416, 0.7950797327102883, 0.41045816509362304, 0.42897045154665014]","[1447.2692374403773, 1148.6983549970344, 911.7224885582164, 723.6346187201887]",Major_3rd,"[7.089383911605467, 6.14075580409218, 5.785634017698149, 7.917063680964205]",False,393.8372440999374,396.46879149996676,396.46879149996676,397.67277079983614,None,0,3.0677655301988125,4.093647230183706,None,1,None,1,,,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,1,0,1,0,16,0,16,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.9756713998504,None,,,,,"[0.7225096687492378, 0.7225096687492378, 0.7225096687492378, 0.7225096687492378]","[2271.6146695064294, 1790.7716588384599, 326.1141962035046, 758.7922884692482]",None,"[5.176677237760281, 6.566156445600722, 10.0, 7.201289559200938]",True,398.97003469988704,402.14962749998085,402.14962749998085,403.35466129984707,None,1,3.9281778302975,4.9498328301124275,None,1,None,1,,,0,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,1,0,1,0,17,0,17,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.9445256998297,None,233.2582478842019,0.0,0.0002002829937560003,1,"[0.5229930114404833, 0.5229930114404833, 0.5229930114404833, 0.5229930114404833]","[158.25843462067616, 286.77667466197147, 1422.1609842567118, 7065.18133242637]",None,"[9.0, 8.559262982701703, 7.089383911605467, 2.0]",False,404.96802459983155,407.5739554997999,407.5739554997999,408.78730540000834,['space'],1,3.1088301301933825,4.13768883026205,None,1,None,1,[0.31760530010797083],,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,1,0,1,0,18,0,18,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.1470359999221,None,4128.0401283345345,-1.0,8.266362377861485e-05,1,"[0.5889261929498132, 0.5889261929498132, 0.5889261929498132, 0.5889261929498132]","[1638.2138105712959, 2064.0200641672677, 2600.502326249707, 3276.427621142591]",Major_3rd,"[6.93382556238002, 5.633473004060601, 5.565799458368608, 6.469547185443853]",False,410.13304439978674,412.9249218998011,412.9249218998011,414.1485609000083,['space'],1,3.387551630148664,4.4022571300156415,None,1,None,1,[0.1843471999745816],,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,1,0,1,0,19,0,19,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.5690037999302,None,6983.317184595761,-4.091342853720048,9.410365223092051e-05,0,"[0.7767813379445854, 0.7530750953230124, 0.47522072681348465, 0.7555107048773256]","[4399.2141594824, 4937.9509364042115, 5542.662522527457, 6221.428328123767]",Tone,"[4.0, 2.253106289190758, 1.0815060227410527, 1.0192658574643438]",False,415.5731832999736,418.62028999999166,418.62028999999166,419.834197799908,None,0,3.800515130162239,4.824086030013859,None,1,None,1,,,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,2,0,2,0,0,0,0,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.40810949984007,None,,,,,"[0.42072643052969316, 0.786025302643044, 0.5824607288478789, 0.6991730725006443]","[1349.8350066242738, 235.04398391184102, 137.85376914530482, 1254.647730381904]",None,"[7.0, 6.896536167076867, 10.0, 6.50896343074093]",True,424.42443129979074,427.2577653999906,427.2577653999906,428.466012599878,['space'],0,3.5284569300711155,4.551031130133197,None,1,None,1,[0.2481540001463145],,0,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,2,0,2,0,1,0,1,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.00759970000945,None,1255.196847476472,0.5089634307409295,5.7661907278473774e-05,1,"[0.5148706640474481, 0.5148706640474481, 0.5148706640474481, 0.5148706640474481]","[960.8872290522721, 3206.744161536932, 148.06860864437684, 535.0572891863567]",None,"[5.785634017698149, 6.469547185443853, 9.779158216387522, 10.754830723770002]",False,430.0108659998514,432.58671869989485,432.58671869989485,433.8083594997879,['space'],1,3.1076730301138014,4.113299430115148,None,1,None,1,[0.3466741999145597],,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,2,0,2,0,2,0,2,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.15933389985,None,2828.42712474619,-2.0,5.201735198753194e-05,1,"[0.6857398763401144, 0.6857398763401144, 0.6857398763401144, 0.6857398763401144]","[1216.4692140326417, 1525.5103904092991, 149.51308252100418, 4552.881947325339]",None,"[6.50896343074093, 7.124052080247171, 9.157614597598986, 3.210945256859935]",False,435.91108309989795,438.9804026999045,438.9804026999045,440.18462999979965,['space'],1,3.770222720457241,4.78386732051149,None,1,None,1,[0.3246188999619335],,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,2,0,2,0,3,0,3,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.72199969994836,None,5737.60175335657,-4.918493977258947,7.126531899419921e-05,1,"[0.6172132768999524, 0.6624996733899733, 0.520922021483089, 0.6405625531763013]","[7170.584537762785, 599.9800538878372, 3549.226997856068, 1379.2300662883374]",None,"[2.0, 9.439401505478198, 6.36155917072716, 7.0]",False,441.7229959999677,444.52651769993827,444.52651769993827,445.7526102999691,['space'],1,3.4919782301876694,4.4959721302147955,None,1,None,1,[0.26423639990389347],,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,2,0,2,0,4,0,4,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.2546932999976,None,2828.42712474619,-2.0,5.201735198753194e-05,1,"[0.7101264492653903, 0.69636844059638, 0.6490449191940463, 0.5982391355183821]","[1122.4620483093734, 1414.2135623730956, 1781.797436280679, 2244.9240966187463]",Major_3rd,"[6.0, 7.089383911605467, 6.566156445600722, 5.176677237760281]",False,447.27459299983457,450.37074359995313,450.37074359995313,451.5889117999468,['space'],1,3.6829390299972147,4.693197229877114,None,1,None,1,[0.21353780012577772],,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,2,0,2,0,5,0,5,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.00470189983025,None,,,,,"[0.6551322773423706, 0.6551322773423706, 0.6551322773423706, 0.6551322773423706]","[553.3030036289832, 1374.266735302382, 392.5163534182101, 2142.6532446895394]",None,"[10.754830723770002, 7.0, 11.254749696499829, 5.304905809411233]",True,453.00979439984076,455.9999386998825,455.9999386998825,457.2242616999429,['space'],0,3.648479730123654,4.647520630154759,None,1,None,1,[0.405357499839738],,0,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,2,0,2,0,6,0,6,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.6830601999536,None,757.8582832551998,-1.0,3.590334647509541e-05,1,"[0.40903686657277566, 0.7444977929845942, 0.7897782821998933, 0.7147056242356159]","[466.5807749184582, 2068.596935802851, 3602.8006238864455, 2218.4684447592335]",None,"[11.55879745589758, 5.633473004060601, 6.0, 5.304905809411233]",False,458.70602519996464,461.67189939995296,461.67189939995296,462.8785713999532,['space'],1,3.665464830119163,4.67722083022818,None,1,None,1,[0.23303029988892376],,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
