tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,feedback.rt,Catch trial answer,answer_too_early.rt,Audiogram_none,Audiogram_time,Audiogram_frequency,Audiogram_both,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,19,0,19,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.70572480000556,None,2462.2888266898335,1.0,9.543828998156852e-05,1,"[0.5486079704293304, 0.5486079704293304, 0.5486079704293304, 0.5486079704293304]","[3908.639873736986, 3482.202253184498, 3102.289523667471, 2763.8257599355534]",Tone,"[5.217880866515777, 6.249301591637303, 7.725845229991597, 8.33985994771843]",False,322.73431540001184,325.40551119996235,325.40551119996235,326.6411931000184,['space'],1,3.226466766791418,4.270812266739085,None,1,None,1,[0.24092220002785325],,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,1,0,1,0,0,0,0,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.34151629998814,None,,,,,"[0.45428781071260094, 0.4883780673149277, 0.4284482278005952, 0.7637180940224161]","[1425.4075380828422, 1269.893748505581, 1131.3467127180525, 1007.9153361327997]",Tone,"[5.159676622472672, 6.0, 7.0, 9.0]",True,340.3399631000357,342.75387250003405,342.75387250003405,343.9962605999317,None,1,3.1520284668076783,4.188217366696335,None,1,None,1,,0,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,1,0,1,0,1,0,1,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.56310969998594,None,386.05186013916773,4.386860652875287,0.00013285697515841584,1,"[0.5734655760612181, 0.5702051221457236, 0.6534022146727516, 0.7981858221879167]","[153.2047822247988, 193.0259300695839, 243.1974324702045, 306.40956444959755]",Major_3rd,"[6.440830814488993, 3.6015323171227767, 2.7189213988014735, 6.0]",False,345.5793980000308,348.4051105999388,348.4051105999388,349.63562810001895,['space'],1,3.6216407667379826,4.651864766725339,None,1,None,1,[0.3798644000198692],,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,1,0,1,0,2,0,2,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.2741631999379,None,2462.2888266898335,0.0,8.505946547995337e-05,1,"[0.4253864005801971, 0.4253864005801971, 0.4253864005801971, 0.4253864005801971]","[165.3684181898507, 693.4795444398522, 3684.7029772281976, 1601.2370816937607]",None,"[5.504814901485191, 12.264078453096529, 5.61341503639132, 5.58640812440147]",False,351.30043669999577,353.60601889993995,353.60601889993995,354.83592929993756,['space'],1,2.7070108666084707,3.7426187666133046,None,1,None,1,[0.4251351000275463],,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,1,0,1,0,3,0,3,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.09193310001865,None,4594.793419988137,1.0,0.0001401013622855946,1,"[0.7010754714396383, 0.7882077334767138, 0.6512651062753909, 0.42609507881081793]","[325.6548746373712, 199.92376942619202, 1905.2900201779041, 1680.018722284629]",None,"[7.6392326970469115, 3.0, 7.0, 6.0]",False,356.1057987000095,359.27601939998567,359.27601939998567,360.52004760003183,['space'],1,3.597549866652116,4.626238766708411,None,1,None,1,[0.3131960000609979],,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,1,0,1,0,4,0,4,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.7930033999728,None,,,,,"[0.7441433003101711, 0.7441433003101711, 0.7441433003101711, 0.7441433003101711]","[691.3772617972122, 3526.7133302993802, 3185.392081918078, 800.112983424183]",None,"[12.264078453096529, 6.249301591637303, 7.0, 11.612439159137557]",True,361.79511790000834,365.055464199977,365.055464199977,366.2827081999276,None,1,4.021063666907139,5.060508366907015,None,1,None,1,,0,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,1,0,1,0,5,0,5,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.8911594999954,None,719.7424303738516,6.264078453096529,8.905136907390909e-05,1,"[0.518931732545871, 0.6696986542379796, 0.6009665549058881, 0.7939694546885523]","[321.0824503838217, 4968.031608258837, 2147.1312563679594, 1151.056581920002]",None,"[7.0, 5.72713630682007, 8.199389784623765, 6.881873475493382]",False,367.90158449998125,370.7278558999533,370.7278558999533,371.9549072999507,['space'],1,3.6188805667916313,4.657159966765903,None,1,None,1,[0.2217849000589922],,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,1,0,1,0,6,0,6,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.603197599994,None,1642.9438520580156,-0.41359187559852983,5.596048563894747e-05,0,"[0.6155961404976718, 0.6155961404976718, 0.6155961404976718, 0.6155961404976718]","[1034.989771501631, 1161.7367388989705, 1304.0053995407898, 1463.6965717750372]",Tone,"[9.0, 6.881873475493382, 5.419783536075185, 5.159676622472672]",False,373.60806180001236,376.4893298000097,376.4893298000097,377.72700509999413,None,0,3.4849158668657765,4.505496866768226,None,1,None,1,,,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,1,0,1,0,7,0,7,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.1576183999423,None,1308.23605289652,-0.5802164639248147,4.9634581835739696e-05,0,"[0.42802815359696483, 0.42802815359696483, 0.42802815359696483, 0.42802815359696483]","[3753.726156474118, 973.6323916428156, 3359.6815080069123, 6786.71470015074]",None,"[5.61341503639132, 9.049049531369052, 6.992450636195946, 8.580840414865701]",False,379.17869069997687,381.49777280003764,381.49777280003764,382.7334792999318,None,0,2.7521687666885555,3.782925466657616,None,1,None,1,,,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,1,0,1,0,8,0,8,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.0015490000369,None,,,,,"[0.43974204350163854, 0.4664040517670063, 0.5922051622101084, 0.6713155632694131]","[1627.6259274475347, 1826.9483324042028, 2050.680167345815, 2301.8106610663913]",Tone,"[5.58640812440147, 6.862369257319694, 8.0, 8.629370669639023]",True,384.0050656000385,386.5398028999334,386.5398028999334,387.7715541999787,None,1,3.2069955667247996,4.226311266655102,None,1,None,1,,0,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,1,0,1,0,9,0,9,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.26400259998627,None,233.2582478842019,1.0,0.0002247212150770772,1,"[0.5474731716439043, 0.5474731716439043, 0.5474731716439043, 0.5474731716439043]","[146.94348828545108, 164.9384888466118, 185.13719403582056, 207.80947403569698]",Tone,"[7.0, 5.504814901485191, 4.0, 2.8596761437836795]",False,389.30278799997177,391.95714189996943,391.95714189996943,393.1771670000162,['space'],1,3.200686866766773,4.22931336669717,None,1,None,1,[0.24117000005207956],,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,1,0,1,0,10,0,10,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.5831005999353,None,3813.7465086128154,-0.38658496360868005,7.715898609118829e-05,1,"[0.6318835924206326, 0.6318835924206326, 0.6318835924206326, 0.6318835924206326]","[6053.945219712032, 5393.452035933284, 4805.019505164366, 4280.785717790261]",Tone,"[7.665899311942048, 6.347451680331581, 5.72713630682007, 5.105671826033465]",False,394.59884679992683,397.51490870001726,397.51490870001726,398.7505481999833,['space'],1,3.5500535666942596,4.585887866676785,None,1,None,1,[0.33582339994609356],,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,1,0,1,0,11,0,11,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.2320379000157,None,4594.793419988137,-1.0,0.0001112864677867834,1,"[0.40414051262822526, 0.40414051262822526, 0.40414051262822526, 0.40414051262822526]","[7959.121726275514, 202.5605255582527, 420.62991762362964, 216.17239355779333]",None,"[8.864617032170457, 2.8596761437836795, 12.0, 2.4140431281402135]",False,400.24761700001545,402.48639269999694,402.48639269999694,403.72117359994445,['space'],1,2.6268046668265015,3.6426067667780444,None,1,None,1,[0.36609599995426834],,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,1,0,1,0,12,0,12,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.9416581999976,None,,,,,"[0.7048561106261311, 0.594556761284222, 0.6645433531122411, 0.6108446951120099]","[398.16566607443235, 596.5744352486396, 893.8516982167463, 1339.2643251163909]",Perfect_5th,"[11.0, 12.43619861205731, 10.963408096870712, 5.419783536075185]",True,404.94015829998534,407.941390199936,407.941390199936,409.15915490000043,None,1,3.6202587666921318,4.6360205666860566,None,1,None,1,,0,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,1,0,1,0,13,0,13,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.6144190999912,None,2462.2888266898335,1.0,9.543828998156852e-05,1,"[0.7294929575648413, 0.7062895116180614, 0.4952628971220172, 0.49170649199188987]","[4127.162087586884, 827.0766304757137, 1192.5292169474362, 963.6490357623346]",None,"[5.217880866515777, 11.612439159137557, 6.014686025405318, 10.0]",False,410.6342978000175,413.58436480001546,413.58436480001546,414.7991064999951,['space'],1,3.463092233170755,4.493174333241768,None,1,None,1,[0.3767269999952987],,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,1,0,1,0,14,0,14,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.17416329996195,None,280.50945096980024,-2.0,0.00010736198698939899,1,"[0.5065130676541243, 0.7212618094524429, 0.4489392463064666, 0.4319707723252235]","[2765.3731566759807, 317.9282698011909, 258.1163906530609, 4821.345581271709]",None,"[8.33985994771843, 7.0, 3.0, 5.72713630682007]",False,416.1714786000084,418.8789917000104,418.8789917000104,420.1093086999608,['space'],1,3.131284366711043,4.168907966814004,None,1,None,1,[0.3593917000107467],,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,1,0,1,0,15,0,15,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.3991553999949,None,615.5722066724584,0.0,5.34153907348926e-05,0,"[0.5756028084372773, 0.5756028084372773, 0.5756028084372773, 0.5756028084372773]","[1551.1447618337352, 1231.1444133449168, 977.1599684342464, 775.5723809168676]",Major_3rd,"[5.229957997039526, 6.014686025405318, 9.049049531369052, 12.0]",False,421.47129130002577,424.22503820003476,424.22503820003476,425.4423117999686,None,0,3.3254118332406506,4.349353033234365,None,1,None,1,,,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,1,0,1,0,16,0,16,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.8660343999509,None,366.69662835599803,4.0,0.0001350332607072731,1,"[0.4473231024309041, 0.4473231024309041, 0.4473231024309041, 0.4473231024309041]","[582.0946136055032, 518.5873450975389, 462.00880099119917, 411.60304857261445]",Tone,"[12.492993717878832, 12.543365251228744, 12.403272966353022, 11.373333354359222]",False,426.86500160000287,429.24724860000424,429.24724860000424,430.4820264999289,['space'],1,2.8244077666895464,3.8655759666580707,None,1,None,1,[0.24388149997685105],,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,1,0,1,0,17,0,17,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.77258640003856,None,125.0,3.0,0.001020868972334765,1,"[0.7486409821624834, 0.7486409821624834, 0.7486409821624834, 0.7486409821624834]","[198.42513149602502, 176.77669529663694, 157.49013123685918, 140.30775603867164]",Tone,"[3.0, 4.523954383956677, 6.0, 7.25280808554968]",False,432.30218080000486,435.584287900012,435.584287900012,436.82206259993836,['space'],1,4.03423786663916,5.051443666685373,None,1,None,1,[0.4131267999764532],,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,1,0,1,0,18,0,18,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.3979222000344,None,,,,,"[0.7877604262243414, 0.7877604262243414, 0.7877604262243414, 0.7877604262243414]","[2807.0292857192608, 1310.894471347767, 441.50676080772837, 400.41502076310235]",None,"[8.33985994771843, 5.419783536075185, 12.033165800560354, 11.0]",True,438.4017527999822,441.8049445999786,441.8049445999786,443.0280266000191,None,1,4.1926911666523665,5.226089466712438,None,1,None,1,,0,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,1,0,1,0,19,0,19,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.67022550001275,None,8000.0,1.0,0.0002036901389020564,0,"[0.6098408281472798, 0.42636644926867284, 0.7085504692138671, 0.6323137240421973]","[5039.684199579492, 5656.8542494923795, 6349.604207872798, 7127.189745122714]",Tone,"[6.0, 7.0267508366060865, 8.0, 8.580840414865701]",False,444.7058307999978,447.4738646999467,447.4738646999467,448.6990120999981,None,0,3.3798254667781293,4.3993019667686895,None,1,None,1,,,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,2,0,2,0,0,0,0,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.14502679998986,None,307.7861033362292,0.0,0.00010626360360927124,1,"[0.625235135485968, 0.6436684429480427, 0.6607018484180179, 0.7275682454395123]","[545.7392727083233, 187.9877817383382, 737.1420936923433, 373.44118345895913]",None,"[12.543365251228744, 3.6015323171227767, 12.030931211648069, 10.0]",False,459.142055699951,462.0967263999628,462.0967263999628,463.31595930003095,['space'],1,3.660159866674803,4.682197166723199,None,1,None,1,[0.36577260005287826],,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,2,0,2,0,1,0,1,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.87229800003115,None,337.08246447986255,2.0,0.00011693947987250133,1,"[0.7007263290665205, 0.5926387261867616, 0.6662049239228789, 0.46448867307871]","[361.18068990650124, 1481.005240699602, 7952.160255521907, 272.14930373865076]",None,"[9.111763019987018, 5.229957997039526, 8.864617032170457, 4.0]",False,464.8983099999605,467.8871265000198,467.8871265000198,469.1188939999556,['space'],1,3.454146566684358,4.4905973667046055,None,1,None,1,[0.3657008999725804],,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,2,0,2,0,2,0,2,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.4348621999379,None,125.0,3.0,0.001020868972334765,1,"[0.7256803838378256, 0.6571688236817108, 0.604598664277955, 0.7309998500723861]","[832.4113801362012, 4233.513645735356, 1850.5681090819492, 4934.751485048776]",None,"[11.612439159137557, 5.105671826033465, 6.862369257319694, 5.72713630682007]",False,471.3811213999288,474.3930215999717,474.3930215999717,475.6264368999982,['space'],1,3.7480950000463054,4.781836000038311,None,1,None,1,[0.3478033000137657],,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,2,0,2,0,3,0,3,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.2086622000206,None,,,,,"[0.6711003522034855, 0.6711003522034855, 0.6711003522034855, 0.6711003522034855]","[511.7073042016548, 2388.181664589995, 1249.823295221061, 195.1715873960346]",None,"[12.540220128986695, 8.812406925636111, 6.0, 3.0]",True,477.21422680001706,480.26475119998213,480.26475119998213,481.486197500024,None,1,3.719822966726497,4.759117066743784,None,1,None,1,,0,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,2,0,2,0,4,0,4,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.01429630001076,None,494.31172726234394,6.540220128986695,0.00015231554513659259,1,"[0.45894751935310785, 0.7095256206458623, 0.43882034081284393, 0.7794046762635055]","[3054.9874364798156, 1579.657954651861, 1734.2640215014762, 270.0239282117688]",None,"[7.725845229991597, 5.58640812440147, 6.172489810500375, 3.523597500375282]",False,483.01927759998944,485.6720040999353,485.6720040999353,486.9034430999309,['space'],1,3.416750166681595,4.433966966695152,None,1,None,1,[0.24159979994874448],,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,2,0,2,0,5,0,5,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.49927229993045,None,2863.780117521439,2.339859947718431,8.285551090355987e-05,1,"[0.42901894014480774, 0.42901894014480774, 0.42901894014480774, 0.42901894014480774]","[134.98075995430517, 5064.534209370536, 5822.49574163434, 160.32493396666138]",None,"[7.882025936411902, 6.0, 7.0267508366060865, 6.0]",False,488.52480419992935,490.8454316999996,490.8454316999996,492.0794232999906,['space'],1,2.754259066656232,3.7801761666778475,None,1,None,1,[0.42343070008791983],,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,2,0,2,0,6,0,6,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.35203349997755,None,535.8867312681471,-1.0,5.868562523083328e-05,1,"[0.7284280253853653, 0.7284280253853653, 0.7284280253853653, 0.7284280253853653]","[231.97588862404515, 737.4585459026642, 4665.705077508165, 4203.981690798777]",None,"[2.3518981835911785, 12.030931211648069, 5.291521398262874, 5.105671826033465]",False,493.86272410000674,497.0863385000266,497.0863385000266,498.3224858000176,['space'],1,3.9585643666796386,4.995532666682266,None,1,None,1,[0.353378500090912],,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,2,0,2,0,7,0,7,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.8980882000178,None,,,,,"[0.7866574745410663, 0.7866574745410663, 0.7866574745410663, 0.7866574745410663]","[3153.5414477398112, 2809.4860333938277, 2502.9675057837476, 2229.890542449663]",Tone,"[7.0, 8.33985994771843, 8.812406925636111, 8.629370669639023]",True,499.90410479996353,503.28938159998506,503.28938159998506,504.52231110003777,['space'],0,4.187904066639021,5.213579066679813,None,1,None,1,[0.34684700006619096],0,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,2,0,2,0,8,0,8,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.1530583000276,None,364.4754064100468,4.0,0.00013594718805878909,1,"[0.6146486795776551, 0.7337354453198257, 0.46859472356949844, 0.7081038617814691]","[918.4204734100136, 728.9508128200937, 578.5686435518454, 459.21023670500676]",Major_3rd,"[10.093553796726027, 12.264078453096529, 12.492993717878832, 12.403272966353022]",False,506.1800535999937,509.02939249994233,509.02939249994233,510.26582119998056,['space'],1,3.5473012666916475,4.589552266756073,None,1,None,1,[0.2709638000233099],,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
