tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,feedback.rt,answer_too_early.rt,Catch trial answer,answer_too_late.rt,Audiogram_time,Audiogram_frequency,Audiogram_none,Audiogram_both,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,3,0,3,0,7,0,7,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696.8847442000115,None,1148.6983549970344,-5.0,2.827006143192812e-05,0,"[0.6653175193057018, 0.41826929872539054, 0.6671604755051046, 0.7395217613539526]","[5789.07694976151, 3863.7453156993806, 2578.740616879157, 1721.1028744886592]",Perfect_5th,"[-7.0, -3.0, 2.1227880221156723, 5.253629396202419]",False,698.663011800003,701.4327264000021,701.4327264000021,702.6382802000153,None,0,3.507892699970398,4.522356799978297,None,1,None,1,,,,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,3,0,3,0,8,0,8,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703.2273395000084,None,,,,,"[0.595674213330178, 0.45788863387932743, 0.41878624496791605, 0.4159882290770925]","[127.35401191186646, 4931.820847371388, 330.1106089831719, 2393.6868161871857]",None,"[14.435699499344308, -7.407129935038894, 12.633888727792076, 2.2619426833123955]",True,704.2214998000127,706.7281999000115,706.7281999000115,707.9398508000013,None,1,2.9244513000012375,3.928200200025458,None,1,None,1,,,0,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,3,0,3,0,9,0,9,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708.1880413000181,None,625.6090269546752,2.0,6.527483321666171e-05,1,"[0.4855147641610334, 0.4855147641610334, 0.4855147641610334, 0.4855147641610334]","[362.7306784823733, 4300.627272561768, 205.49674735727427, 161.98612531783024]",None,"[12.46127946129036, -5.0, 11.84221032185445, 13.238881238214129]",False,709.1837862000102,711.6748273000121,711.6748273000121,712.8900201000215,['space'],1,2.9609818999597337,3.970049299969105,None,1,None,1,[0.39328179997392],,,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,3,0,3,0,10,0,10,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713.1962028000271,None,535.8867312681471,-5.0,3.702812625480642e-05,0,"[0.6732613686880422, 0.6385233157775538, 0.6978780647319287, 0.7162017200174144]","[763.2955971574344, 685.4010123835167, 7232.144739537489, 1791.808323940269]",None,"[4.670978789390276, 6.0, 0.0, 5.0]",False,714.2264576000161,717.2692514000228,717.2692514000228,718.4716143000114,None,0,3.7600251999974716,4.776598599972203,None,1,None,1,,,,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,3,0,3,0,11,0,11,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,719.0380335000227,None,1137.8849388407357,0.6349420285508768,5.359803341299735e-05,0,"[0.6257933343841731, 0.7935536580892928, 0.5005807079021838, 0.6034192052067588]","[555.7381058749127, 289.33792880089936, 6271.987235206833, 4153.564029626556]",None,"[9.109589270292258, 12.613922452999732, -5.0, -4.0]",False,720.0494836000144,723.0052442000015,723.0052442000015,724.2105681000103,None,0,3.550050099991495,4.578786500002025,None,1,None,1,,,,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,3,0,3,0,12,0,12,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.6701254000072,None,1624.5047927124701,2.0,7.283765795300079e-05,1,"[0.5345376483587968, 0.6231646098596944, 0.6327169256020511, 0.77029740951999]","[2685.5073002939166, 1079.0350388715067, 1668.315266457413, 1842.2423768509168]",None,"[2.1227880221156723, 5.7389287608496184, 6.0, 4.2710920114166075]",False,726.8240423000243,729.6427291000145,729.6427291000145,730.8433346000093,['space'],1,3.5848474999074824,4.61257079988718,None,1,None,1,[0.3123545999696944],,,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,3,0,3,0,13,0,13,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731.4645734000078,None,,,,,"[0.7282581169204825, 0.5480200128565512, 0.4821322776341798, 0.7420670207031179]","[2229.1428430514684, 378.2106490337227, 159.7518062282829, 2280.1672179854677]",None,"[2.4582237535051696, 12.215520051168408, 13.238881238214129, 2.4582237535051696]",True,732.4626835000236,735.2554499000253,735.2554499000253,736.4784279000014,None,1,3.5480280999618117,4.567057099979138,None,1,None,1,,,0,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,3,0,3,0,14,0,14,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737.067458400008,None,238.38335539945268,6.0,0.00037958256184289024,1,"[0.5954195304170828, 0.44226530650531604, 0.4869261664340863, 0.5932531288574404]","[378.40998913280043, 337.12497424991165, 300.3442074123412, 267.5762693845309]",Tone,"[12.215520051168408, 12.633888727792076, 12.692802249890509, 12.411447692845933]",False,738.0838568000181,740.6265831000055,740.6265831000055,741.8345935000107,['space'],1,3.157120499992743,4.185964699980104,None,1,None,1,[0.35437329998239875],,,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,3,0,3,0,15,0,15,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742.3156105000235,None,445.5765392425721,5.607998971023899,0.00014156419747432026,1,"[0.647321586752551, 0.647321586752551, 0.647321586752551, 0.647321586752551]","[280.6956305655127, 315.07019243605646, 353.6543335630043, 396.96356764461603]",Tone,"[12.613922452999732, 12.692802249890509, 12.46127946129036, 12.0]",False,743.3074263000162,746.2659132000117,746.2659132000117,747.4891171000199,['space'],1,3.6196965999843087,4.646483799995622,None,1,None,1,[0.349383399967337],,,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,3,0,3,0,16,0,16,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747.9952659000119,None,2639.015821545789,-5.0,4.344455436419077e-05,0,"[0.5661768420387099, 0.5661768420387099, 0.5661768420387099, 0.5661768420387099]","[4189.176491282508, 3732.1319661472307, 3324.951584571152, 2962.1951045731294]",Tone,"[-4.0, -1.7562789393965659, 0.7330606016354322, 1.4739359530235028]",False,750.5778186000243,753.2966001000023,753.2966001000023,754.5303404000006,None,0,3.2789545998966787,4.294921399909072,['space'],0,None,1,,,,[-0.05262690002564341],,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,3,0,3,0,17,0,17,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,754.9244382000179,None,,,,,"[0.6131825266640387, 0.753400168657796, 0.6255764082515344, 0.7789026302771925]","[147.54575510196997, 185.89600267560584, 234.21428686230945, 295.0915102039399]",Major_3rd,"[14.0, 12.145326944620653, 11.891341302813132, 12.613922452999732]",True,755.9159253000107,758.9250826000061,758.9250826000061,760.1404803000041,['space'],0,3.805707799998345,4.8162628000136465,None,1,None,1,[0.0965071999526117],,0,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,3,0,3,0,18,0,18,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.7711975000275,None,465.690647633228,5.224919305042747,0.00013358077543365235,1,"[0.7403514436905054, 0.7403514436905054, 0.7403514436905054, 0.7403514436905054]","[293.36672484614, 329.2930148766105, 369.6189119723691, 414.88320102638727]",Tone,"[12.613922452999732, 12.633888727792076, 12.215520051168408, 11.926694878212647]",False,761.7893384000054,765.0458137000096,765.0458137000096,766.2704836000048,['space'],1,3.9891869999992196,5.000661500002025,None,1,None,1,[0.40845639997860417],,,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,3,0,3,0,19,0,19,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766.837929500005,None,8000.0,-7.0,8.109050486794653e-05,0,"[0.4330546607998266, 0.4330546607998266, 0.4330546607998266, 0.4330546607998266]","[3174.8021039364003, 4000.0000000000014, 5039.684199579494, 6349.604207872799]",Major_3rd,"[1.0, -3.3692651329855767, -7.407129935038894, -5.0]",False,769.505258500023,771.8286857000203,771.8286857000203,773.0450186000089,None,0,2.7701188999053556,3.7985934999014717,None,1,None,1,,,,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,4,0,4,0,0,0,0,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,776.4207741000282,None,1986.60860316476,-2.56473602672797,5.5234289702409895e-05,1,"[0.7779789853920206, 0.6935883678199934, 0.5025642568359893, 0.7495125527043658]","[6180.882973597929, 7269.780146623571, 299.7486043736471, 1100.7231868956956]",None,"[-6.0, 0.0, 12.692802249890509, 6.0]",False,777.4206762000103,780.4218701000209,780.4218701000209,781.6293370000203,['space'],1,3.763708599988604,4.77179719999549,None,1,None,1,[0.3789641999755986],,,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,4,0,4,0,1,0,1,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782.2421341000008,None,,,,,"[0.7983104055090957, 0.5728423221298462, 0.5725078658639878, 0.7031988532668603]","[2206.224558691581, 1965.5226312680652, 1751.081592672546, 1560.036346271115]",Tone,"[2.8271288358007522, 3.43526397327203, 5.253629396202419, 7.0]",True,783.2517695999995,786.2300581000163,786.2300581000163,787.453038800013,None,1,3.6851147999987006,4.713901400013128,None,1,None,1,,,0,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,4,0,4,0,2,0,2,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788.0100605000043,None,329.87697769322364,-4.0,5.9788848976237954e-05,0,"[0.7278296209047976, 0.47265642836822547, 0.4974604110319738, 0.7997760625207248]","[4115.747763586615, 7385.114462745254, 392.93430184204186, 7960.104273171456]",None,"[-4.0, 0.7842820040272738, 12.0, 3.0]",False,789.0354856000049,791.7678123000078,791.7678123000078,792.9776572000119,None,0,3.5361115999985486,4.565313099999912,None,1,None,1,,,,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,4,0,4,0,3,0,3,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,793.633050000004,None,1866.0659830736151,-5.0,3.8668977259766345e-05,1,"[0.7749147501453024, 0.7749147501453024, 0.7749147501453024, 0.7749147501453024]","[4549.370655827654, 285.6562249223482, 584.4801951019074, 410.40504954926723]",None,"[-6.426168930023824, 12.613922452999732, 9.0, 11.926694878212647]",False,794.6439442000119,797.9896152000001,797.9896152000001,799.2167842000199,['space'],1,4.110027899994748,5.114515699999174,None,1,None,1,[0.3609657999477349],,,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,4,0,4,0,4,0,4,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799.8113748000178,None,5849.384175437461,-13.0,2.7183422998290753e-05,1,"[0.6785284297064279, 0.6785284297064279, 0.6785284297064279, 0.6785284297064279]","[3684.8811257778107, 4136.13921621711, 4642.659296727782, 5211.208863807619]",Tone,"[-1.7562789393965659, -4.0, -6.426168930023824, -7.737642093698149]",False,800.805096200027,803.8716943000036,803.8716943000036,805.0810916000046,['space'],1,3.7532840999774635,4.773834299994633,None,1,None,1,[0.5229302999796346],,,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,4,0,4,0,5,0,5,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805.6274061000149,None,,,,,"[0.5362319432528002, 0.5362319432528002, 0.5362319432528002, 0.5362319432528002]","[7752.4188411882715, 824.4951858011325, 307.0263694756098, 346.00421140935424]",None,"[2.0, 4.0, 12.692802249890509, 12.46127946129036]",True,806.6409743000113,809.2632247000001,809.2632247000001,810.4695754000277,None,1,3.184211100015091,4.212680199998431,None,1,None,1,,,0,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,4,0,4,0,6,0,6,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810.8973270000133,None,3177.5543901963583,-5.0,3.908435617342946e-05,0,"[0.666220527219864, 0.666220527219864, 0.666220527219864, 0.666220527219864]","[654.6922041504179, 4144.542110006658, 5519.1660781209175, 2298.6864785782245]",None,"[7.0, -4.0, -7.305837667111589, 2.4582237535051696]",False,811.9156781000202,814.9504515000153,814.9504515000153,816.1685316000076,None,0,3.6925962999812327,4.6929624999756925,None,1,None,1,,,,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,4,0,4,0,7,0,7,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816.6588921000075,None,353.5533905932738,-4.0,5.591060055563459e-05,1,"[0.4296942234639372, 0.40353043165616914, 0.7697009892432204, 0.5438735401953343]","[222.72467953508485, 250.00000000000003, 280.6155120773433, 314.9802624737183]",Tone,"[11.767674517343375, 12.140918769099049, 12.613922452999732, 12.692802249890509]",False,817.6843029000156,820.3047196000116,820.3047196000116,821.5334143000073,['space'],1,3.1515414000023156,4.182314100005897,None,1,None,1,[0.9824345999804791],,,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,4,0,4,0,8,0,8,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,821.9208262000175,None,125.0,2.0,0.000909850429304992,1,"[0.489971225646719, 0.489971225646719, 0.489971225646719, 0.489971225646719]","[1534.0926298202737, 5308.681513183999, 397.52825293913077, 1376.9487608512632]",None,"[7.0, -7.737642093698149, 12.0, 7.582715715090722]",False,822.9507539000188,825.4367617000244,825.4367617000244,826.6476476000098,['space'],1,2.9896032999968156,4.0047493999882136,None,1,None,1,[0.4245626999763772],,,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,4,0,4,0,9,0,9,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827.0047281000006,None,,,,,"[0.4638171798231309, 0.5282507841677526, 0.7157999044961646, 0.7739546108771362]","[587.678197791143, 2828.3428905969636, 6153.740908064477, 3737.4857883904615]",None,"[9.0, 1.901561825943622, -6.0, -1.7562789393965659]",True,827.9978042000148,830.7396131000132,830.7396131000132,831.95953740002,None,1,3.511966299993219,4.522040099982405,None,1,None,1,,,0,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,4,0,4,0,10,0,10,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832.5570582000073,None,565.6021476301995,3.1095892702922567,8.756026814150314e-05,0,"[0.5974301691419787, 0.6637724486769259, 0.7442358798426847, 0.7649420396510567]","[126.03298276068388, 812.1917283531417, 1097.764458682258, 2292.0688851318814]",None,"[14.435699499344308, 4.060577118408513, 6.0, 2.4582237535051696]",False,833.5481071000104,836.5995041000133,836.5995041000133,837.8123166000005,None,0,3.818175899970811,4.82455319998553,None,1,None,1,,,,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,4,0,4,0,11,0,11,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,838.419333400001,None,240.0043401789135,6.0,0.00037324597336013405,1,"[0.4534075655797396, 0.4534075655797396, 0.4534075655797396, 0.4534075655797396]","[202.30307479014172, 589.6921925779463, 528.5723652253143, 6094.7695209700305]",None,"[11.84221032185445, 9.0, 10.01701877723087, -6.0]",False,839.431573400012,841.8224840000039,841.8224840000039,843.0509139000205,['space'],1,2.833477399981348,3.8618024999741465,None,1,None,1,[0.5307982999656815],,,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,4,0,4,0,12,0,12,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843.3466014000005,None,3732.1319661472303,-3.0,5.609622067137951e-05,1,"[0.4006040857292723, 0.4530801369473121, 0.45487367662377, 0.6966405452661426]","[2027.627398959374, 174.93588673475628, 1485.4099630705146, 1494.6940383098506]",None,"[3.43526397327203, 12.635602034081144, 7.070959241853986, 7.070959241853986]",False,844.3704910000088,846.7035841000034,846.7035841000034,847.9308786000183,['space'],1,3.0192475999938324,4.043768999981694,None,1,None,1,[0.3843258999695536],,,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,4,0,4,0,13,0,13,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848.4667730000219,None,1000.0,-9.0,1.563039683561978e-05,0,"[0.5534456022049591, 0.5534456022049591, 0.5534456022049591, 0.5534456022049591]","[359.96431097427944, 7012.166822572477, 219.08296035742498, 6632.294827552445]",None,"[12.46127946129036, -1.8027797586857162, 11.767674517343375, -3.0]",False,849.4755944000208,852.1709265000245,852.1709265000245,853.3793883000035,None,0,3.241634800011525,4.248411400010809,None,1,None,1,,,,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,4,0,4,0,14,0,14,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853.7757451000216,None,,,,,"[0.7376302328191678, 0.481536437238228, 0.7718762277770583, 0.5124614440385994]","[3847.5909568380594, 547.3921372400919, 286.4757826874703, 188.9550613788369]",None,"[-2.0, 10.0, 12.613922452999732, 12.145326944620653]",True,854.7770920000039,857.797266700014,857.797266700014,859.0152753000148,None,1,3.521102799975779,4.541089699981967,None,1,None,1,,,0,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,4,0,4,0,15,0,15,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.3569659000204,None,179.60228335605873,6.635602034081144,0.000729313610841342,1,"[0.6003465880029009, 0.6003465880029009, 0.6003465880029009, 0.6003465880029009]","[2163.183936779442, 272.009916652923, 1013.8233313211902, 2232.9844532169427]",None,"[2.8271288358007522, 12.411447692845933, 5.0, 2.4582237535051696]",False,860.3715501000115,863.1865556000266,863.1865556000266,864.4156622000155,['space'],1,3.432667599990964,4.449183099990478,None,1,None,1,[0.27107919997069985],,,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
,,,,4,0,4,0,16,0,16,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864.8694783000101,None,189.20210158486165,6.145326944620652,0.0006183517678760579,1,"[0.4643113729643263, 0.49465952004314384, 0.693528271215305, 0.6003315058452651]","[300.3396150904036, 267.57217809080345, 238.37971047111535, 212.37217848938187]",Tone,"[12.692802249890509, 12.411447692845933, 12.0, 11.767674517343375]",False,865.880256000004,868.5496282000095,868.5496282000095,869.7500198000052,['space'],1,3.2884564999840222,4.308300699980464,None,1,None,1,[0.3630940999719314],,,,,,,,ofgjwt,001,fr,0,0,2022-04-27_16h43.45.386,Cluster,2022.1.1,35.98645901557145,
