tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,Catch trial answer,Audiogram_both,Audiogram_frequency,Audiogram_none,Audiogram_time,goodbye_text.started,goodbye_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,2,0,2,0,16,0,16,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.8304603998549,None,125.0,1.0,0.0008109050486794653,1,"[0.6782276701747273, 0.7000383080381666, 0.4428106526995059, 0.4196188265878156]","[229.71726130128883, 2106.313560517461, 307.1508967623998, 2710.795536819236]",None,"[0.6222929191430779, -0.4963369915670208, 2.683282694300539, 1.0]",False,651.8392244998831,654.6769648999907,654.6769648999907,655.9100199998356,['space'],1,[0.5111831000540406],3.266382649773732,4.274775449652225,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,2,0,2,0,17,0,17,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.1590703998227,None,1052.0217178036123,0.8919687914799227,5.122794676900794e-05,1,"[0.7519730690032891, 0.6012909944703848, 0.633010113425353, 0.48632177030306367]","[1669.9803815348469, 1487.7833812289098, 1325.4643072073354, 1180.854452231788]",Tone,"[3.0, 5.0, 6.954440554421228, 7.243472637208711]",False,657.1669095999096,660.1852751998231,660.1852751998231,661.4140962997917,['space'],1,[0.26303780009038746],3.5015216995961964,4.531607199693099,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,2,0,2,0,18,0,18,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661.7550307000056,None,2792.6242248701196,-4.6203267468757225,3.977791675711435e-05,0,"[0.6435433642886268, 0.5105156796961189, 0.4863250764652383, 0.41620819507165696]","[875.1356552949156, 4101.060795207194, 130.94413279459948, 6253.713851550043]",None,"[5.761142002011438, 2.0, 6.048065125584764, -1.4269691556203679]",False,662.7732156999409,665.45178569993,665.45178569993,666.6690863999538,None,0,,3.0661216997541487,4.091304799774662,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,2,0,2,0,19,0,19,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666.9242151000071,None,,,,,"[0.645413281952991, 0.4433956163344878, 0.5291293894129563, 0.7054160520551811]","[360.67861220462225, 153.16230778689777, 3870.831318569807, 3416.632570377317]",None,"[4.2479600298789695, 4.371753608000451, 2.1509078376766233, 2.615232688418234]",True,667.9422930998262,670.599821700016,670.599821700016,671.8080062998924,None,1,,3.3323211998213083,4.333490799879655,None,1,None,1,0,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,3,0,3,0,0,0,0,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682.3126417999156,None,8000.0,-4.0,0.00011454338263838867,1,"[0.6788749224167867, 0.6788749224167867, 0.6788749224167867, 0.6788749224167867]","[5039.684199579492, 5656.8542494923795, 6349.604207872798, 7127.189745122714]",Tone,"[0.0, -0.9694354748693517, -1.7244312477694326, -1.847718983824807]",False,683.3108963998966,686.3682915999088,686.3682915999088,687.5769767998718,['space'],1,[0.31790150003507733],3.7313680497463793,4.735764549812302,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,3,0,3,0,1,0,1,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688.0945762000047,None,378.9291416275994,-5.0,4.6125798215597186e-05,0,"[0.4681282365317307, 0.5261995935602684, 0.48524210163860737, 0.793926405479987]","[601.5125180410581, 535.8867312681464, 477.4208019552081, 425.3335804754277]",Tone,"[7.0, 7.075743009410166, 6.59044577893951, 6.0]",False,689.1254795999266,691.6530906998087,691.6530906998087,692.8833912999835,None,0,,3.2910982496105134,4.298005549702793,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,3,0,3,0,2,0,2,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693.4683331998531,None,2165.480167030994,-6.496336991567021,3.7148586490423356e-05,0,"[0.6165598369735261, 0.6165598369735261, 0.6165598369735261, 0.6165598369735261]","[1364.1670227861073, 1531.225710632593, 1718.7427475806358, 1929.2235049662402]",Tone,"[6.954440554421228, 4.970570268636886, 2.0876797242856355, 0.0]",False,694.456937899813,697.3293225998059,697.3293225998059,698.5350081999786,None,0,,3.4822161998599768,4.516964199719951,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,3,0,3,0,3,0,3,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699.0374346999452,None,,,,,"[0.5917301979016326, 0.5917301979016326, 0.5917301979016326, 0.5917301979016326]","[632.5634568647077, 947.774303993969, 1420.056946956035, 2127.6813731921216]",Perfect_5th,"[6.896055004427689, 6.012492611891718, 6.162415204904671, -0.4963369915670208]",True,700.0507449000143,702.8618918999564,702.8618918999564,704.0855091998819,None,1,,3.3973410001490265,4.410024499986321,None,1,None,1,0,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,3,0,3,0,4,0,4,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704.5131259998307,None,125.0,0.0,0.000722719885372964,1,"[0.5145018320978569, 0.5145018320978569, 0.5145018320978569, 0.5145018320978569]","[1385.3283088989276, 352.7590693015239, 352.6158149067653, 4261.843567328359]",None,"[6.162415204904671, 4.2479600298789695, 4.2479600298789695, 1.6083902085372372]",False,705.5274910000153,708.1031791998539,708.1031791998539,709.3308973999228,['space'],1,[0.41878710011951625],3.0808879497926682,4.106374549912289,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,3,0,3,0,5,0,5,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,709.6783922999166,None,6062.8662660415985,-5.0,6.682440389904723e-05,0,"[0.6643968540422759, 0.43207025120968356, 0.6648483331736391, 0.6167003442875125]","[635.1217317234941, 1088.1790258956974, 1334.2500560826288, 1055.0097031120235]",None,"[6.896055004427689, 7.0, 6.954440554421228, 6.891968791479923]",False,710.6981220999733,713.5022099998314,713.5022099998314,714.7363554998301,None,0,,3.4126934497617185,4.423051149817184,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,3,0,3,0,6,0,6,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715.1547477999702,None,2485.1635943555666,-6.0,4.288485582076348e-05,0,"[0.6145355347795244, 0.7409747941213944, 0.757757933887626, 0.4432026305693771]","[754.862654714491, 229.55834006258814, 7328.5641905367465, 127.54348480984468]",None,"[5.917456052324865, 0.6222929191430779, -1.7816767057240748, 6.656789160322759]",False,716.1608707997948,719.2915590999182,719.2915590999182,720.5026987998281,None,0,,3.5842426996678114,4.602615499868989,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,3,0,3,0,7,0,7,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720.825569699984,None,1866.0659830736151,-7.0,3.0715860445343604e-05,0,"[0.672932630781531, 0.46866961297905546, 0.5202435804719481, 0.5224105627324593]","[3546.95419823034, 177.87438573413985, 792.3256424594756, 130.6070244218578]",None,"[2.615232688418234, 2.4902543309199405, 5.735065782666709, 6.048065125584764]",False,722.9471558998339,725.6508661999833,725.6508661999833,726.8563604999799,None,0,,3.2315633490215987,4.240294449031353,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,3,0,3,0,8,0,8,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727.2176169999875,None,293.57782030427677,-4.0,7.654521239549413e-05,0,"[0.686337012265392, 0.686337012265392, 0.686337012265392, 0.686337012265392]","[170.53376997186075, 1172.1628244918463, 1336.2880636060527, 1702.4996426000675]",None,"[3.0, 7.243472637208711, 6.954440554421228, 3.0]",False,728.2104537999257,731.3050381999929,731.3050381999929,732.5203273999505,None,0,,3.7648831999395043,4.795678999973461,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,3,0,3,0,9,0,9,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733.0708374998067,None,243.40009200795808,-5.167536940407906,9.951566452418293e-05,1,"[0.7673641601034491, 0.6226272549618547, 0.41676484848630185, 0.4283665532076697]","[153.33244973358762, 172.10985560025674, 193.1867810512946, 216.8448299651305]",Tone,"[4.371753608000451, 3.0, 1.6760163755732504, 0.6961229588504807]",False,734.0829201999586,736.9309256998822,736.9309256998822,738.1528431999031,['space'],1,[0.6582511998713017],3.262277500005439,4.29234219994396,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,3,0,3,0,10,0,10,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738.4352055999916,None,2462.2888266898335,-5.0,4.783245253797975e-05,0,"[0.568110820754987, 0.5113379796550672, 0.5033693341096905, 0.5915749307579412]","[3908.639873736986, 3482.202253184498, 3102.289523667471, 2763.8257599355534]",Tone,"[2.1509078376766233, 2.615232688418234, 2.015960844576941, 1.0]",False,740.9066086998209,743.5051845000125,743.5051845000125,744.7089207000099,None,0,,3.2127430494874716,4.232100249268115,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,3,0,3,0,11,0,11,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745.1694392999634,None,1515.7165665103996,-6.0,2.487406223150989e-05,0,"[0.7597979785002558, 0.7597979785002558, 0.7597979785002558, 0.7597979785002558]","[3819.3664156416708, 3031.4331330207997, 2406.050072164236, 1909.6832078208352]",Major_3rd,"[2.5050615479466045, 2.015960844576941, -0.019749338496168, 0.8193351004128218]",False,746.1852945999708,749.4856285999995,749.4856285999995,750.7122117998078,None,0,,4.075213149888441,5.086025749798864,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,3,0,3,0,12,0,12,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751.3214789999183,None,5278.031643091578,-4.0,8.990717583908555e-05,1,"[0.4523375205054431, 0.4523375205054431, 0.4523375205054431, 0.4523375205054431]","[4584.799244194967, 478.09405659805407, 1447.9539764628707, 127.3205531527456]",None,"[0.9577883879131583, 6.59044577893951, 6.0, 6.656789160322759]",False,752.3896529998165,754.7729226998053,754.7729226998053,755.9917721999809,['space'],1,[0.4930426001083106],2.8167844500858337,3.82440255000256,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,3,0,3,0,13,0,13,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756.2624288999941,None,,,,,"[0.7519901585208495, 0.7519901585208495, 0.7519901585208495, 0.7519901585208495]","[128.17544245072114, 3643.564378887875, 3320.8372854777926, 567.7928195163471]",None,"[6.656789160322759, 2.5050615479466045, 2.4515867102086832, 7.070494605656956]",True,757.2578002999071,760.5522303998005,760.5522303998005,761.7729942000005,None,1,,4.030479799956083,5.03635839978233,None,1,None,1,0,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,3,0,3,0,14,0,14,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762.3514147999231,None,479.7193541260071,0.5904457789395101,7.757937991739099e-05,1,"[0.5296293768031526, 0.585917762455916, 0.6267386809706113, 0.45333041355056275]","[302.20425615266464, 339.2128083689304, 380.7535036945644, 427.3813576579712]",Tone,"[2.683282694300539, 4.0, 5.0, 6.0]",False,763.3429150998127,766.1031601999421,766.1031601999421,767.3275717999786,['space'],1,[0.6666974001564085],3.2093954998999834,4.235509399790317,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,3,0,3,0,15,0,15,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767.6410964999814,None,5076.406353152822,-6.0,7.514223526674182e-05,1,"[0.7680355454364349, 0.7680355454364349, 0.7680355454364349, 0.7680355454364349]","[2014.5731963032106, 2538.2031765764114, 3197.9356110786543, 4029.1463926064207]",Major_3rd,"[-0.07449695470183038, 0.0, 2.4515867102086832, 2.1509078376766233]",False,768.6532446998172,771.9787827997934,771.9787827997934,773.1968102999963,['space'],1,[0.3242522000800818],4.1242454496677965,5.137943249661475,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,3,0,3,0,16,0,16,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773.8258283999749,None,757.8582832551998,-5.0,2.26534801498785e-05,0,"[0.5611238141322098, 0.5611238141322098, 0.5611238141322098, 0.5611238141322098]","[150.37812951026473, 225.3126156527078, 337.5874865420478, 505.80972015096177]",Perfect_5th,"[4.371753608000451, 0.6961229588504807, 3.4747590406773865, 6.908020731256669]",False,776.2956478998531,779.0030562998727,779.0030562998727,780.2125966998283,None,0,,3.265422149328515,4.271170249208808,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,3,0,3,0,17,0,17,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780.6126983999275,None,2297.3967099940687,0.0,8.14042568960799e-05,0,"[0.7016872183607711, 0.6398233619142214, 0.7248169513354829, 0.7670566748158569]","[3646.8899542328663, 3249.009585424941, 2894.538474880755, 2578.740616879157]",Tone,"[2.5050615479466045, 2.4515867102086832, 1.3796732531242775, 0.6462576101882194]",False,781.6248292999808,784.7219390999526,784.7219390999526,785.9408750999719,None,0,,3.8606008496135473,4.868912649573758,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,3,0,3,0,18,0,18,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786.5355878998525,None,1048.2514068341309,0.8919687914799227,5.105319015809366e-05,1,"[0.42425177838211375, 0.40041367144122664, 0.6162023840764782, 0.7334911809083966]","[415.9988464839112, 524.1257034170656, 660.3570065261181, 831.9976929678222]",Major_3rd,"[5.597592726781405, 7.0, 6.595400128776029, 5.735065782666709]",False,787.5415980999824,790.0060194998514,790.0060194998514,791.219064099947,['space'],1,[0.3232461998704821],3.194097399711609,4.19381589978002,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,3,0,3,0,19,0,19,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791.7912264999468,None,2828.42712474619,-1.0,5.8364428873931735e-05,0,"[0.6406125874444795, 0.577552353937664, 0.45280049179330467, 0.6012420352424154]","[7127.189745122716, 5656.854249492381, 4489.8481932374925, 3563.5948725613575]",Major_3rd,"[-1.847718983824807, -0.9694354748693517, 1.0, 2.615232688418234]",False,794.4357296999078,797.1225527999923,797.1225527999923,798.3455868000165,None,0,,3.320551199140027,4.323494798969477,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,4,0,4,0,0,0,0,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805.8102356998716,None,188.96515829087173,-4.3239836244267496,0.00018577960441823577,1,"[0.4712779795240385, 0.4712779795240385, 0.4712779795240385, 0.4712779795240385]","[476.162361254772, 377.93031658174345, 299.9634910562671, 238.081180627386]",Major_3rd,"[6.59044577893951, 4.961109682929862, 2.683282694300539, 0.6222929191430779]",False,806.7997622999828,809.2517893998884,809.2517893998884,810.4478288998362,['space'],1,[0.3531299000605941],2.9145915997214615,3.9419260998256505,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,4,0,4,0,1,0,1,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810.7995886998251,None,,,,,"[0.5041661114420967, 0.47845776282884755, 0.6768521600533881, 0.5473644333992664]","[130.4702927118449, 531.3397173173915, 195.9785012292546, 146.2662080177529]",None,"[6.048065125584764, 7.075743009410166, 1.6760163755732504, 5.0]",True,811.8144090999849,814.5230803999584,814.5230803999584,815.7362168999389,None,1,,3.231791199883446,4.234852399909869,None,1,None,1,0,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,4,0,4,0,2,0,2,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816.1000003998633,None,616.1090956621771,0.8960550044276885,5.9127246572455424e-05,1,"[0.7540740957031238, 0.7121225538827409, 0.47969331800552717, 0.42916352346452696]","[444.07805320704693, 335.51967320181797, 1749.6460997259217, 313.53211461323167]",None,"[6.150099501374751, 3.4747590406773865, 2.0, 3.0]",False,817.1210351998452,820.0989655999001,820.0989655999001,821.3111509999726,['space'],1,[0.5765602998435497],3.4035209498833865,4.4119155497755855,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,4,0,4,0,3,0,3,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,821.5659497999586,None,625.675165928346,0.8960550044276885,5.747276494138451e-05,0,"[0.7821897146962646, 0.7821897146962646, 0.7821897146962646, 0.7821897146962646]","[590.3949365918145, 2909.921701220047, 5311.660819644768, 433.14663942239895]",None,"[7.0, 1.3796732531242775, -0.39302076275731945, 6.150099501374751]",False,822.5570064999629,825.9367956998758,825.9367956998758,827.1461190998089,None,0,,4.168892299756408,5.190534299938008,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,4,0,4,0,4,0,4,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827.8103904000018,None,435.2752816480623,-5.0,4.203609419229965e-05,0,"[0.6768092557717773, 0.6768092557717773, 0.6768092557717773, 0.6768092557717773]","[172.73910999597217, 217.63764082403122, 274.2062449236567, 345.47821999194423]",Major_3rd,"[3.0, 0.6961229588504807, 1.2931498873070675, 4.0]",False,828.8156450998504,831.8817193999421,831.8817193999421,833.0853513998445,None,0,,3.7408776495140046,4.768582349643111,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
