tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,Catch trial answer,answer_too_early.rt,Audiogram_time,Audiogram_none,Audiogram_both,Audiogram_frequency,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,3,0,3,0,15,0,15,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551.8942563000601,None,,,,,"[0.4492961116970397, 0.4492961116970397, 0.4492961116970397, 0.4492961116970397]","[864.4150733851354, 479.17881848757116, 4361.48037718028, 4923.027633128953]",None,"[18.693979025111148, 22.0, 7.279424043043629, 9.028398643114974]",True,552.8947788000805,555.2769588000374,555.2769588000374,556.5111197000369,None,1,,2.813004966592416,3.8550176665885374,None,1,['space'],0,0,[-2.8661202000221238],,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,3,0,3,0,16,0,16,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556.795044700033,None,640.9862609693062,12.091308165430453,0.0002019667176516298,1,"[0.529187138973236, 0.529187138973236, 0.529187138973236, 0.529187138973236]","[3230.3683315545495, 2156.012196303886, 1438.9655028515474, 960.3942509910348]",Perfect_5th,"[5.743745439073422, 4.886897647501437, 11.0, 19.004327458869362]",False,557.8016513000475,560.4175457000965,560.4175457000965,561.655558800092,['space'],1,[0.35399760003201663],3.1370289666811004,4.154966366710141,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,3,0,3,0,17,0,17,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.0003755000653,None,435.2752816480623,13.0,0.00033390456494473015,1,"[0.4202228320708129, 0.4202228320708129, 0.4202228320708129, 0.4202228320708129]","[1096.8249796946266, 870.5505632961247, 690.9564399838885, 548.4124898473133]",Major_3rd,"[18.0, 18.693979025111148, 18.0, 20.0]",False,564.5442219000543,566.8329975000815,566.8329975000815,568.0521472000983,['space'],1,[0.3792884999420494],2.7081741000292823,3.7329760000575334,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,3,0,3,0,18,0,18,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568.3398588000564,None,7427.999263396023,-0.7017650832535708,0.00015145574510935043,1,"[0.7588069994533297, 0.7588069994533297, 0.7588069994533297, 0.7588069994533297]","[1509.0103600544876, 501.6971828842096, 1625.4583942892991, 256.56701060918476]",None,"[9.339143175506198, 21.16096705241678, 7.361201396019053, 23.493321563251698]",False,569.3321184000233,572.6300334000262,572.6300334000262,573.8690214999951,['space'],1,[0.3808330000611022],4.058372166706249,5.075671866768971,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,3,0,3,0,19,0,19,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574.4602536000311,None,,,,,"[0.41708394777195396, 0.6221863191906938, 0.6097339282979849, 0.40062141299572873]","[233.51779791849341, 2542.704552592115, 407.8795100191177, 3220.8662868112297]",None,"[23.531253110563384, 5.645867847083637, 23.69144843127717, 5.743745439073422]",True,575.4788322000531,578.1585749000078,578.1585749000078,579.3946270000888,None,1,,3.0881047666771337,4.124930266756564,None,1,None,1,0,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,4,0,4,0,0,0,0,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581.5638419000898,None,281.2046655814168,17.854540953153773,0.001050036905449179,1,"[0.6150137707704254, 0.6150137707704254, 0.6150137707704254, 0.6150137707704254]","[708.5913549893509, 562.4093311628337, 446.3845819623068, 354.2956774946754]",Major_3rd,"[17.900269021903046, 19.284917039316973, 23.0, 24.34575158242586]",False,582.553199200076,585.4246898000129,585.4246898000129,586.6530292000389,['space'],1,[0.33762599993497133],3.504228266654536,4.535120666725561,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,4,0,4,0,1,0,1,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587.1422672000481,None,1866.0659830736151,2.0,8.656905679825736e-05,1,"[0.7413014758654144, 0.7413014758654144, 0.7413014758654144, 0.7413014758654144]","[740.5487761432825, 933.0329915368078, 1175.547906283609, 1481.0975522865647]",Major_3rd,"[17.99259359280647, 19.004327458869362, 17.0, 10.0]",False,589.6039401000598,592.8461626000935,592.8461626000935,594.0771814000327,['space'],1,[0.31175100000109524],3.9958745999028906,5.010904699913226,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,4,0,4,0,2,0,2,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.6586041999981,None,139.71478870297935,19.657864776754597,0.005688623092881651,1,"[0.7652307734565327, 0.7652307734565327, 0.7652307734565327, 0.7652307734565327]","[352.0592065369962, 279.4295774059587, 221.78340256262413, 176.0296032684981]",Major_3rd,"[24.34575158242586, 23.854540953153773, 23.744682568266967, 25.032957429512688]",False,595.6513303000247,598.9616799000651,598.9616799000651,600.1869368000189,['space'],1,[0.34283310000319034],4.081286966684274,5.121609166730195,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,4,0,4,0,3,0,3,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.819929099991,None,,,,,"[0.5939245448956381, 0.5939245448956381, 0.5939245448956381, 0.5939245448956381]","[5023.423575909604, 5638.602316541089, 6329.117105826686, 7104.193750596113]",Tone,"[9.028398643114974, 9.668480869467476, 8.207358387276932, 6.0]",True,601.8372452000622,604.6294079000363,604.6294079000363,605.8561787999934,None,1,,3.3960482666734606,4.431841166689992,None,1,None,1,0,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,4,0,4,0,4,0,4,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606.3114218000555,None,1741.101126592249,4.0,0.00010004114434661368,1,"[0.7216001356179985, 0.7216001356179985, 0.7216001356179985, 0.7216001356179985]","[929.6769607668791, 599.9219560850833, 177.23122079727486, 158.4598580154738]",None,"[19.0, 19.0, 25.0, 25.65234502824306]",False,607.3522794001037,610.5453836000524,610.5453836000524,611.7754321000539,['space'],1,[0.42124900000635535],3.9077701332280412,4.939453533268534,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,4,0,4,0,5,0,5,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612.3398489000974,None,2846.8434016015412,-0.039996375336825075,6.404592750741689e-05,0,"[0.7731777709228005, 0.7731777709228005, 0.7731777709228005, 0.7731777709228005]","[5128.8995509393935, 395.45707204136454, 5550.4902171954645, 6980.777287669127]",None,"[9.5808718829304, 24.0, 9.668480869467476, 6.823176576205113]",False,613.3328749000793,616.6942408999894,616.6942408999894,617.931093399995,None,0,,4.118728366680443,5.159052666625939,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,4,0,4,0,6,0,6,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618.5353715000674,None,707.1067811865476,15.0,0.00024969612569079744,1,"[0.6845825705585079, 0.6184089337609805, 0.7089749943195671, 0.7402709506216661]","[3988.1024185236633, 364.3858889764709, 3346.653712239998, 897.5686188909156]",None,"[6.493070110718627, 24.34575158242586, 5.743745439073422, 18.693979025111148]",False,619.5661559000146,622.5907083000056,622.5907083000056,623.8045493999962,['space'],1,[0.15315679996274412],3.7864982333267108,4.816658233408816,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,4,0,4,0,7,0,7,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624.4448669000994,None,,,,,"[0.4711919875038134, 0.4711919875038134, 0.4711919875038134, 0.4711919875038134]","[244.20177765868948, 212.73510001054314, 7888.359229144151, 998.6686854786922]",None,"[23.493321563251698, 23.744682568266967, 4.0, 19.027493468965773]",True,625.432810200029,627.8819408999989,627.8819408999989,629.1091121000936,['space'],0,[0.6917999999132007],2.910163566702977,3.914999966742471,None,1,None,1,0,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,4,0,4,0,8,0,8,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629.3895326000638,None,757.8582832551998,11.0,0.00014293379678602107,1,"[0.7799271856286228, 0.7799271856286228, 0.7799271856286228, 0.7799271856286228]","[3091.09779415795, 433.4552039015791, 473.5650650525656, 236.60541755767773]",None,"[5.868312522825567, 23.003285969918135, 22.0, 23.531253110563384]",False,630.4087385000894,633.7729393000482,633.7729393000482,634.9960287000285,['space'],1,[0.24771160003729165],4.124759866739623,5.129843966686167,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,4,0,4,0,9,0,9,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.5956189000281,None,690.2829494223358,12.0,0.00018264470295020237,0,"[0.7594229110502742, 0.7594229110502742, 0.7594229110502742, 0.7594229110502742]","[167.7031294075287, 295.0370493938959, 1767.9769301809354, 525.8869567324273]",None,"[25.423428007499954, 24.0, 5.890979483582172, 20.179488091888764]",False,636.592777300044,639.8756316000363,639.8756316000363,641.1054208000423,None,0,,4.06528746674303,5.085081566707231,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,4,0,4,0,10,0,10,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641.7349229000974,None,250.0,20.0,0.0016748271957891384,0,"[0.5031894608949274, 0.5031894608949274, 0.5031894608949274, 0.5031894608949274]","[808.8413236038691, 2120.399678887824, 7737.795152740244, 3744.804233343381]",None,"[18.300670454568305, 4.886897647501437, 5.0, 6.0]",False,643.8270780000603,646.3727383000078,646.3727383000078,647.5880002999911,None,0,,3.0391600334551185,4.068691633408889,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,4,0,4,0,11,0,11,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.9514089000877,None,615.5722066724584,15.0,0.000300376816114198,1,"[0.5485725720886654, 0.5057074451557066, 0.5333597644783907, 0.7379653102350796]","[977.1599684342465, 870.5505632961246, 775.5723809168677, 690.9564399838883]",Tone,"[19.027493468965773, 18.693979025111148, 18.0, 18.0]",False,648.9694883000338,651.5979670000961,651.5979670000961,652.8105649000499,['space'],1,[0.28101589996367693],3.3560653667664155,4.382637566770427,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,4,0,4,0,12,0,12,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.4023107000394,None,374.3150054062939,18.14720206948669,0.0006723578627049411,0,"[0.7773484279842253, 0.4746663864473868, 0.5002533465938321, 0.6552465187292339]","[1503.2457712019127, 188.35893798035403, 1437.2652429381892, 7196.438088295159]",None,"[9.339143175506198, 24.56610200717843, 11.0, 6.0]",False,654.4165187000763,657.193236400024,657.193236400024,658.4072702000849,None,0,,3.427553266636096,4.462983766687103,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,4,0,4,0,13,0,13,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.931777400081,None,8000.0,-2.0,0.00014420157515633036,1,"[0.5753137739679017, 0.5753137739679017, 0.5753137739679017, 0.5753137739679017]","[5039.684199579492, 5656.8542494923795, 6349.604207872798, 7127.189745122714]",Tone,"[9.028398643114974, 9.668480869467476, 8.207358387276932, 6.0]",False,659.9424264000263,662.714076400036,662.714076400036,663.9310934999958,['space'],1,[0.33247379993554205],3.322792466613464,4.356573466677219,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,4,0,4,0,14,0,14,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664.3532031000359,None,,,,,"[0.5207191424149843, 0.5207191424149843, 0.5207191424149843, 0.5207191424149843]","[291.3035741123666, 2326.8028559325267, 205.48332637138955, 6651.193889162066]",None,"[23.854540953153773, 5.260599938988865, 24.0, 8.0]",True,665.3651167000644,667.966971600079,667.966971600079,669.200990900048,['space'],0,[0.4196082999696955],3.122577266767621,4.161369666690007,None,1,None,1,0,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,4,0,4,0,15,0,15,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669.5702718000393,None,176.7766952966369,13.0,0.0015634862732566773,1,"[0.6926104905713764, 0.6767048960004474, 0.766466818173959, 0.6332316189090318]","[575.5932157473231, 219.3906588883818, 3602.647586797236, 5888.061621615905]",None,"[19.284917039316973, 23.744682568266967, 5.734165779963748, 9.204042212469089]",False,670.6408639000729,673.8192521000747,673.8192521000747,675.0553866000846,['space'],1,[0.41980879998300225],3.793068533297628,4.815140033373609,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,4,0,4,0,16,0,16,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675.5086795000825,None,1392.1288159465644,6.0,0.00010171973366536553,1,"[0.6609299308361269, 0.6878284393171823, 0.7010622994188377, 0.5181660150201066]","[2209.8667469088205, 1968.7674520820299, 1753.9723993763023, 1562.611762257883]",Tone,"[5.0, 4.741683434789566, 5.890979483582172, 8.0]",False,676.4976456000004,679.5635890000267,679.5635890000267,680.7808996000094,['space'],1,[0.665179800009355],3.600552966701798,4.633722566650249,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,4,0,4,0,17,0,17,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681.1787348000798,None,924.2994195992624,13.0,0.00018716441586660374,0,"[0.7636244310526812, 0.7787360977875166, 0.7127460833409864, 0.7253859360530908]","[6664.977110230807, 733.8650543851753, 171.57596636405447, 390.2864349369229]",None,"[8.0, 17.99259359280647, 25.032957429512688, 24.0]",False,682.1889534000074,685.4918326000916,685.4918326000916,686.733621200081,None,0,,4.013607666594908,5.043064966681413,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,4,0,4,0,18,0,18,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687.277063400019,None,,,,,"[0.4643628054382268, 0.4643628054382268, 0.4643628054382268, 0.4643628054382268]","[212.9717788522709, 2224.4890265641075, 2215.4588839498706, 5879.412083963725]",None,"[23.744682568266967, 5.0, 5.0, 9.204042212469089]",True,688.2925471999915,690.721566400025,690.721566400025,691.9405214000726,None,1,,2.8740790666779503,3.902002066723071,None,1,None,1,0,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,4,0,4,0,19,0,19,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692.25038089999,None,1345.211272868432,7.0,0.00011673910049108755,0,"[0.7000653795312158, 0.7000653795312158, 0.7000653795312158, 0.7000653795312158]","[3389.719998485627, 2690.422545736864, 2135.3897896708295, 1694.8599992428135]",Major_3rd,"[5.734165779963748, 5.898987380816954, 4.886897647501437, 6.0]",False,693.2456132000079,696.370256400085,696.370256400085,697.6110989000881,None,0,,3.836627666722052,4.860162966768257,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,5,0,5,0,0,0,0,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699.9587261000415,None,3732.1319661472303,1.0,8.890651826486576e-05,1,"[0.5078599702488951, 0.763895220792182, 0.5721459616485394, 0.6841507064037675]","[2351.0958125672173, 2639.0158215457886, 2962.195104573129, 3324.9515845711517]",Tone,"[5.260599938988865, 5.898987380816954, 5.868312522825567, 5.743745439073422]",False,700.9675177000463,703.8446032000938,703.8446032000938,705.091165699996,['space'],1,[0.23696380003821105],3.560400433256291,4.589771133265458,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,5,0,5,0,1,0,1,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705.6054757999955,None,353.5533905932738,7.0,0.00019837829677229338,0,"[0.6572419158518337, 0.6572419158518337, 0.6572419158518337, 0.6572419158518337]","[140.30775603867167, 176.77669529663694, 222.72467953508487, 280.6155120773433]",Major_3rd,"[25.657864776754597, 25.032957429512688, 23.744682568266967, 23.854540953153773]",False,706.635637300089,709.6412870000349,709.6412870000349,710.8799310000613,None,0,,3.6597740333527327,4.682575433282182,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,5,0,5,0,2,0,2,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.3588121000212,None,518.7183562085476,15.0,0.0003853422978072621,0,"[0.5313623366209268, 0.470721271031113, 0.44875124323358984, 0.41182779501282746]","[326.77208797700797, 366.78926720100304, 411.7070321603318, 462.1255186220589]",Tone,"[24.315909985835255, 24.14720206948669, 23.69144843127717, 22.133902068025165]",False,712.3740123000462,714.8491546000587,714.8491546000587,716.067855100031,None,0,,2.904179866774939,3.927222066675313,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,5,0,5,0,3,0,3,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.3510101001011,None,1866.0659830736151,3.0,9.71320792991596e-05,0,"[0.6986394959131543, 0.7509925596015264, 0.69527940772611, 0.40627582725119993]","[740.5487761432825, 933.0329915368078, 1175.547906283609, 1481.0975522865647]",Major_3rd,"[17.99259359280647, 19.004327458869362, 17.0, 10.0]",False,718.3261038000928,721.5074538000626,721.5074538000626,722.7287611000938,None,0,,3.5626329666702077,4.5976641667075455,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,5,0,5,0,4,0,4,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722.9741879000794,None,6776.590623243908,1.0,0.00016208069911440994,0,"[0.5765216168927799, 0.5765216168927799, 0.5765216168927799, 0.5765216168927799]","[7721.666059769313, 937.3095317895198, 805.6786061303005, 387.2603034230883]",None,"[5.0, 19.004327458869362, 18.300670454568305, 24.0]",False,723.9917385000736,726.7625056999968,726.7625056999968,727.9842251000227,None,0,,3.3316647667670622,4.351293266750872,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
