tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,Catch trial answer,answer_too_early.rt,Audiogram_time,Audiogram_both,Audiogram_none,Audiogram_frequency,goodbye_text.started,goodbye_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,18,0,18,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.86027500001364,None,2639.015821545789,-3.0,5.4693453493152915e-05,1,"[0.5333496946883265, 0.5333496946883265, 0.5333496946883265, 0.5333496946883265]","[1313.039100872856, 485.00712747187794, 6010.4469552560295, 1903.305632899424]",None,"[6.779769909718749, 6.541656715615594, -0.3114093269817442, 9.250582882084911]",False,260.49069530001725,263.12743729999056,263.12743729999056,264.34162210000795,['space'],1,[0.5137780999939423],3.148758233350236,4.159503233327996,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,0,0,0,0,19,0,19,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.6887959000014,None,6376.876779764799,-6.575082696514484,6.207709783458842e-05,1,"[0.42319225269426036, 0.42319225269426036, 0.42319225269426036, 0.42319225269426036]","[836.9975833201742, 2744.4957796807043, 6642.902536102588, 175.90190810612447]",None,"[4.0, 5.0, -0.5750826965144844, 3.968951410952849]",False,265.7003720999928,267.99029630000587,267.99029630000587,269.2053280000109,['space'],1,[0.36071950002224185],2.7257167666684836,3.7689344666723628,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,1,0,1,0,0,0,0,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.41012919999775,None,,,,,"[0.5853767024231694, 0.5853767024231694, 0.5853767024231694, 0.5853767024231694]","[439.92454440590603, 349.16834228828304, 277.1350969312064, 219.962272202953]",Major_3rd,"[6.50084471269436, 6.2570440306439075, 5.5936566629773345, 4.771495999328634]",True,273.41392730001826,276.189784599992,276.189784599992,277.4290212999913,['space'],0,[0.6218649999937043],3.358109966677148,4.387365366681479,None,1,None,1,0,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,1,0,1,0,1,0,1,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.8315769000037,None,500.0,-4.0,4.507855688029785e-05,1,"[0.5471121599487205, 0.5471121599487205, 0.5471121599487205, 0.5471121599487205]","[2258.9712932292964, 320.74440527225596, 320.47186927861344, 419.2951370062931]",None,"[8.0, 6.142930026355189, 6.142930026355189, 6.431249782034804]",False,278.8539099000045,281.52664399999776,281.52664399999776,282.74167789999046,['space'],1,[0.37137609999626875],3.208169266668847,4.2438050666532945,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,1,0,1,0,2,0,2,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.14980010001455,None,353.5533905932738,-3.0,6.273272561452762e-05,1,"[0.5438542258415286, 0.7726240768348821, 0.711890380902618, 0.5795622105183604]","[561.2310241546867, 500.0000000000001, 445.44935907016975, 396.8502629920499]",Tone,"[6.263239677530973, 6.541656715615594, 6.50084471269436, 6.431249782034804]",False,284.17910080001457,287.243080300017,287.243080300017,288.479153399996,['space'],1,[0.33772970002610236],3.640921033307677,4.6656782333157025,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,1,0,1,0,3,0,3,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.88509019999765,None,884.9729189417075,-2.0998718327867394,3.202486438964188e-05,1,"[0.5941213477523608, 0.5941213477523608, 0.5941213477523608, 0.5941213477523608]","[944.0496306689902, 130.24859815437247, 266.4903793895071, 1372.3185680590025]",None,"[3.8546879595060357, 3.625080899236946, 5.5936566629773345, 7.0]",False,289.88920420000795,292.6924422000011,292.6924422000011,293.93025659999694,['space'],1,[0.26778910000575706],3.414411266683601,4.444510466681095,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,1,0,1,0,4,0,4,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.3719764999987,None,,,,,"[0.5650168364425744, 0.5650168364425744, 0.5650168364425744, 0.5650168364425744]","[1280.2903959895211, 1613.0648198854403, 2032.3343214185484, 2560.580791979042]",Major_3rd,"[6.779769909718749, 8.933686697687136, 8.963804799751824, 6.0]",True,295.3781275000074,298.10254550000536,298.10254550000536,299.32459400000516,['space'],0,[0.3828083999978844],3.2822022666805424,4.319957666681148,None,1,None,1,0,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,1,0,1,0,5,0,5,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.73461370001314,None,2247.0879744579865,2.0,0.00010107792459837114,1,"[0.5195032793754707, 0.6635599304283912, 0.572119315289876, 0.6944676352904506]","[3567.0298145196994, 3177.862289323972, 2831.1534399852508, 2522.270970541472]",Tone,"[2.0, 3.0000000000000004, 4.824661604593502, 6.781753329484543]",False,300.7440436000179,303.52961270001833,303.52961270001833,304.7448100000038,['space'],1,[0.3475848000089172],3.485092466667993,4.502450866682921,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,1,0,1,0,6,0,6,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.302371400001,None,203.0630990890589,-6.0,0.0001300285315416542,0,"[0.46266503482265237, 0.46266503482265237, 0.46266503482265237, 0.46266503482265237]","[5619.999417562574, 2866.972404376592, 126.55607939617101, 2717.7060276620928]",None,"[-0.07547171544746334, 4.824661604593502, 3.7025364759474657, 5.0]",False,306.324445700011,308.7474166000029,308.7474166000029,309.95334090001415,None,0,,2.8890986333426554,3.928273633326171,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,1,0,1,0,7,0,7,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.2893285000173,None,3838.7135238642777,-4.409951034163997,4.881702272650561e-05,0,"[0.5467243645932804, 0.5908985337224062, 0.7810042263956085, 0.6076986734998108]","[566.2122100921506, 4479.283415477722, 5630.532000771083, 148.57239129079505]",None,"[6.263239677530973, 0.48058042627284525, -0.07547171544746334, 3.6043672322220215]",False,311.2981709000014,314.24120970000513,314.24120970000513,315.46354530000826,None,0,,3.561464366648579,4.59546866666642,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,1,0,1,0,8,0,8,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.9329235999903,None,2297.3967099940687,-3.0,5.762980050050316e-05,1,"[0.5151488423779583, 0.48650231422982615, 0.5141220544108672, 0.6544984780652983]","[152.93193607866692, 778.383182833062, 751.0232152254426, 608.8276951684223]",None,"[3.653092974283964, 4.555734982903949, 4.555734982903949, 6.0]",False,317.6961721999978,320.2449833000137,320.2449833000137,321.46545660000993,['space'],1,[0.43053160002455115],3.173977966653183,4.197085266670911,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,1,0,1,0,9,0,9,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.9394234000065,None,1708.4695859199346,3.2406476616173263,8.952685801228814e-05,1,"[0.7882207558226417, 0.7882207558226417, 0.7882207558226417, 0.7882207558226417]","[4292.905953027565, 179.24256638191196, 2299.1932528769744, 1823.0234478388086]",None,"[0.7306426957260639, 4.0, 7.674840210994211, 9.250582882084911]",False,322.9519889999938,326.34944130000076,326.34944130000076,327.567541299999,['space'],1,[0.4227203000045847],4.179619266651571,5.217987566662487,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,1,0,1,0,10,0,10,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.2106915000186,None,1066.8140646636161,-1.517332733593474,3.933833051879762e-05,1,"[0.5176669661380775, 0.5176669661380775, 0.5176669661380775, 0.5176669661380775]","[1693.4617685014953, 1508.702918777654, 1344.1014963936004, 1197.4583001875706]",Tone,"[9.0, 8.38635033036424, 7.0, 5.913495259209107]",False,329.22049189999234,331.7869322000188,331.7869322000188,333.014614899992,['space'],1,[0.3545465999923181],3.0974179666372947,4.109397666645236,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,1,0,1,0,11,0,11,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.37251330001163,None,,,,,"[0.7778624992751769, 0.7778624992751769, 0.7778624992751769, 0.7778624992751769]","[650.6727079710967, 819.7962413648843, 1032.8785411203157, 1301.345415942193]",Major_3rd,"[5.521429633254154, 4.159855742261785, 4.054859515048216, 6.779769909718749]",True,334.3850236000144,337.73969330001273,337.73969330001273,338.97174929999164,None,1,,4.153569566668011,5.191968566679861,None,1,None,1,0,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,1,0,1,0,12,0,12,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.6156136000063,None,4287.0938501451765,-3.0,7.340968674065446e-05,1,"[0.7016524125060213, 0.5603824372412163, 0.7954660786268639, 0.4145797375803639]","[850.6671609508566, 1274.5606273192634, 1909.683207820835, 2861.2918648705195]",Perfect_5th,"[4.0, 6.0, 9.250582882084911, 4.824661604593502]",False,340.62438130000373,343.69293230000767,343.69293230000767,344.9201897000021,['space'],1,[0.43747209999128245],3.513520133361453,4.552932733349735,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,1,0,1,0,13,0,13,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.2160831000074,None,3891.131922273871,-4.898373550228147,4.667124347125772e-05,1,"[0.680365623884186, 0.5469618202696427, 0.5546108215149818, 0.40463027842888544]","[408.86006054729603, 6728.406210075238, 295.7258527359576, 3550.992923307113]",None,"[6.431249782034804, -0.5750826965144844, 5.809202697236832, 2.0]",False,346.22757429999183,349.04091300000437,349.04091300000437,350.2742474999977,['space'],1,[0.3550671999983024],3.2278219666623045,4.249087766656885,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,1,0,1,0,14,0,14,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.51704730000347,None,500.0,-3.0,5.057897271299494e-05,1,"[0.5957526571313763, 0.5405304320427371, 0.7857982699194205, 0.45463784615333724]","[146.8660622183345, 942.5631663238344, 2027.0594502284418, 797.8446038723861]",None,"[3.6043672322220215, 3.8546879595060357, 8.963804799751824, 4.159855742261785]",False,352.2911429000087,355.2482241000107,355.2482241000107,356.4817694000085,['space'],1,[0.4242686999787111],3.385427366680233,4.4089714666770305,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,1,0,1,0,15,0,15,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.74682249999023,None,,,,,"[0.600734076865138, 0.7642255180070583, 0.4936882970214628, 0.5374072482563985]","[6121.052631623461, 137.4964970449958, 125.4438609443395, 210.14597987635761]",None,"[-0.3114093269817442, 3.625080899236946, 3.7025364759474657, 4.485511131365423]",True,357.76629679999314,360.64355179999257,360.64355179999257,361.8728291000007,None,1,,3.433718566666357,4.4562752666533925,None,1,None,1,0,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,1,0,1,0,16,0,16,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.2692769000132,None,307.7861033362292,-5.0,5.975641567313955e-05,1,"[0.42750997438525734, 0.42750997438525734, 0.42750997438525734, 0.42750997438525734]","[3117.530231316011, 3187.766280094481, 316.7662280589267, 261.2830012734845]",None,"[3.871695893082623, 3.0000000000000004, 6.0, 5.5936566629773345]",False,363.26747839999734,365.5858026999922,365.5858026999922,366.82337160001043,['space'],1,[0.4519045999913942],2.716275366663467,3.746240566659253,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,1,0,1,0,17,0,17,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.0649885000021,None,6548.543643716955,-6.575082696514484,6.451801140829856e-05,1,"[0.5297702112392315, 0.7102859964424668, 0.769387873616656, 0.6828973609986821]","[241.22348228374895, 495.2799133952604, 5803.976514868183, 2834.9929623234384]",None,"[5.070289962807075, 6.541656715615594, -0.07547171544746334, 4.824661604593502]",False,368.06931730001816,371.10083949999535,371.10083949999535,372.3332783000078,['space'],1,[0.4227559000137262],3.733493866660865,4.759520266670734,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,1,0,1,0,18,0,18,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.87371990000247,None,2143.5469250725882,-5.0,4.385915186110737e-05,0,"[0.7274581416356181, 0.7274581416356181, 0.7274581416356181, 0.7274581416356181]","[5401.399784672766, 4287.093850145177, 3402.668643803426, 2700.6998923363826]",Major_3rd,"[0.0, 0.7306426957260639, 2.2340571828013855, 5.811982983314229]",False,373.90368200000376,377.11860909999814,377.11860909999814,378.3458041000122,None,0,,3.9502865333051886,4.9857084333198145,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,1,0,1,0,19,0,19,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.929326100013,None,,,,,"[0.5702419604449729, 0.5702419604449729, 0.5702419604449729, 0.5702419604449729]","[4563.33919711017, 3621.924720990201, 2874.723556124736, 2281.6695985550846]",Major_3rd,"[0.48058042627284525, 2.0, 4.824661604593502, 7.674840210994211]",True,379.9377258000022,382.6829207999981,382.6829207999981,383.91616059999797,['space'],0,[0.5813505000260193],3.307156966679031,4.32882576668635,None,1,None,1,0,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,2,0,2,0,0,0,0,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.4780626000138,None,1084.5586516949809,-1.517332733593474,3.996157330782759e-05,1,"[0.66772603074848, 0.66772603074848, 0.66772603074848, 0.66772603074848]","[1150.0319420211188, 3836.8143140636266, 182.4005234503748, 130.99237108486153]",None,"[5.127535793346383, 1.5900489658360026, 4.0, 3.625080899236946]",False,387.4636572000163,390.4820648000168,390.4820648000168,391.6982236999902,['space'],1,[0.3933827000146266],3.6953453666938003,4.722495566675207,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,2,0,2,0,1,0,1,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.23629000000074,None,467.5524104776469,0.5460312043078765,7.784572470075403e-05,1,"[0.5730192798510255, 0.5730192798510255, 0.5730192798510255, 0.5730192798510255]","[294.5395619449377, 330.60948000886026, 371.096594121242, 416.54184315796135]",Tone,"[5.809202697236832, 6.142930026355189, 6.350034686406117, 6.431249782034804]",False,393.2285084000032,395.98628630000167,395.98628630000167,397.2226314000145,['space'],1,[0.30568240000866354],3.3163248666678555,4.343969166686293,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,2,0,2,0,2,0,2,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.6180038000166,None,1319.5079107728945,-6.0,2.645445192770051e-05,0,"[0.6912588530433004, 0.6912588530433004, 0.6912588530433004, 0.6912588530433004]","[810.8732896015379, 504.3605746849485, 1572.4243766249137, 2494.3038993676773]",None,"[4.159855742261785, 6.541656715615594, 8.933686697687136, 6.781753329484543]",False,398.66008780000266,401.74707109999144,401.74707109999144,402.9752950000111,None,0,,3.789697033324046,4.810967933328357,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,2,0,2,0,3,0,3,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.5096223000146,None,,,,,"[0.4376382179827719, 0.4376382179827719, 0.4376382179827719, 0.4376382179827719]","[1957.0198395699824, 1846.8305699856014, 534.5725686038891, 148.74755036217184]",None,"[9.0, 9.250582882084911, 6.456672943607029, 3.653092974283964]",True,404.513598599995,406.84209890000056,406.84209890000056,408.0631593000144,None,1,,2.785885966673959,3.8173387666756753,None,1,None,1,0,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,2,0,2,0,4,0,4,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.3653658000112,None,329.87697769322364,-7.0,4.232726358590751e-05,1,"[0.6449209889166887, 0.440715321439653, 0.5157886722324226, 0.7760295892777933]","[5009.3495956965035, 2210.5201890793637, 658.5064179702733, 3874.851442691908]",None,"[0.29520897195786056, 8.0, 5.521429633254154, 1.101626449771853]",False,409.4042638000101,412.0308994000079,412.0308994000079,413.2654133000178,['space'],1,[0.2867273000010755],3.4115689333120827,4.438307333301054,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,2,0,2,0,5,0,5,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.88437899999553,None,365.50173019648946,0.25704403064390713,8.807878428878116e-05,1,"[0.532583846764151, 0.4667320066322661, 0.5610200870007399, 0.7967879802525908]","[787.8132522472933, 390.9555689912315, 892.922851104594, 675.7399609291291]",None,"[4.159855742261785, 6.350034686406117, 3.9001281672132606, 5.521429633254154]",False,414.8978743000189,417.4709458000143,417.4709458000143,418.7127476000169,['space'],1,[0.5207463999977335],3.384171266661724,4.400640366657171,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,2,0,2,0,6,0,6,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.34369840001455,None,270.35815779304096,-0.4063433370226657,0.00013924611407535427,1,"[0.5468902393190291, 0.5468902393190291, 0.5468902393190291, 0.5468902393190291]","[3382.2278667184737, 6408.427701871924, 1047.6053904125615, 645.1287841258611]",None,"[2.2340571828013855, -0.5750826965144844, 4.482667266406526, 5.521429633254154]",False,420.3621103000187,423.01724939999986,423.01724939999986,424.2449659999984,['space'],1,[0.3127736000169534],3.2039384666713886,4.228810166678159,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
