tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,tToo_early.rt,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,feedback.rt,Catch trial answer,answer_too_early.rt,Audiogram_time,Audiogram_both,Audiogram_frequency,Audiogram_none,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,3,0,3,0,15,0,15,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727.979553299956,None,1279.6517242436455,0.0,5.3773069484503365e-05,0,"[0.7389882067663677, 0.7389882067663677, 0.7389882067663677, 0.7389882067663677]","[1468.5642491612475, 271.24128661281514, 635.0502383911014, 211.0951648746933]",None,"[8.0, 20.0, 11.0, 16.0]",False,728.9741449999856,732.2125861999812,732.2125861999812,733.4316845999565,None,0,3.9783011599211022,5.002799959911499,None,1,None,1,,,,,,,,regvnx,001,fr,0,0,2022-04-28_15h48.55.640,Cluster,2022.1.1,36.190527198261876,
,,,,3,0,3,0,16,0,16,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734.0319233999471,None,125.0,10.0,0.002285440948074376,1,"[0.6706690146289838, 0.46147963783120594, 0.6937271907925961, 0.41757031104329956]","[314.9802624737183, 250.00000000000003, 198.42513149602496, 157.49013123685916]",Major_3rd,"[20.98075289920411, 18.617590404467318, 14.97933237528106, 14.744118982546988]",False,735.05320819997,737.9140511999722,737.9140511999722,739.1307316999882,['space'],1,3.2748076799325645,4.2747252799454145,None,1,None,1,[0.38659259997075424],,,,,,,regvnx,001,fr,0,0,2022-04-28_15h48.55.640,Cluster,2022.1.1,36.190527198261876,
,,,,3,0,3,0,17,0,17,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.3697999999858,None,2000.0,-3.0,5.296268625886443e-05,1,"[0.582009809685404, 0.582009809685404, 0.582009809685404, 0.582009809685404]","[2811.298078388899, 166.6365081162923, 1082.7851561494708, 177.67186665723253]",None,"[16.81325778338057, 14.298594675522626, 5.192894796171436, 14.126603313503237]",False,740.4006742999773,743.1863700999529,743.1863700999529,744.3911481999676,['space'],1,3.3593997799325734,4.384056779905222,None,1,None,1,[0.5463606999837793],,,,,,,regvnx,001,fr,0,0,2022-04-28_15h48.55.640,Cluster,2022.1.1,36.190527198261876,
,,,,3,0,3,0,18,0,18,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744.8227043999941,None,,,,,"[0.7484420014104627, 0.4375329394737308, 0.44013958173499135, 0.5127732389315449]","[1018.1451415875925, 1525.4940709283007, 2285.658562205291, 3424.6183990759682]",Perfect_5th,"[5.426462069149605, 8.3344877233999, 14.384666307639753, 17.64434753057462]",True,745.8217575000017,748.4637632999802,748.4637632999802,749.6786208999692,None,1,3.1664789599599317,4.172030559973791,None,1,None,1,,0,,,,,,regvnx,001,fr,0,0,2022-04-28_15h48.55.640,Cluster,2022.1.1,36.190527198261876,
,,,,3,0,3,0,19,0,19,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0448421999463,None,757.8582832551998,1.0,4.5199635245948114e-05,0,"[0.45965756197411234, 0.4925150049004368, 0.7442341852572302, 0.46832404941985517]","[251.3368219896218, 949.962511662192, 1389.8129377288449, 194.60715177334137]",None,"[18.617590404467318, 5.955121556066337, 7.0, 14.339567537691675]",False,751.0861895999988,753.8149948999635,753.8149948999635,755.0194747999776,None,0,3.1995375799015164,4.225987579906359,None,1,None,1,,,,,,,,regvnx,001,fr,0,0,2022-04-28_15h48.55.640,Cluster,2022.1.1,36.190527198261876,
,,,,4,0,4,0,0,0,0,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.3582325999741,None,177.4977681754,8.126603313503237,0.000885428580296869,1,"[0.5882488901819711, 0.5882488901819711, 0.5882488901819711, 0.5882488901819711]","[170.6535842017867, 3409.849993541977, 151.83317859508125, 7416.996926376431]",None,"[14.298594675522626, 17.64434753057462, 14.744118982546988, 2.136293798126348]",False,801.3497789999819,804.1215808999841,804.1215808999841,805.3513648999506,['space'],1,3.366219259914942,4.369343759957701,None,1,None,1,[0.3266058000153862],,,,,,,regvnx,001,fr,0,0,2022-04-28_15h48.55.640,Cluster,2022.1.1,36.190527198261876,
,,,,4,0,4,0,1,0,1,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805.7730090999976,None,250.0,7.0,0.00037494710466622793,1,"[0.5037649180224428, 0.5037649180224428, 0.5037649180224428, 0.5037649180224428]","[3533.4886109322524, 686.2915211908107, 260.9644792460456, 3635.351950325182]",None,"[17.64434753057462, 10.0, 19.0, 17.282368672321383]",False,807.9219154999591,810.4619507999741,810.4619507999741,811.6639795999508,['space'],1,3.041688579833135,4.066528679803014,None,1,None,1,[0.31805840000743046],,,,,,,regvnx,001,fr,0,0,2022-04-28_15h48.55.640,Cluster,2022.1.1,36.190527198261876,
,,,,4,0,4,0,2,0,2,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812.0214992999681,None,,,,,"[0.6091233751761705, 0.6091233751761705, 0.6091233751761705, 0.6091233751761705]","[5714.273009316649, 205.2561903926834, 5098.321114823944, 2857.937857076459]",None,"[8.659620615606642, 15.0, 12.0, 16.81325778338057]",True,813.0198193999822,815.8763820999884,815.8763820999884,817.0792339000036,None,1,3.4620999599574134,4.481802859925665,None,1,None,1,,0,,,,,,regvnx,001,fr,0,0,2022-04-28_15h48.55.640,Cluster,2022.1.1,36.190527198261876,
,,,,4,0,4,0,3,0,3,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,817.5553475999623,None,313.0496309181644,14.98075289920411,0.0005649534496788995,1,"[0.6145322990572788, 0.6145322990572788, 0.6145322990572788, 0.6145322990572788]","[788.8356393112324, 626.0992618363288, 496.9353134377507, 394.4178196556162]",Major_3rd,"[8.0, 11.47188555211849, 14.259268945125038, 18.0]",False,818.5695219999761,821.4317868999788,821.4317868999788,822.6518488999573,['space'],1,3.4770309599116445,4.505575059913099,None,1,None,1,[0.2921930000302382],,,,,,,regvnx,001,fr,0,0,2022-04-28_15h48.55.640,Cluster,2022.1.1,36.190527198261876,
,,,,4,0,4,0,4,0,4,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,823.1390491999919,None,946.7987046223019,-0.04487844393366321,4.232113300063071e-05,0,"[0.6034289922039043, 0.6661004744715768, 0.661037337849951, 0.41889941838309364]","[4771.566471867346, 3184.638546735017, 2125.49122665402, 1418.5951995132698]",Perfect_5th,"[13.0, 17.65757271223528, 13.468582492803527, 7.2981642474797095]",False,824.1475298999576,827.1081433999934,827.1081433999934,828.3242135999608,None,0,3.3673247598926537,4.400839559908491,None,1,None,1,,,,,,,,regvnx,001,fr,0,0,2022-04-28_15h48.55.640,Cluster,2022.1.1,36.190527198261876,
,,,,4,0,4,0,5,0,5,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,828.6109438999556,None,2575.769481540987,10.0,0.0002567354411720087,1,"[0.6278870855884091, 0.6278870855884091, 0.6278870855884091, 0.6278870855884091]","[6526.927667448866, 1305.620024203642, 320.7957290744392, 1394.4360238904312]",None,"[4.913441812960294, 6.390993840249913, 20.80204783270314, 7.0]",False,829.6253977000015,832.543742299953,832.543742299953,833.7683127999771,['space'],1,3.5323567599407397,4.541407459939364,None,1,None,1,[0.3016926000127569],,,,,,,regvnx,001,fr,0,0,2022-04-28_15h48.55.640,Cluster,2022.1.1,36.190527198261876,
,,,,4,0,4,0,6,0,6,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834.2266635999549,None,,,,,"[0.7399635880148414, 0.7399635880148414, 0.7399635880148414, 0.7399635880148414]","[436.6401843135321, 346.5615439554447, 275.0660797232981, 218.32009215676604]",Major_3rd,"[16.60094971129105, 20.14564464232935, 20.0, 16.003153653638293]",True,835.2183204999892,838.4502502999967,838.4502502999967,839.6605423999717,['space'],0,3.9915687599568628,5.009059459960554,None,1,None,1,[0.683117599983234],0,,,,,,regvnx,001,fr,0,0,2022-04-28_15h48.55.640,Cluster,2022.1.1,36.190527198261876,
,,,,4,0,4,0,7,0,7,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840.2814064999693,None,125.0,10.0,0.002285440948074376,1,"[0.6905415515073003, 0.6905415515073003, 0.6905415515073003, 0.6905415515073003]","[314.9802624737183, 250.00000000000003, 198.42513149602496, 157.49013123685916]",Major_3rd,"[20.98075289920411, 18.617590404467318, 14.97933237528106, 14.744118982546988]",False,841.2881548999576,844.3868336000014,844.3868336000014,845.6090051999781,['space'],1,3.78041167993797,4.788912579941098,None,1,None,1,[0.4196251999819651],,,,,,,regvnx,001,fr,0,0,2022-04-28_15h48.55.640,Cluster,2022.1.1,36.190527198261876,
,,,,4,0,4,0,8,0,8,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,846.1123518999666,None,277.9209452592113,14.0,0.0006911523302212519,1,"[0.7890420411434619, 0.7890420411434619, 0.7890420411434619, 0.7890420411434619]","[1400.6337965550442, 934.8109063695784, 623.9114269674628, 416.4109190941331]",Perfect_5th,"[7.2981642474797095, 5.955121556066337, 11.47188555211849, 17.0]",False,847.1333234999911,850.5216975999647,850.5216975999647,851.7342045999831,['space'],1,4.170470659970306,5.189907359948847,None,1,None,1,[0.17111379996640608],,,,,,,regvnx,001,fr,0,0,2022-04-28_15h48.55.640,Cluster,2022.1.1,36.190527198261876,
,,,,4,0,4,0,9,0,9,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852.392562199966,None,8000.0,-3.0,0.00012851978913844324,1,"[0.7374422200917631, 0.7374422200917631, 0.7374422200917631, 0.7374422200917631]","[3174.8021039364003, 4000.0000000000014, 5039.684199579494, 6349.604207872799]",Major_3rd,"[17.65757271223528, 16.54979423815134, 12.0, 6.0]",False,854.3846917999908,857.6330465999781,857.6330465999781,858.8422595000011,['space'],1,3.971433159778826,4.9726744598010555,None,1,None,1,[0.2228198999655433],,,,,,,regvnx,001,fr,0,0,2022-04-28_15h48.55.640,Cluster,2022.1.1,36.190527198261876,
,,,,4,0,4,0,10,0,10,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.4067516999785,None,,,,,"[0.4568200806361229, 0.730436270816081, 0.5219093480508082, 0.5982593498769675]","[464.6591887853305, 548.8177238181992, 948.7978636073609, 527.7707372030295]",None,"[15.372550712580114, 13.0, 5.955121556066337, 13.265893656062651]",True,860.4251186999609,863.1457523999852,863.1457523999852,864.3603462000028,None,1,3.3382467599003576,4.357854459900409,None,1,None,1,,0,,,,,,regvnx,001,fr,0,0,2022-04-28_15h48.55.640,Cluster,2022.1.1,36.190527198261876,
,,,,4,0,4,0,11,0,11,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864.8337520999485,None,175.76041024060748,8.126603313503237,0.0009015556972223272,1,"[0.471104951425045, 0.4109112967835586, 0.7532505034984317, 0.5683913133752643]","[158.87567315377487, 3910.799443564923, 181.02737697433093, 296.9570063877641]",None,"[14.744118982546988, 17.0, 14.126603313503237, 20.633006653856143]",False,865.846328399959,868.5019131999579,868.5019131999579,869.718993699993,['space'],1,3.2348113599582575,4.243269359925762,None,1,None,1,[0.31375889998162165],,,,,,,regvnx,001,fr,0,0,2022-04-28_15h48.55.640,Cluster,2022.1.1,36.190527198261876,
,,,,4,0,4,0,12,0,12,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,870.1541730999597,None,243.56377021155495,12.0,0.0007169612235869546,1,"[0.699883160595032, 0.699883160595032, 0.699883160595032, 0.699883160595032]","[613.742242162592, 487.12754042310996, 386.63338505516316, 306.87112108129594]",Major_3rd,"[11.47188555211849, 15.0, 19.0, 20.98075289920411]",False,871.1650210999651,874.3040892999852,874.3040892999852,875.5096219999832,['space'],1,3.807330359937623,4.831635459908284,None,1,None,1,[0.31095470004947856],,,,,,,regvnx,001,fr,0,0,2022-04-28_15h48.55.640,Cluster,2022.1.1,36.190527198261876,
,,,,4,0,4,0,13,0,13,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876.0623456999892,None,267.9433656340732,5.0,0.00026402711396027797,0,"[0.7893966736683387, 0.7893966736683387, 0.7893966736683387, 0.7893966736683387]","[1504.1187504070194, 159.18476521690383, 7180.492599052977, 281.00989944042203]",None,"[8.3344877233999, 14.744118982546988, 3.0, 20.633006653856143]",False,877.0881942999549,880.4835160999792,880.4835160999792,881.695955299947,None,0,4.188460879959166,5.20877217996167,None,1,None,1,,,,,,,,regvnx,001,fr,0,0,2022-04-28_15h48.55.640,Cluster,2022.1.1,36.190527198261876,
,,,,4,0,4,0,14,0,14,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,882.3365170999896,None,,,,,"[0.7596999690323147, 0.7208095633141807, 0.7041065850701378, 0.5684328016422953]","[143.20782087567233, 180.430548030834, 227.32824550811569, 286.4156417513446]",Major_3rd,"[15.327392786078, 14.126603313503237, 17.0, 20.633006653856143]",True,883.3351953999954,886.5596434999607,886.5596434999607,887.772447699972,None,1,3.778267559944652,4.8074119599186815,None,1,None,1,,0,,,,,,regvnx,001,fr,0,0,2022-04-28_15h48.55.640,Cluster,2022.1.1,36.190527198261876,
,,,,4,0,4,0,15,0,15,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888.1997669999837,None,1000.0,-7.0,1.9677503772788864e-05,0,"[0.5317326227083247, 0.5317326227083247, 0.5317326227083247, 0.5317326227083247]","[396.85026299205003, 500.00000000000017, 629.9605249474367, 793.7005259840998]",Major_3rd,"[18.0, 14.259268945125038, 11.0, 8.0]",False,889.2180402999511,891.8494899999932,891.8494899999932,893.0718926999834,None,0,3.1473881799029186,4.171826279954985,None,1,None,1,,,,,,,,regvnx,001,fr,0,0,2022-04-28_15h48.55.640,Cluster,2022.1.1,36.190527198261876,
,,,,4,0,4,0,16,0,16,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,893.4408060999704,None,267.9433656340732,9.0,0.0004184547755407993,0,"[0.7420929931539233, 0.6973380135442195, 0.739242687318526, 0.4638880578824207]","[422.974227818525, 254.4007278313461, 138.78650714926994, 581.0301969203296]",None,"[17.0, 19.0, 15.327392786078, 12.355327238191471]",False,894.5400888999575,897.7551833000034,897.7551833000034,898.9816786999581,None,0,3.6737288399599493,4.686221639974974,None,1,None,1,,,,,,,,regvnx,001,fr,0,0,2022-04-28_15h48.55.640,Cluster,2022.1.1,36.190527198261876,
,,,,4,0,4,0,17,0,17,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899.2614252999774,None,395.02433824949645,12.0,0.00030991090442680937,1,"[0.5067399119608238, 0.5067399119608238, 0.5067399119608238, 0.5067399119608238]","[995.3989579626663, 790.048676498993, 627.0620500902926, 497.6994789813331]",Major_3rd,"[5.426462069149605, 8.0, 11.0, 14.259268945125038]",False,900.2554825999541,902.7998682999751,902.7998682999751,904.0056918999762,['space'],1,3.045173159916885,4.071950759913307,None,1,None,1,[0.6568660999764688],,,,,,,regvnx,001,fr,0,0,2022-04-28_15h48.55.640,Cluster,2022.1.1,36.190527198261876,
,,,,4,0,4,0,18,0,18,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,904.3906572999549,None,1129.3001128733197,-0.7158754527826777,4.554769944723204e-05,1,"[0.5726559651997937, 0.6295571757211688, 0.6406989175224621, 0.5714767566431549]","[307.6994678821565, 202.40675280889775, 7962.319681884692, 681.4930412541161]",None,"[20.98075289920411, 14.97933237528106, 1.3824614138877873, 10.0]",False,905.4071883999859,908.2743515999755,908.2743515999755,909.5095863000024,['space'],1,3.4277276599314064,4.447699259908404,None,1,None,1,[0.17756029998417944],,,,,,,regvnx,001,fr,0,0,2022-04-28_15h48.55.640,Cluster,2022.1.1,36.190527198261876,
,,,,4,0,4,0,19,0,19,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,909.9195291999495,None,,,,,"[0.4309566287794484, 0.4309566287794484, 0.4309566287794484, 0.4309566287794484]","[2216.4037374236577, 145.04941492610425, 754.605588718071, 855.7327866298383]",None,"[14.0, 15.327392786078, 8.622515359074454, 7.0]",True,910.9103770999936,913.2200962999486,913.2200962999486,914.4506079999846,None,1,2.739649359951727,3.7414514599367976,None,1,None,1,,0,,,,,,regvnx,001,fr,0,0,2022-04-28_15h48.55.640,Cluster,2022.1.1,36.190527198261876,
,,,,5,0,5,0,0,0,0,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1004.1325467999559,None,125.0,11.0,0.0025643069199568253,1,"[0.4545633800623363, 0.5566894169816394, 0.7720750501555815, 0.6312965193802158]","[4922.7895867140205, 257.4946967058645, 591.3356127001765, 1805.4875502257817]",None,"[12.43024748186614, 19.0, 12.0, 11.0]",False,1005.1373773999512,1007.9514501999947,1007.9514501999947,1009.1746670999564,['space'],1,3.437039279961027,4.443203879985958,None,1,None,1,[0.5097250000108033],,,,,,,regvnx,001,fr,0,0,2022-04-28_15h48.55.640,Cluster,2022.1.1,36.190527198261876,
,,,,5,0,5,0,1,0,1,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1009.6270482999971,None,1663.6365671401545,4.0,9.449755978989825e-05,1,"[0.7300605649188733, 0.528205508935183, 0.6968167825372767, 0.5808961452747631]","[651.8770785200268, 446.58677006806977, 300.79502674291257, 260.891607984331]",None,"[10.566442251539915, 16.0, 20.98075289920411, 19.0]",False,1010.6237099999562,1013.6018122999812,1013.6018122999812,1014.8048097999999,['space'],1,3.5638096599141136,4.585226959898137,None,1,None,1,[0.5215222999686375],,,,,,,regvnx,001,fr,0,0,2022-04-28_15h48.55.640,Cluster,2022.1.1,36.190527198261876,
,,,,5,0,5,0,2,0,2,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1015.2678295999649,None,8000.0,-3.0,0.00012851978913844324,1,"[0.7806622968390204, 0.5999678390149232, 0.43530932030881025, 0.4378889078483402]","[3174.8021039364003, 4000.0000000000014, 5039.684199579494, 6349.604207872799]",Major_3rd,"[17.65757271223528, 16.54979423815134, 12.0, 6.0]",False,1016.2748126999941,1019.1207106999937,1019.1207106999937,1020.323607600003,['space'],1,3.2690869799698703,4.28595797996968,None,1,None,1,[0.38961730001028627],,,,,,,regvnx,001,fr,0,0,2022-04-28_15h48.55.640,Cluster,2022.1.1,36.190527198261876,
,,,,5,0,5,0,3,0,3,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020.6065119999694,None,,,,,"[0.4971710587461147, 0.4971710587461147, 0.4971710587461147, 0.4971710587461147]","[6612.849600618645, 1857.091214490385, 1056.1308829196869, 459.84802533531405]",None,"[4.913441812960294, 11.536491143744154, 5.192894796171436, 15.372550712580114]",True,1021.6064775999985,1024.1209191999515,1024.1209191999515,1025.3233166999999,['space'],0,3.0095279599772766,4.016404559952207,None,1,None,1,[0.26720030000433326],0,,,,,,regvnx,001,fr,0,0,2022-04-28_15h48.55.640,Cluster,2022.1.1,36.190527198261876,
,,,,5,0,5,0,4,0,4,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.6896967999637,None,5656.85424949238,0.0,0.0001285236860859306,0,"[0.686586454510334, 0.686586454510334, 0.686586454510334, 0.686586454510334]","[2244.9240966187467, 2828.427124746191, 3563.594872561358, 4489.8481932374925]",Major_3rd,"[14.0, 16.81325778338057, 17.64434753057462, 15.0]",False,1026.6968117999495,1029.796515599999,1029.796515599999,1031.012119299965,None,0,3.7833626799401827,4.8216022799606435,None,1,None,1,,,,,,,,regvnx,001,fr,0,0,2022-04-28_15h48.55.640,Cluster,2022.1.1,36.190527198261876,
